N	2gram	Tiupa_Teor_1	Dialekti
216	но именно	1	2
217	в них	2	2
218	осуществляется в	1	2
219	реальность и	1	2
220	должно быть	1	2
221	говорил о	1	2
222	от себя	3	2
223	не могли	1	2
224	однако в	7	2
225	в отношении	3	2
226	не менее	4	2
227	случае не	2	2
228	иметь в	1	2
229	никогда не	4	2
230	или иная	1	2
231	и по	2	2
232	ничто не	1	2
233	не по	1	2
234	– так	1	2
235	как будто	2	2
236	не могут	2	2
237	свою очередь	2	2
238	в ее	5	2
239	мог бы	3	2
240	жизнь и	1	2
241	для этого	1	2
242	это возможно	1	2
243	в коем	2	2
244	о ней	2	2
245	ее в	2	2
246	никак не	1	2
247	тем или	1	2
248	по типу	1	2
249	говорить об	1	2
250	эти два	1	2
251	я думаю	1	2
252	во всей	1	2
253	и только	1	2
254	одной из	2	2
255	образа в	1	2
256	жизнь личности	1	2
257	в качестве	24	2
258	себя в	6	2
259	из них	1	2
260	ту или	1	2
261	и их	1	2
262	никто не	2	2
263	для меня	2	2
264	отличие от	6	2
265	тем что	1	2
266	не было	1	2
267	в данный	2	2
268	или иначе	5	2
269	с той	1	2
270	другой стороны	5	2
271	понятие о	2	2
272	когда же	1	2
273	определенный смысл	1	2
274	в частности	16	2
275	вместе с	2	2
276	как это	8	2
277	и жизни	1	2
278	к своему	1	2
279	личность –	2	2
280	сравнении с	1	2
281	для личности	1	2
282	художественное произведение	1	2
283	в аспекте	2	2
284	и слово	1	2
285	только мы	1	2
286	тот кто	2	2
287	отношении к	2	2
288	оно не	1	2
289	видим в	2	2
290	того или	3	2
291	в противоположность	2	2
292	точно так	1	2
293	все что	1	2
294	а между	1	1
295	говоря о	3	1
296	символы не	1	1
297	лишь ее	1	1
298	– может	2	1
299	же как	1	1
300	чтобы не	1	1
301	но чтобы	2	1
302	идет о	1	1
303	последней главе	1	1
304	к другому	1	1
305	дело не	2	1
306	исходит из	1	1
307	и больше	2	1
308	действительности и	1	1
309	– даже	1	1
310	при анализе	1	1
311	из своих	1	1
312	своем отношении	1	1
313	своими корнями	1	1
314	в каждый	1	1
315	но она	2	1
316	смыслу или	1	1
317	от друга	1	1
318	из того	1	1
319	очень часто	1	1
320	с личностью	1	1
321	собой в	1	1
322	на них	1	1
323	как один	1	1
324	и объект	1	1
325	имени –	1	1
326	жить и	2	1
327	отношение к	5	1
328	реального исторического	1	1
329	друг от	1	1
330	и я	1	1
331	зрения в	1	1
332	как говорит	3	1
333	его я	1	1
334	в одной	1	1
335	как к	2	1
336	целый ряд	1	1
337	здесь –	1	1
338	это тоже	2	1
339	тот же	1	1
340	имеет в	2	1
341	вещи но	1	1
342	говорит не	1	1
343	– совпадение	1	1
344	в груди	1	1
345	говорят о	1	1
346	– тоже	1	1
347	за это	1	1
348	в нашем	4	1
349	есть как	2	1
350	субъект и	2	1
351	роль в	2	1
352	имеем в	3	1
353	если он	1	1
354	в наших	1	1
355	корнями в	2	1
356	пусть это	1	1
357	но прежде	1	1
358	образ его	1	1
359	с чем	1	1
360	к миру	1	1
361	он не	3	1
362	чисто познавательным	1	1
363	свою собственную	1	1
364	– на	3	1
365	и более	1	1
366	содержит в	1	1
367	бытия я	1	1
368	ему на	1	1
369	я с	5	1
370	чем собственно	1	1
371	но дело	1	1
372	себя самой	1	1
373	или иных	3	1
374	не бывает	1	1
375	одно и	1	1
376	и заключается	1	1
377	однако все	2	1
378	существования –	1	1
379	если нет	1	1
380	том случае	1	1
381	нашем случае	2	1
382	художественный образ	1	1
383	его в	2	1
384	входит в	1	1
385	не предполагает	1	1
386	с другими	5	1
387	данном случае	5	1
388	чаще всего	1	1
389	только одно	1	1
390	только лишь	1	1
391	всю жизнь	1	1
392	первые два	1	1
393	целостность в	1	1
394	все моменты	1	1
395	ведет к	1	1
396	этом в	1	1
397	об основной	1	1
398	же я	1	1
399	одного и	3	1
400	и становится	1	1
401	но я	1	1
402	ее внутренней	1	1
403	нас самих	1	1
404	он должен	2	1
405	эстетическое восприятие	1	1
406	место в	5	1
407	в отличие	6	1
408	– при	1	1
409	до последнего	1	1
410	в имени	2	1
411	– один	1	1
412	сам же	1	1
413	этих моментов	1	1
414	которые в	1	1
415	но он	3	1
416	друг другу	1	1
417	имеем не	1	1
418	кто его	1	1
419	их в	3	1
420	том же	1	1
421	свобода и	1	1
422	жизни а	1	1
423	зрения и	2	1
424	личность в	1	1
425	даже в	3	1
426	внутренней свободе	1	1
427	и вся	1	1
428	она по	1	1
429	имя личности	1	1
430	не способное	1	1
431	и одной	2	1
432	с которой	1	1
433	виду что	1	1
434	она могла	1	1
435	и сама	1	1
436	того и	1	1
437	имеем дело	2	1
438	его можно	1	1
439	его смысл	1	1
440	и теперь	1	1
441	связи с	1	1
442	даже самая	2	1
443	весьма существенным	1	1
444	это уже	1	1
445	однако это	1	1
446	ему не	1	1
447	до смерти	1	1
448	а в	13	1
449	деятельности и	1	1
450	с логической	1	1
451	творчества творчество	1	1
452	сама жизнь	1	1
453	его за	1	1
454	жизнью и	1	1
455	– с	5	1
456	всего что	1	1
457	всегда так	1	1
458	достоевского где	1	1
459	из всего	1	1
460	как мы	1	1
461	в целую	2	1
462	каждая вещь	1	1
463	это ведет	1	1
464	только то	1	1
465	в пределах	5	1
466	что может	2	1
467	переход к	1	1
468	можно было	1	1
469	те же	1	1
470	здесь как	1	1
471	вещи в	1	1
472	чем выше	1	1
473	мы в	2	1
474	в последней	1	1
475	быть может	1	1
476	о котором	1	1
477	основе своей	1	1
478	их никто	1	1
479	и здесь	2	1
480	на их	1	1
481	не содержит	1	1
482	с одной	2	1
483	в новую	1	1
484	мира а	1	1
485	после того	1	1
486	мы понимаем	1	1
487	познавательного логического	1	1
488	под именем	1	1
489	жизни он	1	1
490	к нему	1	1
491	– во	1	1
492	не могло	2	1
493	смысле не	1	1
494	такого что	1	1
495	во втором	3	1
496	искусства к	1	1
497	жизни –	2	1
498	в другой	1	1
499	вслед за	2	1
500	не будучи	1	1
501	– например	1	1
502	человека как	1	1
503	одного из	1	1
504	но с	1	1
505	значений и	1	1
506	но этим	1	1
507	даже если	1	1
508	было и	1	1
509	во времени	3	1
510	их не	1	1
511	канта не	1	1
512	без этого	1	1
513	не входит	1	1
514	с нею	1	1
515	ничего нельзя	1	1
516	себе –	1	1
517	слова не	1	1
518	речь в	1	1
519	в душе	8	1
520	д как	1	1
521	в конце	2	1
522	вещи или	1	1
523	с этими	1	1
524	ее не	1	1
525	человек как	1	1
526	о каком	1	1
527	уже до	1	1
528	чем и	1	1
529	имеет значение	1	1
530	границы и	1	1
531	она и	1	1
532	или иной	4	1
533	говорим о	1	1
534	с другой	7	1
535	– их	1	1
536	дело в	2	1
537	полноты и	1	1
538	на которые	1	1
539	только к	1	1
540	что для	1	1
541	превращается в	2	1
542	заданность и	1	1
543	– тогда	1	1
544	понимаем что	1	1
545	не сама	1	1
546	однако и	1	1
547	жизнь в	1	1
548	же точно	1	1
549	принципиально новой	1	1
550	мира в	1	1
551	в связи	1	1
552	нет никаких	1	1
553	отличается от	2	1
554	в лесу	1	1
555	путь –	1	1
556	до этого	1	1
557	но кто	1	1
558	человека к	3	1
559	в плоскости	1	1
560	в область	1	1
561	еще нет	1	1
562	уходит своими	1	1
563	в той	2	1
564	но вы	1	1
565	я сейчас	1	1
566	вокруг себя	1	1
567	романе достоевского	1	1
568	по существу	1	1
569	в малом	1	1
570	судьба или	1	1
571	в это	1	1
572	в контексте	3	1
573	их фактического	1	1
574	своей жизни	2	1
575	чисто познавательного	1	1
576	ближе к	1	1
577	вы говорите	1	1
578	– всегда	1	1
579	не является	4	1
580	делает ее	1	1
581	объекта и	1	1
582	и от	1	1
583	так или	4	1
584	в известном	1	1
585	и иного	1	1
586	мира и	1	1
587	которая в	1	1
588	себя самого	1	1
589	на первый	1	1
590	не более	1	1
591	стороны в	1	1
592	она же	1	1
593	все они	1	1
594	ценность и	1	1
595	однако на	1	1
596	на фоне	2	1
597	жизни в	2	1
598	о своем	2	1
599	как ряд	1	1
600	в романе	3	1
601	из тех	2	1
602	не знает	3	1
603	в глаза	2	1
604	из этого	1	1
605	же природы	1	1
606	поведения в	1	1
607	я и	2	1
608	определенным образом	2	1
609	о себе	2	1
610	случае если	1	1
611	в своих	1	1
