N	2gram	Potebnia_M_4	formyVre
304	которую мы	1	1
305	большую роль	1	1
306	вопрос о	2	1
307	получают значение	1	1
308	начинается с	1	1
309	и новых	1	1
310	и ряд	1	1
311	более четырех	1	1
312	же что	2	1
313	в каждой	1	1
314	всех сторон	1	1
315	и понятия	2	1
316	это время	1	1
317	в ней	2	1
318	и говорить	2	1
319	разумеется не	1	1
320	меньше чем	1	1
321	заключенных в	2	1
322	он сам	1	1
323	в чем	1	1
324	тем как	2	1
325	в нашем	2	1
326	но конечно	1	1
327	самом деле	3	1
328	могло быть	1	1
329	внутренняя форма	2	1
330	эта особенность	1	1
331	по направлению	1	1
332	отличие от	1	1
333	и речи	1	1
334	за пределы	1	1
335	новые отношения	1	1
336	как говорит	1	1
337	первый взгляд	1	1
338	его на	1	1
339	что как	4	1
340	бы при	1	1
341	более и	2	1
342	однако не	1	1
343	что по	2	1
344	его к	2	1
345	для которой	1	1
346	следующим образом	1	1
347	и отчасти	1	1
348	в самом	3	1
349	в которой	6	1
350	ступени развития	1	1
351	бы и	5	1
352	формы в	3	1
353	чем больше	2	1
354	бы не	3	1
355	так в	3	1
356	еще один	1	1
357	идут в	1	1
358	им в	1	1
359	и тот	3	1
360	ничего и	1	1
361	его части	2	1
362	этого образа	1	1
363	и те	1	1
364	в наших	2	1
365	дальше и	1	1
366	вообще не	1	1
367	стороны в	1	1
368	свойства или	1	1
369	он ни	1	1
370	стремится к	2	1
371	мы можем	10	1
372	в огороде	1	1
373	они в	1	1
374	не значит	2	1
375	состоит именно	1	1
376	же это	1	1
377	не как	2	1
378	образом и	1	1
379	на его	3	1
380	быть самим	1	1
381	ни был	3	1
382	но все	1	1
383	от нее	1	1
384	а вместе	1	1
385	в каждом	3	1
386	рано или	2	1
387	таком количестве	1	1
388	в состоянии	2	1
389	об этом	2	1
390	человеческого развития	2	1
391	это было	2	1
392	нет противоречия	1	1
393	с животными	1	1
394	лучше чем	1	1
395	и тем	4	1
396	был поставлен	1	1
397	этого она	1	1
398	все равно	3	1
399	в действии	1	1
400	когда я	7	1
401	развития так	1	1
402	явления которые	1	1
403	и такая	1	1
404	чем в	2	1
405	что такого	1	1
406	мы не	8	1
407	и того	1	1
408	понятия и	1	1
409	одного и	1	1
410	вселенной и	1	1
411	и еще	1	1
412	на островах	1	1
413	в своей	1	1
414	нас может	1	1
415	будь это	1	1
416	возвращаемся к	1	1
417	с самого	1	1
418	на каждом	1	1
419	что до	2	1
420	от его	2	1
421	стало быть	8	1
422	принимают в	1	1
423	где она	1	1
424	исчезает и	2	1
425	которые в	1	1
426	случае мы	1	1
427	например и	1	1
428	тому что	2	1
429	что те	1	1
430	что есть	3	1
431	возникает в	1	1
432	символизма и	1	1
433	ее так	1	1
434	или что	2	1
435	в таких	2	1
436	о значении	1	1
437	с которой	1	1
438	виду что	2	1
439	еще довольно	1	1
440	и проч	18	1
441	не имеет	5	1
442	самого начала	2	1
443	дело в	1	1
444	и сама	2	1
445	не по	1	1
446	весь этот	1	1
447	того и	1	1
448	почему в	1	1
449	слово и	3	1
450	под этим	1	1
451	на два	1	1
452	слова как	1	1
453	этих двух	1	1
454	или как	1	1
455	и притом	2	1
456	как она	2	1
457	и связи	1	1
458	значения например	1	1
459	во всем	1	1
460	мы обозначим	1	1
461	было в	3	1
462	только с	1	1
463	уже и	2	1
464	со множеством	1	1
465	и здесь	2	1
466	начиная с	1	1
467	пространственных отношений	1	1
468	не могут	2	1
469	когда мы	6	1
470	же отношение	1	1
471	для развития	1	1
472	основаны на	1	1
473	его с	1	1
474	бы он	1	1
475	той или	1	1
476	получает новый	1	1
477	или поздно	2	1
478	сказать что	8	1
479	оно не	2	1
480	для кого	1	1
481	если же	4	1
482	всегда в	1	1
483	есть нечто	5	1
484	образы и	3	1
485	себе в	3	1
486	как не	1	1
487	свою очередь	1	1
488	но при	1	1
489	в ее	2	1
490	данном случае	2	1
491	и человека	1	1
492	в произведении	1	1
493	то время	1	1
494	самое это	1	1
495	и сам	1	1
496	времени и	1	1
497	все от	1	1
498	о природе	1	1
499	что от	2	1
500	мы в	3	1
501	если бы	13	1
502	из одного	3	1
503	и вообще	2	1
504	с человеком	1	1
505	в разных	3	1
506	от тела	1	1
507	них не	1	1
508	назвать его	1	1
509	и поэтому	1	1
510	внимание на	5	1
511	но мы	2	1
512	и что	7	1
513	в глаза	1	1
514	и назвать	1	1
515	такова что	1	1
516	в различных	2	1
517	может не	1	1
518	там же	3	1
519	здесь образ	2	1
520	как нет	2	1
521	доходит до	1	1
522	между тем	9	1
523	можно видеть	2	1
524	на одном	1	1
525	человека из	2	1
526	я вижу	2	1
527	тем менее	2	1
528	другого в	1	1
529	непосредственно в	1	1
530	которой все	1	1
531	исходя из	1	1
532	и следовательно	3	1
533	и об	1	1
534	следовало бы	1	1
535	в другую	1	1
536	тех пор	6	1
537	и история	1	1
538	что будет	2	1
539	землю и	1	1
540	и влияние	1	1
541	что даже	2	1
542	его жизнь	1	1
543	из многих	1	1
544	как нечто	1	1
545	в разные	1	1
546	должен был	1	1
547	проявляется в	2	1
548	без него	2	1
549	вопрос об	1	1
550	по этому	1	1
551	именно на	2	1
552	лишь бы	1	1
553	образов в	1	1
554	есть в	5	1
555	с нею	3	1
556	не можем	5	1
557	то и	4	1
558	же явления	1	1
559	в виде	2	1
560	различия в	1	1
561	свидетельствует о	1	1
562	точка соприкосновения	1	1
563	а это	1	1
564	участие в	1	1
565	превращаются в	1	1
566	обращаем внимание	1	1
567	от горя	1	1
568	и стремится	1	1
569	бытия и	1	1
570	которой нет	1	1
571	и вместе	3	1
572	явления природы	1	1
573	ее на	1	1
574	не противоречит	1	1
575	того в	1	1
576	мы это	1	1
577	длинный ряд	1	1
578	такое же	2	1
579	в природе	1	1
580	неразрывном единстве	1	1
581	что не	6	1
582	по нескольку	1	1
583	основные формы	1	1
584	на этот	2	1
585	другой стороны	1	1
586	его как	1	1
587	в руках	1	1
588	его по	1	1
589	было для	1	1
590	общий тон	1	1
591	для человека	4	1
592	под влиянием	1	1
593	но как	1	1
594	тем больше	1	1
595	в речи	3	1
596	но что	2	1
597	все более	3	1
598	величина и	1	1
599	для самого	2	1
600	надо было	1	1
601	почти без	1	1
602	этих случаях	2	1
603	одной стороны	1	1
604	достаточно для	1	1
605	времени с	1	1
606	пример в	1	1
607	это есть	3	1
608	быть только	1	1
609	только чтобы	1	1
610	скорее можно	1	1
611	да и	4	1
612	чтобы определить	1	1
613	стремления к	1	1
614	этого слова	7	1
615	благодаря этому	1	1
616	он слышит	1	1
617	видно что	4	1
618	между прочим	3	1
619	из него	2	1
620	и тогда	1	1
621	что то	3	1
622	но менее	1	1
623	мы найдем	1	1
624	должны быть	3	1
625	и среди	1	1
626	а все	1	1
627	которая в	1	1
628	чтобы понять	2	1
629	найдем и	1	1
630	в отдельных	2	1
631	но когда	1	1
632	лишь как	1	1
633	из себя	2	1
634	бы в	2	1
635	быть что	2	1
636	останавливаться на	1	1
637	и смысл	1	1
638	переносится в	1	1
639	у горация	1	1
640	зрения в	1	1
641	в настоящее	1	1
642	его функции	1	1
643	хотя в	2	1
644	бы на	1	1
645	эти никогда	1	1
646	всего человека	1	1
647	к самому	1	1
648	и сила	1	1
649	от ее	2	1
650	требует чтобы	2	1
651	только образ	1	1
652	в свою	2	1
653	и широко	1	1
654	состоит из	1	1
655	бы ни	2	1
656	от всех	1	1
657	дело с	1	1
658	природа как	1	1
659	соответствует в	1	1
660	самосознания и	1	1
661	уже есть	2	1
662	и стало	1	1
663	для создания	3	1
664	по поводу	4	1
665	в таком	4	1
