N	2gram	Bakhtin_KF_1	Myshleni
173	он имеет	2	3
174	в одном	4	3
175	а в	4	3
176	от того	3	3
177	один и	1	3
178	прежде всего	2	3
179	чем в	1	3
180	действительно ли	2	3
181	но это	6	3
182	содержится в	1	3
183	одного и	1	3
184	к его	1	3
185	я это	1	3
186	мысли но	1	3
187	включает в	2	3
188	ее в	1	3
189	к этому	2	3
190	они не	1	3
191	ту же	1	2
192	отношения к	1	2
193	путь от	1	2
194	что эти	1	2
195	исходит из	1	2
196	не имеют	1	2
197	все дело	1	2
198	в зависимости	1	2
199	их и	1	2
200	взаимоотношений между	1	2
201	совпадает с	1	2
202	я не	6	2
203	зависимости от	1	2
204	в ней	3	2
205	быть в	4	2
206	столь же	1	2
207	в различных	1	2
208	во всех	11	2
209	что я	5	2
210	мы будем	1	2
211	его на	2	2
212	когда он	1	2
213	и к	1	2
214	в этот	1	2
215	и полностью	1	2
216	поэтому он	1	2
217	нами в	1	2
218	если он	1	2
219	на его	1	2
220	что она	1	2
221	в корне	2	2
222	и единство	3	2
223	мысли как	1	2
224	теории и	3	2
225	но все	5	2
226	может возникнуть	1	2
227	не совпадает	1	2
228	в жизни	2	2
229	все равно	1	2
230	остается совершенно	1	2
231	во второй	1	2
232	в своей	10	2
233	в котором	24	2
234	к предмету	1	2
235	самое что	1	2
236	значение для	1	2
237	отношений между	1	2
238	и эти	2	2
239	все это	10	2
240	их в	1	2
241	в определенной	2	2
242	но только	1	2
243	закон и	1	2
244	во всем	7	2
245	до того	1	2
246	для другого	2	2
247	факта что	1	2
248	и здесь	7	2
249	в момент	3	2
250	лежит в	1	2
251	должны быть	1	2
252	иной чем	1	2
253	в виду	3	2
254	но при	1	2
255	на основе	7	2
256	в истории	1	2
257	своей мысли	1	2
258	не с	1	2
259	к совершенно	1	2
260	связанная с	1	2
261	говорим о	1	2
262	и из	1	2
263	находятся в	1	2
264	образом в	1	2
265	его в	5	2
266	тем или	1	2
267	и требует	1	2
268	может иметь	2	2
269	что только	2	2
270	в первой	1	2
271	со всеми	2	2
272	только на	1	2
273	в единстве	7	2
274	же в	1	2
275	но с	1	2
276	не дает	3	2
277	никто не	1	2
278	вовсе не	7	2
279	к ним	4	2
280	само по	1	2
281	это будет	1	2
282	и даже	1	2
283	а с	2	2
284	себя и	2	2
285	только к	1	2
286	действия в	1	2
287	всю полноту	1	2
288	ни на	1	2
289	и потому	2	2
290	мы говорим	1	2
291	эту мысль	1	2
292	и от	1	2
293	только для	1	2
294	которых он	1	2
295	сознания и	3	2
296	или иным	2	2
297	совершенно иной	1	2
298	предмета и	1	2
299	или не	1	2
300	совершенно не	6	2
301	но этот	1	2
302	имеет место	1	2
303	жизни и	8	2
304	в своих	3	2
305	по поводу	1	2
306	это понятие	1	2
307	во всяком	1	2
308	все что	1	2
309	смысле слова	1	1
310	говоря о	1	1
311	лежат в	1	1
312	также и	1	1
313	в движение	1	1
314	место при	1	1
315	образом признается	1	1
316	проблемы в	1	1
317	связи между	1	1
318	на самом	3	1
319	должен овладеть	1	1
320	нем но	1	1
321	из его	3	1
322	и должен	2	1
323	мы уже	1	1
324	мы имеем	5	1
325	миру и	1	1
326	на первом	2	1
327	и о	1	1
328	бы что	1	1
329	что уже	1	1
330	каждый отдельный	2	1
331	каждом предмете	1	1
332	этих предметов	2	1
333	но уже	1	1
334	эта функция	1	1
335	и ее	2	1
336	быть понято	1	1
337	может дать	3	1
338	что мотивы	1	1
339	нему в	4	1
340	бы то	2	1
341	с его	1	1
342	конечно это	1	1
343	различия между	1	1
344	в ее	16	1
345	мышления как	2	1
346	и вопрос	1	1
347	они имеют	1	1
348	что язык	1	1
349	является вовсе	1	1
350	а он	1	1
351	и будет	1	1
352	есть просто	1	1
353	отличаются от	1	1
354	ни одна	2	1
355	более чем	1	1
356	независимо от	3	1
357	мысли только	1	1
358	что именно	1	1
359	мышление но	1	1
360	как к	2	1
361	все остальные	1	1
362	чего нет	1	1
363	возможность не	1	1
364	из сознания	1	1
365	и наконец	1	1
366	в себе	21	1
367	за собой	1	1
368	ним как	1	1
369	значения как	1	1
370	как понятие	1	1
371	что это	3	1
372	другого как	1	1
373	в нашем	1	1
374	думать что	2	1
375	вообще а	1	1
376	другом случае	1	1
377	имеем в	2	1
378	на то	1	1
379	но прежде	1	1
380	к выводу	1	1
381	его но	1	1
382	по самому	1	1
383	оно было	1	1
384	к миру	1	1
385	сегодняшний день	1	1
386	но само	1	1
387	момента в	1	1
388	нее и	1	1
389	не как	4	1
390	оно должно	1	1
391	в понятии	1	1
392	к каждому	1	1
393	и попытка	1	1
394	поскольку она	2	1
395	значительной степени	1	1
396	этом последнем	1	1
397	в каждом	3	1
398	здесь мы	4	1
399	этим самым	1	1
400	тем же	1	1
401	главным образом	1	1
402	имеют в	1	1
403	нам остается	1	1
404	конечно в	2	1
405	смысловой стороны	1	1
406	об этом	1	1
407	связанных с	1	1
408	и менее	1	1
409	лишь в	8	1
410	входит в	3	1
411	точке в	1	1
412	и других	2	1
413	с основной	1	1
414	всеми своими	1	1
415	может стать	1	1
416	этом смысле	3	1
417	именно что	1	1
418	этот человек	1	1
419	должен был	1	1
420	мог бы	1	1
421	который по	1	1
422	и этим	3	1
423	ни в	12	1
424	это положение	1	1
425	рядом с	3	1
426	моего сознания	2	1
427	случае мы	2	1
428	нашего исследования	1	1
429	и уже	1	1
430	которой он	2	1
431	несмотря на	1	1
432	нигде не	3	1
433	тот в	1	1
434	как целое	1	1
435	от до	1	1
436	как таковой	1	1
437	нисколько не	4	1
438	места в	4	1
439	является мир	1	1
440	обычно происходит	1	1
441	смысле можно	1	1
442	данного предмета	1	1
443	со своего	5	1
444	она в	1	1
445	знает и	2	1
446	место в	5	1
447	том смысле	1	1
448	он принимает	1	1
449	понятием и	1	1
450	от его	5	1
451	не путем	1	1
452	является только	1	1
453	совершенно иначе	1	1
454	образом и	1	1
455	быть правильно	1	1
456	тем не	2	1
457	влечет за	1	1
458	осуществляются в	1	1
459	том же	1	1
460	ним в	1	1
461	возможным и	2	1
462	мыслится а	1	1
463	значит перевести	1	1
464	с которой	1	1
465	она не	1	1
466	что ему	1	1
467	принципиально иной	1	1
468	дело не	2	1
469	отличается от	1	1
470	к этим	1	1
471	и сама	1	1
472	как его	4	1
473	различия в	1	1
474	совершенно правильно	1	1
475	не могло	1	1
476	при установлении	1	1
477	это с	1	1
478	из него	3	1
479	к каждой	1	1
480	а во	1	1
481	к ней	1	1
482	относится к	1	1
483	такая же	1	1
484	в сознании	2	1
485	является сама	1	1
486	уже и	1	1
487	а подчиненной	1	1
488	и делает	2	1
489	над ним	1	1
490	в каком	4	1
491	смысле к	1	1
492	т.е от	1	1
493	сделать в	1	1
494	представляется нам	1	1
495	деятельности и	2	1
496	в специальном	1	1
497	в духе	1	1
498	есть только	1	1
499	из самого	2	1
500	развивается как	1	1
501	и другой	1	1
502	целом в	1	1
503	но из	1	1
504	но к	1	1
505	и он	1	1
506	где он	3	1
507	для себя	5	1
508	осуществляется это	1	1
509	не делает	1	1
510	слово не	3	1
511	более не	1	1
512	с ее	2	1
513	это единство	3	1
514	не существует	1	1
515	всего этого	1	1
516	не могу	3	1
517	и значении	1	1
518	только при	1	1
519	мысль о	1	1
520	его они	1	1
521	существует все	1	1
522	всей своей	2	1
523	по способу	1	1
524	и совершенно	3	1
525	поэтому мы	1	1
526	ясно что	3	1
527	не нужно	2	1
528	остается только	1	1
529	собой и	1	1
530	для этого	2	1
531	слова ведь	1	1
532	это существенно	1	1
533	но может	1	1
534	единство сознания	1	1
535	в контекст	1	1
536	может ничего	1	1
537	сводится к	2	1
538	и миром	1	1
539	вплетена в	1	1
540	и просто	2	1
541	может не	2	1
542	и во	1	1
543	один момент	1	1
544	во втором	1	1
545	нуждается в	1	1
546	ничто в	1	1
547	и только	6	1
548	не более	1	1
549	его то	1	1
550	имеет места	1	1
551	дать в	1	1
552	один из	2	1
553	которой и	1	1
554	с ними	3	1
555	каждый момент	1	1
556	целого и	1	1
557	всяком случае	1	1
558	это слово	1	1
559	ее от	1	1
560	этот факт	2	1
561	их не	1	1
562	внимание в	1	1
563	не можем	1	1
564	себя в	8	1
565	есть проблема	1	1
566	в виде	2	1
567	что не	3	1
568	сказать это	1	1
569	время является	1	1
570	а это	2	1
571	а то	1	1
572	к единой	1	1
573	только одно	1	1
574	ценность в	1	1
575	содержания и	2	1
576	отношении к	2	1
577	с него	1	1
578	и никогда	1	1
579	это было	2	1
580	как раз	1	1
581	для решения	1	1
582	вне ее	3	1
583	были бы	2	1
584	момент совершенно	1	1
585	со стороны	7	1
586	себе а	2	1
587	или иной	2	1
588	и смысловых	1	1
589	и т.п	1	1
590	с другим	1	1
591	здесь в	1	1
592	мы никогда	1	1
593	не потому	2	1
594	сознания как	2	1
595	только по	2	1
596	не было	8	1
597	и своего	1	1
598	этого не	1	1
599	в ту	2	1
600	с которым	1	1
601	взаимопроникновение и	2	1
602	там где	5	1
603	если не	2	1
604	стороны в	3	1
605	этих моментов	2	1
606	бы оно	2	1
607	связь с	1	1
608	а есть	1	1
609	до этого	1	1
610	относятся к	1	1
611	дисциплины как	1	1
612	к единому	3	1
613	свою психологическую	1	1
614	ибо это	1	1
615	в данном	2	1
616	что за	2	1
617	понятие о	1	1
618	смысле этого	1	1
619	только возможны	1	1
620	он начинает	1	1
621	этого слова	2	1
622	этого факта	1	1
623	и таким	1	1
624	выход из	2	1
625	но для	2	1
626	между мотивом	1	1
627	не сумел	1	1
628	к другим	1	1
629	ту область	1	1
630	и для	9	1
631	при таком	1	1
632	для этой	3	1
633	это можно	2	1
634	мы только	1	1
635	имеет дело	1	1
636	они даны	1	1
637	для нас	4	1
638	от него	3	1
639	и все	7	1
640	и новое	1	1
641	абсолютно не	2	1
642	из себя	8	1
643	или нет	1	1
644	той или	3	1
645	к признанию	1	1
646	для жизни	1	1
647	теории а	1	1
648	и протекает	1	1
649	не являются	1	1
650	что этот	3	1
651	приходится признать	1	1
652	между ними	1	1
653	с ней	1	1
654	дело с	2	1
655	была бы	1	1
656	или иного	3	1
657	первом случае	1	1
658	оно может	1	1
659	оно не	2	1
660	не способны	1	1
661	этот момент	6	1
662	она исходит	1	1
663	но эти	1	1
664	не стоящие	1	1
665	к действительности	1	1
666	и это	12	1
667	т.е я	1	1
668	того или	3	1
669	это в	1	1
670	гораздо более	1	1
