N	2gram	Tiupa_Anal_2	Freidism
98	сводится к	3	4
99	характер и	1	4
100	это только	2	4
101	с ними	3	4
102	уже не	4	4
103	в котором	2	4
104	как раз	4	4
105	себя и	1	4
106	в данном	8	4
107	и о	1	4
108	в этих	2	4
109	этот вопрос	1	4
110	в таком	2	4
111	таком случае	2	3
112	на место	1	3
113	на себя	5	3
114	он был	2	3
115	конечном счете	2	3
116	в общем	2	3
117	один и	1	3
118	как в	4	3
119	и как	1	3
120	между двумя	4	3
121	и тот	1	3
122	в себе	7	3
123	и те	1	3
124	но ведь	1	3
125	и по	1	3
126	что все	2	3
127	было бы	3	3
128	мы имеем	3	3
129	такой же	1	3
130	нисколько не	1	3
131	тому что	1	3
132	одна из	1	3
133	на него	2	3
134	в сознании	4	3
135	ни о	3	3
136	бы он	1	3
137	она не	2	3
138	с ее	2	3
139	свою очередь	1	3
140	только то	1	3
141	приводит к	3	3
142	что может	1	3
143	если бы	3	3
144	и смерть	2	3
145	и что	1	3
146	на всех	2	3
147	в конечном	3	3
148	человека с	1	3
149	себя в	2	3
150	у него	4	3
151	в них	1	3
152	со стороны	3	3
153	и т.п	8	3
154	на этот	2	3
155	о себе	2	3
156	вместе с	2	3
157	слова и	1	3
158	но это	1	3
159	не является	1	3
160	когда он	1	3
161	не знает	3	3
162	ее в	1	3
163	по поводу	3	3
164	и выражение	1	2
165	отношения к	2	2
166	в такой	1	2
167	и то	3	2
168	сил и	1	2
169	тех же	1	2
170	тем же	1	2
171	в первом	1	2
172	и до	2	2
173	социальной группы	1	2
174	того же	4	2
175	сказать и	1	2
176	в ее	1	2
177	для жизни	1	2
178	ответ на	3	2
179	себе и	1	2
180	отличие от	2	2
181	в своем	4	2
182	не приходится	1	2
183	в нашем	3	2
184	что она	2	2
185	внутренней речи	4	2
186	в одну	2	2
187	в совершенно	1	2
188	в глубине	1	2
189	них не	2	2
190	на этой	2	2
191	это было	2	2
192	это не	1	2
193	и смерти	4	2
194	этого не	1	2
195	которой он	1	2
196	на две	3	2
197	жизни но	2	2
198	том что	12	2
199	в эту	3	2
200	но если	1	2
201	во второй	4	2
202	и при	1	2
203	в их	3	2
204	в отличие	2	2
205	теми же	2	2
206	миф и	2	2
207	как это	6	2
208	в отношении	1	2
209	случае в	3	2
210	таких случаях	1	2
211	в таких	2	2
212	что с	2	2
213	дело не	2	2
214	тому кто	1	2
215	в нас	2	2
216	для всего	1	2
217	только не	4	2
218	тем не	3	2
219	из того	1	2
220	только с	1	2
221	этом отношении	3	2
222	является по	1	2
223	отличается от	1	2
224	должны быть	1	2
225	для себя	1	2
226	образы и	1	2
227	в виду	1	2
228	на основе	2	2
229	роль в	2	2
230	продолжает жить	1	2
231	воли и	3	2
232	о нем	1	2
233	в другом	1	2
234	не позволяет	2	2
235	этих двух	1	2
236	нуждается в	1	2
237	что и	3	2
238	во внутренней	1	2
239	не тот	1	2
240	человека со	1	2
241	на которой	1	2
242	мы видим	1	2
243	в какой	1	2
244	для нее	2	2
245	с одной	5	2
246	для всех	2	2
247	на всем	1	2
248	душу человека	1	2
249	уже в	1	2
250	только на	3	2
251	борьбы с	3	2
252	из них	3	2
253	его и	1	2
254	в конце	4	2
255	с этими	1	2
256	и даже	9	2
257	с другой	6	2
258	человека в	1	2
259	и тех	1	2
260	здесь в	2	2
261	одной стороны	4	2
262	более того	1	2
263	зависит от	1	2
264	а не	10	2
265	речи и	2	2
266	душевной жизни	1	2
267	так же	2	2
268	самого себя	1	2
269	и всей	1	2
270	в основном	1	2
271	только для	1	2
272	же самое	1	2
273	к другим	1	2
274	для нас	1	2
275	все они	1	2
276	да и	1	2
277	из тех	1	2
278	к его	2	2
279	к этому	2	2
280	как на	1	2
281	но особенно	1	1
282	и т	1	1
283	выражения в	1	1
284	противоречие с	1	1
285	так у	4	1
286	органическое единство	1	1
287	и должны	1	1
288	бы для	1	1
289	между всеми	1	1
290	определить как	1	1
291	ведь и	2	1
292	намек на	1	1
293	их и	1	1
294	в несколько	1	1
295	а как	2	1
296	полагает что	1	1
297	со всех	1	1
298	и другими	2	1
299	я как	2	1
300	случае это	1	1
301	со смертью	3	1
302	высказывания а	1	1
303	нечего делать	1	1
304	но даже	1	1
305	ему в	3	1
306	конечно и	1	1
307	в целом	8	1
308	всех сторон	1	1
309	проявляется в	3	1
310	и самого	1	1
311	и воля	1	1
312	собой в	2	1
313	внимание и	1	1
314	не был	3	1
315	что его	1	1
316	служит для	1	1
317	там и	1	1
318	и всего	1	1
319	и принадлежат	1	1
320	о смерти	1	1
321	данное произведение	1	1
322	в качестве	11	1
323	и речи	1	1
324	отличаются от	1	1
325	что хотя	1	1
326	как говорит	2	1
327	его я	1	1
328	в центре	3	1
329	независимо от	1	1
330	это ни	1	1
331	мотивов в	1	1
332	однако не	1	1
333	переживания и	1	1
334	как уже	3	1
335	его к	1	1
336	в противоположность	2	1
337	при чтении	1	1
338	но эта	2	1
339	бы и	1	1
340	другого как	1	1
341	он в	4	1
342	жизни так	1	1
343	бы не	1	1
344	одни из	1	1
345	по преимуществу	4	1
346	как он	1	1
347	на то	2	1
348	если он	1	1
349	верующего в	1	1
350	в наших	1	1
351	вообще не	2	1
352	по-видимому не	1	1
353	таких условиях	1	1
354	а скорее	1	1
355	и входит	1	1
356	идеи и	1	1
357	его от	3	1
358	его можно	1	1
359	без исключения	1	1
360	обнаруживает себя	3	1
361	конца и	1	1
362	не следует	2	1
363	может остаться	1	1
364	объект и	1	1
365	а затем	2	1
366	жизни вы	1	1
367	входит в	1	1
368	каждого из	1	1
369	этом смысле	2	1
370	и тем	4	1
371	и сознания	1	1
372	далеко не	1	1
373	место и	1	1
374	со своими	1	1
375	среда в	1	1
376	он и	2	1
377	обратимся к	1	1
378	в один	4	1
379	не мог	3	1
380	особенно для	1	1
381	этом случае	4	1
382	таким же	1	1
383	к роковому	2	1
384	не к	1	1
385	отказаться и	1	1
386	миф о	1	1
387	в одном	2	1
388	для данного	1	1
389	которые в	1	1
390	по крайней	3	1
391	и эти	1	1
392	однако в	1	1
393	нас к	2	1
394	раз и	1	1
395	точно и	1	1
396	так ли	1	1
397	до известной	1	1
398	тогда когда	1	1
399	материала в	1	1
400	и внутренней	1	1
401	о них	1	1
402	об убийстве	1	1
403	самая мысль	1	1
404	обратим внимание	1	1
405	его речи	1	1
406	известно из	1	1
407	и является	4	1
408	для анализа	1	1
409	внешней и	1	1
410	помимо воли	1	1
411	что на	3	1
412	которая по	1	1
413	о гибели	2	1
414	до смерти	1	1
415	и далее	1	1
416	и здесь	1	1
417	выход из	1	1
418	на границе	1	1
419	похож на	1	1
420	его за	1	1
421	той или	3	1
422	в поле	4	1
423	отказаться от	1	1
424	на это	1	1
425	если же	1	1
426	о том	7	1
427	при свете	2	1
428	то она	1	1
429	но при	1	1
430	и сами	1	1
431	далее к	1	1
432	что такой	1	1
433	и сам	3	1
434	в мире	6	1
435	времени и	1	1
436	не с	4	1
437	с собой	1	1
438	в результате	3	1
439	жизнь и	1	1
440	этом месте	1	1
441	из одного	1	1
442	ничего не	9	1
443	все его	1	1
444	по-видимому и	1	1
445	то есть	9	1
446	а также	7	1
447	и выглядит	1	1
448	внимание на	2	1
449	близки к	1	1
450	но когда	1	1
451	особого рода	2	1
452	и во	2	1
453	борьба с	3	1
454	с теми	1	1
455	в которую	1	1
456	на ее	1	1
457	же самые	1	1
458	от них	1	1
459	силы из	1	1
460	крайней мере	3	1
461	исходя из	1	1
462	слов и	1	1
463	о научной	1	1
464	в третий	1	1
465	ведь есть	1	1
466	меняется от	1	1
467	в двух	2	1
468	дело с	1	1
469	также оказывается	2	1
470	который в	1	1
471	они могут	1	1
472	что нам	1	1
473	случайным в	1	1
474	кроме этого	1	1
475	одни и	1	1
476	читатель не	1	1
477	есть в	3	1
478	этой борьбе	1	1
479	близко к	1	1
480	то и	1	1
481	также и	1	1
482	за пределами	2	1
483	смысл этой	1	1
484	различия в	1	1
485	странным и	1	1
486	не принимает	1	1
487	по выражению	2	1
488	в ином	1	1
489	в борьбу	1	1
490	одно из	2	1
491	не так	4	1
492	пока не	1	1
493	всегда оказывается	1	1
494	слова в	1	1
495	моментов в	1	1
496	понимать под	1	1
497	может служить	1	1
498	как будто	3	1
499	тем что	3	1
500	и конкретном	1	1
501	реплики в	2	1
502	она вполне	1	1
503	связан с	1	1
504	по смыслу	1	1
505	или иной	3	1
506	даже не	1	1
507	на примере	1	1
508	именно в	3	1
509	с той	2	1
510	характерно для	1	1
511	своего собственного	2	1
512	во внешней	1	1
513	принадлежит не	1	1
514	своего прямого	1	1
515	превращается в	2	1
516	и речь	1	1
517	существенно для	1	1
518	было для	1	1
519	долгое время	1	1
520	отнюдь не	8	1
521	потока на	2	1
522	или с	1	1
523	что существенно	1	1
524	себя на	1	1
525	его реплики	1	1
526	к своему	2	1
527	целом ряде	1	1
528	который мы	1	1
529	высказывания с	1	1
530	такого рода	2	1
531	и там	1	1
532	во вне	1	1
533	ко всему	1	1
534	литературного произведения	16	1
535	в первой	3	1
536	и мотивы	1	1
537	материал для	1	1
538	этого слова	3	1
539	в контексте	5	1
540	реальности в	2	1
541	его собственный	1	1
542	что сознание	1	1
543	ближе к	1	1
544	остается в	1	1
545	мира в	1	1
546	известной степени	1	1
547	этого рода	2	1
548	но на	1	1
549	об отношении	1	1
550	он по	2	1
551	в отношения	1	1
552	бы в	3	1
553	еще более	2	1
554	тем более	1	1
555	будто бы	1	1
556	своего бытия	1	1
557	я в	3	1
558	же в	1	1
559	всю полноту	1	1
560	в том	12	1
561	отношении к	1	1
562	к ее	1	1
563	нам не	1	1
564	может и	1	1
565	на смену	3	1
566	имеет место	4	1
567	по которой	1	1
568	из этого	1	1
569	который не	1	1
570	борьба и	1	1
571	мыслями и	1	1
572	значение в	1	1
573	не вносит	1	1
