N	2gram	Tiupa_Anal_1	Myshleni
516	слова как	1	1
517	два различных	2	1
518	того в	1	1
519	своей природе	1	1
520	не говорит	1	1
521	одной лишь	1	1
522	наше описание	1	1
523	только с	1	1
524	трех моментов	1	1
525	в области	4	1
526	без исключения	1	1
527	фактов и	1	1
528	может показаться	1	1
529	в тени	1	1
530	личности в	3	1
531	исходить из	1	1
532	начиная с	1	1
533	разрыв между	1	1
534	чтобы увидеть	1	1
535	здесь совершенно	1	1
536	отличается от	2	1
537	мы по	1	1
538	всего в	1	1
539	не есть	8	1
540	оно не	1	1
541	на это	1	1
542	но сама	1	1
543	где он	1	1
544	здесь мы	1	1
545	жестов в	1	1
546	этот путь	1	1
547	других сознаний	1	1
548	его никогда	1	1
549	но по	1	1
550	говорит и	2	1
551	подходе к	1	1
552	личности и	1	1
553	чтобы быть	1	1
554	структуру и	1	1
555	значение этих	1	1
556	всей своей	1	1
557	в пределах	2	1
558	с языком	1	1
559	нельзя не	1	1
560	том случае	1	1
561	сознаний в	1	1
562	особенно в	2	1
563	по природе	3	1
564	того и	3	1
565	сознания и	1	1
566	логического анализа	2	1
567	является в	1	1
568	и социальные	1	1
569	это как	2	1
570	по мере	1	1
571	не случайна	1	1
572	другой для	1	1
573	сводится к	5	1
574	является по	2	1
575	и должно	1	1
576	определенным образом	1	1
577	одного из	2	1
578	до сих	1	1
579	даже у	1	1
580	теперь и	1	1
581	может не	1	1
582	аналогии с	1	1
583	узнать каким	1	1
584	на точку	1	1
585	других людей	2	1
586	к нему	3	1
587	в отрыве	2	1
588	этих слов	1	1
589	и во	1	1
590	эти два	1	1
591	ним и	2	1
592	себя но	1	1
593	без которого	1	1
594	вслед за	1	1
595	целого как	2	1
596	его природе	1	1
597	для установления	1	1
598	в современной	1	1
599	предмета и	1	1
600	известном смысле	1	1
601	один из	2	1
602	том как	1	1
603	и одновременно	3	1
604	в двух	2	1
605	понимая что	1	1
606	принимает что	1	1
607	направленной на	1	1
608	среди других	1	1
609	ответа на	1	1
610	не ставит	1	1
611	что даже	1	1
612	и является	2	1
613	мышление в	1	1
614	между тем	5	1
615	во времени	4	1
616	не происходит	1	1
617	социальной ситуации	1	1
618	который не	1	1
619	понимая под	1	1
620	наблюдений и	2	1
621	так что	1	1
622	научной объективности	1	1
623	оказывается в	2	1
624	вопроса о	3	1
625	только на	1	1
626	то и	1	1
627	в итоге	1	1
628	слова в	1	1
629	в виде	1	1
630	свидетельствует о	2	1
631	первую из	1	1
632	в сознании	2	1
633	научного знания	1	1
634	и процессов	1	1
635	или даже	1	1
636	в данной	1	1
637	по выражению	2	1
638	за ним	1	1
639	вообще как	1	1
640	ни с	3	1
641	к мысли	1	1
642	никто не	3	1
643	могло бы	1	1
644	сами по	2	1
645	в речь	2	1
646	от тех	1	1
647	при всей	2	1
648	выше чем	1	1
649	ничего что	1	1
650	при отсутствии	1	1
651	эту фазу	1	1
652	в особенности	1	1
653	же деле	1	1
654	на примере	2	1
655	неизменным в	1	1
656	здесь в	1	1
657	а именно	3	1
658	о котором	1	1
659	и коммуникативной	1	1
660	целым рядом	1	1
661	обратиться к	3	1
662	которая и	1	1
663	всякого смысла	1	1
664	самом же	1	1
665	поставить в	1	1
666	же точно	1	1
667	долгое время	1	1
668	этой точки	1	1
669	специфически человеческий	1	1
670	виде в	1	1
671	все более	1	1
672	вступает в	3	1
673	двух других	1	1
674	ко всем	1	1
675	и потому	2	1
676	без наличия	1	1
677	те факты	1	1
678	как если	1	1
679	к своему	1	1
680	социального поведения	1	1
681	если оно	1	1
682	это также	1	1
683	к индивидуальному	1	1
684	фактами которые	1	1
685	что действительно	1	1
686	в тот	1	1
687	а отнюдь	1	1
688	да и	1	1
689	я с	1	1
690	или хотя	1	1
691	к понятию	1	1
692	и от	1	1
693	сих пор	1	1
694	личность как	1	1
695	итог как	1	1
696	об одном	1	1
697	к другим	1	1
698	при всем	1	1
699	более того	3	1
700	затем уже	1	1
701	сведено к	2	1
702	одна из	1	1
703	отвечает на	2	1
704	в данный	1	1
705	основанная на	2	1
706	не свидетельствует	1	1
707	и крайне	1	1
708	или другой	1	1
709	вновь и	1	1
710	от него	1	1
711	из себя	1	1
712	описания которое	1	1
713	этого другого	1	1
714	я должен	1	1
715	зрения в	1	1
716	но это	1	1
717	у разных	1	1
718	или несколько	1	1
719	исключительно в	1	1
720	или не	2	1
721	или можно	1	1
722	в целях	1	1
723	личность и	1	1
724	жизни в	1	1
725	между ними	1	1
726	не знает	1	1
727	другой стороны	2	1
728	отдельные слова	1	1
729	возводит к	1	1
730	из этого	1	1
731	в свое	2	1
732	что то	1	1
733	к числу	1	1
734	включает в	1	1
735	а может	1	1
736	также не	1	1
737	в своих	1	1
738	в настоящий	1	1
739	поскольку с	1	1
740	в роли	2	1
741	и вновь	1	1
