N	2gram	Savitsky_E_1	Narrotol
341	к такой	2	1
342	но они	1	1
343	она не	2	1
344	принадлежат к	1	1
345	и притом	4	1
346	своего существования	1	1
347	в основе	1	1
348	время как	1	1
349	занять место	1	1
350	а поскольку	2	1
351	находятся в	1	1
352	этом процессе	1	1
353	такая же	1	1
354	следует понимать	1	1
355	и теперь	2	1
356	моря и	3	1
357	удалены от	1	1
358	как будто	2	1
359	в каком	4	1
360	к той	2	1
361	настоящего времени	1	1
362	свое собственное	1	1
363	xx века	1	1
364	не могут	2	1
365	есть только	1	1
366	во все	3	1
367	ли не	1	1
368	приобщения к	1	1
369	именно таким	1	1
370	в полной	4	1
371	прошлом и	1	1
372	где этот	1	1
373	как мы	5	1
374	и о	1	1
375	эти не	1	1
376	но по	2	1
377	то она	1	1
378	с ее	1	1
379	что все	2	1
380	и сами	1	1
381	и иных	1	1
382	то время	1	1
383	каждого из	1	1
384	во многом	2	1
385	когда его	1	1
386	еще в	1	1
387	когда в	1	1
388	и неизбежно	1	1
389	субъективная ценность	2	1
390	к первому	1	1
391	по ее	1	1
392	по сравнению	2	1
393	не случайна	1	1
394	выше не	1	1
395	того мира	2	1
396	не на	4	1
397	полной мере	1	1
398	при такой	1	1
399	тех кто	1	1
400	в самой	1	1
401	время в	3	1
402	говорит об	1	1
403	означает что	1	1
404	или на	1	1
405	может не	1	1
406	более высокой	1	1
407	аналогии с	1	1
408	времени в	1	1
409	к нему	2	1
410	и во	2	1
411	во всей	2	1
412	ли найдется	1	1
413	в другой	2	1
414	также в	2	1
415	следовало бы	2	1
416	происходит в	2	1
417	на будущее	1	1
418	быть и	1	1
419	с той	1	1
420	но с	2	1
421	в двух	1	1
422	связь и	1	1
423	одной из	5	1
424	этот вопрос	2	1
425	ли он	1	1
426	как нечто	1	1
427	являет собой	1	1
428	мы будем	1	1
429	даже вовсе	1	1
430	того же	3	1
431	и детей	1	1
432	не можем	2	1
433	ряде случаев	1	1
434	в большинстве	2	1
435	обстоит дело	3	1
436	как кажется	1	1
437	оно всегда	1	1
438	от своей	1	1
439	большинстве случаев	3	1
440	в данной	3	1
441	производство и	1	1
442	мир в	1	1
443	данной сферы	1	1
444	не будут	1	1
445	и их	1	1
446	в одном	2	1
447	в прошлом	3	1
448	не о	1	1
449	заметить что	2	1
450	тем что	3	1
451	для того	6	1
452	интересующей нас	1	1
453	где в	1	1
454	поскольку это	1	1
455	в последние	6	1
456	даже не	1	1
457	ли это	3	1
458	которые по	1	1
459	а именно	2	1
460	в ряде	1	1
461	как же	2	1
462	что не	1	1
463	но все-таки	1	1
464	выступает в	1	1
465	связано с	3	1
466	на этот	2	1
467	же обстоит	1	1
468	не исключает	1	1
469	более того	1	1
470	не означает	2	1
471	человеческой жизни	1	1
472	другой в	1	1
473	с которым	1	1
474	пока что	1	1
475	к обычному	1	1
476	существует в	1	1
477	стороны и	6	1
478	и с	2	1
479	в пределы	3	1
480	что мы	1	1
481	свести к	1	1
482	вместе с	2	1
483	и потому	5	1
484	некоторые из	1	1
485	не сразу	1	1
486	в столь	1	1
487	к жизни	1	1
488	сравнению с	2	1
489	это так	3	1
490	существование хотя	1	1
491	что же	2	1
492	даже с	1	1
493	поскольку он	2	1
494	сведена к	1	1
495	многих других	1	1
496	возможность такого	1	1
497	том смысле	1	1
498	или хотя	2	1
499	слова и	1	1
500	и от	3	1
501	в стране	2	1
502	тому или	2	1
503	каждой из	1	1
504	к еще	1	1
505	является ли	3	1
506	в связи	1	1
507	или в	2	1
508	и среди	1	1
509	когда он	3	1
510	оказались бы	1	1
511	в этих	2	1
512	еще более	2	1
513	мы должны	2	1
514	же к	2	1
515	год а	1	1
516	в психологии	3	1
517	и сейчас	2	1
518	в последнем	1	1
519	с такой	1	1
520	что при	1	1
521	который не	1	1
522	время не	1	1
523	имеет в	2	1
524	частности в	2	1
525	суждений о	1	1
526	собой это	1	1
527	ее в	3	1
528	этой точки	5	1
529	ли признать	1	1
530	смысле является	1	1
531	во всяком	3	1
532	гораздо более	1	1
