N	2gram	Vinokur_Ku_2	FransuaR
216	понятно что	1	2
217	переходит в	1	2
218	что если	2	2
219	ведь это	1	2
220	и прежде	1	2
221	в конце	4	2
222	может быть	15	2
223	как раз	3	2
224	где их	1	2
225	в форме	3	2
226	а на	2	2
227	огромном большинстве	1	2
228	если мы	4	2
229	до конца	3	2
230	которых мы	2	2
231	не на	2	2
232	а не	10	2
233	и вовсе	2	2
234	в частности	2	2
235	прямо сказать	1	2
236	и потому	2	2
237	как это	5	2
238	не был	1	2
239	знать что	1	2
240	несколько слов	1	2
241	что мы	6	2
242	и часто	1	2
243	для нас	4	2
244	бы в	1	2
245	в этих	1	2
246	в том	19	2
247	все они	2	2
248	и у	2	2
249	это все	1	2
250	другой стороны	7	2
251	что даже	1	2
252	в кругу	2	2
253	отметить что	1	2
254	и другие	1	2
255	этом совершенно	1	1
256	несколько десятков	1	1
257	с утверждением	1	1
258	ту же	6	1
259	всегда остаются	1	1
260	в сфере	3	1
261	еще можно	1	1
262	по адресу	1	1
263	сам по	1	1
264	утверждение что	1	1
265	на самом	2	1
266	он может	1	1
267	богатой и	1	1
268	то в	1	1
269	тем же	2	1
270	он уже	2	1
271	в зависимости	4	1
272	в их	2	1
273	встречается и	1	1
274	не забудем	1	1
275	время еще	1	1
276	на первом	1	1
277	уверен что	1	1
278	этого определения	1	1
279	чтобы не	2	1
280	нам в	1	1
281	в литературном	1	1
282	получают значение	1	1
283	совпадает с	1	1
284	на тему	1	1
285	почти исключительно	1	1
286	они связаны	1	1
287	этим словом	1	1
288	зависимости от	5	1
289	от разных	1	1
290	и говорить	1	1
291	что теперь	1	1
292	еще не	5	1
293	по линии	1	1
294	на них	1	1
295	далее в	1	1
296	на их	1	1
297	это действительно	1	1
298	время в	1	1
299	свою жизнь	1	1
300	к слову	2	1
301	по отношению	1	1
302	и никак	1	1
303	отношение к	1	1
304	себе и	1	1
305	что дух	3	1
306	не просто	2	1
307	нам право	2	1
308	нет и	1	1
309	и я	1	1
310	материалом для	2	1
311	и выражения	2	1
312	что к	1	1
313	мы также	1	1
314	словом в	1	1
315	что нет	1	1
316	что когда	3	1
317	что по	1	1
318	и к	1	1
319	в действительности	1	1
320	в которой	1	1
321	точку зрения	1	1
322	в целом	1	1
323	в нашем	7	1
324	во многих	1	1
325	еще один	1	1
326	бы только	1	1
327	удельный вес	1	1
328	не могла	1	1
329	роли в	1	1
330	частности и	1	1
331	вспомним также	1	1
332	этот процесс	1	1
333	и если	2	1
334	широком смысле	4	1
335	связанные с	2	1
336	этом своем	1	1
337	являются лишь	1	1
338	что сказать	1	1
339	перестает быть	1	1
340	они в	1	1
341	именно то	1	1
342	он должен	1	1
343	в узком	4	1
344	не как	2	1
345	и вот	5	1
346	через несколько	1	1
347	и по	3	1
348	это один	1	1
349	именно это	1	1
350	с такими	1	1
351	но все	4	1
352	это конечно	2	1
353	значительной степени	1	1
354	котором говорит	1	1
355	в каждом	1	1
356	с самыми	1	1
357	пусть и	1	1
358	различие между	3	1
359	на протяжении	1	1
360	в уже	1	1
361	в глазах	2	1
362	и дает	1	1
363	ли этот	1	1
364	и основные	1	1
365	должен был	1	1
366	есть также	1	1
367	и тем	5	1
368	он все	1	1
369	здесь нет	1	1
370	эта имеет	1	1
371	что природа	1	1
372	далеко не	1	1
373	с тем	2	1
374	он и	2	1
375	несмотря на	5	1
376	чем в	3	1
377	отвращение к	1	1
378	и было	1	1
379	были впрочем	1	1
380	себе все	1	1
381	но до	1	1
382	даже при	1	1
383	таким же	2	1
384	особенности же	2	1
385	в следующем	1	1
386	что от	1	1
387	просто в	1	1
388	место в	1	1
389	в которых	2	1
390	могло бы	1	1
391	своего рода	4	1
392	признать что	1	1
393	поэтому в	1	1
394	не понимает	1	1
395	как от	1	1
396	вещей и	1	1
397	где нет	1	1
398	того кто	1	1
399	в устах	2	1
400	для нее	1	1
401	по себе	10	1
402	этой области	4	1
403	роль играют	1	1
404	индивидуальная и	1	1
405	в отношении	2	1
406	не менее	7	1
407	не раз	1	1
408	более широким	1	1
409	и прочие	2	1
410	дело в	1	1
411	того как	2	1
412	и именно	1	1
413	составные элементы	2	1
414	сводится в	2	1
415	пользуется и	1	1
416	но только	4	1
417	связанными с	1	1
418	значение этого	1	1
419	не имеет	4	1
420	это мы	1	1
421	немного в	1	1
422	понять что	2	1
423	казалось бы	3	1
424	ничего не	4	1
425	одна из	1	1
426	возвращение в	1	1
427	ему и	1	1
428	раз как	1	1
429	как будто	2	1
430	основную особенность	1	1
431	за ними	2	1
432	не знали	1	1
433	такие же	1	1
434	очень часто	2	1
435	могут быть	4	1
436	здесь совершенно	1	1
437	делают их	1	1
438	и точно	1	1
439	к другу	1	1
440	образованного общества	1	1
441	свое значение	1	1
442	нем есть	1	1
443	день и	1	1
444	значение как	1	1
445	на это	3	1
446	если же	1	1
447	где он	1	1
448	же совершенно	1	1
449	и это	3	1
450	приходит к	1	1
451	и о	4	1
452	здесь не	3	1
453	всего этого	1	1
454	говорит и	1	1
455	iv в	1	1
456	совершенно ясно	1	1
457	только то	1	1
458	в себя	1	1
459	то время	1	1
460	в пределах	4	1
461	если ты	1	1
462	он так	1	1
463	у которых	1	1
464	самое рождение	1	1
465	можно было	9	1
466	ясно что	5	1
467	связан с	1	1
468	и прочих	1	1
469	мог бы	1	1
470	принадлежит и	1	1
471	к простому	1	1
472	интересующих нас	1	1
473	литературе не	1	1
474	основана на	1	1
475	в некоторой	1	1
476	собой и	1	1
477	об этом	5	1
478	и здесь	5	1
479	тех кто	1	1
480	то они	1	1
481	в память	2	1
482	язык и	2	1
483	настоящее время	1	1
484	одного из	2	1
485	после того	2	1
486	можно сказать	4	1
487	языке как	3	1
488	нас в	1	1
489	за этим	2	1
490	от них	1	1
491	есть такие	1	1
492	в языке	10	1
493	что и	3	1
494	это не	6	1
495	также лежит	1	1
496	вслед за	1	1
497	сказать и	1	1
498	в лучшем	3	1
499	находим и	1	1
500	указывает что	2	1
501	что здесь	1	1
502	из всех	1	1
503	с ними	2	1
504	этот вопрос	6	1
505	это особенно	1	1
506	те в	1	1
507	и перед	1	1
508	их не	2	1
509	здесь с	1	1
510	в уста	1	1
511	по земле	1	1
512	характерной для	1	1
513	уже не	8	1
514	этот чрезвычайно	1	1
515	борьбы с	1	1
516	свидетельствует о	1	1
517	или даже	1	1
518	превращаются в	1	1
519	одно из	1	1
520	для него	1	1
521	ни в	4	1
522	говорить об	1	1
523	у нее	1	1
524	быть хорошим	1	1
525	ее не	1	1
526	к ним	1	1
527	мы можем	1	1
528	они будут	1	1
529	в широком	2	1
530	речью в	1	1
531	в других	1	1
532	для того	9	1
533	о каком	1	1
534	уже совершенно	1	1
535	а потому	1	1
536	в последние	1	1
537	или иной	1	1
538	себе представить	1	1
539	чрезвычайно важен	1	1
540	именно здесь	1	1
541	в предисловии	1	1
542	и между	1	1
543	еще и	2	1
544	по всей	1	1
545	что для	2	1
546	к сожалению	1	1
547	не было	4	1
548	на этот	2	1
549	не знает	3	1
550	а главное	3	1
551	где эти	1	1
552	забудем что	1	1
553	подобного рода	5	1
554	а так	1	1
555	и слово	1	1
556	в связи	4	1
557	для этой	2	1
558	в строении	1	1
559	на фоне	3	1
560	связь с	1	1
561	этой же	1	1
562	этой работы	1	1
563	мы говорим	2	1
564	с общей	2	1
565	предисловии к	1	1
566	он говорит	1	1
567	для обозначения	2	1
568	что за	2	1
569	наряду с	1	1
570	смысле этого	2	1
571	что же	5	1
572	и там	1	1
573	да и	6	1
574	по существу	5	1
575	думать о	1	1
576	два раза	1	1
577	действительно ли	1	1
578	и богатство	1	1
579	вспомним что	1	1
580	этого слова	5	1
581	слова и	5	1
582	были и	1	1
583	только для	2	1
584	лучшем случае	3	1
585	между прочим	2	1
586	что касается	2	1
587	этом же	1	1
588	тем и	1	1
589	что там	1	1
590	имеет дело	1	1
591	всякого рода	2	1
592	это как	1	1
593	в настоящее	1	1
594	у них	1	1
595	что значит	2	1
596	конце концов	3	1
597	случаях перед	1	1
598	в круг	1	1
599	здесь уже	1	1
600	в новых	1	1
601	речи если	1	1
602	самым лучшим	1	1
603	нисколько не	3	1
604	для нашего	1	1
605	можно наблюдать	1	1
606	но эти	1	1
607	это так	3	1
608	к этой	3	1
609	по поводу	2	1
610	это в	2	1
611	узком и	1	1
612	как на	1	1
