N	2gram	Vygotskiy__2	Vvedenie
521	одно и	1	1
522	подход к	2	1
523	то ни	1	1
524	как они	1	1
525	фокусом в	1	1
526	а затем	1	1
527	факт что	1	1
528	что все	4	1
529	мысли автора	1	1
530	им как	1	1
531	и никакого	1	1
532	материала и	1	1
533	зрения на	1	1
534	развития на	2	1
535	лишь в	3	1
536	того или	1	1
537	по различным	2	1
538	оставляя в	1	1
539	известно что	1	1
540	что стоит	1	1
541	уже сказано	3	1
542	нам по	1	1
543	в итоге	1	1
544	бы только	1	1
545	мысли но	1	1
546	не всегда	1	1
547	значит не	1	1
548	можно считать	2	1
549	она неизбежно	1	1
550	действительно не	3	1
551	иначе говоря	2	1
552	автора и	1	1
553	не больше	1	1
554	т.д и	2	1
555	моментом в	1	1
556	или менее	2	1
557	они говорят	1	1
558	в эту	4	1
559	ничего сверх	1	1
560	не выдерживает	1	1
561	во время	3	1
562	его действий	1	1
563	что между	2	1
564	в ходе	1	1
565	эта черта	1	1
566	прямо к	1	1
567	аппаратом и	1	1
568	ради самого	1	1
569	в следующем	3	1
570	в такой	2	1
571	этого говорит	1	1
572	но которые	1	1
573	психологии не	1	1
574	из которой	1	1
575	прийти к	2	1
576	совершенно понятно	1	1
577	из анализа	1	1
578	представление о	5	1
579	не от	1	1
580	в отличие	3	1
581	далее в	1	1
582	о языке	2	1
583	от его	4	1
584	должны были	3	1
585	и другого	1	1
586	как одна	1	1
587	многих лет	1	1
588	точку зрения	6	1
589	тесно связаны	1	1
590	зависимости от	6	1
591	речи в	6	1
592	этом ее	2	1
593	же мы	1	1
594	уже выше	1	1
595	а от	1	1
596	а наоборот	1	1
597	в таких	1	1
598	деятельность есть	1	1
599	этого же	2	1
600	в обоих	1	1
601	непосредственно и	1	1
602	мысли в	1	1
603	мышления и	16	1
604	самого начала	1	1
605	при изложении	1	1
606	много общего	1	1
607	к этим	1	1
608	целого к	1	1
609	не по	1	1
610	вытекает из	3	1
611	случае не	2	1
612	в самых	1	1
613	проблема и	1	1
614	не могло	2	1
615	а для	1	1
616	расширять свой	1	1
617	вопрос который	1	1
618	почему в	1	1
619	с материалом	1	1
620	на язык	2	1
621	других человеческих	1	1
622	под этим	2	1
623	увидеть что	1	1
624	в самой	3	1
625	слова как	1	1
626	по вопросу	1	1
627	два различных	1	1
628	этих двух	2	1
629	иными словами	2	1
630	показывает как	1	1
631	момента может	1	1
632	связь и	1	1
633	и является	1	1
634	во всем	2	1
635	бы нас	1	1
636	и после	1	1
637	убедиться в	1	1
638	о чем-то	1	1
639	всякий кто	1	1
640	их по	1	1
641	что на	2	1
642	которая по	1	1
643	не потому	2	1
644	эту схему	1	1
645	представлять себе	1	1
646	обстоятельство что	1	1
647	не задает	1	1
648	прямо говорит	1	1
649	относиться к	1	1
650	чтобы увидеть	1	1
651	и другой	2	1
652	отличается от	1	1
653	должны быть	1	1
654	мы по	1	1
655	всего в	1	1
656	действительности который	1	1
657	оно не	1	1
658	что при	3	1
659	опыта и	1	1
660	отсюда следует	1	1
661	тех областях	1	1
662	слово которое	1	1
663	смысле в	1	1
664	для себя	3	1
665	правда не	1	1
666	на нечто	1	1
667	приходит к	1	1
668	и о	1	1
669	без всякого	2	1
670	даны уже	1	1
671	чтобы быть	1	1
672	на какой-нибудь	1	1
673	коренным образом	1	1
674	только то	1	1
675	с самого	1	1
676	с языком	1	1
677	что именно	3	1
678	ли есть	1	1
679	что у	3	1
680	проблем и	1	1
681	и которые	1	1
682	сознание а	1	1
683	которых становится	1	1
684	том как	1	1
685	момента и	1	1
686	между собой	1	1
687	и потребность	1	1
688	но здесь	1	1
689	о ней	1	1
690	именно потому	1	1
691	имеет еще	1	1
692	к проблемам	1	1
693	другими словами	1	1
694	и из	2	1
695	для целей	1	1
696	одного из	1	1
697	бы то	1	1
698	после того	1	1
699	теперь и	1	1
700	может не	1	1
701	научила бы	1	1
702	слов с	1	1
703	образом мы	1	1
704	это было	1	1
705	этой ошибки	1	1
706	места и	1	1
707	которых в	1	1
708	отрицательный ответ	2	1
709	при исследовании	1	1
710	нужда в	1	1
711	во всей	5	1
712	заключается вовсе	1	1
713	действительно в	1	1
714	и можно	2	1
715	также в	1	1
716	в свете	1	1
717	этой форме	1	1
718	что здесь	2	1
719	пункт в	2	1
720	на которой	2	1
721	своим источником	1	1
722	выяснить как	1	1
723	мы видим	4	1
724	корни и	2	1
725	различных областей	1	1
726	известных условиях	1	1
727	этот факт	1	1
728	имеет своим	1	1
729	результаты в	1	1
730	распространенного в	1	1
731	с которыми	1	1
732	не то	2	1
733	известное значение	1	1
734	первостепенное значение	1	1
735	нас с	2	1
736	это остается	1	1
737	на всем	2	1
738	вопроса о	1	1
739	положение что	2	1
740	вернуться к	3	1
741	одном отношении	1	1
742	научного знания	1	1
743	на определенной	1	1
744	с которого	1	1
745	каким образом	2	1
746	этого процесса	1	1
747	или даже	1	1
748	за ним	1	1
749	развитом виде	1	1
750	обратиться к	1	1
751	к мысли	1	1
752	для него	3	1
753	вообще в	2	1
754	ведь это	1	1
755	слова в	1	1
756	содержания и	1	1
757	мы находим	6	1
758	и специальные	1	1
759	постоянном взаимодействии	1	1
760	можно с	1	1
761	у этих	1	1
762	к ним	1	1
763	при всей	1	1
764	которой находится	1	1
765	отдельных этапов	1	1
766	выше чем	1	1
767	у него	2	1
768	более сложной	1	1
769	нее не	1	1
770	указание на	4	1
771	самом же	1	1
772	что исследования	1	1
773	речь он	1	1
774	были бы	2	1
775	поскольку это	1	1
776	две различные	1	1
777	и т.п	7	1
778	ростом и	1	1
779	однако что	1	1
780	тем мы	1	1
781	и тех	1	1
782	здесь в	1	1
783	бы назвать	1	1
784	все равно	2	1
785	к которому	6	1
786	и социального	1	1
787	с той	1	1
788	среде в	1	1
789	в предисловии	4	1
790	фантазии и	1	1
791	а с	4	1
792	факта что	1	1
793	на которые	1	1
794	в природе	1	1
795	ближайшую задачу	1	1
796	связано с	1	1
797	могут привести	1	1
798	которые не	2	1
799	и составляет	2	1
800	тот факт	1	1
801	основной вопрос	1	1
802	своих потребностей	1	1
803	оторванной от	1	1
804	однако и	2	1
805	и внутренне	1	1
806	в руках	1	1
807	развития человеческой	1	1
808	чем на	1	1
809	на эту	2	1
810	говорим об	1	1
811	мы знаем	7	1
812	для этой	1	1
813	как именно	1	1
814	не видит	1	1
815	в момент	1	1
816	по причинам	1	1
817	а есть	1	1
818	и особенно	3	1
819	как эти	1	1
820	эта идея	1	1
821	и потому	1	1
822	его содержание	1	1
823	все свое	2	1
824	речь не	2	1
825	о возможности	1	1
826	к своему	1	1
827	именно для	1	1
828	это были	1	1
829	наряду с	2	1
830	в среде	1	1
831	духовного развития	1	1
832	понятия о	2	1
833	в тех	1	1
834	в первой	2	1
835	практической деятельностью	1	1
836	ли все	1	1
837	сходство и	1	1
838	с рядом	1	1
839	том смысле	1	1
840	эти данные	1	1
841	становится возможным	1	1
842	но для	2	1
843	к вопросу	2	1
844	на одной	2	1
845	условий в	2	1
846	и более	2	1
847	от той	1	1
848	и от	1	1
849	по поводу	4	1
850	что оно	4	1
851	он по	1	1
852	имеют известное	1	1
853	это как	1	1
854	а к	1	1
855	гораздо менее	3	1
856	для нас	4	1
857	всего что	1	1
858	и все	3	1
859	из себя	1	1
860	еще более	1	1
861	на других	1	1
862	с неизбежностью	1	1
863	существует ли	1	1
864	ни было	1	1
865	есть продукт	1	1
866	не дает	2	1
867	потребность в	4	1
868	в системе	1	1
869	сверх того	1	1
870	из врожденных	1	1
871	и каждая	1	1
872	он представляет	2	1
873	жизни а	1	1
874	типа и	3	1
875	разных народов	1	1
876	это очевидно	1	1
877	самое что	2	1
878	в заключение	3	1
879	общем понятии	1	1
880	включает в	1	1
881	частности в	1	1
882	значило бы	1	1
883	также не	1	1
884	ее в	2	1
885	в своих	1	1
886	и эта	2	1
887	спросить себя	1	1
888	все что	5	1
889	этой точки	1	1
890	они не	3	1
