N	2gram	Nazirov_Tv_2	KulturaY
119	и потому	4	4
120	с этим	1	4
121	сих пор	3	4
122	один из	3	4
123	в этих	1	4
124	так же	5	4
125	в первом	1	3
126	в котором	3	3
127	той же	1	3
128	на себя	1	3
129	то это	1	3
130	и он	2	3
131	с большим	3	3
132	то мы	1	3
133	в противовес	1	3
134	в истории	2	3
135	в связи	1	3
136	хотя и	4	3
137	когда он	4	3
138	его к	1	3
139	в этой	5	3
140	с их	1	3
141	в себе	3	3
142	и если	2	3
143	на его	4	3
144	что она	4	3
145	соответствии с	4	3
146	несмотря на	1	3
147	должно быть	1	3
148	в г	1	3
149	в их	3	3
150	представление о	7	3
151	и эти	1	3
152	даже в	1	3
153	тому что	1	3
154	а а	4	3
155	казалось бы	3	3
156	в духе	4	3
157	ли не	2	3
158	что оно	1	3
159	свою очередь	1	3
160	сводится к	2	3
161	не с	1	3
162	ясно что	1	3
163	том как	1	3
164	по мере	1	3
165	и здесь	1	3
166	нуждается в	1	3
167	уже в	2	3
168	в одном	2	3
169	связано с	1	3
170	не было	2	3
171	и даже	5	3
172	или иной	1	3
173	к которому	2	3
174	в свою	1	3
175	а с	3	3
176	в соответствии	4	3
177	под влиянием	1	3
178	если не	4	3
179	в речи	1	3
180	как это	1	3
181	к формам	1	3
182	этого слова	1	3
183	была бы	1	3
184	или иного	1	3
185	как на	1	3
186	в таком	3	3
187	можно говорить	1	2
188	речь идет	1	2
189	одним из	3	2
190	и есть	2	2
191	если б	1	2
192	по преимуществу	2	2
193	и значение	1	2
194	бы уже	1	2
195	что если	1	2
196	я не	2	2
197	историческое содержание	1	2
198	что его	2	2
199	не все	1	2
200	если в	1	2
201	тогда как	3	2
202	и как	1	2
203	из письма	1	2
204	но в	4	2
205	чуть ли	1	2
206	во многих	2	2
207	но ведь	2	2
208	он не	3	2
209	что нужно	1	2
210	так например	3	2
211	в каждом	1	2
212	лишь в	1	2
213	заключается в	1	2
214	первую очередь	1	2
215	образом если	1	2
216	и мы	3	2
217	ни в	1	2
218	для них	1	2
219	как и	6	2
220	и еще	2	2
221	но если	2	2
222	в своей	6	2
223	не столько	2	2
224	что я	2	2
225	и более	1	2
226	том же	2	2
227	по себе	1	2
228	что с	1	2
229	в то	10	2
230	как о	2	2
231	не имеет	1	2
232	ничего не	4	2
233	никогда не	11	2
234	же время	7	2
235	быть в	1	2
236	ли это	1	2
237	не является	3	2
238	не могут	1	2
239	и должно	1	2
240	во все	1	2
241	к жизни	2	2
242	что все	1	2
243	в структуре	1	2
244	действия и	2	2
245	не мог	1	2
246	мы наблюдаем	1	2
247	когда в	1	2
248	о нем	1	2
249	любви к	3	2
250	каждом из	1	2
251	не знаю	1	2
252	в современной	1	2
253	д и	2	2
254	любовь к	1	2
255	тот же	1	2
256	как я	1	2
257	в стороне	2	2
258	ряде случаев	1	2
259	видеть что	1	2
260	в большинстве	1	2
261	был бы	1	2
262	школы и	1	2
263	целом и	2	2
264	наука о	1	2
265	может служить	2	2
266	на этот	2	2
267	превращается в	3	2
268	и а	1	2
269	мы говорим	1	2
270	и наглядно	1	2
271	своего времени	1	2
272	с этой	3	2
273	и для	1	2
274	на улице	1	2
275	в силах	2	2
276	для нас	1	2
277	между ними	1	2
278	себя самого	1	2
279	в последнем	1	2
280	после чего	1	2
281	вряд ли	1	1
282	в сфере	1	1
283	же как	3	1
284	так я	1	1
285	связана с	1	1
286	начале xix	1	1
287	не имел	1	1
288	связи между	1	1
289	для себя	1	1
290	на деле	1	1
291	в среду	1	1
292	ту же	1	1
293	достоевского в	9	1
294	смысл этого	1	1
295	на этих	1	1
296	нас на	1	1
297	из его	1	1
298	почти всегда	1	1
299	в основании	1	1
300	едва ли	2	1
301	действительности и	1	1
302	всегда на	1	1
303	в году	16	1
304	повседневной жизни	1	1
305	и современной	1	1
306	возникли в	1	1
307	большую роль	1	1
308	на место	1	1
309	из своих	1	1
310	говорить о	2	1
311	мы и	1	1
312	и со	1	1
313	не имею	1	1
314	не был	1	1
315	это действительно	1	1
316	столь же	1	1
317	в различных	1	1
318	истории в	1	1
319	как правило	2	1
320	в область	3	1
321	то он	1	1
322	не то	1	1
323	в быту	2	1
324	присутствует в	1	1
325	менее всего	1	1
326	бы перевести	1	1
327	отношение к	1	1
328	отличие от	2	1
329	в одной	3	1
330	же с	9	1
331	общего с	1	1
332	перед нами	1	1
333	и высоко	1	1
334	но смысл	1	1
335	а г	1	1
336	он дал	1	1
337	в письмах	3	1
338	догадки о	1	1
339	автор в	1	1
340	мы получаем	1	1
341	столько к	1	1
342	в чем	4	1
343	бы не	2	1
344	думать что	1	1
345	из достоевского	1	1
346	в известном	1	1
347	что ничего	1	1
348	того факта	1	1
349	в дальнейшем	4	1
350	характере этого	1	1
351	родился в	2	1
352	в братьях	6	1
353	несколько иллюстраций	1	1
354	его но	1	1
355	в случае	1	1
356	но прежде	2	1
357	по словам	2	1
358	идей и	2	1
359	уже тогда	1	1
360	или очень	1	1
361	не значит	1	1
362	к одному	1	1
363	и вот	1	1
364	у читателя	2	1
365	в анализе	1	1
366	наших глазах	1	1
367	не теряет	1	1
368	любой из	1	1
369	д все	1	1
370	теории и	1	1
371	и по	2	1
372	в большой	1	1
373	же не	2	1
374	то чтобы	1	1
375	где нет	2	1
376	не считать	2	1
377	об этом	4	1
378	традиции и	3	1
379	которого не	1	1
380	том смысле	1	1
381	то все	1	1
382	находит и	1	1
383	он приходит	1	1
384	в жизни	1	1
385	говорим о	1	1
386	о характере	1	1
387	нет в	1	1
388	бытие и	1	1
389	к которым	1	1
390	показывает что	4	1
391	в действии	1	1
392	его все	1	1
393	мы видели	1	1
394	смысле что	1	1
395	для своих	1	1
396	стороне от	1	1
397	не выдерживает	2	1
398	во второй	1	1
399	в ходе	1	1
400	в такой	2	1
401	и без	2	1
402	в отличие	2	1
403	мысли и	1	1
404	заявил что	2	1
405	своего рода	3	1
406	в дневнике	3	1
407	всякий раз	1	1
408	читателя на	1	1
409	должны были	1	1
410	точку зрения	2	1
411	но это	5	1
412	но он	1	1
413	в прямом	1	1
414	однако в	1	1
415	это чувство	1	1
416	что этот	2	1
417	в устах	2	1
418	в честь	2	1
419	с так	1	1
420	сам он	1	1
421	из нас	2	1
422	образом первая	1	1
423	в идеологическом	1	1
424	некоторого рода	1	1
425	в центр	1	1
426	в процессе	2	1
427	это еще	1	1
428	дело в	1	1
429	одна из	3	1
430	как она	1	1
431	за которой	1	1
432	говорить лишь	1	1
433	от октября	1	1
434	и обновление	1	1
435	вот что	1	1
436	достоевский в	7	1
437	нужна была	1	1
438	нет ли	1	1
439	как будто	1	1
440	тогда в	1	1
441	может и	1	1
442	что на	2	1
443	однако это	2	1
444	нашей эпохи	1	1
445	факта что	1	1
446	и далее	2	1
447	но только	1	1
448	пушкина на	1	1
449	xx века	3	1
450	он называет	1	1
451	случайно и	1	1
452	могут быть	2	1
453	одно только	1	1
454	как только	1	1
455	той или	1	1
456	указывает на	1	1
457	части романа	2	1
458	ничего общего	1	1
459	в применении	1	1
460	на наших	1	1
461	как мы	1	1
462	более не	2	1
463	здесь необходимо	1	1
464	по определению	1	1
465	относит к	1	1
466	и подлинное	1	1
467	в ее	2	1
468	на основе	1	1
469	и от	4	1
470	только то	1	1
471	в себя	1	1
472	на той	1	1
473	в бесах	6	1
474	этом на	1	1
475	и элементарного	1	1
476	в мысль	1	1
477	о тех	1	1
478	и сам	5	1
479	что у	4	1
480	только через	2	1
481	мог бы	1	1
482	во многом	2	1
483	она была	1	1
484	известной мере	2	1
485	но у	4	1
486	поэтому в	1	1
487	это как	1	1
488	даже не	1	1
489	образом в	1	1
490	ноябрь года	1	1
491	а его	1	1
492	с полным	2	1
493	в роде	1	1
494	внимание читателя	1	1
495	в память	1	1
496	и эту	1	1
497	за пределами	1	1
498	чем их	2	1
499	одного из	1	1
500	утверждает что	1	1
501	у достоевского	30	1
502	в которую	2	1
503	во всех	1	1
504	переходит в	1	1
505	и всякая	1	1
506	порою даже	1	1
507	в конечном	1	1
508	и хорошо	1	1
509	как его	1	1
510	и только	2	1
511	еще более	1	1
512	в развитии	1	1
513	все время	2	1
514	в лице	4	1
515	в литературе	2	1
516	оправдания в	1	1
517	к решению	1	1
518	нас интересует	1	1
519	сразу же	1	1
520	и одновременно	1	1
521	этот вопрос	3	1
522	не сказано	1	1
523	были особенно	1	1
524	а лишь	1	1
525	наше время	2	1
526	т i	1	1
527	или же	1	1
528	этот факт	2	1
529	не мешает	2	1
530	бы самым	1	1
531	с одной	1	1
532	от одной	1	1
533	литературы в	1	1
534	и у	2	1
535	этом что	1	1
536	себя в	2	1
537	в противоречии	1	1
538	сколько к	1	1
539	в сознании	1	1
540	еще одну	1	1
541	является не	1	1
542	не дает	1	1
543	или даже	2	1
544	и других	2	1
545	его и	2	1
546	не так	2	1
547	для него	3	1
548	и их	1	1
549	в письме	1	1
550	в известной	4	1
551	сами по	1	1
552	в конце	6	1
553	в современном	3	1
554	тому же	2	1
555	противоречии с	1	1
556	не составляет	1	1
557	не столь	1	1
558	не из	1	1
559	явно не	1	1
560	случае с	1	1
561	же это	1	1
562	связан с	1	1
563	же роль	1	1
564	пока еще	1	1
565	более широкое	1	1
566	влияние на	1	1
567	не прав	1	1
568	перед ним	1	1
569	в россии	2	1
570	что для	1	1
571	в любой	1	1
572	а сам	1	1
573	а главное	1	1
574	более того	2	1
575	зависит от	2	1
576	человек в	1	1
577	отнюдь не	4	1
578	русской действительности	1	1
579	но как	1	1
580	нет ничего	3	1
581	я говорю	1	1
582	эти слова	1	1
583	эта идея	1	1
584	я уже	1	1
585	к другой	1	1
586	вопрос этот	1	1
587	нимало не	1	1
588	предположить что	1	1
589	он говорит	1	1
590	что за	1	1
591	наряду с	7	1
592	в повествовании	1	1
593	применении к	1	1
594	самого себя	1	1
595	из этой	2	1
596	своего развития	1	1
597	н а	1	1
598	писатель не	1	1
599	его в	3	1
600	этой трагедии	1	1
601	в основном	6	1
602	который по	1	1
603	только для	2	1
604	так хорошо	1	1
605	в начале	3	1
606	к другим	1	1
607	письме к	1	1
608	с большой	1	1
609	при всем	1	1
610	в наше	2	1
611	это уже	2	1
612	достоевского не	8	1
613	г а	3	1
614	сюжета и	2	1
615	который на	1	1
616	объекта и	1	1
617	романтизма и	1	1
618	такое понимание	1	1
619	а все	1	1
620	братьях карамазовых	7	1
621	бы он	1	1
622	или нет	1	1
623	главным образом	1	1
624	будто бы	1	1
625	он стал	1	1
626	дневнике писателя	2	1
627	если можно	1	1
628	сказал бы	1	1
629	давно уже	2	1
630	отношении к	1	1
631	же ли	1	1
632	очень редко	1	1
633	процессы в	2	1
634	является его	1	1
635	жизни в	3	1
636	но нас	1	1
637	это все	2	1
638	не знает	1	1
639	сказать что	1	1
640	только как	1	1
641	совершенно не	1	1
642	с такой	1	1
643	сам в	2	1
644	который в	1	1
645	достоевского здесь	1	1
646	жизнь в	1	1
647	об отношении	1	1
648	но эти	2	1
649	а может	1	1
650	в искусстве	2	1
651	в своих	3	1
652	это понятие	1	1
653	я могу	1	1
654	к этому	3	1
655	значение в	1	1
656	точно так	1	1
