N	2gram	Potebnia_M_3	Analitik
146	ними в	1	2
147	очевидно что	5	2
148	отличие от	1	2
149	это и	2	2
150	сама по	2	2
151	и той	2	2
152	нам кажется	2	2
153	когда он	1	2
154	могли бы	1	2
155	и каждое	2	2
156	но в	1	2
157	не такое	1	2
158	все эти	1	2
159	в себе	16	2
160	не могла	2	2
161	так сказать	2	2
162	на его	2	2
163	наш взгляд	1	2
164	что она	3	2
165	в нем	9	2
166	не как	2	2
167	и вот	1	2
168	свое время	1	2
169	одной и	4	2
170	и по	4	2
171	могла бы	2	2
172	входит в	2	2
173	это не	1	2
174	с самим	1	2
175	в жизни	1	2
176	в них	5	2
177	с тем	7	2
178	несмотря на	2	2
179	с не	1	2
180	или точнее	1	2
181	с точки	1	2
182	от его	1	2
183	состоит не	3	2
184	тем не	3	2
185	лично для	1	2
186	даже в	2	2
187	которого он	1	2
188	судя по	1	2
189	на наш	1	2
190	сводится к	1	2
191	представляется нам	1	2
192	могут быть	3	2
193	его за	1	2
194	говоря словами	1	2
195	те же	6	2
196	не с	1	2
197	в новом	2	2
198	об этом	2	2
199	и здесь	1	2
200	и т.д	1	2
201	в глаза	1	2
202	в глазах	1	2
203	в форме	2	2
204	тех пор	1	2
205	один из	4	2
206	добрый и	1	2
207	только в	21	2
208	то в	1	2
209	и ее	1	2
210	с одной	7	2
211	с нею	2	2
212	само становится	1	2
213	а напротив	2	2
214	есть имя	1	2
215	произведения и	1	2
216	мы можем	3	2
217	на меня	1	2
218	тем что	7	2
219	указание на	2	2
220	одной стороны	3	2
221	как сам	1	2
222	там где	3	2
223	что мы	8	2
224	связь с	3	2
225	не может	6	2
226	вместе с	12	2
227	и потому	4	2
228	по своему	2	2
229	когда мы	2	2
230	тому как	5	2
231	да и	1	2
232	я с	1	2
233	этого слова	11	2
234	на пути	1	2
235	произведении искусства	4	2
236	и следует	2	2
237	и от	4	2
238	и б	1	2
239	хотя и	1	2
240	и все	3	2
241	же в	2	2
242	хотя в	1	2
243	то что	18	2
244	нам не	1	2
245	сказать что	5	2
246	в свое	2	2
247	в искусстве	3	2
248	во всяком	1	2
249	гораздо более	1	2
250	а между	2	1
251	говоря о	4	1
252	таком случае	2	1
253	человека и	5	1
254	себе этот	2	1
255	которого в	2	1
256	сам по	5	1
257	себе путь	1	1
258	на самом	1	1
259	и есть	3	1
260	тем же	4	1
261	и до	2	1
262	из его	1	1
263	с таким	2	1
264	намек на	1	1
265	не дано	1	1
266	собою в	1	1
267	мы уже	2	1
268	на первом	1	1
269	что между	1	1
270	что если	1	1
271	вопрос о	1	1
272	единство и	2	1
273	никак не	3	1
274	оно есть	3	1
275	бы ни	3	1
276	но напротив	1	1
277	в таком	3	1
278	принадлежит и	1	1
279	он был	1	1
280	он сам	1	1
281	как субъекта	1	1
282	время в	3	1
283	субъекту и	1	1
284	на счастье	1	1
285	это бывает	1	1
286	легко может	1	1
287	не все	4	1
288	прибавим к	1	1
289	отношение к	2	1
290	друг от	1	1
291	за пределы	2	1
292	один и	1	1
293	в истории	1	1
294	независимо от	5	1
295	от содержания	1	1
296	своей и	1	1
297	из уст	1	1
298	его внутреннюю	2	1
299	этой стороны	2	1
300	один ряд	1	1
301	имеет в	1	1
302	себе не	4	1
303	от этого	2	1
304	сливается с	2	1
305	к чему	1	1
306	не можем	3	1
307	та же	2	1
308	так или	2	1
309	бы не	4	1
310	них самих	1	1
311	но без	2	1
312	и тот	2	1
313	свободы но	1	1
314	при слове	4	1
315	есть явление	1	1
316	о ее	1	1
317	во многих	1	1
318	двух других	1	1
319	на то	2	1
320	всеми остальными	3	1
321	не следует	5	1
322	время и	2	1
323	к миру	1	1
324	на мысль	4	1
325	при виде	1	1
326	переходит от	1	1
327	слове или	2	1
328	в силу	3	1
329	содержания а	1	1
330	том чтобы	2	1
331	не отделен	1	1
332	или вовсе	3	1
333	в нее	1	1
334	ни был	1	1
335	такого же	1	1
336	двух слов	5	1
337	здесь мы	1	1
338	не станем	1	1
339	тем в	1	1
340	и может	3	1
341	того кто	1	1
342	что скрыто	1	1
343	только полным	1	1
344	будто в	1	1
345	бы быть	2	1
346	себя не	1	1
347	это было	3	1
348	в художественном	1	1
349	заключается в	1	1
350	с другими	5	1
351	от одного	1	1
352	свое я	1	1
353	эту минуту	1	1
354	напротив в	1	1
355	есть и	1	1
356	только одно	1	1
357	в общей	1	1
358	в самую	1	1
359	которой он	1	1
360	должно быть	5	1
361	потому и	1	1
362	это нечто	1	1
363	в один	4	1
364	на таких	1	1
365	в эту	1	1
366	сводятся к	1	1
367	от своего	1	1
368	в своей	2	1
369	таким же	1	1
370	право на	1	1
371	как все	1	1
372	место в	3	1
373	себе а	4	1
374	что сердце	1	1
375	мысли и	2	1
376	произведение есть	2	1
377	как предмет	1	1
378	каждое из	2	1
379	ли я	1	1
380	из виду	2	1
381	в устах	1	1
382	для этого	1	1
383	со многими	2	1
384	это верно	1	1
385	он как	2	1
386	с ним	6	1
387	знание что	1	1
388	от нас	3	1
389	как о	2	1
390	принадлежат к	1	1
391	на себе	1	1
392	на него	3	1
393	у него	2	1
394	бы мы	2	1
395	само по	3	1
396	того чтобы	3	1
397	не могло	1	1
398	себе самом	1	1
399	каждый из	1	1
400	этому что	1	1
401	под этим	1	1
402	общий смысл	1	1
403	в противоречие	1	1
404	с одним	1	1
405	самим слушающим	1	1
406	словесного выражения	1	1
407	как внутренняя	1	1
408	более что	1	1
409	и чувства	1	1
410	потому что	46	1
411	и теперь	6	1
412	связи с	2	1
413	как я	1	1
414	ему в	2	1
415	в тени	2	1
416	и далее	1	1
417	это далеко	1	1
418	уже о	1	1
419	к самому	1	1
420	не могут	5	1
421	встречается в	1	1
422	в поле	1	1
423	что уже	2	1
424	мы могли	1	1
425	слова с	3	1
426	собственное имя	1	1
427	что при	3	1
428	отношением в	1	1
429	для себя	3	1
430	не ограничивается	1	1
431	как мы	7	1
432	всех сторон	1	1
433	и о	2	1
434	должно бы	1	1
435	от друга	1	1
436	такое что	1	1
437	говоря уже	1	1
438	только при	2	1
439	формы и	1	1
440	него самого	3	1
441	не сознается	1	1
442	с языком	1	1
443	что у	1	1
444	так слово	3	1
445	из двух	3	1
446	не за	1	1
447	слове как	2	1
448	именно вследствие	3	1
449	здесь как	3	1
450	особенно в	1	1
451	мог бы	1	1
452	и каждый	1	1
453	произведения не	2	1
454	личности на	1	1
455	на них	1	1
456	если бы	12	1
457	мы читаем	1	1
458	и внешней	1	1
459	образом в	3	1
460	именно потому	1	1
461	искусства и	3	1
462	не имеющими	1	1
463	при котором	1	1
464	одного из	1	1
465	все его	1	1
466	художественный образ	2	1
467	не заключает	2	1
468	мы понимаем	1	1
469	должно было	2	1
470	связь между	2	1
471	состав этого	1	1
472	не принадлежат	1	1
473	если например	2	1
474	словом которое	2	1
475	от них	2	1
476	а потому	6	1
477	эти стороны	1	1
478	ее содержание	1	1
479	вслед за	3	1
480	тем более	4	1
481	искусства так	1	1
482	каждом отдельном	1	1
483	путь через	1	1
484	меня так	1	1
485	как объект	1	1
486	того что	18	1
487	я был	1	1
488	коего мы	3	1
489	себе еще	1	1
490	так для	1	1
491	тот же	1	1
492	одной из	2	1
493	с ними	1	1
494	к субъекту	2	1
495	в стороне	1	1
496	эту сущность	1	1
497	того который	1	1
498	по этому	1	1
499	есть ни	4	1
500	человека с	1	1
501	так что	7	1
502	есть в	3	1
503	бы мало	2	1
504	этого я	1	1
505	пределов его	1	1
506	сама собою	1	1
507	как кажется	1	1
508	слова не	2	1
509	каким образом	1	1
510	или даже	1	1
511	его и	1	1
512	читатель может	1	1
513	мы знаем	1	1
514	одно из	5	1
515	могло бы	1	1
516	слова в	7	1
517	в современном	1	1
518	вовсе не	7	1
519	составленное из	1	1
520	к ним	1	1
521	при всей	1	1
522	не составляет	2	1
523	не говорит	1	1
524	имени и	1	1
525	для того	4	1
526	лишь для	1	1
527	одном слове	1	1
528	что на	1	1
529	до сих	3	1
530	его сущности	1	1
531	может и	1	1
532	как у	1	1
533	или иначе	1	1
534	ее в	1	1
535	чем он	1	1
536	и между	4	1
537	не тождественно	1	1
538	на чем	2	1
539	а с	2	1
540	себя и	4	1
541	только по	5	1
542	превращается в	1	1
543	зависит от	6	1
544	на этот	1	1
545	не знает	3	1
546	стремится к	1	1
547	я из	1	1
548	его собственной	1	1
549	или с	2	1
550	в одно	3	1
551	не видит	1	1
552	то фраза	1	1
553	входить в	1	1
554	в переносном	1	1
555	время с	1	1
556	со словом	4	1
557	оно объединяет	1	1
558	значении этого	1	1
559	забывать что	1	1
560	в область	1	1
561	пустым звуком	1	1
562	заключен в	1	1
563	не говоря	3	1
564	цель для	1	1
565	сына из	1	1
566	с этой	2	1
567	художественное произведение	6	1
568	своей личной	1	1
569	сих пор	3	1
570	не будем	1	1
571	но это	6	1
572	всей совокупности	1	1
573	между прочим	1	1
574	и тогда	3	1
575	каждой из	3	1
576	уже на	2	1
577	как на	5	1
578	а все	1	1
579	именно такого	1	1
580	своей природе	1	1
581	со всех	1	1
582	обращается к	1	1
583	от него	2	1
584	на свою	2	1
585	бы в	2	1
586	мы должны	4	1
587	от всего	3	1
588	места в	1	1
589	ему стало	1	1
590	в связь	1	1
591	но если	1	1
592	над собою	1	1
593	до тех	1	1
594	к ее	1	1
595	здесь только	3	1
596	жизни в	1	1
597	чем с	1	1
598	между ними	1	1
599	только как	5	1
600	следует искать	1	1
601	а е	1	1
602	быть признано	1	1
603	по одному	1	1
604	первом случае	2	1
605	оно не	4	1
606	этот звук	3	1
607	в голову	1	1
608	жизни и	2	1
609	нам известно	1	1
610	все что	4	1
611	ср с	1	1
