N	2gram	Medvedev_F_2	Russkaja
405	только но	1	1
406	своему существу	1	1
407	нельзя было	1	1
408	сейчас происходит	1	1
409	эта не	1	1
410	для которых	1	1
411	по крайней	1	1
412	на такое	1	1
413	вовсе не	11	1
414	даже в	2	1
415	же мы	1	1
416	они сами	1	1
417	и вся	1	1
418	задачи и	3	1
419	ему как	1	1
420	если и	1	1
421	этого отнюдь	1	1
422	не менее	1	1
423	его целом	1	1
424	до известной	3	1
425	что эта	2	1
426	она могла	1	1
427	и другое	2	1
428	самого начала	2	1
429	дело в	1	1
430	ее с	2	1
431	на него	1	1
432	не по	2	1
433	в основе	5	1
434	сколько и	1	1
435	образом в	1	1
436	отличное от	1	1
437	идет в	1	1
438	конкретные формы	1	1
439	иметь в	1	1
440	проблема и	2	1
441	не учитывать	2	1
442	возможно и	1	1
443	это то	1	1
444	всего на	1	1
445	таким путем	1	1
446	явление в	1	1
447	этих последних	1	1
448	к ней	1	1
449	и теперь	4	1
450	этом отношении	7	1
451	что на	2	1
452	с определенным	1	1
453	действительно является	1	1
454	общественности в	1	1
455	есть только	2	1
456	могут быть	6	1
457	чтобы сделать	2	1
458	похож на	1	1
459	как только	1	1
460	должны быть	1	1
461	всего в	2	1
462	от западноевропейского	1	1
463	этого однако	1	1
464	в применении	2	1
465	для образования	1	1
466	и это	2	1
467	из всего	3	1
468	как мы	7	1
469	как не	1	1
470	свою очередь	1	1
471	но при	1	1
472	на нем	2	1
473	и многие	2	1
474	всего этого	5	1
475	в ее	2	1
476	а чем	1	1
477	только при	1	1
478	не могло	1	1
479	языка и	12	1
480	в собственном	1	1
481	только то	1	1
482	идет не	1	1
483	с самого	2	1
484	степени и	1	1
485	роль в	3	1
486	являются лишь	1	1
487	ли вообще	1	1
488	и важность	1	1
489	так и	8	1
490	те же	1	1
491	таковы что	1	1
492	мы в	2	1
493	в эпоху	2	1
494	отрицать что	1	1
495	тем чем	1	1
496	существенны и	1	1
497	может в	1	1
498	иное как	1	1
499	язык и	7	1
500	одного из	3	1
501	можно сказать	1	1
502	в различных	1	1
503	с другой	3	1
504	по их	1	1
505	должно было	3	1
506	борьба с	2	1
507	на отдельные	1	1
508	от них	1	1
509	лишь поскольку	1	1
510	и хочет	1	1
511	убедимся что	2	1
512	крайней мере	1	1
513	с реальной	2	1
514	от этих	2	1
515	и писать	1	1
516	видеть только	1	1
517	у всех	1	1
518	в русском	1	1
519	может иметь	1	1
520	и следует	1	1
521	происходит в	1	1
522	он есть	1	1
523	оставаясь в	1	1
524	дело так	1	1
525	один из	2	1
526	а если	1	1
527	и дело	1	1
528	с ними	2	1
529	особенно если	1	1
530	это стремление	1	1
531	совершенно иные	1	1
532	никак нельзя	1	1
533	итак все	1	1
534	же и	2	1
535	к какому	1	1
536	в сторону	4	1
537	если мы	5	1
538	вопроса о	2	1
539	или не	1	1
540	есть проблема	1	1
541	борьбы с	2	1
542	с кабинетом	1	1
543	здесь же	1	1
544	и других	2	1
545	лишь постольку	3	1
546	тяжести из	1	1
547	мы знаем	3	1
548	и формам	1	1
549	и их	3	1
550	в известной	2	1
551	не для	1	1
552	словом на	1	1
553	от тех	2	1
554	ее не	1	1
555	к ним	1	1
556	бытия и	1	1
557	превращается в	2	1
558	неизбежно будет	1	1
559	но из	1	1
560	этой задачи	1	1
561	это будет	1	1
562	без того	1	1
563	самого познания	1	1
564	насколько это	1	1
565	судить и	1	1
566	по своим	1	1
567	к которому	1	1
568	и прежде	3	1
569	как же	1	1
570	в стремлении	1	1
571	движения в	1	1
572	что не	4	1
573	создания нового	2	1
574	а на	1	1
575	был в	1	1
576	на этот	1	1
577	здесь дело	1	1
578	а наоборот	3	1
579	до конца	2	1
580	ничем не	2	1
581	не таков	1	1
582	не на	1	1
583	однако и	3	1
584	именно так	1	1
585	и относиться	1	1
586	этот принцип	1	1
587	не об	1	1
588	ближе к	1	1
589	в связи	10	1
590	в руках	1	1
591	связь с	1	1
592	но особенно	1	1
593	как это	2	1
594	совершенно чуждые	1	1
595	смысле этого	1	1
596	применении к	2	1
597	не удалось	1	1
598	материал для	1	1
599	и некоторые	1	1
600	является для	2	1
601	в возможность	1	1
602	к другим	2	1
603	независимое от	1	1
604	какие конкретные	1	1
605	не является	3	1
606	известной степени	4	1
607	которых он	1	1
608	всего с	1	1
609	при таком	1	1
610	задача каждого	1	1
611	ее и	2	1
612	можно согласиться	1	1
613	этой действительности	1	1
614	бы в	5	1
615	ее создателей	1	1
616	осуществляет свое	1	1
617	и все	3	1
618	хотя в	1	1
619	ибо они	2	1
620	от всякого	2	1
621	к самому	1	1
622	а о	3	1
623	всюду где	1	1
624	в свою	1	1
625	в какие	1	1
626	из тех	1	1
627	была бы	3	1
628	к его	2	1
629	духом и	1	1
630	ни на	2	1
631	для создания	2	1
632	кроме тех	1	1
633	этого и	1	1
634	можно назвать	1	1
635	многие из	1	1
636	они не	4	1
