N	2gram	Trubetskoy_1	Morfolog
151	если она	1	2
152	тех случаях	1	2
153	и к	5	2
154	более или	7	2
155	то в	2	2
156	та же	3	2
157	из его	1	2
158	касается только	1	2
159	одному из	1	2
160	состоит в	1	2
161	можно было	1	2
162	сделать из	1	2
163	многих других	2	2
164	затем уже	1	2
165	в другом	2	2
166	мы уже	4	2
167	это было	1	2
168	в ином	1	2
169	этого не	1	2
170	с тем	2	2
171	на друга	1	2
172	и z	2	2
173	на первый	2	2
174	или менее	7	2
175	для него	2	2
176	и при	6	2
177	что такое	1	2
178	что до	1	2
179	настоящее время	2	2
180	и более	2	2
181	однако в	1	2
182	а а	1	2
183	все эти	19	2
184	что эта	4	2
185	не имеет	1	2
186	одна из	2	2
187	что ни	1	2
188	и его	1	2
189	они и	1	2
190	для того	8	2
191	должны рассматриваться	2	2
192	вывод что	1	2
193	здесь не	1	2
194	в в	4	2
195	то время	2	2
196	и что	8	2
197	если они	1	2
198	ясно что	8	2
199	о том	7	2
200	с одной	3	2
201	в различных	1	2
202	может не	3	2
203	так если	1	2
204	и только	2	2
205	того что	6	2
206	быть и	5	2
207	хотя бы	4	2
208	пр эта	1	2
209	идет по	1	2
210	этот вопрос	2	2
211	что он	7	2
212	только в	6	2
213	уже не	1	2
214	вопроса о	1	2
215	или не	1	2
216	в виде	4	2
217	или просто	1	2
218	никто не	2	2
219	из двух	2	2
220	а эта	1	2
221	себя и	2	2
222	а на	1	2
223	не знает	2	2
224	сказать что	1	2
225	что мы	4	2
226	в частности	2	2
227	исходит от	1	2
228	одной стороны	2	2
229	самого себя	4	2
230	или с	1	2
231	благодаря этому	1	2
232	но для	2	2
233	их на	1	2
234	вопрос в	1	2
235	случаях когда	3	2
236	в настоящее	2	2
237	в отдельных	2	2
238	от него	3	2
239	или нет	1	2
240	не от	1	2
241	как за	1	2
242	к этому	5	2
243	точно так	1	2
244	вопрос мы	1	1
245	например в	1	1
246	и то	4	1
247	он может	1	1
248	многих отношениях	1	1
249	и должны	1	1
250	который можно	1	1
251	между двумя	5	1
252	от самого	1	1
253	приходит к	1	1
254	то для	1	1
255	есть не	1	1
256	три случая	1	1
257	ответить на	2	1
258	на эти	1	1
259	от своих	1	1
260	так чтобы	2	1
261	что это	5	1
262	не вполне	3	1
263	вместо того	1	1
264	не совсем	1	1
265	очень давно	1	1
266	в виду	2	1
267	начала в	1	1
268	оказывается что	5	1
269	которые однако	1	1
270	тем как	1	1
271	основано на	5	1
272	друг к	2	1
273	деления на	1	1
274	мы будем	3	1
275	но как	2	1
276	не то	3	1
277	во первых	1	1
278	тогда как	6	1
279	некоторые черты	1	1
280	отношение к	4	1
281	отличие от	3	1
282	которые не	3	1
283	тем больше	1	1
284	будем сравнивать	1	1
285	данный момент	4	1
286	для всех	1	1
287	ряд вопросов	1	1
288	что касается	6	1
289	мысль о	1	1
290	и наконец	3	1
291	по пути	1	1
292	его к	1	1
293	развития все	1	1
294	этой цели	1	1
295	в этот	1	1
296	другом случае	1	1
297	лишь о	2	1
298	со своей	1	1
299	очень многие	1	1
300	о степени	1	1
301	в которой	5	1
302	из этих	8	1
303	что так	1	1
304	не в	8	1
305	в этой	6	1
306	при заимствовании	1	1
307	рассказ о	1	1
308	различных народов	1	1
309	нами в	1	1
310	может лежать	2	1
311	во многих	1	1
312	на то	9	1
313	что она	1	1
314	по происхождению	2	1
315	главным образом	1	1
316	как разные	2	1
317	всех этих	4	1
318	a и	1	1
319	его если	1	1
320	и вот	1	1
321	несколько ниже	1	1
322	его можно	1	1
323	лишь с	1	1
324	одно и	1	1
325	русском языке	1	1
326	наука не	1	1
327	по его	2	1
328	других видов	1	1
329	в каждом	1	1
330	здесь мы	1	1
331	то ни	3	1
332	и может	3	1
333	они должны	3	1
334	в совершенно	3	1
335	правильнее было	1	1
336	же касается	2	1
337	конечно в	2	1
338	к другу	2	1
339	на все	5	1
340	с другими	1	1
341	следить за	1	1
342	и тем	1	1
343	даже в	3	1
344	кажется что	1	1
345	известным образом	1	1
346	по всему	1	1
347	нет в	2	1
348	о которых	6	1
349	отказываться от	1	1
350	науки без	1	1
351	между собою	5	1
352	за спиной	1	1
353	чем в	3	1
354	и некоторые	2	1
355	в научной	1	1
356	нужно только	1	1
357	и их	5	1
358	как все	1	1
359	это делает	1	1
360	в их	4	1
361	мы говорили	7	1
362	что элементы	2	1
363	что я	1	1
364	ее он	1	1
365	время я	1	1
366	при этом	9	1
367	свет на	1	1
368	все это	11	1
369	имеет свою	1	1
370	есть всегда	1	1
371	тому что	2	1
372	она не	2	1
373	то с	2	1
374	точно и	1	1
375	животных из	1	1
376	а от	1	1
377	стоит в	1	1
378	для меня	4	1
379	что с	5	1
380	самого начала	1	1
381	принадлежат к	1	1
382	того как	1	1
383	и притом	1	1
384	и сама	1	1
385	уже очень	1	1
386	в основе	2	1
387	не вызывает	1	1
388	детей его	1	1
389	иметь в	1	1
390	может только	1	1
391	вытекает из	1	1
392	больше чем	1	1
393	старшего поколения	1	1
394	же время	2	1
395	определяет собой	1	1
396	этих двух	2	1
397	за исключением	1	1
398	как на	4	1
399	что вопрос	1	1
400	с другом	9	1
401	одним из	4	1
402	у нас	3	1
403	к таким	2	1
404	если он	2	1
405	и вдруг	1	1
406	и развития	1	1
407	должны быть	3	1
408	всего в	1	1
409	к тому	8	1
410	не есть	2	1
411	что при	6	1
412	ничего общего	3	1
413	с ее	2	1
414	как не	2	1
415	и многие	1	1
416	без всякого	1	1
417	некоторые другие	1	1
418	же не	3	1
419	данном случае	3	1
420	нами выше	1	1
421	единицы как	1	1
422	на той	1	1
423	с самого	1	1
424	вопрос что	1	1
425	приводит к	1	1
426	роль в	1	1
427	младшего и	1	1
428	существовать и	1	1
429	что такой	1	1
430	на основании	1	1
431	как с	1	1
432	о тех	1	1
433	те же	2	1
434	и с	5	1
435	что от	1	1
436	случай с	2	1
437	находится в	1	1
438	при сравнении	1	1
439	иное как	1	1
440	то они	3	1
441	на вопрос	4	1
442	но мы	1	1
443	бы то	2	1
444	на методы	1	1
445	и просто	1	1
446	всмотреться в	1	1
447	к освобождению	1	1
448	их в	2	1
449	том или	1	1
450	в его	5	1
451	а потому	5	1
452	на одном	2	1
453	во всей	1	1
454	в другой	1	1
455	частью в	1	1
456	бы поставить	1	1
457	целого а	1	1
458	научной литературе	1	1
459	как объяснить	1	1
460	если это	2	1
461	к ней	1	1
462	возможны три	1	1
463	но так	2	1
464	на которой	1	1
465	образом как	2	1
466	которые часто	1	1
467	с ними	2	1
468	говорить о	2	1
469	и берет	1	1
470	пор не	2	1
471	как нечто	1	1
472	очень много	3	1
473	самые разнообразные	1	1
474	играет роль	1	1
475	все они	5	1
476	в эти	3	1
477	же и	1	1
478	есть в	2	1
479	видели выше	1	1
480	и у	4	1
481	борьбы с	2	1
482	элемент а	1	1
483	ниже по	1	1
484	в нашей	1	1
485	этого нельзя	1	1
486	ее из	1	1
487	лишь некоторые	1	1
488	этой новой	1	1
489	в борьбу	1	1
490	за ним	1	1
491	а и	8	1
492	не так	4	1
493	же они	1	1
494	всяком случае	2	1
495	и со	1	1
496	ее не	1	1
497	у него	5	1
498	при отсутствии	2	1
499	которые могут	2	1
500	между прочим	2	1
501	как при	2	1
502	она имеет	1	1
503	предметами и	1	1
504	это по	1	1
505	то придется	1	1
506	само собой	1	1
507	не противоречит	1	1
508	в с	3	1
509	были бы	1	1
510	к двум	2	1
511	только на	1	1
512	и даже	1	1
513	со стороны	1	1
514	или иной	1	1
515	к разрешению	1	1
516	до сих	8	1
517	может ли	1	1
518	именно в	5	1
519	а именно	1	1
520	эти две	1	1
521	это необходимо	1	1
522	как же	1	1
523	еще и	1	1
524	всеми другими	1	1
525	на русском	1	1
526	по тем	2	1
527	к первому	1	1
528	а сам	1	1
529	на которых	1	1
530	ничем не	4	1
531	что несмотря	2	1
532	своего положения	1	1
533	взгляд кажется	1	1
534	же участь	1	1
535	для их	1	1
536	могут рассматриваться	1	1
537	все более	1	1
538	вступает в	1	1
539	надо было	1	1
540	по своему	5	1
541	в данном	3	1
542	что за	2	1
543	в течение	4	1
544	и там	1	1
545	которые по	2	1
546	эту мысль	1	1
547	в тот	1	1
548	из этой	2	1
549	друг с	9	1
550	как будто	5	1
551	быть не	1	1
552	стремления к	1	1
553	что же	2	1
554	дело идет	1	1
555	с этой	3	1
556	для тех	1	1
557	сих пор	8	1
558	пришлось бы	2	1
559	же самое	1	1
560	все остальные	1	1
561	помнить что	1	1
562	рассматривать как	2	1
563	с большой	1	1
564	является ли	3	1
565	становится понятным	1	1
566	говорили лишь	1	1
567	которых каждый	1	1
568	потому не	1	1
569	но на	2	1
570	в голову	1	1
571	сильнее всего	2	1
572	то не	1	1
573	для нас	3	1
574	и все	7	1
575	которую он	2	1
576	бы в	3	1
577	друга это	1	1
578	идет об	1	1
579	том случае	4	1
580	что следовательно	1	1
581	бы на	1	1
582	материал но	1	1
583	считать не	1	1
584	возможно ли	3	1
585	не будет	5	1
586	между ними	2	1
587	состоит из	4	1
588	нет но	1	1
589	всех других	2	1
590	которые имеют	1	1
591	таким же	3	1
592	другой если	1	1
593	случае если	5	1
594	очень редко	1	1
595	они вступают	1	1
596	других случаев	1	1
597	в таком	4	1
598	во всяком	2	1
