N	2gram	Trubetskoy_1	Problemy
288	в свое	1	2
289	значение в	1	2
290	во всяком	6	2
291	все что	2	2
292	они не	1	2
293	чтобы не	1	1
294	он может	1	1
295	этого последнего	2	1
296	показаться что	1	1
297	к своей	1	1
298	и есть	1	1
299	и друг	1	1
300	в какой-то	1	1
301	и могут	1	1
302	несколько иной	1	1
303	из всех	3	1
304	сравнению с	2	1
305	это совершенно	1	1
306	входит в	1	1
307	к новой	1	1
308	именно к	1	1
309	этом не	1	1
310	все и	1	1
311	существенно отличается	1	1
312	совпадает с	1	1
313	его о	1	1
314	на себе	1	1
315	не вполне	3	1
316	сложнее и	1	1
317	и заставляет	2	1
318	два совершенно	1	1
319	в каждой	1	1
320	в ней	1	1
321	и сами	2	1
322	между собой	1	1
323	в широком	1	1
324	события в	1	1
325	художественном творчестве	1	1
326	в нашем	1	1
327	различия между	2	1
328	друга или	1	1
329	же она	1	1
330	эта особенность	1	1
331	в новом	2	1
332	вступают в	1	1
333	один и	1	1
334	к сожалению	3	1
335	каждая из	3	1
336	для создания	1	1
337	как к	1	1
338	в одних	1	1
339	однако не	1	1
340	могли бы	1	1
341	себе не	1	1
342	тон но	1	1
343	та же	1	1
344	что это	3	1
345	зрения того	1	1
346	бы с	1	1
347	гораздо слабее	1	1
348	так или	3	1
349	и равнодушия	1	1
350	тоже не	1	1
351	учение о	4	1
352	с их	1	1
353	элементов в	1	1
354	тому же	5	1
355	внешнее сходство	1	1
356	и если	3	1
357	на его	1	1
358	что она	1	1
359	в ее	1	1
360	с верой	1	1
361	они в	2	1
362	станет ясным	1	1
363	он должен	1	1
364	в силу	5	1
365	в первом	1	1
366	новое и	1	1
367	своей духовной	1	1
368	от нее	1	1
369	в одну	1	1
370	что все	4	1
371	связанных с	2	1
372	а по	1	1
373	на этой	1	1
374	говорить не	1	1
375	еще хуже	1	1
376	его в	1	1
377	не совпадает	1	1
378	лишь на	1	1
379	неизбежно должен	1	1
380	части тела	1	1
381	для достижения	1	1
382	в них	2	1
383	она и	1	1
384	жизни то	1	1
385	же эти	1	1
386	не всегда	2	1
387	всегда и	3	1
388	несмотря на	6	1
389	силу самой	1	1
390	мы знаем	1	1
391	чем в	1	1
392	такою же	1	1
393	на одну	1	1
394	духовной жизни	1	1
395	и тогда	4	1
396	который как	1	1
397	же есть	1	1
398	можно только	2	1
399	во время	4	1
400	от своего	1	1
401	благодаря этому	2	1
402	в такой	1	1
403	по сравнению	2	1
404	знает и	1	1
405	место в	1	1
406	что еще	1	1
407	рождение и	1	1
408	но эта	1	1
409	вниз в	1	1
410	в прямом	1	1
411	превратиться в	1	1
412	по всем	1	1
413	того типа	1	1
414	однако в	1	1
415	даже в	1	1
416	заставляет его	1	1
417	то с	3	1
418	вплоть до	2	1
419	но они	1	1
420	или что	1	1
421	самого начала	2	1
422	этими двумя	2	1
423	дело не	1	1
424	тогда когда	2	1
425	какая-нибудь новая	1	1
426	и остается	1	1
427	к этим	1	1
428	героев и	2	1
429	чтобы стать	1	1
430	иметь в	1	1
431	этих рамках	1	1
432	и весь	1	1
433	и лишь	1	1
434	его можно	2	1
435	то у	1	1
436	связи с	9	1
437	в сознании	1	1
438	только с	1	1
439	ему занять	1	1
440	другие наоборот	1	1
441	в области	9	1
442	под разными	2	1
443	может показаться	1	1
444	настоящего времени	1	1
445	среди них	2	1
446	это два	1	1
447	начиная с	2	1
448	когда мы	1	1
449	лежит в	1	1
450	человека в	1	1
451	только еще	1	1
452	должны быть	1	1
453	и другим	1	1
454	его с	1	1
455	которого мы	1	1
456	того чтобы	5	1
457	как не	1	1
458	данном случае	1	1
459	мировоззрения в	1	1
460	с самого	3	1
461	идет речь	1	1
462	роль в	1	1
463	если они	1	1
464	на нее	3	1
465	не с	2	1
466	с этого	1	1
467	в эпоху	7	1
468	стремление к	1	1
469	силы и	2	1
470	не был	1	1
471	этом последнем	1	1
472	становятся все	1	1
473	после того	1	1
474	в сфере	1	1
475	может не	1	1
476	в значительной	3	1
477	а у	1	1
478	или иначе	3	1
479	этих слов	1	1
480	указывает в	1	1
481	и всякая	1	1
482	во втором	1	1
483	эти два	1	1
484	на одном	1	1
485	это позволяет	1	1
486	быть даже	2	1
487	язык в	1	1
488	наконец в	2	1
489	эта тенденция	1	1
490	формой и	1	1
491	известно что	1	1
492	быть и	2	1
493	на которой	1	1
494	один из	2	1
495	мы видим	1	1
496	для себя	1	1
497	человека все	1	1
498	собой поэтому	1	1
499	должен был	4	1
500	в уста	1	1
501	с одной	7	1
502	со всеми	2	1
503	она оказалась	1	1
504	из которого	3	1
505	и у	8	1
506	друг за	3	1
507	языка как	1	1
508	обстоит дело	1	1
509	смерть и	1	1
510	он существует	1	1
511	к своим	4	1
512	замечательно что	1	1
513	никто не	1	1
514	всяком случае	6	1
515	про него	1	1
516	вообще можно	1	1
517	в очень	1	1
518	из двух	1	1
519	нужно было	1	1
520	одной стороны	7	1
521	это есть	1	1
522	нельзя сказать	1	1
523	именно в	2	1
524	по своим	2	1
525	а именно	1	1
526	к которому	2	1
527	у многих	1	1
528	а с	7	1
529	по всей	1	1
530	в соответствии	1	1
531	связано с	2	1
532	смысла и	1	1
533	их можно	1	1
534	ничем не	4	1
535	и самый	1	1
536	так называемой	2	1
537	человек есть	1	1
538	и стать	1	1
539	в связи	3	1
540	уже давно	2	1
541	все более	1	1
542	в сторону	1	1
543	к лицу	1	1
544	каждом из	1	1
545	ни на	1	1
546	люди и	1	1
547	и особенно	2	1
548	границы между	1	1
549	и потому	6	1
550	знаем о	1	1
551	иные чем	1	1
552	без труда	1	1
553	до настоящего	1	1
554	с внутренней	1	1
555	лицом к	1	1
556	главным предметом	1	1
557	с толку	1	1
558	два раза	1	1
559	и другой	2	1
560	и смерти	1	1
561	лишь то	1	1
562	здесь таким	1	1
563	является для	1	1
564	о мире	1	1
565	известной степени	1	1
566	которых он	1	1
567	не знаем	1	1
568	живет и	1	1
569	не имея	1	1
570	совершается в	1	1
571	котором он	1	1
572	мира и	1	1
573	и перед	2	1
574	в другое	2	1
575	совершенно иной	2	1
576	нет ничего	1	1
577	к этой	1	1
578	конце концов	3	1
579	его уже	1	1
580	но зато	1	1
581	причем эта	1	1
582	эквивалента в	1	1
583	все они	1	1
584	составляют особую	1	1
585	ни было	2	1
586	могли быть	1	1
587	важное значение	1	1
588	не есть	1	1
589	в свою	2	1
590	с ней	3	1
591	на более	1	1
592	по одному	1	1
593	жизни а	1	1
594	одновременно и	2	1
595	на это	1	1
596	можно назвать	2	1
597	и вместе	4	1
598	ли они	2	1
599	была существенно	1	1
600	в своих	1	1
601	к этому	3	1
602	как на	8	1
603	в таком	3	1
