N	2gram	Vygotskiy__2	TeoriaLi
215	в конце	3	2
216	и даже	5	2
217	со стороны	1	2
218	в данный	1	2
219	между которыми	1	2
220	в области	1	2
221	себя и	1	2
222	одной стороны	1	2
223	а на	4	2
224	и составляет	1	2
225	не на	2	2
226	человеческой жизни	1	2
227	вместе с	2	2
228	так же	18	2
229	жизни но	1	2
230	из которых	2	2
231	искусства но	5	2
232	в той	1	2
233	могут быть	4	2
234	произведения искусства	4	2
235	к тому	7	2
236	имеет в	1	2
237	произведении искусства	1	2
238	в романе	2	2
239	что он	13	2
240	искусство есть	1	1
241	художественном произведении	5	1
242	а между	1	1
243	только к	1	1
244	говоря о	1	1
245	те же	6	1
246	также и	2	1
247	в сфере	1	1
248	таком случае	1	1
249	человека и	1	1
250	идет о	1	1
251	же по	1	1
252	тем же	1	1
253	от своей	1	1
254	к другому	1	1
255	и чрезвычайно	1	1
256	и до	4	1
257	из его	1	1
258	едва ли	4	1
259	мышления но	1	1
260	и должен	1	1
261	одним из	1	1
262	что даже	1	1
263	первой и	1	1
264	той же	8	1
265	же как	4	1
266	при анализе	2	1
267	чтобы не	1	1
268	стих в	1	1
269	впечатление от	1	1
270	в литературном	1	1
271	не вполне	2	1
272	и со	1	1
273	которое в	1	1
274	о судьбе	1	1
275	что две	1	1
276	и на	5	1
277	столь же	4	1
278	время в	1	1
279	и служит	1	1
280	бы то	2	1
281	роман и	2	1
282	тем как	1	1
283	это имеет	1	1
284	истинный смысл	1	1
285	он оказывается	1	1
286	для других	1	1
287	если в	2	1
288	искусство в	2	1
289	с совершенно	1	1
290	или иное	1	1
291	или к	1	1
292	обнаруживается при	1	1
293	на то	11	1
294	отнюдь не	5	1
295	в истории	1	1
296	мере в	1	1
297	более чем	1	1
298	независимо от	1	1
299	что касается	1	1
300	и где	1	1
301	переживания и	1	1
302	сознания в	1	1
303	могли бы	2	1
304	целый ряд	6	1
305	что по	2	1
306	и приходит	1	1
307	этого переживания	1	1
308	по утверждению	1	1
309	неизмеримо более	1	1
310	искусство и	1	1
311	при чтении	1	1
312	то в	1	1
313	и идет	1	1
314	что это	8	1
315	он в	3	1
316	из этих	1	1
317	одном случае	1	1
318	говорят о	1	1
319	продолжением и	1	1
320	имеем в	2	1
321	если он	1	1
322	все человеческие	1	1
323	не могла	1	1
324	оказывается чем-то	1	1
325	вследствие этого	1	1
326	на его	2	1
327	исходит из	5	1
328	что она	16	1
329	к искусству	5	1
330	но именно	1	1
331	ключ к	1	1
332	на одну	2	1
333	скрытое под	1	1
334	же явления	1	1
335	в силу	1	1
336	по существу	3	1
337	его сознание	1	1
338	в первом	1	1
339	у читателя	1	1
340	подобно тому	2	1
341	как более	1	1
342	основе его	1	1
343	подход к	2	1
344	то ни	2	1
345	не будет	1	1
346	что все	9	1
347	его характера	1	1
348	различие между	1	1
349	том случае	4	1
350	переживаний если	1	1
351	а по	1	1
352	оно становится	1	1
353	сознание не	1	1
354	времени и	1	1
355	обретает в	1	1
356	сознания к	2	1
357	свое я	1	1
358	было бы	11	1
359	должен был	2	1
360	в обыденной	1	1
361	искусство никогда	1	1
362	в них	2	1
363	как об	1	1
364	с тем	11	1
365	не узнает	1	1
366	всю жизнь	2	1
367	он и	1	1
368	когда я	2	1
369	быть так	1	1
370	с не	1	1
371	духовной жизни	1	1
372	менее чем	1	1
373	голосов в	1	1
374	сводятся к	2	1
375	но если	1	1
376	удовольствием от	1	1
377	от своего	1	1
378	таким же	1	1
379	это ощущение	1	1
380	обращается к	1	1
381	мы конечно	1	1
382	и без	2	1
383	в котором	1	1
384	которое должно	1	1
385	и читателя	1	1
386	на свою	1	1
387	себе а	1	1
388	не как	3	1
389	стоит в	1	1
390	рождается не	1	1
391	от его	1	1
392	искусства не	1	1
393	художник или	1	1
394	сам же	1	1
395	но эта	2	1
396	и более	4	1
397	искусства по	1	1
398	том и	2	1
399	собой и	1	1
400	и наоборот	2	1
401	искусства если	3	1
402	у нее	1	1
403	что звуки	2	1
404	в таких	1	1
405	ее не	1	1
406	некоторого рода	1	1
407	по крайней	1	1
408	не имеет	4	1
409	принадлежат к	2	1
410	дело в	1	1
411	одна из	1	1
412	к этим	1	1
413	героев и	1	1
414	средствами искусства	1	1
415	художественной деятельности	1	1
416	каждый из	2	1
417	того и	2	1
418	народной жизни	1	1
419	жизни не	1	1
420	в самой	2	1
421	от него	1	1
422	связи с	1	1
423	ничто не	1	1
424	комизм и	1	1
425	своей цели	1	1
426	из того	2	1
427	не по	1	1
428	и делает	1	1
429	в каком	3	1
430	этот закон	1	1
431	только мы	2	1
432	о чем-то	1	1
433	деятельности и	1	1
434	не могут	3	1
435	и заключается	3	1
436	когда мы	2	1
437	с логической	1	1
438	фактов биографии	1	1
439	ли не	1	1
440	его с	2	1
441	всего что	1	1
442	указывает на	3	1
443	в каждом	2	1
444	оно не	2	1
445	на это	3	1
446	она не	2	1
447	говорит о	2	1
448	в каждой	1	1
449	для зрителя	1	1
450	должен быть	1	1
451	как утверждает	1	1
452	из всего	1	1
453	в из	1	1
454	именно эту	1	1
455	как мы	1	1
456	того чтобы	14	1
457	существенное значение	1	1
458	действующие лица	1	1
459	людей в	1	1
460	имеет значение	2	1
461	только при	1	1
462	для читателя	1	1
463	в собственном	1	1
464	то или	2	1
465	только то	1	1
466	то время	3	1
467	значение в	2	1
468	и совершенно	3	1
469	с собой	1	1
470	можно было	7	1
471	на нее	1	1
472	здесь как	1	1
473	живет в	1	1
474	начала и	2	1
475	две части	2	1
476	переживания как	1	1
477	разного рода	1	1
478	жизнь и	3	1
479	на каждом	1	1
480	является в	1	1
481	для этого	3	1
482	деятельности в	1	1
483	означает что	1	1
484	из условий	1	1
485	именно потому	2	1
486	первом случае	1	1
487	произведения как	2	1
488	искусства и	9	1
489	является весьма	1	1
490	нет на	1	1
491	на вопрос	2	1
492	то во	1	1
493	никак не	4	1
494	не ту	1	1
495	после того	2	1
496	основе своей	1	1
497	в сущности	7	1
498	звуков в	3	1
499	под именем	1	1
500	первой главе	1	1
501	в драме	2	1
502	эти два	1	1
503	я думаю	1	1
504	от одного	1	1
505	только такие	1	1
506	и только	2	1
507	крайней мере	1	1
508	в другой	1	1
509	познания или	1	1
510	в соотношении	1	1
511	для установления	1	1
512	эти последние	1	1
513	на которой	1	1
514	один из	3	1
515	обе эти	1	1
516	в двух	1	1
517	тот же	6	1
518	дело с	8	1
519	одного сознания	1	1
520	природой и	1	1
521	а у	1	1
522	написано и	1	1
523	в какой	2	1
524	и является	1	1
525	мяса но	1	1
526	процесс восприятия	1	1
527	может оказаться	2	1
528	образа в	1	1
529	или же	3	1
530	жить и	1	1
531	со всеми	1	1
532	так что	3	1
533	из которого	4	1
534	же и	1	1
535	для всех	1	1
536	человеком который	1	1
537	если мы	12	1
538	только на	5	1
539	всем его	1	1
540	в поэзии	3	1
541	существенное для	1	1
542	смысл слова	3	1
543	не дает	1	1
544	из них	4	1
545	за ним	1	1
546	только одно	1	1
547	и их	3	1
548	представить себе	3	1
549	ведь это	1	1
550	и прежде	1	1
551	в одном	2	1
552	относится не	1	1
553	с этими	2	1
554	так как	12	1
555	тому же	1	1
556	в такое	1	1
557	к ним	2	1
558	может служить	3	1
559	случае не	1	1
560	человек как	1	1
561	что эстетическое	1	1
562	ее на	1	1
563	для того	13	1
564	он же	1	1
565	толстым в	1	1
566	на примере	2	1
567	как у	1	1
568	отказаться от	3	1
569	с той	4	1
570	в уме	2	1
571	такое же	2	1
572	однако что	1	1
573	что для	7	1
574	к более	1	1
575	внешних и	1	1
576	не было	2	1
577	которую в	1	1
578	искусстве не	1	1
579	автором в	1	1
580	зависит от	2	1
581	с которым	1	1
582	жизнь в	1	1
583	же точно	10	1
584	практическую деятельность	1	1
585	когда же	1	1
586	художественной формы	12	1
587	что из	1	1
588	теоретической и	1	1
589	и ему	1	1
590	в связи	1	1
591	с помощью	1	1
592	делает то	1	1
593	нет никаких	1	1
594	делает их	1	1
595	это на	1	1
596	к своему	2	1
597	быть это	1	1
598	общая идея	1	1
599	в европейской	1	1
600	тому как	3	1
601	есть как	2	1
602	чувства и	2	1
603	для понимания	1	1
604	же природы	1	1
605	чем состоит	1	1
606	с этой	4	1
607	и формы	1	1
608	бы можно	1	1
609	можно предположить	1	1
610	этом случае	1	1
611	художественное произведение	6	1
612	произведением искусства	1	1
613	искусства в	5	1
614	о его	1	1
615	все это	5	1
616	этом и	1	1
617	точно и	2	1
618	вы говорите	1	1
619	при всем	3	1
620	чтобы этот	1	1
621	жизни когда	1	1
622	и от	2	1
623	в результате	1	1
624	больше и	1	1
625	это может	2	1
626	из своего	1	1
627	бы в	1	1
628	не более	1	1
629	художественную деятельность	1	1
630	действительной жизни	3	1
631	с другими	2	1
632	поэт в	1	1
633	ни было	1	1
634	мы видим	4	1
635	полагал что	2	1
636	не есть	1	1
637	в стихах	1	1
638	может и	1	1
639	а о	1	1
640	сообщения о	1	1
641	их восприятия	1	1
642	объекта с	1	1
643	самое существенное	1	1
644	совершенно не	4	1
645	быть признано	1	1
646	поэт не	1	1
647	из этого	4	1
648	только о	1	1
649	существенная сторона	1	1
650	если она	2	1
651	жизни и	4	1
652	и другие	1	1
653	случае если	4	1
654	в своих	9	1
655	по поводу	1	1
656	с пустыми	1	1
657	тайны и	2	1
658	в таком	2	1
659	точно так	3	1
660	все что	2	1
661	этой точки	2	1
