N	2gram	Bakhtin_KF_1	Problemy
260	она в	1	2
261	от времени	1	2
262	признать что	1	2
263	задает себе	1	2
264	оно должно	1	2
265	тем не	2	2
266	войти в	2	2
267	бы два	1	2
268	тому что	2	2
269	если и	1	2
270	слова мы	1	2
271	его целом	10	2
272	я для	1	2
273	но только	1	2
274	чем не	4	2
275	к ней	1	2
276	такая же	1	2
277	мире и	1	2
278	и мысли	1	2
279	о нем	4	2
280	для другого	2	2
281	ли это	2	2
282	не является	1	2
283	отнюдь не	6	2
284	лежит в	1	2
285	отличается от	1	2
286	той или	3	2
287	отказаться от	2	2
288	всего этого	1	2
289	всей своей	2	2
290	и себе	2	2
291	стремится быть	1	2
292	конечно в	2	2
293	особенно в	1	2
294	жизнь и	2	2
295	собой и	1	2
296	с человеком	3	2
297	в мою	1	2
298	тона и	1	2
299	только так	1	2
300	и должно	1	2
301	о том	3	2
302	или как	2	2
303	себя но	1	2
304	и только	6	2
305	еще более	2	2
306	не знаю	1	2
307	и мир	2	2
308	быть и	3	2
309	один из	2	2
310	но с	1	2
311	вне себя	1	2
312	тот же	1	2
313	и ее	2	2
314	со всеми	2	2
315	же и	1	2
316	конечно не	7	2
317	уже не	7	2
318	него и	1	2
319	в душе	1	2
320	ибо он	1	2
321	него нет	1	2
322	не для	1	2
323	друг друга	1	2
324	как его	4	2
325	и делает	2	2
326	нет в	4	2
327	были бы	2	2
328	со всем	5	2
329	или иной	2	2
330	было и	2	2
331	не было	8	2
332	точек зрения	1	2
333	вступает в	3	2
334	я уже	2	2
335	и потому	2	2
336	но этот	1	2
337	в человеке	1	2
338	себя за	2	2
339	это в	1	2
340	смысле этого	1	2
341	мысль и	2	2
342	самого себя	1	2
343	остается в	1	2
344	которой он	2	2
345	нисколько не	4	2
346	это уже	2	2
347	вопрос о	2	2
348	человек и	1	2
349	а к	1	2
350	я как	1	2
351	не с	1	2
352	которых он	1	2
353	не я	3	2
354	найти себя	1	2
355	в последнем	1	2
356	но ни	2	2
357	к другим	1	2
358	того или	3	2
359	ту же	1	1
360	можно говорить	1	1
361	также и	1	1
362	чтобы не	2	1
363	мы здесь	2	1
364	утверждение что	1	1
365	своем смысле	5	1
366	ты и	1	1
367	ясно что	3	1
368	в первом	1	1
369	другой человек	1	1
370	непосредственной близости	1	1
371	нем но	1	1
372	проникает в	5	1
373	что эти	1	1
374	где я	4	1
375	отношения к	1	1
376	в их	8	1
377	из всех	1	1
378	со всех	1	1
379	как таковому	1	1
380	и само	1	1
381	и лицо	1	1
382	смысле можно	1	1
383	что уже	1	1
384	эта функция	1	1
385	бы ни	1	1
386	из которых	2	1
387	зависимости от	1	1
388	всех сторон	1	1
389	свою очередь	1	1
390	и иначе	1	1
391	себя а	4	1
392	себе несколько	1	1
393	тем как	3	1
394	сказать и	1	1
395	мной в	1	1
396	тон не	1	1
397	к которой	2	1
398	нельзя говорить	1	1
399	него все	1	1
400	менее всего	6	1
401	него с	1	1
402	близости к	1	1
403	не просто	1	1
404	и место	1	1
405	автора здесь	1	1
406	я только	1	1
407	предмет значит	2	1
408	и выдает	1	1
409	независимо от	3	1
410	сделать в	1	1
411	ней в	1	1
412	и пр	3	1
413	в единый	1	1
414	вообще а	1	1
415	бы я	1	1
416	не являются	1	1
417	ясно и	3	1
418	не дано	1	1
419	ни один	1	1
420	я имею	3	1
421	жизни только	1	1
422	в этой	2	1
423	и тот	1	1
424	бы только	1	1
425	и до	1	1
426	жизнь как	6	1
427	но ведь	5	1
428	его но	1	1
429	человек не	2	1
430	этот процесс	1	1
431	его действительной	1	1
432	нем нельзя	2	1
433	главным образом	1	1
434	к миру	1	1
435	весь и	1	1
436	зрения его	1	1
437	друг для	1	1
438	в корне	2	1
439	дан не	1	1
440	из него	3	1
441	что может	1	1
442	всех своих	4	1
443	лишь с	2	1
444	на то	1	1
445	эта же	1	1
446	значительной степени	1	1
447	всех отношениях	2	1
448	здесь мы	4	1
449	а затем	1	1
450	подробный анализ	1	1
451	и может	3	1
452	об этом	1	1
453	то есть	1	1
454	ее мир	2	1
455	понять его	1	1
456	может стать	1	1
457	и мы	2	1
458	и отчетливо	2	1
459	момент этого	1	1
460	бы через	1	1
461	делает его	1	1
462	это целое	2	1
463	мою голову	1	1
464	в мир	1	1
465	основе нашей	1	1
466	только одно	1	1
467	но уже	1	1
468	она и	1	1
469	но лишь	6	1
470	его все	1	1
471	нигде не	3	1
472	сознания по	2	1
473	меня но	4	1
474	и было	1	1
475	элемента в	1	1
476	как таковой	1	1
477	в один	1	1
478	одного и	1	1
479	в эту	1	1
480	в этих	1	1
481	места в	4	1
482	можно сказать	1	1
483	как все	1	1
484	я его	2	1
485	здесь существенно	1	1
486	и навсегда	2	1
487	свой смысл	1	1
488	его построения	1	1
489	зрения формальной	1	1
490	никого и	1	1
491	но эта	5	1
492	над всеми	1	1
493	и эти	2	1
494	есть еще	1	1
495	том же	1	1
496	что этот	3	1
497	бы быть	5	1
498	для нее	7	1
499	освободиться от	1	1
500	любви и	1	1
501	на один	1	1
502	эта мысль	1	1
503	здесь есть	1	1
504	отчетливо и	1	1
505	она не	1	1
506	тон его	1	1
507	для каждого	1	1
508	одна из	1	1
509	первая часть	1	1
510	я буду	3	1
511	существенная связь	1	1
512	в процессе	2	1
513	в основе	5	1
514	мысли в	1	1
515	и именно	2	1
516	образом в	1	1
517	к такому	1	1
518	и некоторое	1	1
519	тогда когда	3	1
520	слово и	1	1
521	не оставив	1	1
522	котором не	1	1
523	и весь	2	1
524	а во	1	1
525	и по	1	1
526	за исключением	1	1
527	ему и	1	1
528	предмету но	1	1
529	и теперь	1	1
530	его он	1	1
531	здесь же	1	1
532	ни о	1	1
533	но там	1	1
534	когда мы	1	1
535	сказать только	1	1
536	развивается как	1	1
537	всего в	1	1
538	и мне	1	1
539	для того	3	1
540	оно не	2	1
541	него как	1	1
542	существенный момент	1	1
543	героя для	1	1
544	из их	1	1
545	оно может	1	1
546	и о	1	1
547	того чтобы	2	1
548	момент в	7	1
549	как не	1	1
550	но при	1	1
551	на нем	2	1
552	ни одно	5	1
553	здесь не	3	1
554	на основе	7	1
555	не вступает	1	1
556	для всего	1	1
557	и получает	1	1
558	только не	1	1
559	ведь оно	1	1
560	него самого	1	1
561	в себя	7	1
562	она только	1	1
563	приводит к	1	1
564	дано в	1	1
565	но может	1	1
566	как с	1	1
567	и совершенно	3	1
568	его самого	1	1
569	котором мы	3	1
570	с собой	1	1
571	чтобы дать	2	1
572	времени и	4	1
573	как мой	1	1
574	и реальное	1	1
575	бы признать	1	1
576	момент во	1	1
577	поэтому в	1	1
578	даны в	2	1
579	смысле и	2	1
580	никогда и	1	1
581	его действительного	1	1
582	каждый раз	1	1
583	один миг	1	1
584	на все	1	1
585	этой мысли	1	1
586	ли она	1	1
587	в значительной	1	1
588	других людей	1	1
589	все в	1	1
590	связь между	1	1
591	к последнему	3	1
592	я а	1	1
593	и требует	1	1
594	смысла его	1	1
595	лишь путем	1	1
596	на месте	1	1
597	одна мысль	1	1
598	ним и	3	1
599	мне как	3	1
600	во всей	4	1
601	даже для	1	1
602	нем и	3	1
603	в ту	2	1
604	где ее	1	1
605	не должен	3	1
606	как если	1	1
607	и она	2	1
608	для самого	1	1
609	бы меня	1	1
610	нашей задачи	1	1
611	по своей	1	1
612	что только	2	1
613	согласиться с	1	1
614	нем не	1	1
615	его конечно	1	1
616	и действительно	6	1
617	должен быть	7	1
618	в напряженном	1	1
619	это очень	1	1
620	поэтому и	1	1
621	всех его	2	1
622	в интонации	1	1
623	есть это	1	1
624	себя в	8	1
625	целом это	1	1
626	определения и	1	1
627	всем его	3	1
628	или не	1	1
629	ибо действительно	1	1
630	этот момент	6	1
631	еще одной	1	1
632	а то	1	1
633	и других	2	1
634	или просто	1	1
635	она действительно	1	1
636	себе в	1	1
637	и их	6	1
638	никто не	1	1
639	ведь это	1	1
640	до того	1	1
641	ее до	2	1
642	жили и	1	1
643	для меня	20	1
644	мы можем	1	1
645	из только	1	1
646	к той	1	1
647	другой и	1	1
648	поступков в	1	1
649	но из	1	1
650	именно как	1	1
651	активно и	1	1
652	меня и	3	1
653	целом в	1	1
654	и самая	1	1
655	один и	1	1
656	предмет и	2	1
657	к человеку	1	1
658	ничем не	1	1
659	есть лишь	5	1
660	уже давно	1	1
661	жизнь в	1	1
662	не он	1	1
663	но оно	1	1
664	нет ничего	1	1
665	действительно и	3	1
666	него в	1	1
667	ни на	1	1
668	к его	1	1
669	этим моментом	1	1
670	какого бы	1	1
671	что первая	1	1
672	определяет его	1	1
673	уже вне	1	1
674	в данном	2	1
675	даже там	1	1
676	на первом	2	1
677	я с	1	1
678	оставаясь в	1	1
679	ко мне	6	1
680	дан в	2	1
681	конечно и	1	1
682	быть не	2	1
683	черты и	1	1
684	первом плане	2	1
685	единственным и	3	1
686	только для	1	1
687	если оно	1	1
688	свой тон	1	1
689	самого и	1	1
690	искажает его	1	1
691	поступка в	6	1
692	каким бы	1	1
693	котором он	3	1
694	или в	1	1
695	между ними	1	1
696	и видит	1	1
697	мысль о	1	1
698	лишь как	2	1
699	жить и	2	1
700	и ни	3	1
701	действительной жизни	3	1
702	для друга	1	1
703	все они	1	1
704	несмотря на	1	1
705	воплощения ее	1	1
706	пока я	1	1
707	его единственным	1	1
708	помимо его	1	1
709	одной из	1	1
710	требует чтобы	1	1
711	в свою	3	1
712	с ней	1	1
713	зрения смысла	2	1
714	себе тождественное	1	1
715	для героя	1	1
716	ко всему	5	1
717	который не	1	1
718	слышит и	1	1
719	в непосредственной	1	1
720	в своих	3	1
721	себя другой	1	1
722	я могу	5	1
723	причастности к	1	1
