N	2gram	Bakhtin_Pr_2	Morfolog
161	сказать о	1	2
162	из его	1	2
163	одному из	1	2
164	одерживает победу	1	2
165	не значит	2	2
166	в нее	1	2
167	можно было	2	2
168	бы они	1	2
169	в другом	1	2
170	мы уже	3	2
171	большинстве случаев	2	2
172	это было	2	2
173	оно как	1	2
174	о характере	1	2
175	ни одной	1	2
176	или менее	1	2
177	для него	9	2
178	нет таких	1	2
179	героя из	1	2
180	и более	2	2
181	все эти	4	2
182	что эта	2	2
183	и функции	1	2
184	герою в	3	2
185	не имеет	3	2
186	одна из	3	2
187	вопрос не	1	2
188	что ни	1	2
189	и его	8	2
190	так например	1	2
191	в каком	1	2
192	они и	2	2
193	для того	1	2
194	здесь не	2	2
195	то время	1	2
196	и что	2	2
197	не с	1	2
198	ясно что	1	2
199	с героем	2	2
200	но здесь	1	2
201	о том	3	2
202	нашей работы	2	2
203	на героя	2	2
204	с одной	1	2
205	можно сказать	2	2
206	и только	1	2
207	того что	3	2
208	хотя бы	5	2
209	к различным	1	2
210	этот вопрос	4	2
211	что он	7	2
212	только в	9	2
213	героев можно	1	2
214	формы которые	1	2
215	себя в	2	2
216	уже не	6	2
217	в большинстве	2	2
218	или не	2	2
219	в виде	1	2
220	от других	1	2
221	его и	3	2
222	у нее	1	2
223	без всякой	1	2
224	себя и	2	2
225	но есть	1	2
226	а на	2	2
227	не знает	4	2
228	не исключает	1	2
229	сказать что	5	2
230	что мы	1	2
231	героя герой	1	2
232	в частности	1	2
233	вступает с	1	2
234	в лесу	1	2
235	к другой	1	2
236	он приводит	2	2
237	есть и	3	2
238	нам еще	1	2
239	или с	1	2
240	но для	1	2
241	от него	3	2
242	или нет	1	2
243	же оно	1	2
244	не от	1	2
245	иначе чем	1	2
246	одной из	2	2
247	и становятся	1	2
248	а во	1	2
249	в свое	2	2
250	к этому	4	2
251	например в	2	1
252	таком случае	1	1
253	функции в	1	1
254	он может	2	1
255	дело обстоит	1	1
256	их и	3	1
257	есть не	1	1
258	она в	1	1
259	на первом	1	1
260	к моему	1	1
261	положения в	1	1
262	он как	3	1
263	так чтобы	2	1
264	конечно и	2	1
265	не совсем	2	1
266	в виду	2	1
267	героев в	3	1
268	следовательно в	1	1
269	которые он	1	1
270	нему в	1	1
271	и художественной	1	1
272	друг к	3	1
273	мы еще	1	1
274	мы будем	1	1
275	но как	2	1
276	был совершенно	1	1
277	же она	1	1
278	не входит	2	1
279	ответ на	1	1
280	отношение к	8	1
281	отличие от	1	1
282	герой как	1	1
283	она есть	1	1
284	вспомним хотя	1	1
285	его не	1	1
286	в полном	1	1
287	может получить	1	1
288	и наконец	1	1
289	ее возможность	1	1
290	другом случае	1	1
291	в которой	2	1
292	формы в	2	1
293	из этих	1	1
294	пока для	1	1
295	что так	1	1
296	дерево на	1	1
297	не в	8	1
298	думать что	1	1
299	в этой	1	1
300	характере этого	1	1
301	нами в	4	1
302	и тот	1	1
303	в плену	1	1
304	может лежать	1	1
305	но ведь	3	1
306	на то	2	1
307	его но	3	1
308	но прежде	1	1
309	вообще не	1	1
310	что она	4	1
311	быть поняты	1	1
312	время и	1	1
313	слова а	1	1
314	всех этих	1	1
315	и вот	2	1
316	необходимо для	1	1
317	ни были	1	1
318	и независимо	1	1
319	его можно	1	1
320	лишь с	1	1
321	но функция	2	1
322	в каждом	4	1
323	и показать	1	1
324	здесь мы	1	1
325	укладываются в	1	1
326	же касается	1	1
327	конечно в	2	1
328	к другу	3	1
329	них не	1	1
330	ощущается как	1	1
331	с другими	7	1
332	деле в	1	1
333	то все	1	1
334	мы постараемся	1	1
335	даже в	6	1
336	кажется что	2	1
337	по всему	1	1
338	превращаются в	1	1
339	к героям	1	1
340	и герой	2	1
341	переходим к	2	1
342	между собою	1	1
343	характерно что	2	1
344	чем в	1	1
345	функции действительно	1	1
346	и некоторые	2	1
347	как таковой	1	1
348	в научной	1	1
349	и становится	2	1
350	этот материал	1	1
351	они объединены	1	1
352	меняется и	1	1
353	имеет ничего	1	1
354	и их	6	1
355	с различными	1	1
356	или точнее	1	1
357	лежат в	1	1
358	это делает	2	1
359	в их	4	1
360	мы говорили	1	1
361	самого героя	2	1
362	могло бы	1	1
363	что я	1	1
364	ее он	1	1
365	значение для	3	1
366	сходное с	1	1
367	а есть	3	1
368	для данного	1	1
369	которые в	2	1
370	при этом	2	1
371	но он	1	1
372	земле и	1	1
373	все это	5	1
374	никак нельзя	1	1
375	какими же	1	1
376	бы быть	2	1
377	видит в	1	1
378	своей смерти	1	1
379	тому что	1	1
380	и очень	1	1
381	она не	5	1
382	героем и	2	1
383	роль играют	1	1
384	быть или	1	1
385	а от	1	1
386	для меня	2	1
387	что с	1	1
388	встреча с	1	1
389	самого начала	1	1
390	меня не	1	1
391	уже происходит	1	1
392	того как	3	1
393	и притом	1	1
394	и сама	1	1
395	уже очень	1	1
396	в основе	2	1
397	как его	2	1
398	а или	1	1
399	может только	1	1
400	в другое	2	1
401	же время	3	1
402	или как	1	1
403	действительно в	1	1
404	как на	2	1
405	что герой	1	1
406	бы по	1	1
407	все с	1	1
408	характерен для	1	1
409	него но	1	1
410	с другом	2	1
411	одним из	3	1
412	еще резче	1	1
413	есть у	2	1
414	у нас	2	1
415	такие же	1	1
416	могут появляться	1	1
417	к отдельным	1	1
418	в момент	3	1
419	начала действия	1	1
420	очень важных	1	1
421	должны быть	1	1
422	всего в	1	1
423	к тому	1	1
424	той или	3	1
425	не есть	2	1
426	перед его	1	1
427	все еще	1	1
428	на это	1	1
429	где он	1	1
430	ничего общего	2	1
431	то она	1	1
432	с ее	3	1
433	как не	5	1
434	непосредственно или	1	1
435	без всякого	1	1
436	некоторые другие	1	1
437	же не	1	1
438	данном случае	1	1
439	они ни	1	1
440	самим героем	1	1
441	постараемся показать	1	1
442	с самого	1	1
443	приводит к	1	1
444	как с	1	1
445	о тех	1	1
446	те же	2	1
447	а этот	1	1
448	в плоскости	1	1
449	здесь нет	2	1
450	еще в	1	1
451	и с	7	1
452	ними и	1	1
453	находится в	2	1
454	то они	2	1
455	но к	1	1
456	он вдруг	1	1
457	их в	7	1
458	нет это	1	1
459	важно не	1	1
460	как отдельные	1	1
461	в его	22	1
462	а потому	2	1
463	на одном	1	1
464	элементов как	1	1
465	его герой	1	1
466	во всей	1	1
467	в другой	1	1
468	если это	1	1
469	в него	1	1
470	после смерти	1	1
471	на которой	1	1
472	образом как	1	1
473	важное значение	1	1
474	с ними	4	1
475	говорить о	1	1
476	и действительно	2	1
477	вопросах которые	2	1
478	который в	1	1
479	литературе и	2	1
480	все они	4	1
481	в предисловии	1	1
482	же и	1	1
483	есть в	8	1
484	то их	1	1
485	и у	2	1
486	и которая	1	1
487	что не	5	1
488	не дает	1	1
489	этой новой	2	1
490	как дар	1	1
491	в данной	1	1
492	за ним	1	1
493	их как	1	1
494	а и	1	1
495	не так	2	1
496	понимает что	1	1
497	герой например	1	1
498	в одном	6	1
499	и со	2	1
500	и художественный	1	1
501	у него	6	1
502	и никогда	1	1
503	как при	1	1
504	он является	1	1
505	для решения	1	1
506	лишь один	1	1
507	пр как	1	1
508	были бы	2	1
509	его значимости	1	1
510	только на	1	1
511	до начала	1	1
512	другого и	1	1
513	и даже	3	1
514	со стороны	4	1
515	или иной	3	1
516	точек зрения	3	1
517	до сих	2	1
518	может ли	1	1
519	на ее	1	1
520	именно в	3	1
521	а именно	3	1
522	эти две	1	1
523	человека а	1	1
524	в каких	1	1
525	как же	2	1
526	иногда это	1	1
527	от другого	1	1
528	до этого	1	1
529	и своего	1	1
530	материал в	2	1
531	на этот	1	1
532	а сам	1	1
533	она является	1	1
534	на которых	1	1
535	ничем не	2	1
536	в рассказе	3	1
537	не на	4	1
538	о чем	1	1
539	здесь этот	1	1
540	для их	1	1
541	всякому человеку	1	1
542	входить в	1	1
543	вступает в	4	1
544	но оно	1	1
545	о себе	3	1
546	в одной	5	1
547	распределяются между	1	1
548	характера и	2	1
549	нет а	1	1
550	другу и	1	1
551	в данном	1	1
552	они все	1	1
553	ведет к	2	1
554	не удалось	1	1
555	и там	1	1
556	до его	1	1
557	из этой	1	1
558	отношения к	2	1
559	друг с	2	1
560	как будто	1	1
561	к следующему	1	1
562	быть не	1	1
563	стремления к	1	1
564	о жизни	1	1
565	что же	4	1
566	дело идет	6	1
567	в поступках	1	1
568	думает о	2	1
569	он бросает	1	1
570	еще раз	3	1
571	сих пор	2	1
572	только для	2	1
573	у вас	2	1
574	все остальные	1	1
575	другими героями	1	1
576	отвечает на	1	1
577	потому не	1	1
578	что очень	1	1
579	но на	2	1
580	она может	1	1
581	его видит	1	1
582	литературных жанров	1	1
583	работы мы	2	1
584	и все	1	1
585	лишь как	1	1
586	не отражаются	1	1
587	которую он	3	1
588	бы в	5	1
589	и ни	1	1
590	своих героев	2	1
591	он во	1	1
592	то оно	2	1
593	здесь только	1	1
594	и сила	1	1
595	к самым	1	1
596	между ними	4	1
597	всех разновидностей	1	1
598	которым он	1	1
599	развитие и	1	1
600	эти же	2	1
601	всех других	1	1
602	одновременно и	1	1
603	и диалог	1	1
604	на своем	1	1
605	которые имеют	2	1
606	огромное значение	1	1
607	таким же	2	1
608	влияния на	1	1
609	случае если	1	1
610	я за	1	1
611	они вступают	1	1
612	в таком	3	1
613	во всяком	1	1
