N	2gram	Vygotskiy__2	NovoeSre
166	по преимуществу	1	1
167	приводит к	5	1
168	и до	3	1
169	слова а	1	1
170	и этот	1	1
171	с собой	3	1
172	значение они	1	1
173	мы уже	6	1
174	и которые	1	1
175	по природе	1	1
176	вопрос этот	1	1
177	на место	2	1
178	с ним	3	1
179	можно сказать	2	1
180	говорить о	2	1
181	такова судьба	1	1
182	эпохи в	1	1
183	и человека	3	1
184	то это	1	1
185	под этим	2	1
186	природе к	1	1
187	в виду	6	1
188	зависимости от	6	1
189	не способен	1	1
190	вопрос об	2	1
191	теперь и	1	1
192	что его	4	1
193	в чем	1	1
194	и мира	1	1
195	других людей	1	1
196	и во	1	1
197	нет у	1	1
198	не могут	2	1
199	к нему	1	1
200	всей нашей	1	1
201	то он	2	1
202	вопросу о	1	1
203	есть своя	1	1
204	переходит в	1	1
205	в его	2	1
206	менее всего	1	1
207	себе и	1	1
208	отличие от	3	1
209	идет процесс	1	1
210	и только	3	1
211	той социальной	1	1
212	значение для	4	1
213	движения в	1	1
214	существует наряду	1	1
215	народов и	1	1
216	нет надобности	1	1
217	к которому	6	1
218	в своем	9	1
219	как например	2	1
220	известном смысле	1	1
221	привела бы	1	1
222	говорит что	5	1
223	философии и	3	1
224	что он	12	1
225	всего как	1	1
226	только в	4	1
227	во всем	2	1
228	по своей	6	1
229	играть огромную	1	1
230	но такого	1	1
231	от этого	2	1
232	в иерархическом	1	1
233	в самом	11	1
234	к чему	2	1
235	не хочет	1	1
236	он действует	1	1
237	бы сказать	1	1
238	он в	3	1
239	из этих	4	1
240	и противопоставлять	1	1
241	в известном	2	1
242	же и	1	1
243	для всех	4	1
244	не воспринимаются	1	1
245	уже в	5	1
246	вопроса о	1	1
247	свидетельствует о	1	1
248	вообще не	1	1
249	слишком далеко	2	1
250	раньше чем	2	1
251	что вообще	1	1
252	своем развитии	2	1
253	из них	3	1
254	она становится	1	1
255	бы к	3	1
256	мир в	1	1
257	для того	10	1
258	земли и	1	1
259	к внутренней	5	1
260	и их	5	1
261	всяком случае	6	1
262	слова в	1	1
263	сами по	1	1
264	который можно	1	1
265	не для	1	1
266	но ведь	2	1
267	они сами	1	1
268	друг друга	5	1
269	рушится и	1	1
270	характерным для	1	1
271	мысли как	1	1
272	всех своих	1	1
273	показал что	5	1
274	тем что	2	1
275	более сложной	1	1
276	от того	2	1
277	вот что	1	1
278	в основу	1	1
279	но все	2	1
280	может остаться	1	1
281	лишь для	1	1
282	этом он	1	1
283	значение в	3	1
284	том случае	1	1
285	во власти	3	1
286	всякого содержания	1	1
287	не были	1	1
288	в истинном	2	1
289	из всех	2	1
290	а по	1	1
291	и из	2	1
292	с другими	3	1
293	было бы	10	1
294	в социальной	1	1
295	в отличие	3	1
296	что не	1	1
297	обратиться к	1	1
298	для них	1	1
299	связано с	1	1
300	нет в	1	1
301	хотим сказать	1	1
302	они не	3	1
303	в этой	6	1
304	ничем не	3	1
305	этой идеей	2	1
306	всю жизнь	1	1
307	не всегда	1	1
308	человеческого но	1	1
309	долгое время	1	1
310	когда она	2	1
311	огромную роль	1	1
312	она неизбежно	1	1
313	что мы	9	1
314	не больше	1	1
315	ближе к	1	1
316	и еще	1	1
317	моментом в	1	1
318	в эту	4	1
319	в этих	2	1
320	необходимо остановить	1	1
321	во время	3	1
322	но до	1	1
323	но если	2	1
324	нашей мысли	1	1
325	что истина	1	1
326	и особенно	3	1
327	в такой	2	1
328	на это	1	1
329	другая сторона	1	1
330	к себе	2	1
331	в котором	2	1
332	только для	3	1
333	что вся	1	1
334	установить что	1	1
335	наглядно показал	1	1
336	и мир	1	1
337	дальнейшее развитие	1	1
338	у нас	1	1
339	в зависимости	6	1
340	но сам	1	1
341	в силу	2	1
342	не удалось	1	1
343	эту мысль	1	1
344	мы должны	6	1
345	и более	2	1
346	есть еще	1	1
347	их в	4	1
348	в человеческом	1	1
349	от состояния	1	1
350	это скорее	1	1
351	во времени	1	1
352	том смысле	1	1
353	по себе	7	1
354	в той	1	1
355	совершенно так	1	1
356	нас к	2	1
357	и вся	1	1
358	оказывается совершенно	1	1
359	сих пор	1	1
360	так как	4	1
361	принадлежащими к	1	1
362	и развивается	1	1
363	о формах	1	1
364	находится во	1	1
365	должны быть	1	1
366	к вопросу	2	1
367	в сущности	9	1
368	в более	2	1
369	не по	1	1
370	между небом	1	1
371	и воля	1	1
372	от жизни	2	1
373	истина есть	1	1
374	до сих	1	1
375	основанная на	1	1
376	того и	1	1
377	о природе	1	1
378	а к	1	1
379	всего что	1	1
380	возникают не	1	1
381	бы он	1	1
382	или нет	1	1
383	к этой	3	1
384	к ней	2	1
385	своей природе	1	1
386	мышления не	1	1
387	логики и	1	1
388	и его	4	1
389	а также	2	1
390	них нельзя	1	1
391	или не	1	1
392	потребность в	4	1
393	все более	1	1
394	вступает в	1	1
395	смысле в	1	1
396	или к	2	1
397	в области	1	1
398	личности с	1	1
399	глубоком и	1	1
400	но можно	1	1
401	того же	3	1
402	характерны для	1	1
403	жизни а	1	1
404	во все	2	1
405	и вполне	1	1
406	оставить в	1	1
407	в которой	4	1
408	числе и	3	1
409	мысли но	1	1
410	эти слова	1	1
411	формальной логики	1	1
412	т.е к	1	1
413	формы мысли	1	1
414	во всяком	7	1
415	случае если	1	1
416	оно не	1	1
417	который не	1	1
418	но сама	1	1
419	как на	1	1
420	все что	5	1
421	том числе	3	1
