N	2gram	Losev_Dial_4	Komedia
482	как раз	4	1
483	я вижу	2	1
484	значение только	1	1
485	явно что	3	1
486	о которых	1	1
487	мы употребляем	1	1
488	были бы	1	1
489	и даже	6	1
490	или иной	1	1
491	и из	2	1
492	не знали	1	1
493	на которые	1	1
494	по всей	1	1
495	что не	3	1
496	говорит о	3	1
497	к человеку	1	1
498	такую же	1	1
499	у нас	3	1
500	она является	2	1
501	до конца	1	1
502	и самый	1	1
503	выше и	1	1
504	а не	18	1
505	однако и	1	1
506	другой стороны	2	1
507	отпадает необходимость	1	1
508	дать и	2	1
509	без которых	1	1
510	и случайно	1	1
511	ни о	3	1
512	тогда было	1	1
513	таковой и	2	1
514	одна и	1	1
515	жизнь в	1	1
516	становится ясным	1	1
517	всего этого	1	1
518	свою очередь	2	1
519	всех трех	1	1
520	только его	2	1
521	или по	4	1
522	ничего нет	1	1
523	то обстоятельство	1	1
524	не одно	1	1
525	к своему	2	1
526	ведет к	1	1
527	себя то	1	1
528	надо очевидно	1	1
529	в обратном	1	1
530	именно в	5	1
531	поскольку он	2	1
532	по существу	1	1
533	исходя из	1	1
534	в состоянии	1	1
535	в современной	1	1
536	быть не	2	1
537	человека который	1	1
538	судить о	1	1
539	этой самой	1	1
540	а то	1	1
541	у вас	1	1
542	это такое?	1	1
543	свидетельствующее о	1	1
544	за ним	1	1
545	содержится в	1	1
546	ближе к	1	1
547	в наше	1	1
548	это уже	1	1
549	случае если	1	1
550	при таком	2	1
551	только теперь	2	1
552	само по	4	1
553	в результате	6	1
554	это как	2	1
555	когда он	3	1
556	или другой	3	1
557	но об	1	1
558	ее и	1	1
559	то о	1	1
560	но о	2	1
561	тем более	6	1
562	и как	4	1
563	будто бы	1	1
564	древней греции	1	1
565	хотя в	1	1
566	к ее	1	1
567	на фоне	1	1
568	нет ничего	6	1
569	из тех	1	1
570	не знает	1	1
571	сказать что	6	1
572	всякому ясно	1	1
573	равно как	2	1
574	в свою	3	1
575	о себе	1	1
576	т е	46	1
577	жизни мы	1	1
578	точно так	2	1
579	того или	2	1
580	гораздо ближе	1	1
581	думать что	2	1
582	так же	4	1
583	как на	1	1
584	все что	2	1
