N	2gram	Tiupa_Hudo_2	Tragedij
266	с такой	2	1
267	обратимся к	2	1
268	же я	2	1
269	можно так	2	1
270	и при	1	1
271	в своей	6	1
272	этой связи	2	1
273	взгляд на	1	1
274	наших дней	1	1
275	где мы	1	1
276	в котором	6	1
277	если можно	2	1
278	человеком и	1	1
279	и цель	1	1
280	знает и	2	1
281	не столько	2	1
282	по самой	1	1
283	стало быть	1	1
284	нее самой	1	1
285	начнем с	2	1
286	но он	1	1
287	над ними	1	1
288	тем не	4	1
289	вырастает в	1	1
290	на мысль	1	1
291	не могли	1	1
292	открывается в	1	1
293	теперь я	1	1
294	по себе	1	1
295	называет его	2	1
296	тому что	4	1
297	не менее	5	1
298	она не	5	1
299	на земле	1	1
300	и начинает	1	1
301	самого начала	1	1
302	того как	2	1
303	ее души	3	1
304	не вызывает	1	1
305	художественное открытие	1	1
306	только не	2	1
307	этими словами	2	1
308	и всегда	1	1
309	в отношениях	1	1
310	контакт с	1	1
311	в самой	1	1
312	м м	1	1
313	говорит в	2	1
314	и притом	1	1
315	не правда	1	1
316	к ней	2	1
317	по своей	1	1
318	к вам	1	1
319	для нас	3	1
320	и теперь	1	1
321	но теперь	1	1
322	что на	3	1
323	в области	1	1
324	перед ним	1	1
325	по нашему	1	1
326	в момент	1	1
327	к себе	3	1
328	мы узнаем	1	1
329	комнате в	1	1
330	его с	1	1
331	именно таков	1	1
332	и т.д	2	1
333	всего что	1	1
334	в бога	1	1
335	любовь в	1	1
336	на нечто	1	1
337	как мы	2	1
338	и о	4	1
339	у себя	1	1
340	того чтобы	4	1
341	людей в	2	1
342	с каким	1	1
343	ухода из	1	1
344	с самого	1	1
345	я ей	1	1
346	роль в	2	1
347	к смерти	1	1
348	с собой	2	1
349	можно было	3	1
350	на нее	1	1
351	когда его	1	1
352	когда в	3	1
353	за этими	2	1
354	она тоже	1	1
355	а там	1	1
356	трех рассказов	1	1
357	в последней	2	1
358	на них	1	1
359	а по	2	1
360	себя а	1	1
361	хоть на	2	1
362	но мы	1	1
363	в смерти	2	1
364	после того	1	1
365	с того	2	1
366	и который	1	1
367	а также	2	1
368	чтобы не	3	1
369	личности героя	1	1
370	все в	1	1
371	он возвращается	1	1
372	это была	3	1
373	между тем	8	1
374	нуждается в	2	1
375	к личности	1	1
376	все время	3	1
377	и она	1	1
378	о своих	1	1
379	что вот	1	1
380	того что	1	1
381	облике и	1	1
382	казалось что	7	1
383	его собственная	1	1
384	звезды и	2	1
385	в новой	1	1
386	и дело	1	1
387	согласиться с	1	1
388	с ними	3	1
389	только сам	1	1
390	что даже	2	1
391	всю ее	1	1
392	только в	4	1
393	в руку	1	1
394	в самое	1	1
395	с одной	3	1
396	именно на	2	1
397	этого мотива	1	1
398	я я	1	1
399	он очень	1	1
400	только на	5	1
401	самую суть	1	1
402	ненависти и	1	1
403	дело с	2	1
404	героя с	1	1
405	отцов и	1	1
406	в общем	1	1
407	характерно что	3	1
408	одно из	5	1
409	ко всей	1	1
410	могло бы	1	1
411	т п	2	1
412	не для	1	1
413	в такое	1	1
414	случайное и	1	1
415	не понимал	1	1
416	жизни на	2	1
417	и детям	1	1
418	это по	1	1
419	рядом с	5	1
420	чувствует себя	1	1
421	никого не	2	1
422	жизни заключается	1	1
423	на уровне	1	1
424	на противоположном	1	1
425	и внутренним	2	1
426	именно в	2	1
427	была и	2	1
428	что не	2	1
429	только по	1	1
430	не было	6	1
431	и стал	1	1
432	а на	1	1
433	всему что	1	1
434	а не	14	1
435	с которым	1	1
436	именно так	2	1
437	этом случае	1	1
438	более чем	2	1
439	н толстой	1	1
440	вспомнить что	1	1
441	о себе	3	1
442	эти слова	1	1
443	вместе с	2	1
444	и потому	1	1
445	в духе	2	1
446	да я	1	1
447	всех людей	1	1
448	в человеке	3	1
449	видит в	2	1
450	наряду с	5	1
451	в той	1	1
452	это его	1	1
453	какое-то странное	1	1
454	думать о	1	1
455	распадается на	1	1
456	пародия на	4	1
457	с этой	1	1
458	и от	2	1
459	в условиях	1	1
460	перед смертью	2	1
461	не любил	1	1
462	ее душу	1	1
463	любовь к	1	1
464	не является	2	1
465	самое главное	1	1
466	на улице	1	1
467	об отношении	1	1
468	писателя но	1	1
469	в двух	2	1
470	о нем	2	1
471	это часто	1	1
472	из себя	1	1
473	бы в	1	1
474	у которого	2	1
475	случае и	1	1
476	но у	1	1
477	хотя бы	2	1
478	я в	1	1
479	обстоит дело	1	1
480	так выразиться	2	1
481	за этим	1	1
482	жизни в	7	1
483	к числу	2	1
484	л н	1	1
485	с сыном	1	1
486	героя и	3	1
487	совершенно не	1	1
488	в точности	1	1
489	конфликт между	1	1
490	тягой к	1	1
491	т е	2	1
492	в кругу	1	1
493	и жизнь	1	1
494	есть и	3	1
495	время он	1	1
496	в голову	2	1
497	но еще	2	1
498	к этой	1	1
499	разговоре с	2	1
500	вдруг на	1	1
501	и эта	2	1
502	это в	1	1
503	к м	1	1
