N	2gram	Tiupa_Lite_3	Mirosoze
149	не что	1	3
150	есть и	1	3
151	в своих	2	3
152	и человек	1	3
153	я и	10	2
154	отношения к	3	2
155	от этой	1	2
156	с таким	1	2
157	и за	1	2
158	его не	1	2
159	человека которая	1	2
160	ней есть	1	2
161	совсем иное	1	2
162	принадлежит к	1	2
163	который может	1	2
164	во всех	2	2
165	к богу	1	2
166	по отношению	4	2
167	себе и	1	2
168	в центре	1	2
169	хотя и	4	2
170	в действительности	1	2
171	то в	3	2
172	духа в	1	2
173	бы не	1	2
174	и если	4	2
175	на его	3	2
176	не к	1	2
177	с собой	1	2
178	еще более	1	2
179	лишь в	5	2
180	не всегда	2	2
181	чем в	1	2
182	должно быть	4	2
183	в этих	1	2
184	точки зрения	7	2
185	нас не	1	2
186	ее в	2	2
187	место в	4	2
188	сам он	1	2
189	а от	1	2
190	тогда когда	1	2
191	жизни не	2	2
192	природы в	1	2
193	связи с	2	2
194	как будто	4	2
195	в основе	5	2
196	к себе	8	2
197	нет ни	1	2
198	оно не	2	2
199	приходит к	1	2
200	людей в	1	2
201	самим собою	1	2
202	свои силы	1	2
203	и человеческого	1	2
204	еще в	3	2
205	быть может	2	2
206	по себе	2	2
207	упование на	1	2
208	нас в	1	2
209	к нему	1	2
210	свобода и	1	2
211	другого в	4	2
212	не надо	2	2
213	способность к	1	2
214	все время	3	2
215	подобно тому	2	2
216	но с	2	2
217	я даже	1	2
218	бы его	1	2
219	а лишь	2	2
220	между тем	3	2
221	это означает	1	2
222	так что	1	2
223	уже в	1	2
224	и других	1	2
225	и мир	1	2
226	не случайно	3	2
227	была еще	1	2
228	есть выражение	1	2
229	лишь один	1	2
230	или иной	2	2
231	как у	4	2
232	всякого человека	1	2
233	что не	2	2
234	превращается в	1	2
235	не означает	2	2
236	личности в	3	2
237	вместе с	5	2
238	своему другому	1	2
239	в человеке	1	2
240	к своему	1	2
241	что за	1	2
242	такого рода	10	2
243	тому как	3	2
244	понял что	1	2
245	сам не	1	2
246	всякий человек	1	2
247	его собственная	1	2
248	личного бытия	1	2
249	сознания и	2	2
250	его с	1	2
251	человек и	1	2
252	бы в	1	2
253	а в	5	2
254	это все	1	2
255	отношением к	2	2
256	жизни а	2	2
257	отношению к	4	2
258	без свободы	1	2
259	всем и	1	1
260	до пределов	1	1
261	к духовной	1	1
262	и то	1	1
263	самом деле	3	1
264	перед лицом	4	1
265	из самых	1	1
266	прошлое и	1	1
267	всего лишь	5	1
268	но по	1	1
269	в решении	1	1
270	говорить о	1	1
271	х годов	15	1
272	и ее	2	1
273	хотел сказать	1	1
274	в будущем	1	1
275	личности с	3	1
276	не знают	1	1
277	быть в	1	1
278	тем как	1	1
279	переходное состояние	2	1
280	не оставляет	1	1
281	на определенный	1	1
282	сознания не	1	1
283	если в	1	1
284	личность для	1	1
285	органической связи	1	1
286	уже как	1	1
287	нет и	1	1
288	за пределы	1	1
289	я только	2	1
290	но без	2	1
291	определяется не	1	1
292	сама по	1	1
293	которые могли	1	1
294	с этим	1	1
295	мира в	3	1
296	своей не	1	1
297	все остальные	1	1
298	склонность к	1	1
299	сознания в	1	1
300	могли бы	2	1
301	и как	3	1
302	я должен	1	1
303	ответственности за	2	1
304	для которого	3	1
305	в целом	5	1
306	любви не	1	1
307	сознания он	1	1
308	ее как	1	1
309	право на	2	1
310	раз в	2	1
311	в плену	1	1
312	и кто	1	1
313	личность но	1	1
314	на то	2	1
315	вот уже	1	1
316	если для	1	1
317	она становится	1	1
318	все те	1	1
319	в последний	1	1
320	самостоятельного места	1	1
321	значительной степени	1	1
322	жить в	1	1
323	этом втором	1	1
324	борьбы и	1	1
325	в другом	6	1
326	мире не	2	1
327	самим собой	3	1
328	входит в	4	1
329	на протяжении	1	1
330	его личности	1	1
331	к мировой	1	1
332	с прошлым	1	1
333	было бы	2	1
334	всю свою	1	1
335	и тем	3	1
336	из первых	1	1
337	русское национальное	1	1
338	она и	2	1
339	берет на	2	1
340	этого не	1	1
341	с тем	1	1
342	не узнает	1	1
343	и уже	1	1
344	мире есть	1	1
345	в чистом	1	1
346	остается в	1	1
347	на себя	2	1
348	же я	1	1
349	ему свободу	1	1
350	от своего	1	1
351	что такое	1	1
352	сознания но	1	1
353	во времена	1	1
354	в котором	1	1
355	с точки	3	1
356	в другое	1	1
357	начало которое	1	1
358	прибегает к	1	1
359	жизни с	1	1
360	своего рода	10	1
361	значение для	1	1
362	одном из	2	1
363	а вне	1	1
364	него не	2	1
365	втором случае	1	1
366	другом и	1	1
367	отцом и	1	1
368	своего другого	4	1
369	и более	1	1
370	личность в	1	1
371	между двумя	1	1
372	нас к	2	1
373	еще оставался	2	1
374	открывает в	1	1
375	как о	2	1
376	не по	1	1
377	в самых	1	1
378	отличное от	1	1
379	для всего	1	1
380	о природе	2	1
381	принят и	1	1
382	на два	1	1
383	строя жизни	1	1
384	ему и	1	1
385	xix веке	1	1
386	душе и	1	1
387	идет путем	1	1
388	и теперь	1	1
389	не принадлежит	1	1
390	того же	2	1
391	слова о	1	1
392	исторического процесса	1	1
393	уже и	1	1
394	и делает	1	1
395	будущее в	1	1
396	и отверг	1	1
397	для личности	1	1
398	место чем	1	1
399	сама жизнь	1	1
400	за его	2	1
401	удивительно что	2	1
402	дух в	1	1
403	для такого	2	1
404	от своеволия	1	1
405	и утверждает	1	1
406	все еще	3	1
407	для себя	2	1
408	того самого	1	1
409	революционный путь	1	1
410	в ее	5	1
411	существа в	1	1
412	не человек	1	1
413	говорит об	1	1
414	он с	1	1
415	в xix	1	1
416	им как	1	1
417	свет в	1	1
418	природе своей	1	1
419	и сам	2	1
420	на нее	1	1
421	не с	2	1
422	в борьбе	1	1
423	она была	1	1
424	мира и	2	1
425	национальное сознание	1	1
426	не состояться	1	1
427	в словах	3	1
428	объясняется их	1	1
429	а также	4	1
430	нет на	1	1
431	на вопрос	1	1
432	и который	1	1
433	в значительной	1	1
434	во втором	2	1
435	и только	2	1
436	наконец в	3	1
437	интеллигенции и	1	1
438	на наших	1	1
439	к концу	1	1
440	человека как	1	1
441	и об	2	1
442	может все	1	1
443	жизни его	1	1
444	но так	1	1
445	жизнь свою	1	1
446	вне себя	2	1
447	устремленности к	1	1
448	будь то	1	1
449	как другое	1	1
450	которое должно	1	1
451	в стороне	1	1
452	походило на	1	1
453	за себя	1	1
454	одних и	1	1
455	и духовно	1	1
456	в природе	4	1
457	бы одного	1	1
458	об их	1	1
459	со всеми	2	1
460	к идее	2	1
461	которому он	2	1
462	и у	1	1
463	на высоте	1	1
464	они до	1	1
465	был бы	1	1
466	постановка проблемы	1	1
467	бытия и	1	1
468	целиком в	1	1
469	да это	1	1
470	людей не	1	1
471	этом отношении	5	1
472	он один	1	1
473	это будет	2	1
474	жизнь как	2	1
475	не были	1	1
476	пришли к	1	1
477	с другой	6	1
478	делает в	1	1
479	вслед за	3	1
480	о как	2	1
481	свою духовную	1	1
482	и быть	1	1
483	о пушкине	1	1
484	во второй	2	1
485	а с	1	1
486	сознания для	1	1
487	окружающей его	1	1
488	своего собственного	1	1
489	за руки	1	1
490	к более	1	1
491	и разом	1	1
492	стало для	1	1
493	также в	1	1
494	бы назвать	1	1
495	власти и	1	1
496	человек есть	1	1
497	о чем	3	1
498	и ему	1	1
499	можно будет	1	1
500	на самом	1	1
501	независимо от	1	1
502	xix века	2	1
503	в жизнь	4	1
504	без которых	1	1
505	в той	1	1
506	высокий уровень	1	1
507	но подобно	1	1
508	мыслится как	3	1
509	он совершил	1	1
510	мира с	1	1
511	с этой	2	1
512	все это	1	1
513	в пространство	1	1
514	любовь эта	1	1
515	о всемирном	1	1
516	когда он	2	1
517	той или	2	1
518	его уже	1	1
519	ни к	3	1
520	всякий раз	2	1
521	в мировом	1	1
522	все они	2	1
523	с ней	2	1
524	две стороны	1	1
525	была бы	1	1
526	случае человек	1	1
527	культуры в	1	1
528	из этого	1	1
529	и жизнь	1	1
530	путь который	1	1
531	души все	1	1
532	и неизбежной	1	1
533	не сказал	1	1
534	к этой	1	1
535	в красном	1	1
536	к этому	2	1
537	как на	3	1
538	которая не	1	1
