N	2gram	Vinokur_Vv_1	Hudozhes
168	как уже	2	2
169	и к	1	2
170	но в	10	2
171	говорится в	1	2
172	та же	1	2
173	бы с	1	2
174	из этих	5	2
175	и становится	1	2
176	тому же	1	2
177	мысли и	2	2
178	т д	37	2
179	о которой	2	2
180	в принципе	2	2
181	не как	3	2
182	на этом	3	2
183	оно не	1	2
184	однако в	3	2
185	не с	2	2
186	лишь в	1	2
187	его в	6	2
188	это было	1	2
189	о которых	2	2
190	автора и	1	2
191	и тогда	3	2
192	со всей	3	2
193	только тем	1	2
194	в г	5	2
195	от своего	1	2
196	с точки	2	2
197	если можно	1	2
198	не столько	2	2
199	нельзя было	1	2
200	дело не	3	2
201	того как	3	2
202	одна из	2	2
203	своем внешнем	1	2
204	не по	1	2
205	первая половина	1	2
206	обращенной к	1	2
207	данности и	1	2
208	в строгом	3	2
209	приходит к	1	2
210	как мы	9	2
211	данном случае	5	2
212	на свой	1	2
213	до сих	5	2
214	во второй	3	2
215	том как	1	2
216	и т.д	4	2
217	в другом	3	2
218	а также	3	2
219	того или	1	2
220	во втором	2	2
221	нуждается в	2	2
222	и об	1	2
223	один из	6	2
224	здесь не	2	2
225	дело с	6	2
226	не видеть	1	2
227	именно на	2	2
228	с какой	1	2
229	и у	1	2
230	в виде	4	2
231	его и	1	2
232	потребность в	1	2
233	ни с	2	2
234	из них	3	2
235	т п	5	2
236	вовсе не	6	2
237	сих пор	5	2
238	или иной	1	2
239	в соответствующих	2	2
240	именно в	8	2
241	еще и	3	2
242	была и	1	2
243	что не	5	2
244	мы знаем	1	2
245	и составляет	1	2
246	именно так	1	2
247	однако и	1	2
248	было на	1	2
249	жизнь в	1	2
250	вместе с	6	2
251	в духе	1	2
252	в данном	11	2
253	видит в	4	2
254	или иного	1	2
255	в ряду	1	2
256	что же	3	2
257	художественности в	1	2
258	и от	1	2
259	и для	4	2
260	это уже	1	2
261	начинается так	1	2
262	потому что	14	2
263	хотя бы	5	2
264	давно уже	1	2
265	точки зрения	7	2
266	между ними	2	2
267	и эта	1	2
268	сказать что	5	2
269	и внутренне	1	2
270	что даже	2	2
271	т е	38	2
272	самое что	2	2
273	к числу	1	2
274	с внешней	1	2
275	как на	11	2
276	но еще	1	2
277	гораздо более	3	2
278	отношения к	1	1
279	одним из	5	1
280	например в	2	1
281	самой себе	1	1
282	не остается	1	1
283	и объясняется	1	1
284	тех же	1	1
285	это и	1	1
286	на деле	1	1
287	и так	1	1
288	на две	1	1
289	вкладывает в	1	1
290	творческим воображением	1	1
291	которыми он	1	1
292	также и	16	1
293	жизни для	1	1
294	мы имеем	3	1
295	мы не	2	1
296	что между	1	1
297	что если	2	1
298	о людях	1	1
299	ответить на	1	1
300	нам в	1	1
301	и совсем	1	1
302	не была	1	1
303	в сущности	3	1
304	находится у	1	1
305	этого термина	2	1
306	что можно	2	1
307	так а	1	1
308	в каждой	2	1
309	в xix	1	1
310	разумеется не	1	1
311	не нужно	2	1
312	он был	1	1
313	между собой	1	1
314	именно этого	1	1
315	в сложных	1	1
316	неспособность к	1	1
317	бы то	1	1
318	взгляде на	2	1
319	в различных	2	1
320	во всех	2	1
321	природы и	1	1
322	иного рода	1	1
323	и стало	1	1
324	одна за	1	1
325	могло быть	1	1
326	этом говорит	1	1
327	в сторону	1	1
328	в общем	12	1
329	xix столетия	1	1
330	с каким	1	1
331	себе и	2	1
332	не просто	4	1
333	нет и	1	1
334	или иное	1	1
335	и чем	1	1
336	в настоящем	1	1
337	ни одна	2	1
338	в поисках	1	1
339	в течение	5	1
340	в одной	1	1
341	в той	7	1
342	на других	1	1
343	как к	1	1
344	ранее не	1	1
345	остановиться на	1	1
346	хотя и	3	1
347	но для	1	1
348	его к	2	1
349	себе не	1	1
350	конечном итоге	1	1
351	от этого	5	1
352	за собой	3	1
353	для которого	1	1
354	составляет содержание	1	1
355	в которой	1	1
356	отношения между	1	1
357	так или	4	1
358	представляет собой	12	1
359	все эти	3	1
360	таков в	1	1
361	человеке и	1	1
362	и тот	1	1
363	но ведь	4	1
364	в соответствующей	1	1
365	так сказать	1	1
366	своим содержанием	1	1
367	с чем	2	1
368	по словам	1	1
369	же это	2	1
370	в силу	3	1
371	том чтобы	6	1
372	характера к	1	1
373	свое время	2	1
374	какой бы	2	1
375	известном смысле	3	1
376	него в	2	1
377	лишь с	1	1
378	не бывает	2	1
379	и заключается	4	1
380	не должно	1	1
381	но все	3	1
382	значительной степени	1	1
383	не следует	2	1
384	слова не	1	1
385	в каждом	4	1
386	то ни	1	1
387	им как	1	1
388	самобытности в	1	1
389	читать и	2	1
390	и других	3	1
391	которого не	1	1
392	которая как	2	1
393	то все	1	1
394	и тем	5	1
395	видеть и	1	1
396	бы уже	1	1
397	который по	2	1
398	к области	1	1
399	на свои	2	1
400	что непосредственно	1	1
401	традиции особенно	1	1
402	она и	1	1
403	совершенно иного	1	1
404	случае на	1	1
405	этого не	2	1
406	не всегда	1	1
407	он и	2	1
408	и такая	1	1
409	других и	1	1
410	духовной жизни	3	1
411	не мог	2	1
412	во время	1	1
413	в ходе	1	1
414	и при	2	1
415	настаивая на	1	1
416	никак не	1	1
417	взгляд на	1	1
418	в следующем	1	1
419	наших дней	1	1
420	начале xix	2	1
421	установка на	1	1
422	то для	1	1
423	каким был	1	1
424	говорил о	1	1
425	от себя	3	1
426	от его	1	1
427	рода исследование	1	1
428	свое существование	2	1
429	и другого	1	1
430	отношений между	3	1
431	но он	1	1
432	чего нельзя	1	1
433	и более	1	1
434	не могли	2	1
435	в конце	3	1
436	том же	2	1
437	в духовной	1	1
438	любовь к	4	1
439	же мы	1	1
440	произведения и	2	1
441	в атмосфере	1	1
442	что с	3	1
443	мысли в	1	1
444	самого начала	1	1
445	дело в	3	1
446	ее с	1	1
447	было не	1	1
448	которых и	1	1
449	не могло	1	1
450	стороны своего	1	1
451	был в	2	1
452	наблюдения и	1	1
453	и всегда	1	1
454	в отношениях	2	1
455	не лучше	1	1
456	это то	1	1
457	в самой	1	1
458	имеем дело	1	1
459	о ней	1	1
460	этих двух	1	1
461	тогда она	1	1
462	к концу	1	1
463	от взгляда	1	1
464	как она	4	1
465	отношении она	1	1
466	и чувства	1	1
467	а лишь	1	1
468	и выводы	2	1
469	себе так	1	1
470	в области	4	1
471	ему не	1	1
472	факта что	1	1
473	сказано было	2	1
474	именно оно	2	1
475	в момент	1	1
476	встречается в	1	1
477	когда мы	2	1
478	есть только	2	1
479	истории не	2	1
480	похож на	1	1
481	отличается от	1	1
482	всего в	1	1
483	той или	1	1
484	что остается	2	1
485	не предполагает	1	1
486	служить источником	2	1
487	на нечто	1	1
488	не ограничивается	1	1
489	а затем	1	1
490	он вовсе	1	1
491	не существует	2	1
492	не оставалась	1	1
493	для читателя	1	1
494	то или	1	1
495	в себя	1	1
496	с самого	1	1
497	в дальнейшем	2	1
498	иначе говоря	1	1
499	как ее	1	1
500	то как	1	1
501	на нее	2	1
502	времени и	4	1
503	исследование того	1	1
504	участия в	1	1
505	и этого	3	1
506	бытие не	1	1
507	еще в	1	1
508	культуры при	1	1
509	по ее	1	1
510	это только	4	1
511	жизнь и	1	1
512	в настоящее	1	1
513	время пока	1	1
514	по себе	9	1
515	это обычно	1	1
516	смысле и	2	1
517	в разных	5	1
518	образом в	1	1
519	она могла	1	1
520	люди с	1	1
521	настолько что	1	1
522	настоящее время	1	1
523	на какой-нибудь	1	1
524	и что	4	1
525	обратим внимание	1	1
526	после того	2	1
527	времени в	3	1
528	в значительной	2	1
529	второй половины	3	1
530	заключается в	4	1
531	все в	1	1
532	места и	1	1
533	которых в	1	1
534	или иначе	4	1
535	возникает и	1	1
536	нечто иное	1	1
537	должно было	1	1
538	несколько неожиданную	1	1
539	искусства в	1	1
540	внешним образом	1	1
541	еще более	1	1
542	случае и	1	1
543	увидеть что	1	1
544	того что	12	1
545	как например	5	1
546	быть и	2	1
547	но с	4	1
548	в новой	1	1
549	обе эти	2	1
550	а если	2	1
551	взаимоотношениях с	1	1
552	собой не	1	1
553	всю ее	1	1
554	но чрезвычайно	1	1
555	в самое	1	1
556	до уровня	1	1
557	но как	2	1
558	имеет своим	1	1
559	раз вполне	1	1
560	не мешает	1	1
561	в уста	1	1
562	без этого	1	1
563	так что	5	1
564	уже в	5	1
565	выходя из	1	1
566	в начале	3	1
567	как писал	1	1
568	здесь разумеется	1	1
569	участие в	1	1
570	за ним	1	1
571	следует что	2	1
572	который как	1	1
573	или даже	1	1
574	представить себе	5	1
575	ведь это	1	1
576	непонятно почему	1	1
577	согласно которой	1	1
578	так как	13	1
579	при всей	1	1
580	может служить	3	1
581	отношении к	2	1
582	независимо от	3	1
583	и никогда	1	1
584	он мог	3	1
585	этом отношении	3	1
586	от того	3	1
587	на том	3	1
588	случае с	1	1
589	были бы	1	1
590	без того	1	1
591	и даже	5	1
592	и т.п	1	1
593	объяснение в	1	1
594	таков что	1	1
595	этом пути	1	1
596	а именно	6	1
597	наконец в	1	1
598	только по	3	1
599	которых мы	1	1
600	у меня	1	1
601	до конца	3	1
602	более того	1	1
603	не означает	1	1
604	что несмотря	2	1
605	долгое время	1	1
606	имеет своей	1	1
607	а так	2	1
608	однако их	1	1
609	не то	1	1
610	его характер	1	1
611	не видит	1	1
612	в точности	1	1
613	все более	3	1
614	бы оно	1	1
615	как одно	1	1
616	человека к	1	1
617	себе самому	1	1
618	однако для	1	1
619	значении этого	1	1
620	взгляда на	4	1
621	это были	1	1
622	чем в	3	1
623	которую принято	1	1
624	такого рода	2	1
625	по существу	2	1
626	лежит в	2	1
627	дело здесь	1	1
628	xix в	12	1
629	с этой	4	1
630	слова и	1	1
631	еще раз	1	1
632	этом случае	6	1
633	но это	1	1
634	не любил	1	1
635	к которому	1	1
636	которых он	1	1
637	слова но	1	1
638	в с	1	1
639	только тогда	1	1
640	котором он	2	1
641	что нет	2	1
642	из себя	1	1
643	интерес к	1	1
644	бы в	1	1
645	но зато	2	1
646	на языке	2	1
647	по самой	2	1
648	и дело	1	1
649	же в	1	1
650	конце xviii	1	1
651	чем же	3	1
652	нам не	1	1
653	понять ее	2	1
654	с ней	2	1
655	только как	6	1
656	другой стороны	5	1
657	такого вопроса	1	1
658	совершенно не	1	1
659	конфликт между	3	1
660	жизни а	1	1
661	точно так	2	1
662	первом случае	2	1
663	только о	2	1
664	в действительности	1	1
665	об отношении	2	1
666	в своих	2	1
667	это в	2	1
668	к этому	3	1
669	можно назвать	1	1
670	которая не	1	1
