N	2gram	Bakhtin_sl_2	Mirosoze
273	по замыслу	2	1
274	не знают	1	1
275	на мир	2	1
276	он остается	1	1
277	и этого	1	1
278	на них	2	1
279	с традицией	1	1
280	быть в	1	1
281	страданием и	1	1
282	тем как	1	1
283	процесс этот	1	1
284	а следовательно	1	1
285	значение и	1	1
286	не все	2	1
287	его во	1	1
288	в новом	2	1
289	за пределы	2	1
290	сама по	3	1
291	с этим	2	1
292	мира в	1	1
293	глубоким и	1	1
294	романах достоевского	1	1
295	все остальные	1	1
296	сознания в	1	1
297	могли бы	1	1
298	и всецело	1	1
299	и как	3	1
300	это остается	1	1
301	вносит в	1	1
302	для которого	1	1
303	лежит на	2	1
304	явления и	1	1
305	в целом	1	1
306	все эти	6	1
307	нельзя себе	1	1
308	ее как	1	1
309	бы только	2	1
310	о других	1	1
311	на то	1	1
312	не преодолевается	1	1
313	стихии которая	1	1
314	и другим	2	1
315	все те	1	1
316	когда это	1	1
317	и социальной	3	1
318	по ту	1	1
319	как часто	1	1
320	у толстого	1	1
321	у пушкина	1	1
322	в плане	5	1
323	и оттенков	1	1
324	всех своих	1	1
325	но все	5	1
326	значительной степени	6	1
327	или так	1	1
328	зрения так	1	1
329	не образ	2	1
330	борьбы и	1	1
331	и характер	1	1
332	сознание и	3	1
333	в другом	2	1
334	об этом	1	1
335	и русский	1	1
336	входит в	4	1
337	на протяжении	2	1
338	и тем	1	1
339	за ней	2	1
340	не соответствует	1	1
341	в социальном	1	1
342	формах в	2	1
343	этого не	1	1
344	этой борьбы	1	1
345	и уже	1	1
346	остается в	5	1
347	и становится	1	1
348	личности на	1	1
349	человеку как	1	1
350	что такое	1	1
351	сознания но	1	1
352	и без	1	1
353	эта тема	1	1
354	с точки	3	1
355	прийти к	1	1
356	и центра	1	1
357	себе а	1	1
358	должны были	1	1
359	она в	1	1
360	нет внутренней	1	1
361	и более	2	1
362	между двумя	1	1
363	быть его	1	1
364	человека но	1	1
365	этими двумя	1	1
366	как о	2	1
367	и форм	2	1
368	переходящая в	1	1
369	на самый	1	1
370	во всякой	1	1
371	к такому	1	1
372	для всего	1	1
373	следовательно и	1	1
374	к подлинному	1	1
375	или как	4	1
376	глава v	1	1
377	ту сторону	1	1
378	ибо все	1	1
379	был прежде	1	1
380	в сознании	1	1
381	того же	1	1
382	слова о	2	1
383	без остатка	1	1
384	в нее	2	1
385	полное и	1	1
386	одинаково и	1	1
387	его для	1	1
388	не могут	5	1
389	его нужно	2	1
390	и часто	3	1
391	лежит в	1	1
392	за его	1	1
393	отличается от	2	1
394	он никогда	1	1
395	как не	1	1
396	всего этого	1	1
397	и единственный	2	1
398	его художественного	2	1
399	же идея	1	1
400	в пределах	13	1
401	приводит к	1	1
402	роль в	2	1
403	дано в	1	1
404	как с	2	1
405	например о	1	1
406	и сам	1	1
407	в бесконечность	1	1
408	не с	3	1
409	игру с	1	1
410	мог бы	1	1
411	мира и	5	1
412	стать на	1	1
413	с человеком	1	1
414	связанная с	1	1
415	никогда и	1	1
416	сознание не	1	1
417	а также	3	1
418	направлений и	1	1
419	может не	2	1
420	в значительной	6	1
421	до известной	1	1
422	которой мы	1	1
423	очень важна	1	1
424	стоит и	1	1
425	и только	1	1
426	наконец в	4	1
427	нем и	2	1
428	человека как	1	1
429	и об	1	1
430	ставят в	1	1
431	вне себя	2	1
432	и темное	2	1
433	речи о	1	1
434	в какой	1	1
435	это очень	2	1
436	правда и	2	1
437	эти разговоры	1	1
438	всех его	3	1
439	со всеми	2	1
440	своей целью	1	1
441	пусть это	1	1
442	и добродетели	1	1
443	и чисто	2	1
444	клеветы на	1	1
445	но есть	1	1
446	его и	2	1
447	мир в	1	1
448	в пространстве	1	1
449	в прошлом	2	1
450	есть необходимый	1	1
451	дело и	1	1
452	этом отношении	3	1
453	конца в	1	1
454	протяжении всего	1	1
455	он претендует	1	1
456	правды и	1	1
457	не были	1	1
458	вскрывает его	1	1
459	не связано	1	1
460	себе представить	1	1
461	с другой	5	1
462	миру и	1	1
463	характерно для	1	1
464	во второй	1	1
465	на которые	1	1
466	сознания для	2	1
467	и политического	1	1
468	также в	1	1
469	его собственной	1	1
470	действует в	3	1
471	во франции	2	1
472	быть при	1	1
473	он принимает	1	1
474	материал и	3	1
475	замкнутости и	1	1
476	независимо от	2	1
477	но такое	1	1
478	требует от	2	1
479	xix века	4	1
480	в романах	3	1
481	эмпирической действительности	1	1
482	в той	4	1
483	и борьба	1	1
484	века и	1	1
485	у ивана	1	1
486	его другим	1	1
487	толстого в	1	1
488	мира с	1	1
489	всего может	1	1
490	смысл в	1	1
491	этого слова	1	1
492	все это	16	1
493	которые были	1	1
494	как душа	1	1
495	лишь его	1	1
496	него путем	1	1
497	культуры и	1	1
498	сам человек	1	1
499	в силах	1	1
500	правду и	1	1
501	целый ряд	1	1
502	из себя	3	1
503	той или	5	1
504	ни к	2	1
505	все они	2	1
506	этим он	1	1
507	уже нет	1	1
508	не допускает	1	1
509	образ человека	1	1
510	это сознание	2	1
511	идея в	1	1
512	ко всему	1	1
513	пути этого	1	1
514	что действие	1	1
515	сам в	1	1
516	это так	1	1
517	к этому	1	1
518	которая не	1	1
519	еще слишком	2	1
