N	2gram	Tiupa_Lite_3	Narrotol
157	с ними	2	3
158	и представляет	1	3
159	между тем	3	3
160	то и	1	3
161	или даже	1	3
162	как раз	2	3
163	и даже	2	3
164	или иной	2	3
165	по большей	2	3
166	в соответствии	3	3
167	с этой	2	3
168	и для	4	3
169	сказать что	1	3
170	к его	1	3
171	в таком	1	3
172	и т	1	2
173	по его	1	2
174	в будущем	1	2
175	пространство и	1	2
176	сознания адресата	1	2
177	в каждой	2	2
178	субъектов жизни	1	2
179	в ней	1	2
180	еще не	6	2
181	человеческого опыта	1	2
182	в сердце	1	2
183	он сам	1	2
184	столь же	1	2
185	в чем	1	2
186	на самом	1	2
187	себе и	1	2
188	в центре	1	2
189	встречи с	1	2
190	ней в	1	2
191	однако не	3	2
192	могли бы	2	2
193	в концовке	1	2
194	в самом	3	2
195	в нашем	1	2
196	раз в	2	2
197	как он	1	2
198	на то	2	2
199	в случае	2	2
200	вследствие этого	2	2
201	жизнью и	1	2
202	именно то	1	2
203	в принципе	2	2
204	чтобы в	1	2
205	которая не	1	2
206	мы его	1	2
207	и личного	1	2
208	той же	3	2
209	было бы	2	2
210	в самую	1	2
211	со своими	2	2
212	несмотря на	2	2
213	ведет к	1	2
214	хх века	11	2
215	за которым	1	2
216	с точки	3	2
217	жизни с	1	2
218	теперь как	2	2
219	всякий раз	2	2
220	и другого	2	2
221	но он	1	2
222	и более	1	2
223	однако в	4	2
224	не имеет	1	2
225	текста и	2	2
226	в процессе	1	2
227	как о	2	2
228	говорить о	1	2
229	и внутренней	1	2
230	только не	1	2
231	присутствие в	1	2
232	потому что	3	2
233	для нас	1	2
234	с таким	1	2
235	не вполне	2	2
236	в области	3	2
237	у нас	2	2
238	личности в	3	2
239	собственного я	2	2
240	но одновременно	2	2
241	оно не	2	2
242	и он	1	2
243	подобно тому	2	2
244	здесь не	2	2
245	не могу	2	2
246	личного бытия	1	2
247	что у	2	2
248	участия в	1	2
249	во второй	2	2
250	том как	1	2
251	быть может	2	2
252	все те	1	2
253	как было	1	2
254	а во	1	2
255	восходит к	1	2
256	или иначе	2	2
257	эти два	1	2
258	что и	2	2
259	дискурс в	1	2
260	героини и	1	2
261	может оказаться	1	2
262	со всеми	2	2
263	себя в	7	2
264	ему казалось	1	2
265	в начале	4	2
266	у меня	1	2
267	обратиться к	1	2
268	одно из	4	2
269	а то	1	2
270	по словам	1	2
271	т п	1	2
272	вовсе не	1	2
273	не случайно	3	2
274	присутствия в	6	2
275	только на	1	2
276	именно в	5	2
277	очевидным образом	1	2
278	бытия в	2	2
279	а с	1	2
280	героя и	1	2
281	только по	1	2
282	превращается в	1	2
283	из наиболее	1	2
284	картину мира	1	2
285	принадлежности к	1	2
286	если не	2	2
287	на фоне	1	2
288	так же	2	2
289	перекликается с	1	2
290	к своему	1	2
291	о чем	3	2
292	ивана иваныча	3	2
293	тому как	3	2
294	но это	1	2
295	и адресата	2	2
296	и состоит	1	2
297	потому не	1	2
298	собственно говоря	1	2
299	бы в	1	2
300	не должен	1	2
301	хотя бы	1	2
302	во время	1	2
303	в свою	2	2
304	в своих	2	2
305	как на	3	2
306	они не	1	2
307	отношения к	3	1
308	одним из	4	1
309	например в	3	1
310	в личностном	1	1
311	начинается с	1	1
312	с кем	1	1
313	е годы	9	1
314	это и	1	1
315	художника перед	1	1
316	с действительной	1	1
317	в ситуации	2	1
318	я напротив	1	1
319	путем не	1	1
320	перед лицом	4	1
321	между двумя	1	1
322	от самого	1	1
323	стремится в	1	1
324	собой но	2	1
325	из его	1	1
326	прошлое и	1	1
327	века в	1	1
328	которое может	1	1
329	текста в	1	1
330	в театре	1	1
331	всей ее	1	1
332	неклассической художественности	2	1
333	героя словно	1	1
334	нам открывается	1	1
335	я как	4	1
336	вопрос о	2	1
337	более не	1	1
338	оставаться самим	1	1
339	исследования в	1	1
340	жизненной позиции	1	1
341	местам и	1	1
342	на себя	2	1
343	к началу	1	1
344	мы и	2	1
345	но напротив	1	1
346	проявляется в	1	1
347	в xix	1	1
348	на другом	1	1
349	из точки	1	1
350	иное как	1	1
351	быть в	1	1
352	такая позиция	1	1
353	во всех	2	1
354	читателя и	2	1
355	весьма показательна	1	1
356	восходящая к	3	1
357	в сторону	3	1
358	с присущей	1	1
359	сознания не	1	1
360	в общем	1	1
361	очевидно что	1	1
362	человеческих отношений	1	1
363	нравственного выбора	1	1
364	отношение к	2	1
365	не просто	1	1
366	формулирует главную	1	1
367	центрального героя	1	1
368	человеку и	1	1
369	в е	8	1
370	за пределы	1	1
371	определяется не	1	1
372	первый взгляд	1	1
373	субъекта и	5	1
374	в акте	1	1
375	своей жизни	2	1
376	данный момент	1	1
377	всякое коммуникативное	1	1
378	предполагает в	1	1
379	что касается	1	1
380	им в	2	1
381	не тождественна	1	1
382	и как	3	1
383	и наконец	3	1
384	для которой	1	1
385	более или	1	1
386	говорится в	1	1
387	то в	3	1
388	за собой	1	1
389	для которого	3	1
390	ситуации в	1	1
391	бы и	3	1
392	так или	2	1
393	бы не	1	1
394	по преимуществу	1	1
395	говорящего автора	1	1
396	и продукт	1	1
397	социального взаимодействия	1	1
398	в общении	1	1
399	быть только	2	1
400	не найдя	1	1
401	взаимодействия трех	1	1
402	личностного бытия	1	1
403	чтобы обрести	1	1
404	надежда на	1	1
405	силу своей	1	1
406	на жизнь	2	1
407	когда на	1	1
408	людей и	1	1
409	прежде чем	1	1
410	оно обладает	1	1
411	с собой	1	1
412	угадывается в	1	1
413	исходя из	1	1
414	здесь мы	1	1
415	этом втором	1	1
416	выражение и	1	1
417	[] в	3	1
418	уже достигнутой	1	1
419	должны ее	1	1
420	с позиций	1	1
421	его не	1	1
422	входит в	4	1
423	есть не	1	1
424	с прошлым	1	1
425	всю свою	1	1
426	матери и	1	1
427	звучат не	1	1
428	в воспринимающем	1	1
429	дискурса о	1	1
430	здесь нет	1	1
431	литературного произведения	1	1
432	но уже	3	1
433	но мы	1	1
434	не всегда	2	1
435	здесь всего	1	1
436	и читателем	1	1
437	жизни но	1	1
438	должно быть	4	1
439	собой как	1	1
440	при виде	1	1
441	автора и	2	1
442	еще раз	2	1
443	и конец	1	1
444	только тем	1	1
445	на первый	1	1
446	или менее	1	1
447	о ком	1	1
448	что создает	1	1
449	есть в	1	1
450	трех говорящего	1	1
451	в ходе	1	1
452	она сама	1	1
453	человек и	1	1
454	человека как	1	1
455	вспять к	1	1
456	воспринимающем сознании	1	1
457	теперь эта	1	1
458	мысли и	1	1
459	от себя	2	1
460	духовной реальности	1	1
461	об отсутствии	2	1
462	своей не	1	1
463	впадая в	1	1
464	и напротив	2	1
465	другом и	1	1
466	что было	1	1
467	наиболее существенных	1	1
468	жизни других	1	1
469	личность в	1	1
470	связи с	2	1
471	его внутреннего	1	1
472	в отношении	1	1
473	между людьми	2	1
474	одновременно со	2	1
475	вплоть до	2	1
476	мы были	2	1
477	с которой	2	1
478	она не	1	1
479	извне и	1	1
480	и притом	1	1
481	организатор коммуникативного	1	1
482	своего существования	1	1
483	в основе	5	1
484	писал бахтин	1	1
485	в единство	1	1
486	чтобы стать	1	1
487	лишь то	1	1
488	что иное	1	1
489	без воскресения	1	1
490	пространство в	1	1
491	жизни не	2	1
492	обратим внимание	3	1
493	такова что	1	1
494	с нами	1	1
495	а лишь	2	1
496	всей жизни	1	1
497	с читателем	1	1
498	на мой	1	1
499	и теперь	1	1
500	не по	1	1
501	как будто	4	1
502	к той	1	1
503	действительной жизнью	1	1
504	не бывает	1	1
505	свое собственное	1	1
506	xx века	1	1
507	принадлежит к	1	1
508	есть только	1	1
509	ли не	1	1
510	как только	1	1
511	же самое	2	1
512	сходство с	1	1
513	в событии	1	1
514	в причастности	1	1
515	того о	1	1
516	чем говорят	1	1
517	встречаются и	1	1
518	как мы	2	1
519	говорит сам	1	1
520	и о	1	1
521	но по	1	1
522	то она	2	1
523	с ее	3	1
524	в виду	1	1
525	события как	1	1
526	эти столь	1	1
527	языка и	1	1
528	шла речь	1	1
529	обращением к	1	1
530	по сути	1	1
531	и иных	1	1
532	начало и	1	1
533	имела место	1	1
534	сознания в	1	1
535	природе своей	1	1
536	и человеческого	1	1
537	слово есть	1	1
538	по аналогии	2	1
539	на нее	1	1
540	не с	2	1
541	было в	1	1
542	откровения в	1	1
543	и прочих	1	1
544	и потому-то	1	1
545	еще в	3	1
546	в чужом	1	1
547	продукт социального	1	1
548	как ему	1	1
549	жизнь и	1	1
550	не на	1	1
551	функционирующего в	1	1
552	уже никто	1	1
553	тех кто	1	1
554	время в	2	1
555	говорит об	1	1
556	из рассказа	2	1
557	словесного творчества	1	1
558	мира а	2	1
559	с того	1	1
560	человеческие отношения	1	1
561	доктора живаго	1	1
562	аналогии с	1	1
563	времени в	1	1
564	от классического	1	1
565	к нему	1	1
566	которого не	1	1
567	в толпе	1	1
568	не со	1	1
569	со второй	2	1
570	возникает и	1	1
571	который и	1	1
572	во всей	2	1
573	чем и	1	1
574	в бытовой	1	1
575	них в	1	1
576	наконец в	3	1
577	иначе в	1	1
578	также в	1	1
579	ее как	1	1
580	все время	3	1
581	и она	1	1
582	в лице	2	1
583	я был	1	1
584	людей а	1	1
585	но с	2	1
586	в двух	1	1
587	героя где	1	1
588	жизнь свою	1	1
589	среди других	1	1
590	одной из	1	1
591	из существеннейших	1	1
592	с каждым	1	1
593	субъекта в	2	1
594	к их	1	1
595	обращаться к	1	1
596	являет собой	1	1
597	по мнению	1	1
598	это означает	1	1
599	уже шла	1	1
600	жизни []	1	1
601	именно на	1	1
602	его существования	2	1
603	так что	1	1
604	изнутри своего	1	1
605	того же	2	1
606	невозможно быть	1	1
607	в ряд	1	1
608	по выражению	1	1
609	две другие	1	1
610	этом в	1	1
611	свой собственный	1	1
612	реалистическим романом	1	1
613	и их	1	1
614	в прозе	1	1
615	в одном	4	1
616	адресата и	1	1
617	границ их	1	1
618	говорят героя	1	1
619	человеческого присутствия	2	1
620	под знаком	2	1
621	к человеку	1	1
622	хх столетия	3	1
623	тем что	2	1
624	соотносится с	1	1
625	есть выражение	1	1
626	в текстах	1	1
627	внутреннего мира	1	1
628	для того	2	1
629	где в	1	1
630	вопрос как	1	1
631	пастернаковского романа	3	1
632	нужно было	1	1
633	другого в	4	1
634	для художника	1	1
635	даже не	1	1
636	не ведая	1	1
637	как сам	1	1
638	в обращении	1	1
639	если говорить	1	1
640	а именно	5	1
641	ком или	1	1
642	в ряде	1	1
643	чем он	1	1
644	себя со	1	1
645	и быть	1	1
646	это все	1	1
647	или о	1	1
648	что не	2	1
649	связано с	1	1
650	на этот	1	1
651	фундаментальной для	1	1
652	ничем не	1	1
653	этой системе	1	1
654	более того	3	1
655	не означает	2	1
656	однако его	1	1
657	у такого	1	1
658	стороны и	2	1
659	не я	2	1
660	и с	2	1
661	картин мира	1	1
662	художественного целого	1	1
663	внимания к	1	1
664	вместе с	5	1
665	и потому	2	1
666	некоторые из	1	1
667	человек есть	1	1
668	в историю	1	1
669	в человеке	1	1
670	интерсубъективной реальностью	1	1
671	только часть	1	1
672	xix века	2	1
673	без другого	2	1
674	к жизни	2	1
675	мертвые знаки	1	1
676	в художественных	1	1
677	в точке	1	1
678	не наиболее	1	1
679	за рамки	1	1
680	в первой	2	1
681	на свете	2	1
682	плачут и	1	1
683	для личности	1	1
684	герой в	2	1
685	явлениям жизни	1	1
686	слова и	1	1
687	события а	1	1
688	и от	1	1
689	все это	1	1
690	этом и	1	1
691	легко можно	1	1
692	чем дело	1	1
693	еще одна	1	1
694	мой взгляд	1	1
695	в связи	1	1
696	опоры в	1	1
697	отсутствии у	1	1
698	художника и	2	1
699	жизненное поведение	1	1
700	сознания и	2	1
701	не впадая	1	1
702	в другое	1	1
703	когда он	2	1
704	к цели	1	1
705	моей души	1	1
706	в этих	1	1
707	еще более	1	1
708	движущей силой	1	1
709	повествование о	1	1
710	времени все	1	1
711	будто бы	1	1
712	ментальный кризис	2	1
713	человека не	1	1
714	в заключительном	1	1
715	к ее	1	1
716	границу между	1	1
717	может и	1	1
718	мыслит себя	1	1
719	и внешней	1	1
720	в психологии	1	1
721	которая на	1	1
722	в романе	3	1
723	имя и	1	1
724	две стороны	1	1
725	не знает	2	1
726	себя самого	1	1
727	отношением к	2	1
728	я к	2	1
729	оказывается можно	1	1
730	мир но	1	1
731	жизни а	2	1
732	в последнем	1	1
733	не что	1	1
734	бы его	1	1
735	из этого	1	1
736	который не	1	1
737	в действительности	1	1
738	себе но	1	1
739	к другим	1	1
740	а я	3	1
741	ее в	2	1
742	он однако	1	1
743	этой точки	1	1
744	всем своим	1	1
745	у людей	1	1
746	диаметрально противоположны	1	1
747	к этому	2	1
748	нашего восприятия	1	1
749	небо и	1	1
