N	2gram	Voloshinov_1	Tragedij
218	в душу	1	1
219	с самого	4	1
220	говорили что	1	1
221	протест против	1	1
222	роль в	1	1
223	можно было	1	1
224	по сравнению	3	1
225	с яркой	1	1
226	на них	2	1
227	быть может	2	1
228	в эпоху	1	1
229	своего происхождения	1	1
230	похожим на	2	1
231	часто и	1	1
232	является по	2	1
233	году и	1	1
234	на вопрос	1	1
235	но мы	4	1
236	это желание	1	1
237	первый объект	1	1
238	нуждается в	5	1
239	отметить что	1	1
240	который до	1	1
241	все время	1	1
242	и она	3	1
243	для самого	1	1
244	для ребенка	1	1
245	мы видим	2	1
246	с ними	4	1
247	только в	4	1
248	во всем	1	1
249	с одной	1	1
250	есть в	2	1
251	этой борьбе	1	1
252	только на	3	1
253	дело с	1	1
254	за счет	2	1
255	черты инфантильной	1	1
256	в общем	3	1
257	ницше или	1	1
258	и их	4	1
259	всяком случае	3	1
260	главное для	1	1
261	с этими	1	1
262	ее не	1	1
263	к ним	2	1
264	ту сторону	5	1
265	разу не	1	1
266	даже не	3	1
267	развития в	1	1
268	на противоположном	1	1
269	противоположном конце	1	1
270	в каких	1	1
271	на неудачу	1	1
272	что не	2	1
273	а на	2	1
274	в образах	1	1
275	на этот	1	1
276	думается нам	1	1
277	в ребенке	1	1
278	а не	1	1
279	власти и	1	1
280	с которым	1	1
281	именно так	1	1
282	в связи	1	1
283	с помощью	2	1
284	вместе с	3	1
285	и особенно	1	1
286	и потому	3	1
287	намек на	1	1
288	в духе	1	1
289	в человеке	1	1
290	политические идеи	1	1
291	б я	1	1
292	сравнению с	3	1
293	применении к	1	1
294	матери и	3	1
295	с этой	2	1
296	с последним	1	1
297	так ли	1	1
298	любовь к	1	1
299	известной степени	1	1
300	при таком	1	1
301	о нем	1	1
302	это часто	1	1
303	это может	1	1
304	все события	1	1
305	хотя бы	4	1
306	только что	1	1
307	я в	1	1
308	к ее	1	1
309	жизни в	1	1
310	в период	1	1
311	с сыном	1	1
312	из тех	2	1
313	совершенно не	8	1
314	в точности	1	1
315	ко всему	1	1
316	и жизнь	1	1
317	есть и	2	1
318	в голову	2	1
319	и эта	1	1
320	это в	1	1
321	во всяком	3	1
