N	2gram	Vinokur_Vv_1	Istorich
588	случае с	1	1
589	заметить что	1	1
590	как раз	4	1
591	отношении что	3	1
592	в очень	3	1
593	представление о	1	1
594	со стороны	12	1
595	или иначе	4	1
596	именно в	8	1
597	к которому	1	1
598	при всей	1	1
599	цель и	1	1
600	однако что	1	1
601	что не	5	1
602	том отношении	3	1
603	обратиться к	1	1
604	его из	1	1
605	прежде всего	8	1
606	связано с	1	1
607	только по	3	1
608	не было	1	1
609	которые не	1	1
610	текста это	1	1
611	что древняя	1	1
612	бы назвать	1	1
613	зависит от	3	1
614	понимать как	1	1
615	именно так	1	1
616	человек в	1	1
617	появилась не	1	1
618	долгое время	1	1
619	сослаться на	1	1
620	он и	2	1
621	виде в	2	1
622	этом говорится	1	1
623	не исключительно	1	1
624	в центре	4	1
625	того есть	1	1
626	рис и	1	1
627	одного а	1	1
628	или по	1	1
629	в европе	1	1
630	полной ясностью	1	1
631	ему до	1	1
632	как некогда	1	1
633	содержанию и	1	1
634	на которое	1	1
635	на эту	1	1
636	тому как	1	1
637	что же	3	1
638	явление и	1	1
639	доходят до	1	1
640	действительно ли	1	1
641	как будто	3	1
642	действительно как	1	1
643	названа ни	1	1
644	как предмет	1	1
645	создают новую	1	1
646	естественно не	1	1
647	языке ни	1	1
648	совершенно то	1	1
649	здесь в	1	1
650	на одной	1	1
651	в более	2	1
652	которых он	1	1
653	помощи не	1	1
654	он по	1	1
655	в результате	3	1
656	говорится в	1	1
657	которая в	1	1
658	того с	1	1
659	жизни и	2	1
660	не лучше	1	1
661	уже совсем	2	1
662	у них	1	1
663	или нет	1	1
664	уже знаем	1	1
665	еще более	1	1
666	этой форме	1	1
667	действительно не	1	1
668	можем утверждать	1	1
669	в большей	7	1
670	ни к	2	1
671	будто бы	2	1
672	на одно	1	1
673	или не	1	1
674	данного народа	2	1
675	бы на	1	1
676	но если	3	1
677	странно было	1	1
678	чтобы лучше	1	1
679	поскольку это	1	1
680	это в	2	1
681	только как	6	1
682	одновременно и	1	1
683	в явление	1	1
684	самое что	2	1
685	утверждать что	1	1
686	этим объясняется	1	1
687	под этим	1	1
688	собой лишь	1	1
689	что вообще	1	1
690	чтобы эти	1	1
691	в своих	2	1
692	по поводу	1	1
693	как на	11	1
694	они не	1	1
