N	2gram	Vygotskiy__2	Tragedij
253	заключается в	12	1
254	быть не	1	1
255	никакой роли	1	1
256	борьбе за	1	1
257	в них	2	1
258	он же	1	1
259	и кончает	1	1
260	в высшей	1	1
261	что ему	1	1
262	на грани	2	1
263	тот самый	2	1
264	всю жизнь	2	1
265	которой он	1	1
266	когда я	2	1
267	и вне	1	1
268	для чего	1	1
269	с такой	1	1
270	правоту в	1	1
271	но если	1	1
272	и при	2	1
273	в своей	3	1
274	и юмор	1	1
275	взгляд на	1	1
276	наших дней	1	1
277	в котором	1	1
278	человеком и	3	1
279	и цель	1	1
280	не столько	1	1
281	представление о	3	1
282	по самой	1	1
283	понятно что	2	1
284	должны были	1	1
285	стало быть	1	1
286	сам же	1	1
287	и вот	3	1
288	умирает и	1	1
289	не понимает	2	1
290	но он	3	1
291	тем не	4	1
292	не могли	3	1
293	того кто	1	1
294	по себе	12	1
295	тому что	4	1
296	перед собою	1	1
297	не менее	8	1
298	вплоть до	2	1
299	что эта	1	1
300	она не	2	1
301	впадает в	2	1
302	самого начала	1	1
303	считает что	2	1
304	на котором	1	1
305	того как	4	1
306	но только	4	1
307	он с	2	1
308	только не	1	1
309	как во	2	1
310	и всегда	2	1
311	до самой	2	1
312	в самой	2	1
313	к ней	1	1
314	показал что	2	1
315	связь и	1	1
316	для нас	2	1
317	связи с	1	1
318	что на	4	1
319	в области	1	1
320	ли это	2	1
321	и далее	2	1
322	никакого значения	1	1
323	один раз	1	1
324	мы узнаем	1	1
325	такая точка	1	1
326	могут быть	4	1
327	сознательно и	1	1
328	сходство с	1	1
329	что оно	2	1
330	его с	2	1
331	и т.д	1	1
332	всего что	1	1
333	указывает на	3	1
334	быть отнесены	1	1
335	не есть	1	1
336	что при	9	1
337	утверждать что	4	1
338	того самого	1	1
339	как мы	1	1
340	и о	1	1
341	того чтобы	14	1
342	людей в	1	1
343	романе в	2	1
344	с самого	1	1
345	роль в	2	1
346	он разъясняет	1	1
347	ли есть	1	1
348	чувство оказывается	1	1
349	природе своей	1	1
350	с собой	1	1
351	можно было	7	1
352	на нее	1	1
353	в борьбе	1	1
354	начала и	2	1
355	когда в	1	1
356	собака с	1	1
357	всем нам	1	1
358	ничего подобного	1	1
359	по сравнению	2	1
360	а там	1	1
361	быть может	1	1
362	стремление к	1	1
363	говорил что	1	1
364	похожим на	1	1
365	а по	1	1
366	и должно	1	1
367	это происходит	2	1
368	всем протяжении	1	1
369	на вопрос	2	1
370	но мы	1	1
371	после того	2	1
372	с того	2	1
373	нас от	1	1
374	чтобы не	1	1
375	роман и	2	1
376	от него	1	1
377	восходит к	1	1
378	все в	1	1
379	связь между	1	1
380	между тем	4	1
381	говорит он	4	1
382	есть с	1	1
383	с сентиментальной	1	1
384	все время	6	1
385	боль и	1	1
386	и она	1	1
387	для самого	2	1
388	того что	8	1
389	казалось что	1	1
390	в новой	2	1
391	мы видим	4	1
392	согласиться с	2	1
393	с ними	1	1
394	что даже	1	1
395	только в	7	1
396	во всем	3	1
397	как нечто	2	1
398	свой принцип	1	1
399	с одной	1	1
400	именно на	2	1
401	только на	5	1
402	дело с	8	1
403	героя с	1	1
404	не знать	1	1
405	свидетельствует о	1	1
406	рассказывает о	1	1
407	в общем	3	1
408	является ее	1	1
409	и их	3	1
410	ко всей	1	1
411	всяком случае	2	1
412	могло бы	2	1
413	слова в	2	1
414	т п	8	1
415	с этими	2	1
416	ее не	1	1
417	в такое	1	1
418	к ним	2	1
419	случай не	1	1
420	в особенности	2	1
421	даже не	1	1
422	с другим	1	1
423	и эту	1	1
424	именно в	1	1
425	близок к	1	1
426	что не	3	1
427	объясняется тем	1	1
428	обратиться к	1	1
429	естественно что	1	1
430	не было	2	1
431	полагал что	2	1
432	а на	4	1
433	на этот	2	1
434	а не	7	1
435	с которым	1	1
436	он просит	1	1
437	именно так	1	1
438	в и	1	1
439	этом случае	1	1
440	будет она	1	1
441	в связи	1	1
442	с помощью	1	1
443	я хочу	1	1
444	более чем	1	1
445	время с	1	1
446	вместе с	2	1
447	ко всем	1	1
448	мы опять	2	1
449	видит в	3	1
450	сравнению с	2	1
451	искусства но	5	1
452	наряду с	4	1
453	в той	1	1
454	оно начинает	1	1
455	это его	1	1
456	для понимания	1	1
457	который он	2	1
458	этого слова	1	1
459	с этой	4	1
460	и от	2	1
461	в неизмеримо	1	1
462	любовь к	1	1
463	он сказал	3	1
464	достоевского но	1	1
465	тем и	2	1
466	при таком	4	1
467	в результате	1	1
468	а к	2	1
469	в двух	1	1
470	о нем	1	1
471	это может	2	1
472	из себя	2	1
473	бы в	1	1
474	и совершенно	3	1
475	конце концов	3	1
476	хотя бы	3	1
477	что ты	1	1
478	только что	1	1
479	сказал что	1	1
480	за этим	1	1
481	в стихах	1	1
482	к числу	1	1
483	имеет целью	1	1
484	мы начинаем	1	1
485	совершенно не	4	1
486	конфликт между	1	1
487	что под	1	1
488	но еще	1	1
489	и эта	1	1
490	это в	2	1
491	это понятие	1	1
492	во всяком	2	1
