N	2gram	Voloshinov_1	DiskursI
227	основе своей	1	2
228	в значительной	1	2
229	и требует	1	2
230	и во	2	2
231	в форме	1	2
232	уходят в	1	2
233	них в	1	2
234	в литературе	2	2
235	большей или	1	2
236	события общения	1	2
237	в какой	3	2
238	наше время	1	2
239	и ее	3	2
240	точка зрения	7	2
241	тот или	1	2
242	уже в	1	2
243	или даже	1	2
244	слова в	1	2
245	в одном	1	2
246	сами по	1	2
247	общения и	5	2
248	никогда не	2	2
249	бы это	1	2
250	из двух	1	2
251	говорили о	2	2
252	на ее	1	2
253	здесь в	3	2
254	и др	2	2
255	более того	3	2
256	зависит от	2	2
257	его как	1	2
258	одну из	2	2
259	о чем	1	2
260	то она	1	2
261	к его	2	2
262	что же	4	2
263	для понимания	1	2
264	жизни в	4	2
265	высказывания и	1	2
266	в особом	1	2
267	в начале	5	2
268	к другим	1	2
269	известной степени	1	2
270	говорящего и	2	2
271	или в	2	2
272	и все	5	2
273	или меньшей	1	2
274	речи как	2	2
275	к этому	5	2
276	том числе	2	2
277	новое время	1	1
278	слова является	1	1
279	нем нет	2	1
280	таком случае	2	1
281	отделен от	1	1
282	не остается	2	1
283	и то	1	1
284	самом деле	10	1
285	на самом	3	1
286	переход от	4	1
287	науки о	4	1
288	это и	3	1
289	идет о	1	1
290	данном конкретном	2	1
291	от своей	1	1
292	не хочет	1	1
293	и до	1	1
294	слово же	1	1
295	и должен	1	1
296	этом направлении	1	1
297	той же	2	1
298	форм языка	1	1
299	речевой деятельности	1	1
300	правильного понимания	1	1
301	и само	1	1
302	вторая часть	1	1
303	только благодаря	1	1
304	говорить о	1	1
305	принадлежит к	1	1
306	но уже	1	1
307	в изложении	1	1
308	они были	1	1
309	ситуации не	1	1
310	форм в	1	1
311	на них	1	1
312	он сам	1	1
313	эстетическая концепция	1	1
314	иного рода	1	1
315	ее к	1	1
316	а только	1	1
317	себе и	2	1
318	нет и	4	1
319	из важнейших	2	1
320	форме и	1	1
321	как говорит	1	1
322	что во	2	1
323	независимо от	2	1
324	его на	1	1
325	опыта к	1	1
326	высказывание не	1	1
327	с их	1	1
328	просто как	1	1
329	реальной действительности	1	1
330	это тоже	1	1
331	в меру	1	1
332	и художественного	1	1
333	тем же	1	1
334	всего как	1	1
335	следующим образом	1	1
336	между историей	1	1
337	непосредственно из	1	1
338	есть его	1	1
339	или иную	1	1
340	со своей	1	1
341	всякая система	1	1
342	в которой	3	1
343	бы и	2	1
344	что это	1	1
345	образом и	1	1
346	в нашем	2	1
347	из этих	2	1
348	и те	7	1
349	следующей главе	1	1
350	по преимуществу	5	1
351	прав и	1	1
352	сознания с	1	1
353	другом случае	1	1
354	быть только	1	1
355	этот процесс	3	1
356	он не	3	1
357	с ней	1	1
358	всех этих	1	1
359	в понимании	2	1
360	к одному	4	1
361	понимания и	3	1
362	данном отношении	1	1
363	из виду	2	1
364	войти в	3	1
365	нашего времени	1	1
366	литературе в	1	1
367	как от	1	1
368	может существовать	2	1
369	но все	3	1
370	русском языке	1	1
371	подход к	1	1
372	которые уже	1	1
373	мы его	1	1
374	не будет	4	1
375	где нет	1	1
376	и может	1	1
377	значение в	1	1
378	на все	1	1
379	этих форм	3	1
380	косвенной речи	1	1
381	для своей	1	1
382	всех областях	2	1
383	с целью	1	1
384	при помощи	1	1
385	и других	2	1
386	сознания к	1	1
387	свои специфические	1	1
388	с другими	3	1
389	от одного	3	1
390	может стать	5	1
391	действительности в	2	1
392	которая как	1	1
393	на почве	6	1
394	то все	1	1
395	этом смысле	2	1
396	от остальной	1	1
397	своей основе	1	1
398	не соответствует	1	1
399	в новое	2	1
400	для них	2	1
401	нет как	1	1
402	с этой	2	1
403	с тем	1	1
404	принципиальные различия	1	1
405	в слове	10	1
406	со своими	1	1
407	и вне	2	1
408	мы видели	1	1
409	задач в	1	1
410	мы не	6	1
411	как вещь	2	1
412	слова и	3	1
413	как таковой	1	1
414	во время	1	1
415	бы на	1	1
416	как такое	3	1
417	и при	3	1
418	или точнее	1	1
419	что такое	2	1
420	художественного творчества	1	1
421	а как	3	1
422	не становится	3	1
423	это делает	2	1
424	с точки	20	1
425	два значения	1	1
426	нуждающаяся для	1	1
427	не столько	4	1
428	как совокупность	1	1
429	от его	1	1
430	должны были	1	1
431	индивидуальностью и	1	1
432	которыми не	1	1
433	для многих	1	1
434	которые в	1	1
435	в философии	2	1
436	в россии	1	1
437	его к	2	1
438	что было	1	1
439	виду как	1	1
440	тем не	2	1
441	и более	2	1
442	лежит не	1	1
443	не должна	1	1
444	необходимо чтобы	5	1
445	между двумя	3	1
446	и вся	1	1
447	если и	1	1
448	чистом виде	1	1
449	до конца	5	1
450	тем самым	1	1
451	до известной	1	1
452	виду что	1	1
453	она могла	1	1
454	самого начала	4	1
455	для каждого	3	1
456	лежащему на	1	1
457	не имеет	3	1
458	не по	1	1
459	в русской	2	1
460	образом в	1	1
461	о них	1	1
462	проблема в	1	1
463	высказывание может	1	1
464	для всего	3	1
465	действительности ведь	1	1
466	для всех	2	1
467	этих двух	1	1
468	не все	2	1
469	действительно в	1	1
470	и является	2	1
471	углом зрения	1	1
472	формы высказывания	1	1
473	на него	1	1
474	здесь же	1	1
475	этом отношении	3	1
476	в каком	3	1
477	перед ним	1	1
478	точке зрения	2	1
479	настоящего времени	5	1
480	ни о	2	1
481	взаимодействия с	1	1
482	разрыв между	1	1
483	и принадлежит	1	1
484	не могут	3	1
485	на границе	3	1
486	и должно	1	1
487	во все	2	1
488	всего в	1	1
489	здесь они	1	1
490	отказаться от	1	1
491	одним и	1	1
492	если же	1	1
493	в работе	2	1
494	и это	3	1
495	в театре	1	1
496	не делает	1	1
497	значения и	1	1
498	здесь не	1	1
499	и от	3	1
500	что всякая	1	1
501	только то	1	1
502	с самого	4	1
503	чужой речи	1	1
504	и классификации	1	1
505	с языком	1	1
506	по аналогии	2	1
507	те же	5	1
508	особенно в	1	1
509	мог бы	2	1
510	если бы	2	1
511	собой и	1	1
512	к языку	2	1
513	в определенной	1	1
514	быть в	2	1
515	к одной	1	1
516	всех подобных	1	1
517	случае такой	1	1
518	как наиболее	1	1
519	о некоторых	1	1
520	должно было	1	1
521	места и	1	1
522	к нему	1	1
523	всей нашей	1	1
524	говорящего на	1	1
525	речевого акта	1	1
526	а потому	1	1
527	отметить что	1	1
528	ответного понимания	1	1
529	этом как	1	1
530	романа в	1	1
531	формы речевого	1	1
532	а его	1	1
533	еще только	2	1
534	как индивидуальное	1	1
535	не несет	1	1
536	познания в	1	1
537	система не	1	1
538	целое в	1	1
539	с ними	1	1
540	пришел к	1	1
541	и действительно	3	1
542	или же	1	1
543	самого говорящего	1	1
544	социальной ситуации	5	1
545	только при	3	1
546	со всеми	1	1
547	одни и	5	1
548	до наших	1	1
549	оказывается в	1	1
550	отграничивается от	1	1
551	как процесс	1	1
552	не имеют	3	1
553	в большинстве	3	1
554	только на	4	1
555	чужого высказывания	1	1
556	на определенной	2	1
557	большинстве случаев	3	1
558	в известном	1	1
559	но для	2	1
560	ту или	1	1
561	и их	2	1
562	всяком случае	2	1
563	и один	1	1
564	в конце	5	1
565	от сознания	1	1
566	у этих	1	1
567	граница между	1	1
568	не о	1	1
569	может служить	1	1
570	друг друга	8	1
571	мы можем	2	1
572	форм высказывания	1	1
573	различных сфер	1	1
574	как раз	2	1
575	в исследование	1	1
576	не единственная	1	1
577	момент в	3	1
578	для реализации	1	1
579	в новейшее	1	1
580	высказывания к	1	1
581	выходит за	1	1
582	между которыми	1	1
583	в области	3	1
584	до сих	8	1
585	связаны с	2	1
586	лица в	1	1
587	в каких	1	1
588	и прежде	2	1
589	было бы	4	1
590	еще и	1	1
591	репертуар речевых	1	1
592	себя и	1	1
593	нового времени	2	1
594	к более	1	1
595	данного высказывания	1	1
596	громадное значение	2	1
597	от этого	2	1
598	в любой	1	1
599	которое как	1	1
600	стремится к	1	1
601	основных и	1	1
602	при более	2	1
603	этом случае	3	1
604	на слово	1	1
605	в связи	7	1
606	с помощью	6	1
607	исходить из	1	1
608	конкретном случае	1	1
609	индивид не	1	1
610	как это	1	1
611	стать объектом	2	1
612	требует от	1	1
613	их к	1	1
614	что вся	1	1
615	до настоящего	5	1
616	целом ряде	2	1
617	если оно	1	1
618	в той	1	1
619	проблема речевых	2	1
620	и другой	1	1
621	новейшее время	1	1
622	этого слова	2	1
623	в контексте	8	1
624	быть и	3	1
625	аналогии с	1	1
626	своих задач	1	1
627	сих пор	8	1
628	в основном	6	1
629	не об	2	1
630	в чем	2	1
631	в смысле	6	1
632	в следующей	1	1
633	в аналогичном	1	1
634	значения слова	2	1
635	каким бы	1	1
636	при таком	1	1
637	не существует	3	1
638	понятно что	3	1
639	в результате	9	1
640	вопрос о	4	1
641	данная мысль	1	1
642	не определение	1	1
643	у них	1	1
644	от того	4	1
645	мы должны	3	1
646	в большей	1	1
647	лежит в	1	1
648	отношении к	4	1
649	в системе	1	1
650	не знает	2	1
651	речи и	3	1
652	их с	1	1
653	всех других	3	1
654	возникает как	1	1
655	и другие	1	1
656	или во	1	1
657	именно здесь	2	1
658	всем своим	1	1
659	значение а	1	1
660	следует сказать	1	1
661	в таком	2	1
662	в роли	1	1
