N	2gram	Propp_Isto_5	Freidism
595	такое же	2	1
596	все приведенные	1	1
597	интересен тем	1	1
598	в некоторых	4	1
599	только по	1	1
600	превращается в	7	1
601	а на	2	1
602	мы легко	2	1
603	в свете	3	1
604	человек в	1	1
605	отнюдь не	1	1
606	некоторых его	1	1
607	там где	6	1
608	этот сон	1	1
609	этих способностей	1	1
610	в мифологии	1	1
611	нет никаких	1	1
612	знаем о	2	1
613	стороны формы	1	1
614	чтобы убить	4	1
615	из которых	2	1
616	к своему	1	1
617	такого рода	1	1
618	и там	1	1
619	мотив остается	1	1
620	даже с	1	1
621	они сами	2	1
622	сохраняется в	1	1
623	к следующему	1	1
624	быть не	1	1
625	в это	2	1
626	нас интересует	1	1
627	много лет	1	1
628	не будем	5	1
629	под влиянием	2	1
630	трудно бывает	1	1
631	в книге	3	1
632	не знаем	3	1
633	что-то что	1	1
634	потому не	1	1
635	пределах одной	1	1
636	но на	1	1
637	более ранних	1	1
638	он по	1	1
639	гораздо шире	1	1
640	ее и	3	1
641	но эти	3	1
642	души в	1	1
643	целый ряд	1	1
644	у них	1	1
645	бы в	1	1
646	покойника с	1	1
647	словами мы	1	1
648	пока я	1	1
649	же в	2	1
650	в различных	2	1
651	в том	6	1
652	о второй	1	1
653	к ее	1	1
654	нет ничего	1	1
655	служить ему	1	1
656	нас то	1	1
657	на смену	4	1
658	обычно не	1	1
659	же относится	1	1
660	равно как	1	1
661	в иной	7	1
662	по которой	2	1
663	из этого	1	1
664	на ней	2	1
665	на свет	1	1
666	которых является	1	1
667	только одна	1	1
668	видим в	1	1
669	можно назвать	1	1
