N	2gram	Bakhtin_Pr_2	EvropaiC
161	так или	1	3
162	в нашем	1	3
163	развиваться в	1	3
164	в нем	12	3
165	в степени	1	3
166	и по	1	3
167	они должны	1	3
168	на этой	1	3
169	это не	3	3
170	на почве	2	3
171	в жизни	3	3
172	чем в	1	3
173	в этих	6	3
174	что если	3	3
175	даже в	3	3
176	освободиться от	1	3
177	что их	1	3
178	для нас	2	3
179	во всем	3	3
180	а лишь	2	3
181	уже и	2	3
182	у нас	2	3
183	должны быть	2	3
184	ничего общего	1	3
185	и это	4	3
186	то ни	1	3
187	жизнь и	1	3
188	и вообще	1	3
189	с одной	1	3
190	настоящее время	2	3
191	может не	1	3
192	различия между	1	3
193	тот же	3	3
194	очень много	1	3
195	в эти	1	3
196	конечно не	2	3
197	в начале	1	3
198	может служить	2	3
199	каждый из	2	3
200	отличие от	4	3
201	или иначе	1	3
202	прежде всего	10	3
203	же не	4	3
204	в связи	1	3
205	и потому	1	3
206	по одному	1	3
207	мы сказали	2	3
208	в настоящее	2	3
209	не то	1	3
210	от него	1	3
211	бы в	5	3
212	тем более	1	3
213	а в	5	3
214	можно назвать	1	3
215	ту же	2	2
216	в котором	6	2
217	и до	4	2
218	также и	3	2
219	в сущности	9	2
220	так чтобы	4	2
221	с ее	1	2
222	и ее	3	2
223	мы и	2	2
224	от себя	1	2
225	бы то	1	2
226	тем как	1	2
227	во всяком	2	2
228	друг к	2	2
229	но как	1	2
230	в сторону	2	2
231	есть в	3	2
232	то в	1	2
233	но на	2	2
234	этот процесс	1	2
235	что она	1	2
236	не следует	1	2
237	как две	1	2
238	он все	1	2
239	и социальной	1	2
240	он должен	1	2
241	а затем	2	2
242	конечно в	2	2
243	к другу	2	2
244	то есть	4	2
245	в них	4	2
246	нет в	1	2
247	и особенно	2	2
248	и уже	1	2
249	такой же	3	2
250	в эту	3	2
251	которую он	2	2
252	от времени	1	2
253	что до	1	2
254	в которых	2	2
255	он тоже	3	2
256	точку зрения	1	2
257	образом и	3	2
258	над всеми	1	2
259	совершенно иной	1	2
260	том и	1	2
261	она не	3	2
262	этими двумя	1	2
263	тогда когда	1	2
264	одна из	2	2
265	на себе	2	2
266	на него	3	2
267	в процессе	2	2
268	в основе	1	2
269	только не	1	2
270	в самой	4	2
271	этих двух	1	2
272	на этом	1	2
273	ему и	1	2
274	что на	2	2
275	от нее	1	2
276	если же	4	2
277	о них	1	2
278	как мы	10	2
279	как не	1	2
280	в себя	3	2
281	на том	2	2
282	и сам	7	2
283	что у	2	2
284	на нее	1	2
285	те же	1	2
286	из одного	4	2
287	все его	2	2
288	в виду	3	2
289	а к	1	2
290	все дело	1	2
291	в другом	7	2
292	и поэтому	1	2
293	не стоит	1	2
294	же время	5	2
295	к нему	5	2
296	во втором	1	2
297	было бы	5	2
298	но так	2	2
299	образом как	3	2
300	но с	1	2
301	этот вопрос	4	2
302	и так	2	2
303	они могут	2	2
304	чужды и	1	2
305	между этими	1	2
306	жизни и	1	2
307	то и	2	2
308	ни было	2	2
309	рано или	1	2
310	для него	8	2
311	всяком случае	1	2
312	вовсе не	5	2
313	из нее	1	2
314	которые могут	1	2
315	всеми этими	1	2
316	и только	3	2
317	не было	1	2
318	или поздно	1	2
319	и из	1	2
320	только один	1	2
321	наконец не	1	2
322	себя и	3	2
323	что для	1	2
324	одной стороны	1	2
325	одну из	1	2
326	в одно	3	2
327	все то	1	2
328	него в	3	2
329	такой форме	1	2
330	но не	5	2
331	в точке	2	2
332	что же	7	2
333	из этой	1	2
334	этого слова	2	2
335	при условии	1	2
336	но для	3	2
337	дальше так	1	2
338	это может	1	2
339	на более	1	2
340	не от	1	2
341	и говорить	2	2
342	с ними	2	2
343	между ними	4	2
344	не знает	3	2
345	в эпохи	1	2
346	они не	1	2
347	себя как	3	1
348	я и	2	1
349	смысле слова	1	1
350	вопрос мы	1	1
351	например в	2	1
352	предполагает что	1	1
353	лишь после	1	1
354	и весьма	1	1
355	редки и	1	1
356	этом пункте	1	1
357	он может	1	1
358	силы и	1	1
359	это и	1	1
360	и должны	1	1
361	и подражанием	1	1
362	в первом	2	1
363	из его	2	1
364	ведь и	7	1
365	оно было	1	1
366	все те	1	1
367	но те	1	1
368	она к	1	1
369	той же	3	1
370	отношения к	2	1
371	а как	4	1
372	есть не	1	1
373	она имеет	1	1
374	мы не	4	1
375	которую мы	1	1
376	не во	2	1
377	из своих	1	1
378	этом не	1	1
379	такое положение	1	1
380	себя свою	1	1
381	время как	2	1
382	на себя	2	1
383	я не	4	1
384	сложнее и	1	1
385	вместо того	1	1
386	социальной группы	1	1
387	с большим	2	1
388	собою и	2	1
389	духе и	1	1
390	к своему	1	1
391	на них	1	1
392	он сам	3	1
393	всем этим	2	1
394	себя а	1	1
395	на их	1	1
396	это действительно	1	1
397	в различных	3	1
398	если так	1	1
399	с его	4	1
400	это имеет	1	1
401	такого что	3	1
402	бы не	2	1
403	а следовательно	1	1
404	ценности в	1	1
405	и другие	1	1
406	друг на	2	1
407	перед глазами	1	1
408	если в	1	1
409	себе и	4	1
410	ее он	1	1
411	нет и	1	1
412	среде но	1	1
413	к сожалению	1	1
414	еще один	3	1
415	мы дадим	1	1
416	в центре	1	1
417	как в	2	1
418	тут уже	1	1
419	на вид	2	1
420	тем с	1	1
421	однако не	1	1
422	перед нами	7	1
423	кроме того	3	1
424	и как	2	1
425	его к	2	1
426	тем же	2	1
427	громче но	1	1
428	и отчасти	1	1
429	и кто	2	1
430	себе как	2	1
431	бы с	1	1
432	у каждого	1	1
433	нами в	2	1
434	вид и	1	1
435	не могла	1	1
436	весь свой	1	1
437	видит и	1	1
438	неизбежно должны	1	1
439	являются лишь	1	1
440	одному из	1	1
441	на одну	2	1
442	и еще	2	1
443	в узком	2	1
444	к одному	6	1
445	однако он	1	1
446	кажется нам	1	1
447	чтобы их	1	1
448	его можно	1	1
449	одно и	2	1
450	этом последнем	1	1
451	в каждом	11	1
452	здесь мы	2	1
453	хочет чтобы	1	1
454	другом случае	1	1
455	зрения на	1	1
456	своей стороны	1	1
457	знает что	2	1
458	входит в	2	1
459	тут надо	1	1
460	с другими	1	1
461	он есть	2	1
462	лишь на	2	1
463	и тем	1	1
464	делает его	1	1
465	ведь в	1	1
466	стоит на	1	1
467	кажется что	3	1
468	в ином	1	1
469	слиться с	2	1
470	рядом с	5	1
471	разобранные нами	3	1
472	их взаимоотношения	1	1
473	но лишь	1	1
474	а за	3	1
475	на друга	2	1
476	слова что	2	1
477	которой он	1	1
478	их лишь	1	1
479	такою же	1	1
480	для своих	2	1
481	в научной	1	1
482	остается в	1	1
483	не мог	1	1
484	в своей	4	1
485	что такое	2	1
486	затем и	2	1
487	как все	1	1
488	и третий	1	1
489	же направлении	1	1
490	не к	1	1
491	иначе как	1	1
492	что я	6	1
493	для всякого	1	1
494	и другого	2	1
495	нами до	1	1
496	но он	4	1
497	друг другу	1	1
498	ускользают от	1	1
499	по крайней	1	1
500	и эти	1	1
501	их в	4	1
502	в корне	1	1
503	однако в	1	1
504	с такими	1	1
505	что этот	2	1
506	человека но	1	1
507	характер в	1	1
508	в отношении	3	1
509	а от	1	1
510	нею и	1	1
511	стоит в	1	1
512	есть нечто	1	1
513	не имеет	1	1
514	на два	3	1
515	ее с	1	1
516	и сама	1	1
517	отрешиться от	1	1
518	иметь в	1	1
519	следовательно и	1	1
520	нельзя не	1	1
521	дело в	2	1
522	ни тем	1	1
523	за исключением	1	1
524	уже говорили	3	1
525	это слово	5	1
526	именно его	1	1
527	и его	8	1
528	же он	1	1
529	со своим	1	1
530	только с	1	1
531	и позволяют	1	1
532	или ином	1	1
533	гораздо сложнее	1	1
534	становится как	1	1
535	и другой	1	1
536	не знаем	1	1
537	отсюда как	1	1
538	да и	5	1
539	числе и	1	1
540	является одним	1	1
541	бы он	2	1
542	как человек	2	1
543	даже когда	1	1
544	для себя	2	1
545	некоторой степени	1	1
546	всех но	1	1
547	но при	3	1
548	здесь не	6	1
549	не могу	2	1
550	без всякого	2	1
551	из главных	1	1
552	представим себе	2	1
553	зрения всякой	1	1
554	лучше сказать	1	1
555	говорили что	2	1
556	то время	2	1
557	так в	1	1
558	приводит к	6	1
559	принадлежать к	1	1
560	поэтому мы	1	1
561	же эти	1	1
562	всех возможных	3	1
563	не исчерпывается	1	1
564	своей собственной	1	1
565	ничего не	3	1
566	стремление к	1	1
567	и берет	1	1
568	или иной	3	1
569	одно это	1	1
570	лишь то	1	1
571	говорят что	3	1
572	лишь одно	1	1
573	быть в	2	1
574	положении он	1	1
575	и та	2	1
576	за пределами	1	1
577	но мы	1	1
578	никак не	5	1
579	социального общения	1	1
580	в значительной	1	1
581	котором они	1	1
582	препятствия и	1	1
583	которых они	1	1
584	а у	1	1
585	том или	3	1
586	и всю	1	1
587	нем не	1	1
588	от них	2	1
589	после этих	1	1
590	на одном	1	1
591	сталкиваясь с	1	1
592	во всей	1	1
593	крайней мере	1	1
594	в другой	1	1
595	созданных и	1	1
596	из одних	1	1
597	они останутся	1	1
598	и главное	1	1
599	и следовательно	3	1
600	и всякое	2	1
601	но почти	1	1
602	но тут	1	1
603	и следует	2	1
604	на которой	1	1
605	один из	1	1
606	себе еще	2	1
607	себя с	1	1
608	мы видим	1	1
609	менее в	1	1
610	вступить в	1	1
611	к их	1	1
612	что так	3	1
613	бы ни	2	1
614	простое и	1	1
615	с которыми	1	1
616	в качестве	1	1
617	же и	4	1
618	с нею	1	1
619	уже не	3	1
620	уже в	2	1
621	вопроса о	1	1
622	только на	3	1
623	этого нельзя	2	1
624	же явления	2	1
625	может случиться	1	1
626	а то	2	1
627	речь в	2	1
628	за ним	1	1
629	же они	1	1
630	мы находим	1	1
631	и со	3	1
632	друг друга	1	1
633	до некоторой	1	1
634	не случайно	1	1
635	тем что	3	1
636	вследствие этой	1	1
637	в других	1	1
638	указание на	1	1
639	были бы	1	1
640	именно как	2	1
641	из двух	1	1
642	и даже	3	1
643	о своей	3	1
644	с другим	2	1
645	а именно	1	1
646	эти две	1	1
647	к которому	1	1
648	более резкой	1	1
649	случаев в	1	1
650	и между	1	1
651	как же	2	1
652	еще и	1	1
653	и пр	2	1
654	до конца	4	1
655	а не	7	1
656	миром в	1	1
657	в руках	2	1
658	а так	1	1
659	душевной жизни	1	1
660	на которые	1	1
661	среди других	2	1
662	он и	3	1
663	себя на	2	1
664	все более	1	1
665	эти слова	1	1
666	но кто	1	1
667	это те	1	1
668	и гораздо	1	1
669	о возможности	1	1
670	направлении в	1	1
671	в человеке	3	1
672	еще нет	1	1
673	к приему	1	1
674	если они	1	1
675	смысле этого	1	1
676	столкновение с	2	1
677	где может	1	1
678	могут быть	3	1
679	постепенно и	1	1
680	человек с	2	1
681	в каждую	1	1
682	эти вопросы	1	1
683	дело идет	1	1
684	стремятся к	1	1
685	благодаря этому	1	1
686	несколько дальше	1	1
687	же самое	1	1
688	объективен и	1	1
689	всего в	1	1
690	не имея	1	1
691	в самые	1	1
692	и среди	2	1
693	ли они	1	1
694	лишь как	2	1
695	еще более	2	1
696	здесь гораздо	1	1
697	в большей	1	1
698	иначе обстоит	1	1
699	эквивалента в	1	1
700	наоборот все	1	1
701	впечатление которое	1	1
702	обстоит дело	1	1
703	в равной	1	1
704	что слова	1	1
705	лишь те	1	1
706	это все	3	1
707	две стороны	1	1
708	сказать что	2	1
709	была бы	2	1
710	лишь тогда	1	1
711	но этот	2	1
712	нет но	2	1
713	переход из	1	1
714	что ни	1	1
715	пользоваться для	1	1
716	а может	1	1
717	вполне понятно	1	1
718	увидим что	1	1
719	ее в	2	1
720	в своих	2	1
721	и эта	2	1
722	том числе	1	1
