N	2gram	Potebnia_M_1	NovoeSre
279	что единство	2	1
280	жизнью и	1	1
281	сами по	1	1
282	духа как	1	1
283	не для	1	1
284	общество и	2	1
285	друг друга	5	1
286	бытия и	3	1
287	мысли как	1	1
288	которые могут	1	1
289	человек как	1	1
290	тем что	9	1
291	заключает в	2	1
292	в нее	1	1
293	от того	4	1
294	и вместе	2	1
295	но все	2	1
296	и природа	1	1
297	значительной степени	2	1
298	от нее	6	1
299	это значит	1	1
300	форм к	1	1
301	не были	2	1
302	них не	2	1
303	с другими	1	1
304	всех народов	1	1
305	нельзя сказать	1	1
306	было бы	12	1
307	в каких	1	1
308	он есть	2	1
309	весь мир	1	1
310	лишь по	1	1
311	себя и	1	1
312	познания истины	1	1
313	как существо	1	1
314	что не	10	1
315	но оно	3	1
316	может еще	1	1
317	для них	2	1
318	их не	1	1
319	превращается в	1	1
320	хотим сказать	1	1
321	а на	1	1
322	они не	1	1
323	мгновение в	1	1
324	в этой	3	1
325	быть понят	1	1
326	ничем не	1	1
327	же история	2	1
328	не на	1	1
329	не всегда	1	1
330	отказаться от	1	1
331	во взаимной	1	1
332	человеческой жизни	1	1
333	ее на	1	1
334	в боге	1	1
335	новые формы	1	1
336	что мы	4	1
337	умственной жизни	1	1
338	и того	2	1
339	одного и	2	1
340	в эту	1	1
341	в этих	7	1
342	во время	1	1
343	имея в	1	1
344	о переходе	1	1
345	но если	2	1
346	нашей мысли	1	1
347	что истина	1	1
348	сами не	2	1
349	в такой	1	1
350	на это	1	1
351	в котором	1	1
352	только для	3	1
353	духу и	1	1
354	мы в	2	1
355	не столько	1	1
356	у нас	2	1
357	в зависимости	1	1
358	духовную жизнь	1	1
359	оно должно	2	1
360	времени не	1	1
361	но он	2	1
362	быть только	5	1
363	в мир	1	1
364	мы должны	3	1
365	и более	2	1
366	есть еще	1	1
367	их в	1	1
368	в человеческом	2	1
369	что этот	1	1
370	времени а	1	1
371	в состоянии	3	1
372	от состояния	1	1
373	том смысле	4	1
374	быть не	4	1
375	по себе	10	1
376	есть всегда	1	1
377	нас к	1	1
378	будто бы	1	1
379	нет никакого	1	1
380	приблизиться к	1	1
381	сих пор	1	1
382	так как	21	1
383	природу и	1	1
384	человека не	2	1
385	она могла	1	1
386	находится во	2	1
387	жизни народа	2	1
388	истории но	1	1
389	должны быть	7	1
390	в сущности	2	1
391	в более	4	1
392	не по	4	1
393	процесс возникновения	1	1
394	предположении что	1	1
395	и воля	4	1
396	от жизни	1	1
397	и бытия	1	1
398	до сих	1	1
399	основанная на	1	1
400	в вечной	1	1
401	и никакой	1	1
402	мира так	1	1
403	образования и	2	1
404	этой системы	1	1
405	в соприкосновение	1	1
406	к этой	3	1
407	к ней	2	1
408	дни и	2	1
409	я хочу	1	1
410	привело к	1	1
411	не останется	1	1
412	и его	5	1
413	есть уже	3	1
414	и общего	1	1
415	темные стороны	2	1
416	все более	3	1
417	давно уже	1	1
418	самое явление	1	1
419	процессы в	1	1
420	смысле в	4	1
421	в области	1	1
422	нет ничего	2	1
423	в каком	6	1
424	в свою	4	1
425	и оно	1	1
426	но можно	1	1
427	того же	3	1
428	прогресса в	1	1
429	жизни а	1	1
430	есть только	11	1
431	и вполне	1	1
432	про себя	1	1
433	и дух	4	1
434	в которой	2	1
435	жизни мы	1	1
436	этот переход	1	1
437	быть признана	1	1
438	должна будет	1	1
439	формы мысли	2	1
440	во всяком	3	1
441	и духовные	1	1
442	того времени	1	1
443	их стремление	1	1
444	я могу	1	1
445	творчества не	1	1
446	оно не	3	1
447	как на	3	1
448	все что	2	1
