N	2gram	Potebnia_M_2	NovoeSre
120	место в	4	2
121	не знал	1	2
122	мысли и	1	2
123	одной стороны	3	2
124	мир и	1	2
125	другой стороны	2	2
126	этот мир	1	2
127	как это	2	2
128	такой же	4	2
129	но для	1	2
130	в то	6	2
131	одна из	4	2
132	мысли в	3	2
133	того чтобы	2	2
134	формы и	1	2
135	и от	3	2
136	и весь	2	2
137	хотя бы	2	2
138	все они	1	2
139	а в	8	2
140	и начинается	1	2
141	когда мы	2	2
142	могут быть	8	2
143	не хотим	1	2
144	можно назвать	2	2
145	разными путями	1	1
146	производят впечатление	1	1
147	также что	2	1
148	оно может	2	1
149	зависимость от	1	1
150	легче чем	1	1
151	же так	1	1
152	не имел	1	1
153	ни одно	1	1
154	для себя	1	1
155	он может	1	1
156	только потому	2	1
157	переход от	1	1
158	к таким	2	1
159	что само	3	1
160	и до	1	1
161	слова а	3	1
162	на нее	1	1
163	мы уже	1	1
164	что представляется	1	1
165	не с	3	1
166	и которые	1	1
167	во многом	1	1
168	все свои	2	1
169	вопрос этот	1	1
170	же процесса	1	1
171	к тем	1	1
172	есть непосредственное	1	1
173	на место	1	1
174	и совсем	1	1
175	с ним	5	1
176	можно сказать	1	1
177	о самом	1	1
178	оно есть	1	1
179	и другая	1	1
180	движения и	2	1
181	как я	1	1
182	и человека	1	1
183	был уже	1	1
184	то это	3	1
185	во внешних	1	1
186	теми которые	1	1
187	нужно будет	3	1
188	на нем	1	1
189	силы но	1	1
190	на них	1	1
191	чего оно	1	1
192	на их	1	1
193	в какие	1	1
194	что его	3	1
195	в чем	7	1
196	и во	3	1
197	разнообразие в	1	1
198	все в	1	1
199	не могут	7	1
200	к нему	1	1
201	понять что	1	1
202	есть своя	1	1
203	переходит в	1	1
204	значение и	2	1
205	в его	2	1
206	себе и	1	1
207	отличие от	1	1
208	ее он	1	1
209	и только	6	1
210	мне представляется	1	1
211	значение для	1	1
212	движения в	2	1
213	народов и	1	1
214	к которому	2	1
215	как например	3	1
216	в формах	2	1
217	что нет	2	1
218	человека в	3	1
219	время когда	1	1
220	что он	4	1
221	иметь только	1	1
222	только в	11	1
223	во всем	2	1
224	по своей	1	1
225	от этого	1	1
226	в этот	1	1
227	и такое	1	1
228	в самом	4	1
229	к чему	1	1
230	то время	4	1
231	он в	1	1
232	из этих	4	1
233	в известном	1	1
234	же и	1	1
235	для всех	1	1
236	человеке и	1	1
237	но во	3	1
238	мира то	1	1
239	и у	3	1
240	уже в	5	1
241	в большинстве	1	1
242	дальше и	1	1
243	человек не	1	1
244	что вообще	2	1
245	большинстве случаев	1	1
246	из них	5	1
247	человека на	1	1
248	для того	5	1
249	и их	5	1
250	прочности и	1	1
251	этого нельзя	1	1
252	всяком случае	7	1
253	всю мысль	1	1
254	к одному	1	1
255	слова в	5	1
256	сами по	7	1
257	говорим что	1	1
258	не для	1	1
259	друг друга	2	1
260	которые могут	4	1
261	смысле как	2	1
262	тем что	7	1
263	заключает в	4	1
264	в нее	4	1
265	от того	5	1
266	и вместе	4	1
267	но все	2	1
268	значительной степени	1	1
269	о словах	1	1
270	чего он	1	1
271	том случае	1	1
272	не были	1	1
273	из всех	1	1
274	них не	3	1
275	говорим о	1	1
276	на ее	1	1
277	с другими	5	1
278	искусство не	1	1
279	к природе	1	1
280	имеют уже	1	1
281	нельзя сказать	1	1
282	было бы	13	1
283	он есть	1	1
284	а это	2	1
285	и быть	1	1
286	лишь по	1	1
287	себя и	2	1
288	в отличие	1	1
289	что не	5	1
290	все слова	2	1
291	что будет	1	1
292	может еще	1	1
293	связано с	2	1
294	их не	1	1
295	превращается в	2	1
296	а на	1	1
297	они не	4	1
298	мгновение в	1	1
299	ничем не	2	1
300	не на	2	1
301	этого не	2	1
302	для сознания	2	1
303	может совсем	1	1
304	не всегда	1	1
305	как ни	1	1
306	когда ей	1	1
307	очень сложное	1	1
308	вторичным и	1	1
309	что мы	11	1
310	при предположении	1	1
311	и того	6	1
312	особенно для	1	1
313	одного и	6	1
314	и еще	1	1
315	в эту	3	1
316	в этих	3	1
317	может иметь	1	1
318	во время	4	1
319	уже давно	1	1
320	имея в	2	1
321	но если	2	1
322	нашей мысли	8	1
323	в такой	1	1
324	на это	1	1
325	другая сторона	1	1
326	к себе	1	1
327	в котором	4	1
328	только для	5	1
329	мы в	3	1
330	не столько	2	1
331	не должно	2	1
332	у нас	2	1
333	переходит от	1	1
334	оно должно	3	1
335	но он	2	1
336	о человеке	1	1
337	быть только	2	1
338	мы должны	2	1
339	и более	1	1
340	их в	2	1
341	в человеческом	1	1
342	в состоянии	6	1
343	от состояния	1	1
344	распадается на	1	1
345	во времени	2	1
346	том смысле	4	1
347	быть не	3	1
348	по себе	15	1
349	есть всегда	1	1
350	в той	1	1
351	и вся	1	1
352	рода в	1	1
353	сих пор	4	1
354	так как	10	1
355	природу и	1	1
356	она могла	1	1
357	есть прежде	2	1
358	должны быть	4	1
359	в более	1	1
360	это уже	1	1
361	за его	1	1
362	и имеет	1	1
363	до сих	4	1
364	в необходимость	1	1
365	чтобы понять	1	1
366	а к	2	1
367	бы он	1	1
368	или нет	3	1
369	которое можно	1	1
370	мыслей и	1	1
371	к ней	2	1
372	есть такой	1	1
373	в зависимость	1	1
374	и его	2	1
375	или не	5	1
376	есть уже	1	1
377	для другого	1	1
378	давно уже	1	1
379	женщины в	1	1
380	смысле в	1	1
381	разложения и	1	1
382	в каком	3	1
383	в свою	6	1
384	от всех	1	1
385	того же	14	1
386	есть только	6	1
387	во все	2	1
388	и вполне	1	1
389	которые производят	1	1
390	есть и	1	1
391	про себя	1	1
392	через них	1	1
393	в которой	5	1
394	мысли но	2	1
395	эти слова	1	1
396	тогда не	1	1
397	например во	1	1
398	формы мысли	1	1
399	что новое	1	1
400	во всяком	7	1
401	то они	1	1
402	того времени	1	1
403	случае если	1	1
404	я могу	1	1
405	оно не	3	1
406	который не	1	1
407	как на	3	1
408	все что	3	1
409	него как	1	1
410	и связаны	1	1
