N	2gram	Berdyaev_M_2	Istorich
363	и культурной	1	1
364	к концу	1	1
365	к ней	2	1
366	основе русского	1	1
367	он хочет	3	1
368	не интересовала	1	1
369	замечательно что	1	1
370	у нас	11	1
371	тогда и	1	1
372	конца в	1	1
373	уже было	1	1
374	нельзя было	2	1
375	бы он	1	1
376	всему миру	1	1
377	этом они	1	1
378	по сравнению	1	1
379	все еще	1	1
380	оно не	2	1
381	верно и	1	1
382	и это	5	1
383	они стали	2	1
384	приходит к	2	1
385	но по	1	1
386	человеку в	1	1
387	так это	2	1
388	говорили что	1	1
389	как с	1	1
390	что у	4	1
391	с собой	2	1
392	его нет	1	1
393	которая была	1	1
394	истории она	1	1
395	о связи	1	1
396	он до	1	1
397	стороне от	1	1
398	к тем	1	1
399	в последней	2	1
400	от начала	1	1
401	нас нет	1	1
402	именно потому	1	1
403	своей книге	1	1
404	а также	1	1
405	в самой	1	1
406	и та	2	1
407	к царству	1	1
408	есть черты	1	1
409	дает никакой	1	1
410	после того	2	1
411	может не	1	1
412	происходит не	1	1
413	нет вполне	1	1
414	в значительной	1	1
415	он исходит	1	1
416	все в	1	1
417	и обнаруживает	2	1
418	путь к	1	1
419	которой мы	1	1
420	стоит и	1	1
421	не видел	2	1
422	тот момент	1	1
423	века и	1	1
424	также в	1	1
425	у всех	2	1
426	и об	1	1
427	и историческим	1	1
428	происходит в	1	1
429	уходит в	2	1
430	но с	2	1
431	будь то	1	1
432	природой и	3	1
433	начало есть	2	1
434	вот они	1	1
435	это означает	2	1
436	и ее	1	1
437	к которой	3	1
438	на своем	1	1
439	только этот	1	1
440	вот почему	2	1
441	же и	2	1
442	к земле	1	1
443	своего рода	1	1
444	и они	1	1
445	сложность этого	1	1
446	не из	1	1
447	не будут	2	1
448	они потеряли	1	1
449	уже как	1	1
450	в прошлом	1	1
451	в конце	5	1
452	у нее	1	1
453	друг друга	12	1
454	но что	1	1
455	у него	22	1
456	почему это	1	1
457	иначе не	1	1
458	этом отношении	1	1
459	они будут	1	1
460	ее на	1	1
461	для того	5	1
462	но она	2	1
463	ивана как	1	1
464	момент в	3	1
465	это будет	1	1
466	возможно что	1	1
467	стоит перед	1	1
468	на примере	1	1
469	и глубже	2	1
470	этом пути	2	1
471	но нельзя	1	1
472	до известной	1	1
473	это все	2	1
474	же о	1	1
475	и недостаточно	1	1
476	но есть	1	1
477	быть названо	1	1
478	не было	11	1
479	не сама	1	1
480	может ли	1	1
481	на друга	1	1
482	нем и	1	1
483	лишь через	1	1
484	но никогда	1	1
485	него не	1	1
486	тому как	2	1
487	мы дадим	1	1
488	вопрос можно	1	1
489	такого рода	2	1
490	смысле этого	1	1
491	истории не	1	1
492	о человеке	1	1
493	и братья	1	1
494	в тот	1	1
495	да и	2	1
496	бы его	2	1
497	тристана и	1	1
498	и более	1	1
499	цели не	1	1
500	этого слова	1	1
501	аналогия между	1	1
502	нет ничего	3	1
503	в который	2	1
504	друг на	1	1
505	поэтому у	1	1
506	на одной	1	1
507	в более	2	1
508	многие из	1	1
509	приводит нас	1	1
510	отец его	1	1
511	это можно	1	1
512	а все	1	1
513	о всемирном	1	1
514	на большую	1	1
515	с огненными	1	1
516	тот кто	5	1
517	хотя и	2	1
518	соприкосновение с	1	1
519	и все	5	1
520	у них	4	1
521	убежден что	1	1
522	в мировом	1	1
523	каждой части	1	1
524	видим в	1	1
525	правда по	1	1
526	лежит в	1	1
527	историческим прошлым	1	1
528	всегда есть	2	1
529	он видит	1	1
530	с людьми	1	1
531	только можно	2	1
532	или он	1	1
533	жизни а	2	1
534	не что	3	1
535	чтобы победить	1	1
536	что действие	1	1
537	были и	1	1
538	уже есть	1	1
539	а может	1	1
540	к этой	1	1
