N	2gram	Tiupa_Anal_1	Istorich
360	в то	9	1
361	тогда когда	2	1
362	виду не	1	1
363	любой предмет	1	1
364	два различных	2	1
365	они являются	1	1
366	можно сказать	2	1
367	и является	2	1
368	со своим	1	1
369	эти три	1	1
370	вступающего в	1	1
371	мы и	1	1
372	в основе	6	1
373	или иных	2	1
374	одним из	3	1
375	сюжета в	1	1
376	на того	1	1
377	к тому	7	1
378	служить и	1	1
379	где он	1	1
380	тогда я	1	1
381	можно и	1	1
382	не всякая	1	1
383	как не	1	1
384	и служит	1	1
385	говорит и	2	1
386	на основе	2	1
387	чтобы быть	1	1
388	всей своей	1	1
389	в пределах	2	1
390	роль в	2	1
391	как с	1	1
392	вещи и	1	1
393	особенно в	2	1
394	рассматривается в	1	1
395	не всякий	1	1
396	является в	1	1
397	между собой	2	1
398	собой и	1	1
399	для этого	2	1
400	по мере	1	1
401	с ним	4	1
402	в виду	1	1
403	о нем	3	1
404	внимание на	1	1
405	одного из	2	1
406	к любому	1	1
407	на что	1	1
408	основе своей	2	1
409	этих двух	1	1
410	данного текста	2	1
411	мы ни	1	1
412	ним и	2	1
413	но нельзя	1	1
414	тем более	2	1
415	в него	1	1
416	мифах и	1	1
417	предмета и	1	1
418	герою это	1	1
419	в этнографии	1	1
420	быть и	1	1
421	один из	2	1
422	чем это	1	1
423	тот же	1	1
424	по возвращении	1	1
425	что даже	1	1
426	который по	1	1
427	может оказаться	1	1
428	к отцу	1	1
429	но то	1	1
430	а только	1	1
431	и жизни	1	1
432	одни и	1	1
433	есть чисто	2	1
434	с двумя	2	1
435	не можем	1	1
436	и сказать	1	1
437	свою родину	1	1
438	своего рода	3	1
439	только на	1	1
440	вернуться к	1	1
441	в начале	2	1
442	когда оно	1	1
443	вообще как	1	1
444	к чему-то	1	1
445	как их	1	1
446	половой зрелости	1	1
447	друг друга	1	1
448	всегда только	1	1
449	как раз	1	1
450	есть выражение	1	1
451	и вместе	1	1
452	смерти и	1	1
453	которых могла	1	1
454	со стороны	2	1
455	или иначе	1	1
456	этом как	1	1
457	не обязательно	1	1
458	именно в	4	1
459	лица в	1	1
460	при всей	2	1
461	а с	3	1
462	что не	3	1
463	обратиться к	3	1
464	его из	1	1
465	прежде всего	6	1
466	выступает в	2	1
467	не было	1	1
468	понимать как	2	1
469	человеческой жизни	1	1
470	человек в	3	1
471	его по	1	1
472	долгое время	1	1
473	он при	1	1
474	для человека	1	1
475	причем для	1	1
476	он и	1	1
477	для чего	2	1
478	виде в	1	1
479	мог быть	1	1
480	вступает в	3	1
481	даже при	1	1
482	или по	1	1
483	объекта к	1	1
484	не удается	1	1
485	неотделимо от	2	1
486	над ним	1	1
487	все люди	1	1
488	ей и	1	1
489	тому как	3	1
490	что же	2	1
491	быть как	1	1
492	содержат в	1	1
493	в мир	1	1
494	точность и	1	1
495	ли эта	1	1
496	как будто	3	1
497	сказать не	1	1
498	как предмет	4	1
499	получает от	1	1
500	силу и	1	1
501	от нас	1	1
502	перед смертью	1	1
503	здесь в	1	1
504	она может	3	1
505	сколько бы	2	1
506	в результате	1	1
507	которая в	3	1
508	того с	1	1
509	жизни и	1	1
510	в сюжет	1	1
511	действительно не	1	1
512	в большей	1	1
513	сторона этой	1	1
514	будто бы	3	1
515	исключительно в	1	1
516	или не	2	1
517	не знает	1	1
518	порой в	1	1
519	к его	1	1
520	поэтического творчества	1	1
521	утверждать что	1	1
522	под этим	1	1
523	собой лишь	1	1
524	а я	1	1
525	в своих	1	1
526	в конфликт	1	1
527	по поводу	1	1
528	героя как	1	1
529	тем самым	7	1
530	который не	1	1
531	том числе	3	1
532	и вновь	1	1
533	они не	1	1
