N	2gram	Propp_Isto_7	PoTuStor
427	формы и	1	1
428	в эту	1	1
429	было на	1	1
430	еще более	1	1
431	мы должны	4	1
432	позволяет нам	2	1
433	только что	1	1
434	я в	1	1
435	же в	1	1
436	здесь только	1	1
437	является его	1	1
438	в угол	1	1
439	он владеет	1	1
440	с ней	3	1
441	но этим	1	1
442	от всех	2	1
443	сделать некоторые	1	1
444	в точности	1	1
445	руки но	1	1
446	самое и	1	1
447	этой точки	3	1
448	и эта	2	1
449	это в	1	1
450	как на	1	1
