N	2gram	Tiupa_Narr_1	Psycholo
451	некоторого рода	2	1
452	дело в	1	1
453	одна из	3	1
454	к этим	1	1
455	не по	1	1
456	этой истории	1	1
457	каждый день	1	1
458	материала в	1	1
459	действующие лица	1	1
460	далеком прошлом	1	1
461	в качестве	21	1
462	жизни не	1	1
463	имеем дело	2	1
464	именно с	1	1
465	к ней	1	1
466	связь и	1	1
467	и является	1	1
468	на природу	1	1
469	связи с	4	1
470	и оказывается	1	1
471	тогда в	2	1
472	и делает	1	1
473	не нуждается	1	1
474	это надо	1	1
475	в области	2	1
476	с другом	1	1
477	события но	2	1
478	точке зрения	1	1
479	и оно	1	1
480	все то	2	1
481	настоящего к	1	1
482	встречается в	2	1
483	мы узнаем	1	1
484	к риторике	1	1
485	чтобы сделать	1	1
486	знание о	1	1
487	они и	1	1
488	не есть	3	1
489	о роли	1	1
490	для восприятия	1	1
491	он оказывается	1	1
492	для себя	1	1
493	известно в	1	1
494	как мы	3	1
495	изменений в	1	1
496	от друга	1	1
497	происходит и	2	1
498	для читателя	1	1
499	в собственном	2	1
500	в себя	6	1
501	приводит к	2	1
502	и может	1	1
503	слова а	1	1
504	по аналогии	1	1
505	другом и	2	1
506	времени и	7	1
507	не с	3	1
508	было в	2	1
509	здесь как	1	1
510	живет в	1	1
511	когда в	1	1
512	что бывает	1	1
513	почему в	1	1
514	является в	1	1
515	быть может	2	1
516	с этого	1	1
517	как у	1	1
518	от начала	1	1
519	на что	1	1
520	один человек	2	1
521	в тех	1	1
522	иное как	2	1
523	о нем	4	1
524	при такой	1	1
525	всем протяжении	1	1
526	что каждый	1	1
527	можно сказать	5	1
528	основе своей	4	1
529	аналогии с	1	1
530	и во	1	1
531	восходит к	3	1
532	крайней мере	1	1
533	сюжетная схема	1	1
534	хотя оно	1	1
535	пользуются для	1	1
536	герой в	1	1
537	поведении и	1	1
538	этом смысле	1	1
539	казалось что	5	1
540	в двух	2	1
541	с ними	1	1
542	одного сознания	2	1
543	мы увидим	1	1
544	грань между	1	1
545	которое мы	1	1
546	с прежним	1	1
547	русской литературе	1	1
548	со всеми	1	1
549	не то	2	1
550	до наших	1	1
551	внимание что	1	1
552	а казалось	1	1
553	на всем	1	1
554	ему казалось	1	1
555	этом что	1	1
556	всем его	1	1
557	ни одного	1	1
558	героя с	2	1
559	свидетельствует о	1	1
560	не обладают	1	1
561	от других	1	1
562	а то	1	1
563	не дает	1	1
564	по выражению	2	1
565	его и	1	1
566	для него	2	1
567	прежде всего	4	1
568	наступает в	1	1
569	у нее	2	1
570	от тех	1	1
571	не о	3	1
572	из нее	1	1
573	дочке пушкина	1	1
574	общая идея	1	1
575	образом не	1	1
576	этого понятия	2	1
577	из двух	3	1
578	со стороны	9	1
579	даже не	3	1
580	в данный	1	1
581	этой проблемы	1	1
582	при рассмотрении	1	1
583	между которыми	1	1
584	мы воспринимаем	1	1
585	и ему	1	1
586	именно в	6	1
587	и прежде	1	1
588	один и	1	1
589	себя и	2	1
590	слитых в	1	1
591	обратиться к	1	1
592	к детскому	1	1
593	в соответствии	1	1
594	ничем не	1	1
595	их друг	1	1
596	его по	2	1
597	искать в	1	1
598	человеческой жизни	1	1
599	с которым	1	1
600	следующее место	1	1
601	что мы	2	1
602	совершенно очевидно	2	1
603	не об	1	1
604	оснований для	1	1
605	в связи	2	1
606	они все	2	1
607	от страха	1	1
608	которое в	1	1
609	из его	1	1
610	редко и	1	1
611	одной стороны	7	1
612	в той	6	1
613	такого рода	7	1
614	и там	1	1
615	когда же	1	1
616	или менее	2	1
617	если это	1	1
618	друг с	1	1
619	исходя из	2	1
620	быть не	1	1
621	этого слова	2	1
622	еще раз	1	1
623	благодаря этому	1	1
624	человека который	1	1
625	чрезвычайно важный	1	1
626	предоставляет своим	1	1
627	о его	1	1
628	нет ничего	1	1
629	этом и	1	1
630	от нас	1	1
631	своих выводов	1	1
632	и сами	1	1
633	указать на	1	1
634	хотя они	1	1
635	она может	2	1
636	в область	2	1
637	или в	2	1
638	был всем	1	1
639	в результате	2	1
640	мира и	2	1
641	обращается к	1	1
642	который является	1	1
643	слов с	1	1
644	от него	1	1
645	от одного	2	1
646	было на	1	1
647	с не	1	1
648	понимал и	1	1
649	в подтверждение	1	1
650	будто бы	3	1
651	и наконец	1	1
652	быть определена	1	1
653	ни было	3	1
654	хотя в	2	1
655	что слова	1	1
656	может и	1	1
657	а о	1	1
658	между ними	2	1
659	и эта	1	1
660	понимать как	1	1
661	речи и	1	1
662	взгляда на	1	1
663	первом случае	2	1
664	не что	2	1
665	они еще	1	1
666	это и	3	1
667	только о	2	1
668	себе не	2	1
669	сам того	1	1
670	но еще	1	1
671	по поводу	1	1
672	тем самым	6	1
673	слушателя при	1	1
674	они не	2	1
675	капитанской дочке	1	1
