N	2gram	Bakhtin_fo_1	Problemy
830	и ни	1	1
831	и порядок	1	1
832	каков его	1	1
833	романе как	3	1
834	места в	2	1
835	же в	3	1
836	сущности все	1	1
837	и героини	5	1
838	видения и	2	1
839	всеми его	3	1
840	и биографические	1	1
841	они как	1	1
842	всей ее	1	1
843	типов в	1	1
844	но оно	2	1
845	время не	2	1
846	строится на	1	1
847	можно назвать	2	1
848	жизни и	8	1
849	вполне понятно	4	1
850	и другие	5	1
851	он у	2	1
852	значение они	1	1
853	нет здесь	3	1
854	к этому	3	1
855	том числе	4	1
856	они не	3	1
