N	2gram	Nazirov_Tv_1	Formalny
127	перестает быть	1	3
128	всех этих	1	3
129	в каждом	3	3
130	то ни	1	3
131	значение в	1	3
132	на все	1	3
133	его в	1	3
134	в жизни	2	3
135	в них	1	3
136	среды и	3	3
137	в отношении	1	3
138	тем самым	7	3
139	в основе	2	3
140	философия жизни	1	3
141	связи с	1	3
142	не по	3	3
143	отличается от	1	3
144	к тому	2	3
145	особенно в	1	3
146	жизнь и	1	3
147	его художественной	1	3
148	влияние на	2	3
149	наконец в	1	3
150	как она	1	3
151	развития эта	1	3
152	один из	4	3
153	и других	3	3
154	для него	6	3
155	и даже	3	3
156	в области	1	3
157	не было	1	3
158	его как	2	3
159	в россии	3	3
160	ни на	3	3
161	не боится	1	3
162	в художественном	1	3
163	в основном	4	3
164	но это	5	3
165	с помощью	1	3
166	же в	1	3
167	от всех	1	3
168	что он	6	3
169	и развитие	1	2
170	же как	1	2
171	чтобы не	1	2
172	этом пункте	1	2
173	и это	1	2
174	оно было	1	2
175	в году	7	2
176	его не	1	2
177	а как	2	2
178	совершенно справедливо	1	2
179	единство и	1	2
180	в создании	1	2
181	и всякий	1	2
182	эта связь	1	2
183	из возможных	1	2
184	с этим	1	2
185	более и	1	2
186	в него	2	2
187	в действительности	1	2
188	художественных форм	1	2
189	он в	1	2
190	эпохи и	1	2
191	и те	1	2
192	и если	1	2
193	на его	3	2
194	и вот	1	2
195	и более	1	2
196	но все	1	2
197	подход к	1	2
198	это не	4	2
199	действительности в	2	2
200	начала и	1	2
201	ни в	1	2
202	с тем	1	2
203	жизни но	1	2
204	их на	1	2
205	не так	3	2
206	не от	1	2
207	на всю	1	2
208	какие бы	1	2
209	на него	1	2
210	здесь лишь	1	2
211	только не	1	2
212	жизни не	1	2
213	одна из	2	2
214	в самой	1	2
215	учения о	1	2
216	к ней	2	2
217	может и	1	2
218	содержания как	1	2
219	своей книге	1	2
220	стремлением к	1	2
221	не есть	1	2
222	если же	1	2
223	всего этого	1	2
224	приводит к	2	2
225	еще в	2	2
226	с ним	3	2
227	и должно	1	2
228	и что	1	2
229	или на	1	2
230	и содержание	1	2
231	между тем	1	2
232	что и	2	2
233	во всей	2	2
234	нем и	1	2
235	в лице	2	2
236	действительности не	1	2
237	социальной среды	1	2
238	только в	5	2
239	уже не	3	2
240	если мы	1	2
241	в душе	1	2
242	его и	1	2
243	могло бы	1	2
244	в одном	1	2
245	сами по	1	2
246	и со	1	2
247	в современном	2	2
248	как раз	1	2
249	даже и	1	2
250	вопрос об	1	2
251	и самый	1	2
252	не на	1	2
253	все время	1	2
254	была бы	1	2
255	есть лишь	1	2
256	мира в	2	2
257	все более	2	2
258	вместе с	2	2
259	подхода к	3	2
260	из этой	1	2
261	к которому	1	2
262	искусства как	1	2
263	для этой	2	2
264	места в	1	2
265	ни было	1	2
266	в своих	5	2
267	отношении к	1	2
268	жизни в	6	2
269	одной из	4	2
270	но эта	1	2
271	только как	1	2
272	что такое	1	2
273	это та	1	2
274	сами являются	1	1
275	ту же	3	1
276	этого в	1	1
277	также и	1	1
278	и через	1	1
279	себя как	2	1
280	к вопросу	1	1
281	проблемы в	2	1
282	останавливается и	1	1
283	и есть	1	1
284	нам кажется	1	1
285	чего не	1	1
286	в первом	2	1
287	из самых	1	1
288	по преимуществу	2	1
289	произведений с	1	1
290	и этот	1	1
291	мы уже	1	1
292	той же	3	1
293	на первом	2	1
294	не во	2	1
295	развитие в	1	1
296	происходило в	1	1
297	был понят	1	1
298	кто же	2	1
299	из ее	1	1
300	это время	2	1
301	проявляется в	1	1
302	xix века	6	1
303	науки с	1	1
304	не был	3	1
305	в чем	2	1
306	в сюжете	1	1
307	тем как	1	1
308	совершенно прав	1	1
309	совсем не	1	1
310	в данном	2	1
311	его сознания	1	1
312	протекать в	1	1
313	тогда как	1	1
314	а через	1	1
315	самом конце	1	1
316	перед нами	2	1
317	частей и	1	1
318	хотя и	3	1
319	реальной действительности	1	1
320	искусство и	1	1
321	в этот	1	1
322	к идеалу	3	1
323	то в	2	1
324	та же	4	1
325	бы и	1	1
326	что социальное	1	1
327	когда человек	2	1
328	его содержания	1	1
329	еще далеко	1	1
330	так в	1	1
331	своей теории	1	1
332	особое место	1	1
333	русская критика	1	1
334	reductio ad	1	1
335	как он	1	1
336	произведений это	1	1
337	в статье	1	1
338	конструктивный момент	1	1
339	тем не	2	1
340	этих основных	1	1
341	в первой	2	1
342	сам является	1	1
343	не значит	1	1
344	свою собственную	1	1
345	на таком	1	1
346	человек стремится	1	1
347	к одному	1	1
348	сталкивается с	1	1
349	на наш	1	1
350	и по	3	1
351	на этом	1	1
352	людей и	2	1
353	ним на	1	1
354	в нее	1	1
355	прекрасное и	2	1
356	для всей	1	1
357	представляются нам	1	1
358	и философии	1	1
359	и чтобы	1	1
360	на этой	1	1
361	заключается в	1	1
362	первой главе	1	1
363	этом романе	2	1
364	характерный для	1	1
365	лишь на	1	1
366	должен был	1	1
367	и тем	2	1
368	за ней	1	1
369	материал для	1	1
370	для них	1	1
371	героя или	1	1
372	в душах	1	1
373	даже без	1	1
374	далеко не	3	1
375	их взаимоотношения	1	1
376	его перед	1	1
377	и уже	1	1
378	он и	1	1
379	нигде не	1	1
380	первом плане	2	1
381	такой же	2	1
382	элемента в	1	1
383	и тогда	1	1
384	не мог	2	1
385	в этих	2	1
386	отрыве от	1	1
387	и другие	3	1
388	что если	1	1
389	художественного творчества	1	1
390	жизнь для	1	1
391	к истории	1	1
392	в котором	6	1
393	а от	1	1
394	к предмету	1	1
395	не столько	2	1
396	в отличие	2	1
397	своего рода	4	1
398	как одна	1	1
399	внешнего и	1	1
400	времени не	1	1
401	но он	2	1
402	как от	1	1
403	не знает	2	1
404	тому что	1	1
405	оно так	1	1
406	человека но	3	1
407	самого начала	3	1
408	в русской	5	1
409	мышления и	1	1
410	не имеет	1	1
411	если в	2	1
412	и притом	2	1
413	к этим	1	1
414	которого он	2	1
415	говорить о	1	1
416	и снова	1	1
417	но только	2	1
418	для всего	1	1
419	его внутренний	1	1
420	не лучше	1	1
421	на себя	1	1
422	в русском	1	1
423	эта тенденция	1	1
424	он хочет	1	1
425	жизни на	1	1
426	и чувства	1	1
427	потому что	5	1
428	же он	1	1
429	движения и	1	1
430	творчество с	1	1
431	в роман	1	1
432	только с	1	1
433	современном искусстве	1	1
434	что на	1	1
435	и из	1	1
436	однако это	1	1
437	уже о	1	1
438	в духе	2	1
439	не могут	1	1
440	относиться к	1	1
441	есть только	1	1
442	могут быть	2	1
443	его понимании	1	1
444	не поняв	1	1
445	по возможности	1	1
446	науки в	1	1
447	понимание его	1	1
448	сквозь призму	1	1
449	опираясь на	1	1
450	и о	1	1
451	более не	2	1
452	самого процесса	1	1
453	эта диалектика	1	1
454	как один	1	1
455	людей в	2	1
456	данном случае	2	1
457	его экономическим	1	1
458	так на	1	1
459	с самого	3	1
460	в точном	1	1
461	роль в	1	1
462	мы наблюдаем	1	1
463	однако эта	1	1
464	если они	1	1
465	друг для	1	1
466	что у	1	1
467	поэтому мы	1	1
468	в образе	1	1
469	было в	2	1
470	по природе	6	1
471	здесь нет	2	1
472	во многом	7	1
473	живет и	1	1
474	резко отличен	1	1
475	бытия проблема	1	1
476	связанное с	1	1
477	воли и	3	1
478	эта действительность	1	1
479	не существовало	1	1
480	что каждый	1	1
481	одного из	2	1
482	и просто	1	1
483	можно сказать	2	1
484	может не	2	1
485	теме в	1	1
486	связь между	1	1
487	которая сама	1	1
488	в отрыве	1	1
489	и всю	1	1
490	от них	1	1
491	вся эта	1	1
492	уже чисто	1	1
493	критика в	1	1
494	эти два	1	1
495	вслед за	2	1
496	резко отличается	1	1
497	и самые	1	1
498	видим что	1	1
499	в современной	1	1
500	к нему	1	1
501	в двух	2	1
502	от этой	1	1
503	романа и	1	1
504	к чисто	1	1
505	положение в	1	1
506	и действительно	1	1
507	очень много	1	1
508	страх перед	2	1
509	который в	3	1
510	метода не	1	1
511	по мнению	3	1
512	произведения то	1	1
513	времени как	3	1
514	своего собственного	2	1
515	так что	2	1
516	сколько в	1	1
517	для всех	1	1
518	к идее	1	1
519	себя в	1	1
520	в виде	3	1
521	а это	1	1
522	от других	2	1
523	и обратно	1	1
524	из них	2	1
525	глаза и	1	1
526	мы знаем	1	1
527	был бы	2	1
528	отличен от	1	1
529	у нее	1	1
530	так как	3	1
531	но что	1	1
532	у него	7	1
533	отличие от	2	1
534	же деле	1	1
535	литературе нет	1	1
536	связан с	3	1
537	живой жизни	2	1
538	за ними	1	1
539	как у	1	1
540	к роману	1	1
541	это со	1	1
542	в ряде	1	1
543	такого понимания	1	1
544	понимали и	1	1
545	во второй	2	1
546	а с	1	1
547	движения в	1	1
548	что не	2	1
549	тут-то и	1	1
550	что для	2	1
551	самом же	1	1
552	а на	1	1
553	так отчасти	1	1
554	зависит от	2	1
555	так называемой	1	1
556	его собственной	1	1
557	для человека	3	1
558	следовать в	1	1
559	типичное для	1	1
560	тенденцией к	1	1
561	представления о	1	1
562	бессмысленной и	2	1
563	деле это	1	1
564	русской литературы	2	1
565	к его	1	1
566	пространства и	2	1
567	жизни а	1	1
568	была борьба	1	1
569	по своему	1	1
570	не дают	1	1
571	наряду с	1	1
572	нашу задачу	1	1
573	во все	1	1
574	что же	1	1
575	даже с	1	1
576	как средство	1	1
577	что как	2	1
578	значит что	2	1
579	это значит	1	1
580	критики и	1	1
581	стремления к	2	1
582	но даже	1	1
583	между прочим	1	1
584	в смысле	1	1
585	между собой	1	1
586	в недрах	1	1
587	кроме того	1	1
588	своеобразия каждой	1	1
589	в более	1	1
590	процессе художественного	1	1
591	и метода	1	1
592	или в	2	1
593	что оно	1	1
594	том что	11	1
595	романе и	1	1
596	не отрицал	2	1
597	это уже	5	1
598	ее и	2	1
599	из себя	2	1
600	ad absurdum	1	1
601	еще более	2	1
602	тем более	1	1
603	только что	2	1
604	для друга	1	1
605	своем творчестве	1	1
606	сказать что	2	1
607	другой стороны	1	1
608	и роман	1	1
609	автора в	1	1
610	одновременно и	2	1
611	религии и	1	1
612	время не	2	1
613	себе не	2	1
614	просто не	3	1
615	ее в	3	1
616	это в	3	1
617	общения все	1	1
618	их место	1	1
619	к этому	2	1
620	этой цели	1	1
621	событий в	1	1
