N	2gram	Propp_Morf_1	Myshleni
324	перед нами	10	2
325	можно было	2	2
326	не представляет	1	2
327	но то	1	2
328	другу и	2	2
329	но для	2	2
330	о происхождении	2	1
331	быть поставлено	1	1
332	такие же	1	1
333	дорогу к	1	1
334	обобщения и	1	1
335	и там	1	1
336	представляли собой	1	1
337	того пути	1	1
338	одну из	1	1
339	и этот	1	1
340	но она	1	1
341	это значит	1	1
342	также с	1	1
343	самого себя	2	1
344	чтобы в	1	1
345	вперед и	1	1
346	в другом	2	1
347	исследование не	1	1
348	в связи	9	1
349	чтобы это	1	1
350	то не	1	1
351	говорить о	3	1
352	момент когда	2	1
353	достигается лишь	1	1
354	образом мы	5	1
355	своей разработки	1	1
356	о котором	1	1
357	и отношение	1	1
358	самому себе	1	1
359	проходит через	1	1
360	но так	1	1
361	нам возможность	1	1
362	по одному	1	1
363	остается на	1	1
364	как таковой	2	1
365	чего возникает	1	1
366	в состоянии	1	1
367	функций которые	1	1
368	случае и	1	1
369	но оно	2	1
370	предположить что	1	1
371	еще резче	1	1
372	их как	2	1
373	начинается с	3	1
374	является следствием	1	1
375	огромное количество	1	1
376	по пути	1	1
377	значит что	3	1
378	за этим	1	1
379	здесь не	2	1
380	и развития	1	1
381	но прежде	1	1
382	разница между	1	1
383	это совершенно	1	1
384	перед ним	1	1
385	первом месте	1	1
386	на других	1	1
387	в точности	3	1
388	после того	1	1
389	кроме того	1	1
390	при ближайшем	1	1
391	это так	2	1
392	и тот	1	1
393	в каком	2	1
394	понятия не	1	1
395	из этой	1	1
396	и все	1	1
397	совершенно особым	1	1
398	где мы	1	1
399	в виде	2	1
400	должно исходить	1	1
401	может возникнуть	1	1
402	у вас	1	1
403	как эта	1	1
404	тем больше	1	1
405	собой то	1	1
406	эту мысль	1	1
407	затем о	1	1
408	раньше чем	3	1
409	при этом	1	1
410	последовательным и	1	1
411	как не	1	1
412	что каждая	1	1
413	там где	5	1
414	дает нам	1	1
415	если это	3	1
416	поставить вопрос	2	1
417	бы не	1	1
418	и другие	6	1
419	не связаны	1	1
420	рассматриваться как	2	1
421	дело не	2	1
422	часто подобные	1	1
423	та же	2	1
424	рассматривать как	1	1
425	которые не	1	1
426	о необходимости	1	1
427	в другой	1	1
428	и как	5	1
429	из моментов	1	1
430	или как	1	1
431	в форме	6	1
432	и вне	3	1
433	одном случае	1	1
434	как его	1	1
435	в одном	1	1
436	слова не	1	1
437	если не	1	1
438	всем ее	1	1
439	вместо того	1	1
440	одним словом	1	1
441	как свойства	1	1
442	каким образом	1	1
443	из первых	2	1
444	совсем не	3	1
445	но все	3	1
446	там и	1	1
447	начала в	1	1
448	остановимся на	1	1
449	этого не	2	1
450	связывается с	2	1
451	все известные	2	1
452	превращаясь в	1	1
453	имеет характер	1	1
454	а именно	1	1
455	теряет свою	1	1
456	этой работе	1	1
457	к чему	3	1
458	и сама	1	1
459	например в	2	1
460	и т	41	1
461	самостоятельно и	1	1
462	по характеру	1	1
463	стороны ее	2	1
464	дело с	1	1
465	соответствие между	1	1
466	не удалось	1	1
467	в таком	1	1
468	она есть	1	1
469	быть не	1	1
470	случае он	2	1
471	связанное с	1	1
472	в обоих	2	1
473	не так	1	1
474	к отдельным	2	1
475	состоит из	1	1
476	с теми	4	1
477	между тем	5	1
478	для каждой	2	1
479	высшей степени	1	1
480	или на	3	1
481	с большим	1	1
482	из ряда	3	1
483	другой не	2	1
484	хотя и	3	1
485	их вместо	1	1
486	к разным	1	1
487	элемента из	1	1
488	на все	1	1
489	тот момент	1	1
490	одновременно с	1	1
491	теперь перейти	1	1
492	на него	3	1
493	во внимание	1	1
494	что изучение	2	1
495	особую форму	5	1
496	в совершенно	1	1
497	быть названы	1	1
498	в других	3	1
499	для меня	1	1
500	на которой	1	1
501	но на	1	1
502	это сделать	1	1
503	они и	3	1
504	и создает	1	1
505	и происхождении	1	1
506	если быть	1	1
507	ее он	1	1
508	но как	2	1
509	более как	1	1
510	приходим к	2	1
511	особый вид	2	1
512	что такое	3	1
513	в самых	2	1
514	если она	2	1
515	но к	1	1
516	которое позволяет	1	1
517	еще несколько	1	1
518	если сравнить	1	1
519	в отдельных	3	1
520	в результате	7	1
521	что от	1	1
522	мы увидим	8	1
523	значение этого	1	1
524	в очень	1	1
525	их на	1	1
526	так мы	1	1
527	а с	2	1
528	всяком случае	2	1
529	ясно что	5	1
530	в выборе	1	1
531	данный момент	1	1
532	и таким	2	1
533	мы легко	1	1
534	друг к	2	1
535	исследование с	1	1
536	но ведь	1	1
537	может найти	1	1
538	заметить что	8	1
539	основной тезис	2	1
540	сам с	1	1
541	непосредственно как	1	1
542	что различные	1	1
543	то все	1	1
544	это было	3	1
545	мы имеем	9	1
546	и может	1	1
547	ему в	1	1
548	думается что	1	1
549	этот же	1	1
550	без всякого	2	1
551	если только	1	1
552	она могла	1	1
553	собой и	1	1
554	в них	1	1
555	нет но	1	1
556	но эти	1	1
557	одна из	4	1
558	другой стороны	4	1
559	в один	3	1
560	он вдруг	1	1
561	у него	1	1
562	от того	3	1
563	других и	1	1
564	увидим ниже	5	1
565	в настоящей	1	1
566	всей своей	1	1
567	эту особенность	1	1
568	содержится в	1	1
569	может входить	1	1
570	в высшей	1	1
571	в данной	1	1
572	мы будем	3	1
573	в основу	2	1
574	первоначальном виде	1	1
575	свои совершенно	1	1
576	морфологии в	1	1
577	образом если	1	1
578	на этом	3	1
579	другой а	1	1
580	их в	1	1
581	элементы на	1	1
582	обоих случаях	2	1
583	от других	2	1
584	значение но	1	1
585	в ряду	1	1
586	самая постановка	1	1
587	к первому	1	1
588	специфические законы	1	1
589	да в	1	1
590	другой если	1	1
591	и говорит	1	1
592	собака и	1	1
593	подобно тому	6	1
594	сразу и	2	1
595	в море	5	1
596	начинает с	1	1
597	ни к	2	1
598	все они	1	1
599	ее из	2	1
600	помощью этого	1	1
601	или наоборот	1	1
602	что несмотря	1	1
603	в частности	2	1
604	представляют собой	11	1
605	как по	1	1
606	за ним	1	1
607	как за	1	1
608	функцию которая	1	1
609	на друга	2	1
610	только для	1	1
611	должны привести	1	1
612	же в	2	1
613	при помощи	9	1
614	царство и	1	1
615	на этот	1	1
616	по существу	12	1
617	а разве	1	1
618	всего этого	1	1
619	предложения и	1	1
620	не достигается	1	1
621	от изучения	1	1
622	которая не	1	1
623	для выделения	1	1
624	чтобы получить	1	1
625	который в	2	1
626	говорить не	1	1
627	все более	1	1
628	на ряд	1	1
629	к разрешению	1	1
630	идет по	2	1
631	он может	2	1
632	для известной	1	1
633	оно может	3	1
634	и наши	1	1
635	другого и	1	1
636	как таковых	2	1
637	что здесь	1	1
638	один раз	1	1
639	а во	1	1
640	этот случай	5	1
641	становится понятным	1	1
642	как будто	2	1
643	здесь перед	1	1
644	они не	1	1
645	случае она	1	1
646	повод для	1	1
647	тому как	5	1
648	так например	3	1
649	друг на	2	1
650	как же	2	1
651	он сам	1	1
652	из них	3	1
653	но является	1	1
654	входить в	2	1
655	этот вопрос	2	1
656	и просто	1	1
657	иногда не	1	1
658	мысль о	1	1
659	и тогда	1	1
660	еще в	1	1
661	тех пор	1	1
662	этим объясняется	1	1
663	которых каждый	1	1
664	дело идет	1	1
665	совершенно непонятно	1	1
666	имеет свои	2	1
667	от форм	1	1
668	мы приходим	2	1
