N	2gram	Bakhtin_Pr_1	Sovremen
103	отличие от	5	2
104	реальный момент	1	2
105	то ни	3	2
106	что все	2	2
107	значение в	1	2
108	или иной	2	2
109	в некоторых	2	2
110	и пр	2	2
111	а на	1	2
112	на этот	1	2
113	в один	1	2
114	он должен	2	2
115	из которых	2	2
116	в отличие	5	2
117	задача эта	1	2
118	форма в	1	2
119	же мы	1	2
120	не менее	4	2
121	о значении	4	2
122	и именно	2	2
123	она может	3	2
124	в настоящее	1	2
125	этих двух	1	2
126	еще более	1	2
127	не дает	2	2
128	в свою	2	2
129	представлять себе	4	2
130	совершенно не	7	2
131	не могут	2	2
132	могут быть	5	2
133	же самое	2	2
134	что в	7	2
135	в таком	3	2
136	приходится сказать	1	1
137	должен быть	2	1
138	какой-нибудь момент	1	1
139	и это	3	1
140	можно говорить	2	1
141	оно может	2	1
142	человека и	1	1
143	с ее	1	1
144	лишь там	2	1
145	а из	1	1
146	на самом	4	1
147	ведь в	1	1
148	это и	1	1
149	для науки	2	1
150	отношению к	19	1
151	не имеют	2	1
152	иметь место	1	1
153	значение но	2	1
154	в мире	3	1
155	по аналогии	1	1
156	можно было	4	1
157	и могут	1	1
158	этом направлении	1	1
159	мы уже	1	1
160	их и	2	1
161	из всех	1	1
162	есть не	2	1
163	здесь нет	2	1
164	осуществляется в	1	1
165	мы имеем	2	1
166	готовом виде	1	1
167	нуждаются в	1	1
168	и всюду	1	1
169	быть активным	1	1
170	в субъективном	1	1
171	это только	1	1
172	может осуществить	2	1
173	мы в	3	1
174	что уже	1	1
175	поэтому в	2	1
176	если бы	3	1
177	два направления	1	1
178	это направление	1	1
179	и вообще	2	1
180	во внутреннем	1	1
181	в отдельном	1	1
182	существенно отличается	1	1
183	с человеком	1	1
184	практическое назначение	1	1
185	что иное	1	1
186	и действительно	1	1
187	имеют место	2	1
188	и должно	3	1
189	или как	3	1
190	хотя конечно	1	1
191	мы ее	1	1
192	подчеркнуть что	1	1
193	о том	4	1
194	в ней	4	1
195	которую можно	1	1
196	аналогии с	1	1
197	без труда	1	1
198	на них	3	1
199	иное как	1	1
200	же время	3	1
201	бы то	3	1
202	его в	9	1
203	с его	2	1
204	во всех	11	1
205	природы и	3	1
206	но конечно	4	1
207	раз и	2	1
208	различия между	1	1
209	данном случае	4	1
210	но не	12	1
211	к этому	2	1
212	мы будем	3	1
213	но как	2	1
214	точка зрения	3	1
215	вся эта	1	1
216	уже чисто	1	1
217	возможного и	1	1
218	если в	1	1
219	в конечном	4	1
220	во втором	1	1
221	конечном счете	4	1
222	по отношению	21	1
223	более как	1	1
224	во всей	1	1
225	его осуществления	1	1
226	вообще и	1	1
227	может стать	3	1
228	должны ли	3	1
229	к концу	1	1
230	все время	1	1
231	идет о	1	1
232	человека как	2	1
233	независимо от	13	1
234	в самый	1	1
235	например при	2	1
236	то чем	1	1
237	стороны и	1	1
238	к которому	4	1
239	к нему	10	1
240	форму и	2	1
241	более и	1	1
242	кроме того	3	1
243	с понятием	1	1
244	сомнению что	1	1
245	от общей	3	1
246	одной из	3	1
247	природой и	1	1
248	в одинаковой	1	1
249	ли он	1	1
250	в действительности	1	1
251	только в	13	1
252	о другом	1	1
253	именно эта	1	1
254	почти совершенно	3	1
255	то он	1	1
256	не приходится	1	1
257	к другому	1	1
258	но ведь	1	1
259	нами в	2	1
260	этот вопрос	1	1
261	конечно не	5	1
262	и у	2	1
263	и те	2	1
264	в большинстве	5	1
265	только на	1	1
266	вследствие этого	3	1
267	в начале	2	1
268	и если	1	1
269	и чисто	1	1
270	не принимает	1	1
271	быть поняты	2	1
272	в первых	1	1
273	он не	3	1
274	его и	1	1
275	центр тяжести	2	1
276	и навсегда	1	1
277	к одному	1	1
278	в корне	2	1
279	по существу	2	1
280	сами по	1	1
281	необходимо для	1	1
282	вовсе не	2	1
283	для них	1	1
284	как его	3	1
285	но что	1	1
286	случае не	2	1
287	бы все	1	1
288	поскольку она	1	1
289	зрения с	1	1
290	и только	4	1
291	и может	1	1
292	в совершенно	1	1
293	в другом	2	1
294	одной стороны	3	1
295	и некоторой	1	1
296	чем в	2	1
297	мы это	1	1
298	до сих	1	1
299	с другой	7	1
300	на ее	3	1
301	дальнейшем и	1	1
302	понимают все	1	1
303	именно в	1	1
304	здесь в	2	1
305	мы разберем	1	1
306	сказать несколько	1	1
307	исходным пунктом	1	1
308	этом смысле	3	1
309	и прежде	5	1
310	такое же	1	1
311	это своеобразное	1	1
312	его с	1	1
313	виде и	1	1
314	ни в	11	1
315	но приходится	1	1
316	и органов	1	1
317	конечно совершенно	1	1
318	нет в	1	1
319	нужно сказать	1	1
320	не было	2	1
321	рядом с	5	1
322	она и	1	1
323	все равно	1	1
324	ней ни	1	1
325	этого не	1	1
326	и вся	2	1
327	метафизическое построение	1	1
328	несмотря на	3	1
329	науки где	1	1
330	на эту	1	1
331	должно быть	5	1
332	и ничего	1	1
333	обратимся к	1	1
334	мы разрушаем	1	1
335	и следовательно	1	1
336	в связи	2	1
337	связей и	1	1
338	и становится	7	1
339	том что	3	1
340	его между	1	1
341	но если	1	1
342	не способна	4	1
343	том как	2	1
344	и при	2	1
345	то своеобразное	1	1
346	так же	1	1
347	и особенно	1	1
348	мы конечно	1	1
349	что дело	1	1
350	мы говорим	1	1
351	что вся	1	1
352	никакому сомнению	1	1
353	но никогда	1	1
354	направление в	1	1
355	должны мы	1	1
356	в область	3	1
357	в данном	4	1
358	является только	1	1
359	но эта	1	1
360	которые в	1	1
361	быть только	5	1
362	совершенно невозможно	3	1
363	силу и	1	1
364	и более	2	1
365	так называемое	1	1
366	там где	6	1
367	мере в	1	1
368	жизни в	1	1
369	по себе	1	1
370	в своем	5	1
371	является исключением	1	1
372	философии на	1	1
373	дело идет	2	1
374	можем сказать	2	1
375	как например	1	1
376	благодаря этому	1	1
377	сих пор	1	1
378	но они	4	1
379	с ним	5	1
380	что эта	2	1
381	она не	2	1
382	что с	1	1
383	но для	1	1
384	свое время	1	1
385	при втором	1	1
386	не имеет	9	1
387	дело в	2	1
388	в процессе	1	1
389	это уже	1	1
390	не является	3	1
391	формы с	1	1
392	и от	3	1
393	только таким	1	1
394	никогда не	5	1
395	или в	2	1
396	все свои	1	1
397	и всегда	1	1
398	может но	1	1
399	это как	1	1
400	эта сторона	1	1
401	но отнюдь	7	1
402	хотя и	3	1
403	себя самого	4	1
404	место только	1	1
405	осуществляется только	1	1
406	очень мало	1	1
407	не более	2	1
408	и первое	1	1
409	жизни как	1	1
410	все они	5	1
411	и его	16	1
412	связи с	2	1
413	ничто не	1	1
414	ни было	3	1
415	наконец все	1	1
416	так называемый	2	1
417	но это	3	1
418	могли быть	1	1
419	этой области	2	1
420	на которой	1	1
421	всеми его	1	1
422	поняты с	1	1
423	от соответствующих	1	1
424	ли это	1	1
425	а о	1	1
426	и несколько	1	1
427	между ними	4	1
428	совершенно независимо	2	1
429	не знает	3	1
430	сказать что	4	1
431	и для	11	1
432	но можно	2	1
433	очень часто	1	1
434	равно как	1	1
435	не что	1	1
436	можно например	1	1
437	сравнительно с	1	1
438	человека в	2	1
439	в то	4	1
440	в свое	1	1
441	есть то	1	1
442	отметить что	7	1
443	в какой	2	1
444	этого и	1	1
445	той или	2	1
446	в своих	2	1
447	но каким	1	1
448	и эта	2	1
449	и снова	1	1
450	опыта и	1	1
451	которая не	1	1
452	все что	3	1
453	они не	3	1
