N	2gram	Propp_Isto_4	Mirosoze
407	и каждый	1	1
408	об этой	1	1
409	жизнь и	1	1
410	и трудно	1	1
411	является в	1	1
412	в эпоху	1	1
413	и даже	4	1
414	об этом	7	1
415	собственно в	1	1
416	а к	1	1
417	есть акт	1	1
418	в глаза	1	1
419	одного из	1	1
420	она связана	1	1
421	нас в	1	1
422	в греческой	1	1
423	доходит до	1	1
424	путь к	1	1
425	идет к	1	1
426	совершенно как	1	1
427	от них	2	1
428	этот момент	2	1
429	и только	5	1
430	в другой	3	1
431	мире так	1	1
432	и наконец	1	1
433	мы уже	5	1
434	переносится на	1	1
435	он хочет	1	1
436	быть и	1	1
437	на которой	2	1
438	мы читаем	2	1
439	речи о	1	1
440	одной из	1	1
441	этот вопрос	2	1
442	пришел к	1	1
443	отняв у	1	1
444	же этот	1	1
445	то он	1	1
446	что как	1	1
447	в эти	1	1
448	так что	2	1
449	же она	1	1
450	то и	1	1
451	в нашей	1	1
452	его и	2	1
453	xvi века	1	1
454	но нет	1	1
455	что она	3	1
456	цели и	1	1
457	в одном	5	1
458	у нее	2	1
459	к ним	2	1
460	как материальная	1	1
461	и показывает	1	1
462	связан с	3	1
463	как у	1	1
464	душа и	1	1
465	по своим	1	1
466	а именно	3	1
467	к которому	1	1
468	уходит в	1	1
469	с той	2	1
470	очень интересно	2	1
471	он во	1	1
472	бежит от	1	1
473	и др	5	1
474	все было	1	1
475	что не	1	1
476	обратиться к	1	1
477	говорит о	2	1
478	притом не	1	1
479	его душа	1	1
480	а на	4	1
481	у других	1	1
482	не на	3	1
483	власти и	1	1
484	и тут	1	1
485	человек или	1	1
486	мог быть	1	1
487	вступает в	1	1
488	в частности	2	1
489	к его	1	1
490	отразилось в	2	1
491	в европе	1	1
492	над ним	1	1
493	мы опять	2	1
494	людей с	1	1
495	русской и	1	1
496	к жизни	1	1
497	сравнению с	3	1
498	наряду с	3	1
499	к образу	1	1
500	когда она	1	1
501	это его	1	1
502	который он	1	1
503	в это	1	1
504	потому и	1	1
505	в огне	1	1
506	что мы	3	1
507	но это	3	1
508	от нас	1	1
509	под влиянием	1	1
510	на одной	1	1
511	только одна	2	1
512	к пониманию	1	1
513	это он	2	1
514	все запросы	1	1
515	что только	1	1
516	она уже	1	1
517	идут на	1	1
518	сострадания к	1	1
519	целый ряд	1	1
520	или нет	1	1
521	себе что	1	1
522	еще более	1	1
523	тем более	1	1
524	о двух	2	1
525	ни к	1	1
526	силы в	1	1
527	связью с	1	1
528	что вообще	1	1
529	к ее	1	1
530	он же	2	1
531	к какому	1	1
532	это все	1	1
533	более поздний	3	1
534	но этот	2	1
535	этот для	1	1
536	не что	3	1
537	та же	1	1
538	на это	2	1
539	пути к	1	1
540	в своих	1	1
541	только одного	1	1
542	так же	18	1
543	земли и	2	1
544	он часто	1	1
545	они не	1	1
