N	2gram	Bakhtin_Pr_1	RusskieA
415	сидеть и	1	1
416	как раз	6	1
417	такова концепция	1	1
418	рядом с	14	1
419	время как	1	1
420	в другой	3	1
421	ней и	1	1
422	и даже	2	1
423	даже не	1	1
424	как у	1	1
425	был уверен	1	1
426	и чем	1	1
427	по своим	2	1
428	и др	5	1
429	на ней	1	1
430	от другого	1	1
431	месте и	2	1
432	притом не	1	1
433	превращается в	4	1
434	его смерти	1	1
435	на которых	1	1
436	не на	4	1
437	зависит от	1	1
438	земли в	1	1
439	самой проблемы	1	1
440	него не	2	1
441	и следовательно	4	1
442	под влиянием	1	1
443	в одно	1	1
444	или другого	1	1
445	в одной	6	1
446	и потому	6	1
447	к себе	2	1
448	которая для	1	1
449	а так	1	1
450	фигурируют и	1	1
451	что за	1	1
452	он может	3	1
453	которая у	1	1
454	что весь	1	1
455	другой вопрос	1	1
456	земли то	1	1
457	в тех	1	1
458	в человеческом	1	1
459	быть не	1	1
460	этого слова	1	1
461	и не	31	1
462	активности и	1	1
463	этот не	1	1
464	на пути	2	1
465	как более	1	1
466	последний день	2	1
467	но это	4	1
468	что касается	1	1
469	он видел	1	1
470	так будто	1	1
471	но эту	1	1
472	она может	1	1
473	и другими	1	1
474	он по	1	1
475	в настоящее	1	1
476	одно общее	1	1
477	и вызывает	2	1
478	мы должны	3	1
479	не непосредственно	1	1
480	или другому	1	1
481	его жизнь	2	1
482	только что	1	1
483	св иоанна	1	1
484	его к	2	1
485	несмотря на	6	1
486	все еще	1	1
487	этой же	1	1
488	о своем	3	1
489	в свою	1	1
490	сказать что	3	1
491	другой стороны	3	1
492	ему но	2	1
493	на который	1	1
494	как за	1	1
495	духе а	1	1
496	него в	2	1
497	есть и	2	1
498	время не	3	1
499	и становится	1	1
500	во всяком	5	1
501	также не	2	1
502	и эта	1	1
503	как на	3	1
504	и особенно	1	1
505	все что	3	1
