N	2gram	Tiupa_Disk_2	Istorich
274	на этом	1	1
275	и может	3	1
276	в мире	11	1
277	то есть	12	1
278	того или	1	1
279	обоих случаях	2	1
280	на спине	1	1
281	а позднее	2	1
282	первобытного человека	1	1
283	в жизни	1	1
284	она и	1	1
285	пребывает в	1	1
286	самых ранних	1	1
287	одно из	4	1
288	об особом	1	1
289	искать в	1	1
290	свои формы	1	1
291	точки зрения	4	1
292	но если	1	1
293	она сама	1	1
294	при изучении	1	1
295	где мы	1	1
296	за которым	2	1
297	в котором	3	1
298	не столько	3	1
299	самого героя	1	1
300	дальнейшее развитие	1	1
301	другом и	1	1
302	обращение к	2	1
303	на языке	2	1
304	все это	2	1
305	и более	1	1
306	и наоборот	1	1
307	и герой	1	1
308	на три	1	1
309	при всех	1	1
310	не менее	7	1
311	в таких	1	1
312	все три	1	1
313	передний план	1	1
314	в обоих	2	1
315	к этим	1	1
316	это всегда	1	1
317	в основе	4	1
318	каждый день	1	1
319	не случайно	1	1
320	и смерть	1	1
321	в общих	1	1
322	недостаточно для	1	1
323	смерти а	1	1
324	этом мире	2	1
325	к ней	1	1
326	как она	1	1
327	по своей	6	1
328	такая же	1	1
329	из значений	1	1
330	со своим	2	1
331	иногда не	1	1
332	но даже	1	1
333	что на	2	1
334	в области	2	1
335	перед ним	1	1
336	человека с	1	1
337	по двум	1	1
338	начиная с	1	1
339	места для	1	1
340	не могут	1	1
341	не знают	3	1
342	указать на	2	1
343	и смертью	2	1
344	числе и	1	1
345	тех же	1	1
346	не живет	1	1
347	должен быть	1	1
348	с ее	2	1
349	в ее	1	1
350	почему и	1	1
351	приводит к	3	1
352	по аналогии	1	1
353	не с	2	1
354	здесь как	1	1
355	отсюда и	2	1
356	и каждый	1	1
357	для этого	1	1
358	и лишена	1	1
359	об этом	1	1
360	с человеком	1	1
361	мн др	2	1
362	на весьма	1	1
363	и здесь	1	1
364	другом месте	1	1
365	небо не	1	1
366	в другом	3	1
367	др в	1	1
368	одного из	4	1
369	аналогии с	1	1
370	к одному	1	1
371	нас же	1	1
372	должно было	1	1
373	восходит к	3	1
374	он его	1	1
375	самый процесс	1	1
376	между тем	2	1
377	мире как	1	1
378	на одном	1	1
379	в описании	1	1
380	потустороннего мира	1	1
381	с которыми	1	1
382	но тут	1	1
383	как объект	1	1
384	в современной	1	1
385	быть и	1	1
386	с той	2	1
387	но с	1	1
388	не как	1	1
389	древнее но	1	1
390	менее в	1	1
391	от рассмотренных	2	1
392	друг друга	1	1
393	птиц ни	1	1
394	как нечто	1	1
395	может оказаться	1	1
396	поэтому и	1	1
397	в литературу	1	1
398	нужно и	1	1
399	в эпических	1	1
400	от них	1	1
401	мире и	3	1
402	согласно с	1	1
403	же и	1	1
404	есть в	2	1
405	и богом	1	1
406	одной из	1	1
407	и сказкой	1	1
408	о ней	1	1
409	мир в	1	1
410	для него	5	1
411	отношение к	2	1
412	при всей	7	1
413	может служить	1	1
414	случае не	1	1
415	но уже	2	1
416	вхождения в	1	1
417	уступает место	1	1
418	были бы	1	1
419	в особенности	1	1
420	спине и	1	1
421	говорится что	1	1
422	и даже	1	1
423	между которыми	1	1
424	на примере	2	1
425	именно в	2	1
426	о своем	1	1
427	еще и	1	1
428	не знает	3	1
429	его как	1	1
430	на передний	1	1
431	и принимает	1	1
432	на друга	1	1
433	как о	1	1
434	несмотря на	1	1
435	к лицу	1	1
436	параллель в	1	1
437	он представляет	1	1
438	первый взгляд	2	1
439	подобного рода	1	1
440	всем что	1	1
441	этого момента	1	1
442	в цикле	2	1
443	почему он	1	1
444	к другому	1	1
445	не замечали	1	1
446	перехода от	1	1
447	дня а	1	1
448	тому как	2	1
449	которые по	1	1
450	в мир	1	1
451	никем не	1	1
452	при переходе	1	1
453	есть оно	1	1
454	и была	1	1
455	своей жизни	1	1
456	не является	4	1
457	и для	2	1
458	живет и	1	1
459	человека для	1	1
460	своей собственной	1	1
461	будто бы	1	1
462	богом но	1	1
463	же в	1	1
464	может и	2	1
465	свет и	1	1
466	между ними	1	1
467	неотделим от	2	1
468	примером этого	1	1
469	они были	1	1
470	на этот	1	1
471	оно не	1	1
472	себе не	1	1
473	это в	2	1
474	в противоположность	5	1
475	том числе	1	1
