N	2gram	Tiupa_Vved_1	Stilisti
118	бы в	3	4
119	зрения в	1	4
120	человека не	1	4
121	так же	1	4
122	человеческой речи	1	3
123	на самом	4	3
124	которое может	1	3
125	и само	1	3
126	только благодаря	1	3
127	еще не	7	3
128	то он	2	3
129	ответ на	1	3
130	перед нами	6	3
131	хотя и	7	3
132	мертвых душ	4	3
133	зрения как	1	3
134	та же	1	3
135	вследствие этого	3	3
136	не к	4	3
137	слов в	1	3
138	и вот	1	3
139	их в	2	3
140	заключает в	1	3
141	здесь мы	1	3
142	об этом	4	3
143	лишь в	2	3
144	это не	6	3
145	не мог	1	3
146	том что	7	3
147	что такое	18	3
148	бы мы	1	3
149	в потоке	1	3
150	в разных	1	3
151	связи с	1	3
152	может показаться	1	3
153	т.п и	1	3
154	да и	1	3
155	слова но	2	3
156	для чичикова	1	3
157	в виду	1	3
158	но при	5	3
159	в ее	1	3
160	роль в	1	3
161	что у	1	3
162	приближается к	1	3
163	конце фразы	1	3
164	жизни и	7	3
165	только на	1	3
166	в данной	2	3
167	из них	1	3
168	его и	1	3
169	не так	1	3
170	представить себе	2	3
171	в котором	8	3
172	в одном	1	3
173	что и	2	3
174	и даже	1	3
175	так называемой	1	3
176	этом случае	1	3
177	в целом	3	3
178	как таковой	1	3
179	в начале	3	3
180	и для	3	3
181	для нас	2	3
182	и все	4	3
183	между ними	1	3
184	не знает	1	3
185	сказать что	1	3
186	высказывания как	3	3
187	также и	4	2
188	с кем	1	2
189	мы имеем	5	2
190	нуждаются в	1	2
191	всех его	1	2
192	нам в	1	2
193	высказывания в	1	2
194	и он	1	2
195	между собой	2	2
196	иное как	1	2
197	природы и	1	2
198	но не	5	2
199	должны были	2	2
200	отношение к	2	2
201	первый взгляд	1	2
202	как в	4	2
203	и нет	1	2
204	целый ряд	2	2
205	как уже	1	2
206	между двумя	3	2
207	к чему	1	2
208	бы и	4	2
209	представляет собой	15	2
210	т.п но	1	2
211	все эти	1	2
212	бы не	2	2
213	тому же	4	2
214	высказывания не	1	2
215	слово это	1	2
216	художественного высказывания	2	2
217	и сам	1	2
218	по своему	2	2
219	внутри себя	1	2
220	человека в	1	2
221	значительной степени	1	2
222	в жизни	4	2
223	не всегда	2	2
224	в этих	3	2
225	в своей	5	2
226	в отношении	1	2
227	место в	2	2
228	в которых	1	2
229	в мире	8	2
230	при условии	1	2
231	однако в	4	2
232	в основе	3	2
233	о них	3	2
234	что иное	1	2
235	каждый из	1	2
236	этом отношении	4	2
237	от их	1	2
238	все то	1	2
239	ли не	2	2
240	от ситуации	1	2
241	здесь не	2	2
242	ни слова	1	2
243	в пределах	2	2
244	как с	1	2
245	с собой	1	2
246	времени и	7	2
247	не с	3	2
248	вошел в	1	2
249	с ним	3	2
250	по своей	3	2
251	в значительной	1	2
252	этой второй	1	2
253	в приведенных	1	2
254	к нему	1	2
255	и вследствие	2	2
256	не должен	1	2
257	в него	1	2
258	в том	10	2
259	тот же	1	2
260	что он	1	2
261	в какой	4	2
262	или даже	1	2
263	и точек	1	2
264	первобытного человека	2	2
265	глаза и	1	2
266	для него	3	2
267	себе в	1	2
268	для них	3	2
269	заметить что	1	2
270	тем что	2	2
271	а на	2	2
272	к которому	2	2
273	еще и	1	2
274	бытия в	2	2
275	связано с	3	2
276	не было	2	2
277	зависит от	2	2
278	до конца	3	2
279	суде и	1	2
280	данного события	1	2
281	разных местах	1	2
282	в связи	1	2
283	связь с	1	2
284	нет ничего	1	2
285	и потому	1	2
286	из которых	1	2
287	в первой	1	2
288	другого человека	1	2
289	материал для	1	2
290	сказать не	1	2
291	но это	3	2
292	при всем	1	2
293	слов или	2	2
294	только одна	1	2
295	или в	1	2
296	а к	3	2
297	на первый	1	2
298	у них	1	2
299	действительной жизни	1	2
300	несмотря на	1	2
301	в частности	13	2
302	же самой	1	2
303	забывать что	1	2
304	к этому	2	2
305	в своих	2	2
306	гораздо более	1	2
307	лишь из	1	1
308	одним из	5	1
309	для образования	1	1
310	в движение	1	1
311	относится и	1	1
312	увидим ниже	1	1
313	переход от	1	1
314	к своей	1	1
315	который можно	1	1
316	перед лицом	1	1
317	и до	1	1
318	также нуждаются	1	1
319	в их	1	1
320	из всех	1	1
321	например в	2	1
322	предполагаем что	1	1
323	в историю	2	1
324	и последующих	1	1
325	переходом к	1	1
326	язык как	2	1
327	именно к	1	1
328	оба эти	1	1
329	становится совершенно	1	1
330	в сущности	1	1
331	это всегда	1	1
332	говорить о	2	1
333	принадлежит к	3	1
334	жизни как	1	1
335	после первого	1	1
336	и изменением	1	1
337	речь это	1	1
338	пространство и	2	1
339	того же	1	1
340	в каждой	1	1
341	имя и	1	1
342	истории а	3	1
343	появляется и	1	1
344	но как	1	1
345	второй фразы	1	1
346	к которой	1	1
347	в сторону	1	1
348	однако вполне	1	1
349	если в	2	1
350	конечном счете	1	1
351	не литературное	1	1
352	в новом	1	1
353	связи и	1	1
354	к сожалению	1	1
355	относится к	1	1
356	в истории	1	1
357	в одной	2	1
358	если она	2	1
359	не хватает	1	1
360	в своем	5	1
361	однако не	1	1
362	и слова	1	1
363	и понимания	2	1
364	и сестры	1	1
365	бы стать	1	1
366	более или	2	1
367	именно эта	1	1
368	то в	1	1
369	за собой	1	1
370	со своей	1	1
371	с той	1	1
372	указания на	1	1
373	в литературном	1	1
374	он в	1	1
375	из этих	3	1
376	осуществляется в	1	1
377	еще один	1	1
378	всего к	1	1
379	с их	1	1
380	чужое слово	1	1
381	история это	2	1
382	внутренние миры	1	1
383	все они	2	1
384	и если	1	1
385	вообще не	1	1
386	что без	1	1
387	тем не	3	1
388	он не	3	1
389	о которой	2	1
390	еще раньше	1	1
391	которой не	1	1
392	ключ к	1	1
393	всех этих	1	1
394	или иному	1	1
395	в художественном	1	1
396	пределах одного	1	1
397	к одному	1	1
398	не как	2	1
399	своего высказывания	1	1
400	в силу	2	1
401	нашего времени	2	1
402	что может	1	1
403	на этом	1	1
404	так например	1	1
405	нам удалось	1	1
406	на то	1	1
407	однако все	1	1
408	могла бы	3	1
409	нашем случае	2	1
410	речью и	1	1
411	на протяжении	1	1
412	при которой	3	1
413	одна и	1	1
414	должен был	1	1
415	как бывает	1	1
416	он является	2	1
417	к которым	1	1
418	человеческого культурного	1	1
419	даже чисто	1	1
420	характер и	1	1
421	перестает быть	1	1
422	несколько минут	1	1
423	и тоже	1	1
424	и того	2	1
425	с еще	1	1
426	одного и	1	1
427	или менее	2	1
428	бы на	1	1
429	оно происходит	1	1
430	нами два	1	1
431	в следующем	1	1
432	это только	2	1
433	и благодаря	1	1
434	самый момент	1	1
435	результатов своего	1	1
436	фраз и	1	1
437	и уж	1	1
438	особое место	1	1
439	мнения и	2	1
440	слушателя нет	1	1
441	обращение к	1	1
442	по крайней	1	1
443	том же	1	1
444	бы старается	1	1
445	из одного	1	1
446	по себе	2	1
447	даже в	1	1
448	без него	1	1
449	содержит в	1	1
450	нашем сознании	1	1
451	не менее	4	1
452	но они	2	1
453	без его	2	1
454	с которой	1	1
455	и время	1	1
456	возник бы	1	1
457	того как	1	1
458	одна из	4	1
459	благодаря тому	1	1
460	чтобы стать	2	1
461	а тот	1	1
462	это мы	1	1
463	находятся в	1	1
464	вследствие того	1	1
465	слова во	1	1
466	т.п это	1	1
467	и теперь	1	1
468	так называемый	1	1
469	душ в	1	1
470	и оценки	1	1
471	и оно	2	1
472	истории не	1	1
473	посредством которых	1	1
474	для его	1	1
475	в работах	1	1
476	если же	1	1
477	жизни уже	1	1
478	должен быть	1	1
479	большей части	3	1
480	оно может	1	1
481	значений но	1	1
482	что для	1	1
483	не совсем	1	1
484	и о	1	1
485	и сами	2	1
486	и автор	1	1
487	как по	2	1
488	на разных	1	1
489	за пределами	3	1
490	мысль о	1	1
491	человеческого сознания	2	1
492	в произведении	1	1
493	всей своей	2	1
494	котором мы	1	1
495	но зато	1	1
496	речи или	1	1
497	защиты от	1	1
498	здесь как	1	1
499	этого как	1	1
500	речь как	1	1
501	еще в	2	1
502	когда в	2	1
503	к окружающей	1	1
504	внимание к	2	1
505	по мере	1	1
506	о действительной	1	1
507	с человеком	2	1
508	столь же	1	1
509	мы убедимся	1	1
510	и та	1	1
511	определенным образом	1	1
512	никак не	2	1
513	и что	1	1
514	или их	1	1
515	мог бы	1	1
516	же самым	1	1
517	в конечном	1	1
518	всего на	1	1
519	и смысловой	1	1
520	путь к	1	1
521	между тем	1	1
522	определяется отнюдь	1	1
523	это сделать	1	1
524	т.п как	1	1
525	крайней мере	1	1
526	вслед за	2	1
527	от этих	2	1
528	представления о	1	1
529	движущие силы	1	1
530	народов и	1	1
531	жизни однако	1	1
532	в литературе	2	1
533	ведь эти	1	1
534	дело с	2	1
535	с возникновением	1	1
536	обращаться к	1	1
537	и после	1	1
538	между этими	1	1
539	с какой	1	1
540	так что	1	1
541	есть в	2	1
542	переходить от	1	1
543	не можем	2	1
544	в нашей	1	1
545	в виде	1	1
546	его с	2	1
547	действия которые	1	1
548	свидетельствует о	4	1
549	не обладают	1	1
550	время является	1	1
551	по отношению	7	1
552	иному типу	1	1
553	роль и	1	1
554	могло бы	3	1
555	иначе как	1	1
556	вовсе не	1	1
557	ее не	2	1
558	не о	2	1
559	у него	1	1
560	превращается в	1	1
561	это будет	1	1
562	в особенности	1	1
563	однако слово	1	1
564	сознания наконец	1	1
565	что могло	1	1
566	в другой	1	1
567	со стороны	5	1
568	мы воспринимаем	1	1
569	с другой	5	1
570	все равно	2	1
571	мысль которая	1	1
572	действующих лиц	2	1
573	по большей	3	1
574	выступает в	1	1
575	на этот	1	1
576	в комнате	1	1
577	происходит и	1	1
578	о чем	2	1
579	на эту	1	1
580	как высказывания	1	1
581	ближе к	1	1
582	в речи	2	1
583	именно поэтому	1	1
584	лица и	1	1
585	но оно	1	1
586	видели в	1	1
587	автора с	1	1
588	событие речевого	1	1
589	или положение	1	1
590	смысл который	2	1
591	с каким-то	1	1
592	ни от	2	1
593	история будет	1	1
594	предположить что	1	1
595	т.е в	1	1
596	в течение	1	1
597	фразы но	2	1
598	тому как	2	1
599	понятия о	1	1
600	сознания к	1	1
601	как к	1	1
602	ведь для	1	1
603	благодаря этому	1	1
604	жизни его	1	1
605	в смысловом	2	1
606	на следующем	1	1
607	как раз	2	1
608	особенностей и	1	1
609	тому или	1	1
610	это уже	1	1
611	дистанция между	2	1
612	не имея	1	1
613	что я	1	1
614	само по	1	1
615	в результате	3	1
616	мира и	2	1
617	о котором	2	1
618	в те	1	1
619	что в	3	1
620	речи хотя	1	1
621	к одной	1	1
622	собственно говоря	1	1
623	с языком	1	1
624	еще более	1	1
625	в поле	1	1
626	будто бы	3	1
627	с другими	1	1
628	по ходу	1	1
629	или не	2	1
630	но возможно	2	1
631	нам не	1	1
632	может и	1	1
633	а о	1	1
634	но если	1	1
635	в романе	6	1
636	другой стороны	2	1
637	это на	1	1
638	самой своей	1	1
639	является и	1	1
640	отношению к	7	1
641	для настоящего	1	1
642	наряду с	2	1
643	этого события	1	1
644	человека к	1	1
645	и слушателю	1	1
646	в таком	1	1
647	все что	3	1
648	и вновь	3	1
