N	2gram	Vinokur_Ku_3	Komedia
186	не всегда	1	2
187	чем в	2	2
188	когда в	2	2
189	не более	2	2
190	в следующем	1	2
191	всяком случае	1	2
192	бы к	1	2
193	представление о	1	2
194	в отличие	2	2
195	признать что	1	2
196	которые в	4	2
197	не в	5	2
198	однако в	2	2
199	как видим	1	2
200	вовсе не	5	2
201	даже в	1	2
202	аргументом в	1	2
203	в одном	2	2
204	такая же	2	2
205	и после	1	2
206	внешней политике	1	2
207	всего в	1	2
208	на это	1	2
209	от которой	1	2
210	как не	1	2
211	говоря уже	2	2
212	так в	2	2
213	и что	7	2
214	отрицать что	1	2
215	после того	6	2
216	в пользу	1	2
217	вслед за	1	2
218	также в	1	2
219	все время	1	2
220	тот же	6	2
221	с ними	1	2
222	в какой	3	2
223	одних и	1	2
224	и ее	1	2
225	что наши	1	2
226	с одной	4	2
227	не знающего	1	2
228	является не	1	2
229	т п	41	2
230	не для	1	2
231	отношение к	3	2
232	от того	5	2
233	рядом с	1	2
234	нет и	1	2
235	отклики на	1	2
236	со стороны	1	2
237	и к	3	2
238	до сих	8	2
239	с другой	7	2
240	и тех	1	2
241	одной стороны	4	2
242	а на	1	2
243	г №	1	2
244	возвращаясь к	1	2
245	если не	1	2
246	для этой	1	2
247	так называемых	1	2
248	мы находим	3	2
249	уже о	2	2
250	по своему	2	2
251	в той	4	2
252	как бы	5	2
253	сих пор	8	2
254	каждой из	2	2
255	еще более	2	2
256	хотя бы	9	2
257	не говоря	2	2
258	к его	2	2
259	можно привести	1	2
260	во всяком	2	2
261	то на	1	1
262	говоря о	1	1
263	отношения к	1	1
264	к традиционным	1	1
265	самом деле	14	1
266	мере в	1	1
267	отношения между	4	1
268	существенное различие	1	1
269	п которые	1	1
270	что эти	2	1
271	повседневной жизни	1	1
272	этого нет	1	1
273	цитатам и	1	1
274	память о	1	1
275	такое положение	1	1
276	в сущности	4	1
277	знаем теперь	1	1
278	бы более	1	1
279	в полной	1	1
280	и самой	1	1
281	речи против	1	1
282	же что	1	1
283	большей частью	1	1
284	думаю что	1	1
285	как ему	1	1
286	между собой	1	1
287	все эти	7	1
288	время в	3	1
289	в различных	2	1
290	в чем	5	1
291	только после	3	1
292	то мы	3	1
293	сомневаться что	1	1
294	в область	2	1
295	все внимание	1	1
296	заголовок этот	1	1
297	значение и	1	1
298	конечном счете	1	1
299	в общем	6	1
300	с совершенно	1	1
301	и будет	1	1
302	не просто	2	1
303	друг от	1	1
304	для содержания	1	1
305	всю эту	2	1
306	чем же	2	1
307	в рамках	5	1
308	ты с	1	1
309	как к	2	1
310	это был	1	1
311	тех случаях	1	1
312	как уже	1	1
313	тем же	2	1
314	более или	2	1
315	этой цели	1	1
316	роль играет	1	1
317	в чисто	1	1
318	жанра и	1	1
319	для которого	2	1
320	себе как	1	1
321	если мы	7	1
322	тем главный	1	1
323	лишний раз	1	1
324	и признание	1	1
325	в себе	1	1
326	случае можно	1	1
327	не могла	1	1
328	последнюю роль	1	1
329	трех авторов	2	1
330	не имеют	1	1
331	с традициями	2	1
332	главным образом	2	1
333	сказать в	1	1
334	до самого	1	1
335	концы с	1	1
336	строить свою	1	1
337	и более	3	1
338	его от	1	1
339	пример из	1	1
340	в основу	1	1
341	а вместе	1	1
342	в другом	1	1
343	а по	1	1
344	с целью	2	1
345	входит в	1	1
346	не умеет	1	1
347	и мы	1	1
348	цитат из	1	1
349	по себе	6	1
350	совершенно очевидным	1	1
351	поэтому когда	1	1
352	человек который	1	1
353	и уже	1	1
354	на две	1	1
355	мы видели	3	1
356	со столь	1	1
357	как таковой	2	1
358	не мог	1	1
359	является его	1	1
360	вопроса об	1	1
361	или менее	2	1
362	в эту	1	1
363	и при	2	1
364	поэтического творчества	1	1
365	их быта	1	1
366	таким же	1	1
367	свою речь	1	1
368	и без	2	1
369	же это	2	1
370	бы привести	2	1
371	не столько	4	1
372	с концами	1	1
373	которые лежат	1	1
374	они уже	1	1
375	от его	1	1
376	не считал	1	1
377	значение для	1	1
378	сам же	2	1
379	нельзя было	1	1
380	только для	2	1
381	образом и	1	1
382	начнем с	1	1
383	нам в	1	1
384	тем не	9	1
385	для нее	1	1
386	дело как	1	1
387	с точки	16	1
388	шла о	1	1
389	случае в	1	1
390	слов то	2	1
391	дня и	1	1
392	тем самым	4	1
393	правда в	1	1
394	на себе	1	1
395	как о	3	1
396	в основе	1	1
397	первая половина	1	1
398	никогда не	1	1
399	ничего не	6	1
400	таким путем	1	1
401	иными словами	8	1
402	более что	2	1
403	сводится к	1	1
404	здесь же	1	1
405	из того	2	1
406	что речь	1	1
407	людьми не	1	1
408	в области	14	1
409	в каком	3	1
410	собрании с	1	1
411	общий фонд	1	1
412	обстоятельство что	3	1
413	такие случаи	1	1
414	да рядом	2	1
415	и другой	1	1
416	сделано в	1	1
417	отличается от	2	1
418	как для	1	1
419	той или	5	1
420	отказаться от	1	1
421	это имело	1	1
422	приходит к	1	1
423	от друга	1	1
424	на основе	1	1
425	не последнюю	1	1
426	в собственном	1	1
427	представим себе	1	1
428	действия и	1	1
429	или для	1	1
430	в пределах	2	1
431	приводит к	1	1
432	на очень	2	1
433	путешествие в	1	1
434	что однако	1	1
435	убеждение в	2	1
436	эти факты	1	1
437	том случае	4	1
438	в контексте	1	1
439	каждого из	1	1
440	мог бы	2	1
441	о котором	1	1
442	остановимся на	1	1
443	означает что	1	1
444	помнить что	1	1
445	а также	4	1
446	возможна только	1	1
447	мы убеждаемся	1	1
448	узнать в	1	1
449	такого толкования	1	1
450	зрения на	3	1
451	внимание на	2	1
452	но мы	2	1
453	никак не	2	1
454	одного из	1	1
455	чтобы с	1	1
456	пор пока	4	1
457	нас в	3	1
458	различие в	2	1
459	материал для	2	1
460	от них	1	1
461	говорить об	1	1
462	нуждается в	1	1
463	речь шла	1	1
464	не хуже	1	1
465	уже только	1	1
466	что же	5	1
467	них в	1	1
468	приемов и	2	1
469	если это	2	1
470	следовало бы	1	1
471	своему содержанию	1	1
472	впрочем не	1	1
473	имеется в	1	1
474	как например	2	1
475	по своей	1	1
476	всякого рода	5	1
477	гораздо важнее	1	1
478	мы видим	1	1
479	речи о	1	1
480	что даже	1	1
481	кстати сказать	1	1
482	что различные	1	1
483	очень много	2	1
484	то он	3	1
485	наше время	1	1
486	приходит в	2	1
487	они могут	1	1
488	по этому	1	1
489	на западе	2	1
490	тот или	2	1
491	конечно не	2	1
492	ряде случаев	1	1
493	то и	2	1
494	ни одного	2	1
495	этого понятия	1	1
496	свидетельствует о	1	1
497	не все	2	1
498	целого ряда	1	1
499	стоит однако	1	1
500	этому вопросу	1	1
501	речь в	2	1
502	он имеет	2	1
503	не так	3	1
504	для него	1	1
505	не находит	1	1
506	в известной	1	1
507	могло бы	3	1
508	нас только	1	1
509	слово как	1	1
510	не о	2	1
511	и продолжает	1	1
512	речь и	1	1
513	при отсутствии	1	1
514	как раз	4	1
515	общения и	1	1
516	само собой	1	1
517	о которых	1	1
518	к самому	1	1
519	им по	1	1
520	были бы	4	1
521	внутренней политики	1	1
522	или иной	7	1
523	на примере	1	1
524	однако что	4	1
525	собой разумеется	1	1
526	а с	3	1
527	имело место	1	1
528	что не	4	1
529	как можно	1	1
530	у нас	10	1
531	этого не	1	1
532	и самый	2	1
533	выше и	1	1
534	не означает	2	1
535	который с	1	1
536	а не	11	1
537	другой стороны	3	1
538	его по	1	1
539	ни о	1	1
540	если эти	1	1
541	там где	3	1
542	для каждой	2	1
543	речи и	1	1
544	к внешней	1	1
545	несмотря на	1	1
546	всего этого	3	1
547	с помощью	6	1
548	свою очередь	1	1
549	считать не	1	1
550	текста в	1	1
551	то обстоятельство	3	1
552	их то	1	1
553	целом ряде	1	1
554	этих словах	1	1
555	приобщиться к	1	1
556	ведет к	1	1
557	именно в	3	1
558	по существу	3	1
559	того уже	1	1
560	исходя из	1	1
561	в современной	1	1
562	и богатство	1	1
563	быть не	2	1
564	еще раз	2	1
565	на дорогу	1	1
566	нам приходится	1	1
567	сплошь да	2	1
568	показывают что	1	1
569	а то	2	1
570	форме к	1	1
571	за ним	1	1
572	это уже	3	1
573	может служить	2	1
574	было еще	1	1
575	случаях когда	1	1
576	ли в	1	1
577	этого рода	3	1
578	которое и	1	1
579	только теперь	1	1
580	само по	1	1
581	в результате	3	1
582	этот может	1	1
583	когда он	2	1
584	не с	2	1
585	тем более	5	1
586	не должен	1	1
587	и как	2	1
588	проблем современного	1	1
589	против того	1	1
590	будто бы	1	1
591	том чтобы	4	1
592	находим в	1	1
593	вот этот	1	1
594	века мы	1	1
595	за этим	1	1
596	на фоне	7	1
597	нам не	1	1
598	упомянутое выше	1	1
599	между ними	1	1
600	не знает	2	1
601	сказать что	7	1
602	только как	4	1
603	сообщает о	1	1
604	рассчитанное на	1	1
605	лишь тогда	1	1
606	равно как	2	1
607	в свою	1	1
608	какой мере	2	1
609	в последнем	1	1
610	или иного	3	1
611	первом случае	2	1
612	т е	32	1
613	же все	1	1
614	занимает в	1	1
615	отношении является	1	1
616	а может	1	1
617	того или	3	1
618	и эта	1	1
619	под одной	1	1
620	думать что	1	1
621	так же	2	1
622	как на	8	1
623	все что	1	1
