N	2gram	Bakhtin_Fr_2	TeoriaLi
189	что он	3	2
190	культуры в	1	2
191	однако все	1	2
192	художественном произведении	1	1
193	других факторов	1	1
194	говоря о	1	1
195	также и	3	1
196	человека и	3	1
197	связана с	3	1
198	художественных произведений	1	1
199	смех это	2	1
200	между всеми	1	1
201	и есть	1	1
202	этого мира	1	1
203	тем же	1	1
204	и до	4	1
205	традиции однако	1	1
206	кто бы	1	1
207	действительности и	1	1
208	сливается с	1	1
209	одним из	2	1
210	той же	1	1
211	на первом	3	1
212	не во	2	1
213	единство и	1	1
214	со смертью	2	1
215	от всего	1	1
216	не вполне	1	1
217	вся система	1	1
218	и со	3	1
219	карнавального смеха	1	1
220	и на	17	1
221	на них	1	1
222	на их	1	1
223	время в	1	1
224	в различных	1	1
225	внутренняя форма	1	1
226	коем случае	1	1
227	не входит	1	1
228	значение для	1	1
229	на то	2	1
230	в истории	6	1
231	всего к	1	1
232	в центре	1	1
233	независимо от	1	1
234	первых двух	1	1
235	что касается	2	1
236	и где	1	1
237	целый ряд	2	1
238	что по	1	1
239	духа и	3	1
240	здесь и	1	1
241	шире и	1	1
242	к чему	1	1
243	в условиях	2	1
244	еще на	1	1
245	таковы например	2	1
246	вытесненные из	1	1
247	он в	1	1
248	то я	1	1
249	из этих	5	1
250	раз в	3	1
251	с их	6	1
252	имеем в	2	1
253	не могла	1	1
254	т.е не	1	1
255	вследствие этого	2	1
256	на его	2	1
257	но именно	3	1
258	ключ к	2	1
259	в понимании	2	1
260	в силу	1	1
261	по существу	2	1
262	но прежде	3	1
263	содержит в	2	1
264	на земле	3	1
265	подобно тому	2	1
266	его можно	1	1
267	образа и	1	1
268	является не	1	1
269	время эти	1	1
270	что все	1	1
271	несколько иной	1	1
272	а по	1	1
273	времени и	6	1
274	большинстве случаев	1	1
275	второй половины	2	1
276	первую очередь	1	1
277	было бы	3	1
278	должен был	2	1
279	из характернейших	1	1
280	в них	13	1
281	рядом с	6	1
282	игра с	1	1
283	она и	1	1
284	с тем	1	1
285	не всегда	1	1
286	грани между	1	1
287	он и	1	1
288	кладет начало	1	1
289	сторону его	1	1
290	все моменты	1	1
291	и становится	2	1
292	но если	1	1
293	связь со	1	1
294	таким же	1	1
295	это ощущение	3	1
296	в такой	1	1
297	не становится	1	1
298	и без	2	1
299	эстетическое восприятие	1	1
300	узнает в	1	1
301	в котором	1	1
302	и процесс	1	1
303	стоит в	1	1
304	знаменует не	1	1
305	иллюстрации к	1	1
306	и более	4	1
307	в прошлом	1	1
308	лично для	1	1
309	он выступает	1	1
310	и вся	1	1
311	случае в	1	1
312	однозначности и	1	1
313	до известной	1	1
314	строя и	1	1
315	обнаруживает тот	1	1
316	все мы	1	1
317	дело в	1	1
318	области художественного	1	1
319	одна из	4	1
320	отклонения от	1	1
321	к этим	3	1
322	бытия и	1	1
323	свободы и	1	1
324	он мог	1	1
325	имеются и	1	1
326	в самой	2	1
327	как традиция	1	1
328	из древнейших	1	1
329	жизнью в	1	1
330	и теперь	1	1
331	связи с	2	1
332	ничто не	1	1
333	как я	1	1
334	в большой	1	1
335	не является	1	1
336	и оценки	1	1
337	однако это	1	1
338	к однозначности	1	1
339	художественной литературы	2	1
340	в коем	1	1
341	это по	1	1
342	не могут	1	1
343	его за	1	1
344	значительной степени	2	1
345	всего что	2	1
346	служить и	1	1
347	указывает на	1	1
348	вырождается в	1	1
349	слова с	1	1
350	оно не	1	1
351	на это	1	1
352	она не	1	1
353	говорит о	1	1
354	должен быть	1	1
355	своего развития	3	1
356	как мы	7	1
357	значения и	1	1
358	а затем	3	1
359	того чтобы	2	1
360	существенное значение	3	1
361	к нам	1	1
362	на основе	2	1
363	языка и	1	1
364	в собственном	3	1
365	только то	2	1
366	подчеркнуть при	1	1
367	значение в	4	1
368	и совершенно	1	1
369	можно было	3	1
370	особенно в	2	1
371	в последующих	3	1
372	жизнь и	2	1
373	для этого	1	1
374	с ним	4	1
375	мире в	2	1
376	означает что	1	1
377	с иными	1	1
378	настоящее время	1	1
379	как ее	1	1
380	одного из	2	1
381	первого из	2	1
382	после того	1	1
383	и который	1	1
384	в сущности	8	1
385	в значительной	3	1
386	эти два	2	1
387	нуждается в	2	1
388	или напротив	1	1
389	утрачивает свою	3	1
390	наконец в	3	1
391	перед тем	1	1
392	первых же	1	1
393	о своих	1	1
394	статье о	2	1
395	всех сторон	1	1
396	жизнь на	1	1
397	в формах	2	1
398	один из	7	1
399	образов и	3	1
400	тот же	5	1
401	природой и	2	1
402	в какой	1	1
403	целого и	2	1
404	к миру	1	1
405	жить и	4	1
406	на мир	2	1
407	теперь в	1	1
408	со всеми	2	1
409	так что	1	1
410	от одной	1	1
411	из которого	1	1
412	есть в	2	1
413	с нею	1	1
414	только на	1	1
415	всем его	1	1
416	в единстве	1	1
417	смысл этой	1	1
418	но самое	1	1
419	не дает	3	1
420	из них	3	1
421	за ним	1	1
422	одно из	1	1
423	и их	1	1
424	никто не	2	1
425	и прежде	2	1
426	в одном	3	1
427	аспекте его	1	1
428	с этими	1	1
429	так как	6	1
430	к ним	1	1
431	входят в	1	1
432	с системой	1	1
433	в первую	2	1
434	чтобы оно	1	1
435	но из	1	1
436	для того	1	1
437	и глубже	1	1
438	связаны с	2	1
439	с мотивом	1	1
440	по своим	1	1
441	еще и	1	1
442	что для	3	1
443	напротив мы	1	1
444	превращается в	3	1
445	не было	4	1
446	из наиболее	2	1
447	более того	1	1
448	от мира	1	1
449	в произведениях	2	1
450	долгое время	1	1
451	что из	1	1
452	ближе к	1	1
453	и ему	1	1
454	то она	1	1
455	если не	1	1
456	в связи	2	1
457	как ни	1	1
458	которые будут	1	1
459	с помощью	1	1
460	в одной	1	1
461	внешней формой	1	1
462	будущее в	1	1
463	процесс формирования	1	1
464	к своему	1	1
465	целом ряде	1	1
466	одновременно и	1	1
467	тому как	2	1
468	есть как	1	1
469	да и	3	1
470	для понимания	2	1
471	мира с	1	1
472	с этой	1	1
473	на время	1	1
474	типа так	1	1
475	этом случае	1	1
476	над тем	1	1
477	своей жизни	1	1
478	о его	1	1
479	все это	9	1
480	о мире	7	1
481	на всех	1	1
482	ее можно	1	1
483	это уже	1	1
484	известной степени	1	1
485	и от	1	1
486	и смягчает	1	1
487	все они	1	1
488	которая в	1	1
489	в настоящее	1	1
490	места в	1	1
491	бы в	1	1
492	не более	1	1
493	серьезного отношения	1	1
494	можно охарактеризовать	2	1
495	она же	1	1
496	и позволило	1	1
497	же в	3	1
498	мы видим	1	1
499	не есть	1	1
500	в стихах	1	1
501	вступает в	1	1
502	к самому	1	1
503	а о	1	1
504	с ней	1	1
505	самое существенное	1	1
506	совершенно не	2	1
507	внутреннее единство	1	1
508	если она	1	1
509	включает в	2	1
510	жизни и	7	1
511	ее в	2	1
512	и другие	2	1
513	в своих	4	1
514	по поводу	2	1
515	героя как	1	1
516	с высокой	1	1
517	все что	2	1
