N	2gram	Losev_Vlad_2	Dialekti
142	как нечто	1	4
143	уже в	3	4
144	их понимание	1	4
145	ни с	2	4
146	то время	6	4
147	от того	1	4
148	нельзя сказать	1	4
149	в связи	8	4
150	быть и	1	4
151	хотя бы	3	4
152	а в	11	4
153	по одному	1	4
154	сам по	2	3
155	как мы	11	3
156	этого нет	1	3
157	что если	2	3
158	и бытия	2	3
159	что иное	1	3
160	оно есть	1	3
161	это время	4	3
162	думаю что	1	3
163	иное как	1	3
164	в чем	2	3
165	а только	1	3
166	себе и	2	3
167	есть просто	2	3
168	в этой	4	3
169	с этим	5	3
170	кроме того	9	3
171	себе как	1	3
172	это за	2	3
173	но без	1	3
174	после этого	1	3
175	всех этих	3	3
176	в глубину	1	3
177	об этом	6	3
178	его в	4	3
179	это было	4	3
180	и мы	4	3
181	было бы	9	3
182	мы имеем	1	3
183	между собою	1	3
184	но я	1	3
185	в этих	4	3
186	что такое	1	3
187	но тут	1	3
188	вещей и	1	3
189	что этот	1	3
190	даже в	2	3
191	не менее	7	3
192	важно что	1	3
193	ничего не	2	3
194	или как	2	3
195	должны быть	1	3
196	но только	1	3
197	есть бытие	1	3
198	то как	1	3
199	общения с	1	3
200	все его	1	3
201	уже не	3	3
202	он есть	1	3
203	тех пор	1	3
204	будто бы	2	3
205	с нею	1	3
206	у меня	1	3
207	из них	1	3
208	мы находим	2	3
209	и из	2	3
210	и их	1	3
211	не было	10	3
212	себе не	1	3
213	о чем	6	3
214	во внимание	1	3
215	в данном	3	3
216	в той	2	3
217	когда мы	3	3
218	в это	4	3
219	и от	2	3
220	время не	1	3
221	в целях	1	3
222	только как	1	3
223	была бы	1	3
224	не что	1	3
225	они не	1	3
226	я и	2	2
227	как известно	1	2
228	также что	2	2
229	также и	6	2
230	этого последнего	2	2
231	он всегда	1	2
232	что эти	2	2
233	его не	2	2
234	например в	1	2
235	не важно	1	2
236	как я	2	2
237	то это	4	2
238	в ней	4	2
239	говоря уже	2	2
240	во всех	3	2
241	что я	3	2
242	если в	1	2
243	в общем	2	2
244	и я	5	2
245	мере в	1	2
246	если она	1	2
247	как в	3	2
248	перед нами	1	2
249	что по	1	2
250	более или	3	2
251	но в	8	2
252	в противоположность	1	2
253	не очень	4	2
254	идея и	1	2
255	еще на	2	2
256	в которой	4	2
257	бы и	1	2
258	так или	3	2
259	все эти	5	2
260	на его	4	2
261	время и	1	2
262	на этом	2	2
263	но все	2	2
264	не будет	1	2
265	об этой	1	2
266	– то	1	2
267	говорил что	1	2
268	на все	2	2
269	в жизни	1	2
270	только одно	3	2
271	с тем	2	2
272	несмотря на	4	2
273	хотя в	1	2
274	или менее	3	2
275	во время	1	2
276	и при	2	2
277	взгляд на	1	2
278	в их	2	2
279	далее в	1	2
280	жизни с	2	2
281	тем не	6	2
282	их в	2	2
283	не раз	1	2
284	что сущность	1	2
285	что с	1	2
286	самого начала	1	2
287	дело не	1	2
288	того как	2	2
289	в сущности	2	2
290	тут тоже	1	2
291	на него	1	2
292	может только	1	2
293	только не	1	2
294	это мы	5	2
295	того и	2	2
296	только и	3	2
297	следует что	1	2
298	уже и	2	2
299	в области	3	2
300	во все	1	2
301	и надо	1	2
302	к тому	2	2
303	вы не	2	2
304	в конце	13	2
305	ровно никаких	1	2
306	данном случае	2	2
307	и человек	1	2
308	с самого	1	2
309	и совершенно	1	2
310	можно только	1	2
311	том как	1	2
312	совершенно невозможно	1	2
313	и должно	1	2
314	вот и	3	2
315	то уже	1	2
316	но мы	1	2
317	собственно говоря	2	2
318	или иначе	3	2
319	его личности	1	2
320	и можно	2	2
321	всяком случае	6	2
322	что бы	1	2
323	этих последних	1	2
324	не знаю	1	2
325	и она	2	2
326	мы должны	4	2
327	в каких	2	2
328	следовательно в	1	2
329	что здесь	1	2
330	как из	1	2
331	в какой	1	2
332	себя в	2	2
333	скажу только	1	2
334	если мы	1	2
335	но вот	3	2
336	религии но	1	2
337	т п	1	2
338	само по	2	2
339	тем что	1	2
340	смысла и	1	2
341	в очень	3	2
342	будем говорить	2	2
343	живой и	1	2
344	до сих	1	2
345	именно в	4	2
346	и прежде	2	2
347	был в	2	2
348	не на	2	2
349	человеческой жизни	1	2
350	вещей а	1	2
351	ни о	1	2
352	в бытии	2	2
353	что мы	1	2
354	уже о	2	2
355	в частности	2	2
356	ни на	1	2
357	вместе с	8	2
358	так же	4	2
359	или по	2	2
360	в разной	1	2
361	поэтому если	1	2
362	что же	8	2
363	та которая	1	2
364	в тех	1	2
365	сих пор	1	2
366	и часто	2	2
367	и всякая	2	2
368	в результате	5	2
369	в другое	1	2
370	от всего	1	2
371	же в	2	2
372	есть уже	1	2
373	не говоря	3	2
374	которая есть	2	2
375	в виде	3	2
376	ее в	1	2
377	в своих	2	2
378	во всяком	6	2
379	смысле слова	1	1
380	частности к	1	1
381	от этой	1	1
382	жизнь человека	1	1
383	говоря о	3	1
384	для выяснения	1	1
385	того же	5	1
386	тех же	1	1
387	жизни по	2	1
388	очень много	2	1
389	между двумя	1	1
390	из трех	3	1
391	по преимуществу	1	1
392	и до	2	1
393	по его	1	1
394	и кончая	1	1
395	для своего	1	1
396	народного просвещения	1	1
397	все бытие	1	1
398	ответить на	1	1
399	нам в	1	1
400	эти шесть	1	1
401	теории как	1	1
402	но она	1	1
403	трактует о	1	1
404	на тему	1	1
405	и сроки	1	1
406	вещей но	1	1
407	ему в	2	1
408	мы и	1	1
409	и ни	1	1
410	что можно	3	1
411	не все	1	1
412	и он	4	1
413	говорил о	2	1
414	литературы и	1	1
415	он был	6	1
416	содержатся в	1	1
417	он сам	2	1
418	стороны не	1	1
419	сам а	1	1
420	бы то	1	1
421	не без	1	1
422	природы и	1	1
423	разницы между	2	1
424	мы будем	3	1
425	точка зрения	1	1
426	к которой	1	1
427	со всеми	1	1
428	а он	2	1
429	в новом	2	1
430	отличие от	3	1
431	нет и	1	1
432	во что	1	1
433	меньше всего	1	1
434	тем больше	1	1
435	нет надобности	1	1
436	его на	3	1
437	общего с	1	1
438	что именно	1	1
439	интереснее всего	1	1
440	чем мы	1	1
441	что касается	3	1
442	когда он	1	1
443	уже содержит	1	1
444	его дела	1	1
445	это просто	1	1
446	духа и	1	1
447	мало ли	1	1
448	с г	1	1
449	и отчасти	1	1
450	уже с	1	1
451	то в	5	1
452	и евгений	2	1
453	думать так	1	1
454	с обычной	1	1
455	к чему	1	1
456	отношения с	1	1
457	в целом	4	1
458	сказать о	3	1
459	он в	1	1
460	всей своей	1	1
461	из этих	3	1
462	часто даже	1	1
463	года и	1	1
464	остановиться на	1	1
465	тому же	1	1
466	во многих	2	1
467	мы констатировали	1	1
468	если он	1	1
469	не могла	2	1
470	так сказать	1	1
471	что должна	1	1
472	к выводу	1	1
473	земли на	1	1
474	три года	2	1
475	и идея	1	1
476	времена и	1	1
477	и любезно	1	1
478	одному из	1	1
479	и еще	1	1
480	земная и	1	1
481	них нет	1	1
482	не к	1	1
483	сердце и	1	1
484	мир как	1	1
485	на земле	2	1
486	свое время	1	1
487	всех своих	1	1
488	но дело	2	1
489	от нее	1	1
490	больше всего	1	1
491	несомненно есть	1	1
492	что все	1	1
493	главным образом	1	1
494	есть все	1	1
495	и никакого	1	1
496	или даже	1	1
497	этом смысле	1	1
498	в природу	1	1
499	и тем	1	1
500	он все	2	1
501	всего прочего	1	1
502	я немедленно	1	1
503	во многом	1	1
504	и творчества	1	1
505	но уже	2	1
506	в них	3	1
507	на которую	1	1
508	далеко не	1	1
509	к осени	1	1
510	но лишь	1	1
511	всю жизнь	1	1
512	со своими	1	1
513	должно остаться	1	1
514	в москве	6	1
515	чем в	1	1
516	сейчас мы	1	1
517	которые я	1	1
518	жизнь а	1	1
519	когда в	1	1
520	либерализм и	1	1
521	на первый	2	1
522	бы на	1	1
523	но если	1	1
524	эта была	1	1
525	свою собственную	1	1
526	один факт	1	1
527	и ее	1	1
528	этот конец	1	1
529	вещь есть	1	1
530	есть живое	1	1
531	на месте	1	1
532	в котором	5	1
533	в последнее	2	1
534	просто в	1	1
535	еще с	1	1
536	не содержит	1	1
537	бы мы	1	1
538	последовательность и	1	1
539	прочего и	1	1
540	вот эта	1	1
541	есть его	2	1
542	но эта	1	1
543	не будем	1	1
544	времени не	1	1
545	же тут	1	1
546	теми же	1	1
547	имеем не	1	1
548	без всяких	1	1
549	вы конечно	1	1
550	уже сказали	1	1
551	ним в	2	1
552	и очень	2	1
553	вижу ее	2	1
554	или за	1	1
555	с теми	1	1
556	как о	1	1
557	часов и	1	1
558	это нисколько	2	1
559	бытия и	2	1
560	тогда и	2	1
561	в самых	2	1
562	к такому	3	1
563	и всегда	1	1
564	это то	1	1
565	оно станет	1	1
566	именно его	1	1
567	и сама	1	1
568	этом отношении	1	1
569	но даже	1	1
570	окажется ни	1	1
571	тех слов	1	1
572	ему не	1	1
573	обычно называют	1	1
574	все то	1	1
575	начиная с	2	1
576	было у	2	1
577	заметил что	1	1
578	и другим	1	1
579	было уже	1	1
580	долго не	1	1
581	однако необходимо	1	1
582	философа и	1	1
583	землю на	1	1
584	ясность и	1	1
585	то ни	1	1
586	оно может	1	1
587	можно и	2	1
588	не забудем	1	1
589	своего развития	1	1
590	нас от	1	1
591	и о	4	1
592	у себя	1	1
593	здесь не	4	1
594	ни стало	1	1
595	в собственном	1	1
596	последнее время	2	1
597	чтобы быть	1	1
598	и остался	1	1
599	в дальнейшем	5	1
600	второе но	1	1
601	не окажется	1	1
602	слова а	1	1
603	стремиться к	1	1
604	его самого	1	1
605	на нее	1	1
606	за то	1	1
607	те же	3	1
608	здесь как	1	1
609	вечное и	1	1
610	раз он	1	1
611	здесь нет	1	1
612	к его	2	1
613	которые он	1	1
614	еще в	2	1
615	не должны	1	1
616	и на	4	1
617	у вас	2	1
618	быть может	1	1
619	спор и	1	1
620	по теории	1	1
621	человека которого	1	1
622	выводу что	1	1
623	против этого	1	1
624	все дело	1	1
625	до полной	1	1
626	и здесь	1	1
627	не был	2	1
628	что самая	1	1
629	и возможно	1	1
630	таков например	1	1
631	вне всякой	1	1
632	любви к	1	1
633	нас в	2	1
634	и во	2	1
635	а напротив	1	1
636	но ничего	1	1
637	которой мы	2	1
638	время может	1	1
639	ему все	2	1
640	любил и	2	1
641	пор пока	1	1
642	тотчас же	1	1
643	все существующее	4	1
644	получается что	1	1
645	путь и	1	1
646	если это	1	1
647	– само	1	1
648	это несомненно	1	1
649	говорит в	1	1
650	в литературе	1	1
651	эти последние	4	1
652	разной степени	1	1
653	но с	1	1
654	интереса к	1	1
655	время в	4	1
656	ни тем	1	1
657	совсем не	4	1
658	мне кажется	1	1
659	когда сам	1	1
660	тот же	5	1
661	больше того	2	1
662	на другие	2	1
663	меня и	2	1
664	мысли если	1	1
665	не имеет	2	1
666	во всем	1	1
667	жизнь с	1	1
668	пор не	1	1
669	поэтому и	1	1
670	об идеях	1	1
671	же о	1	1
672	всех его	1	1
673	но то	2	1
674	в эти	7	1
675	человека с	1	1
676	с какой	1	1
677	себе ровно	1	1
678	и хочет	1	1
679	только на	1	1
680	то и	1	1
681	существу своему	1	1
682	и везде	1	1
683	мы тут	1	1
684	а это	3	1
685	на этих	3	1
686	о всем	1	1
687	при помощи	1	1
688	его и	2	1
689	она действительно	1	1
690	время во	1	1
691	мы знаем	4	1
692	забудем что	1	1
693	а уже	2	1
694	пока не	1	1
695	в прошлом	1	1
696	содержание и	1	1
697	с собою	1	1
698	для меня	4	1
699	к ним	1	1
700	не о	2	1
701	друг друга	2	1
702	у него	19	1
703	на меня	2	1
704	ее на	2	1
705	мир на	1	1
706	от меня	1	1
707	даже и	3	1
708	это будет	1	1
709	чему же	1	1
710	даже не	1	1
711	что пишет	4	1
712	жизнь она	1	1
713	как у	2	1
714	здесь в	2	1
715	на то	2	1
716	а эти	1	1
717	еще и	6	1
718	наконец в	3	1
719	было и	1	1
720	и др	1	1
721	и нераздельно	1	1
722	определенная и	1	1
723	совершенно отчетливо	1	1
724	в подлинном	1	1
725	и опять	1	1
726	ничем не	1	1
727	что несмотря	1	1
728	своем месте	2	1
729	действительности и	1	1
730	с которым	2	1
731	его как	1	1
732	в порядке	1	1
733	свое собственное	1	1
734	философской мысли	1	1
735	кротость и	1	1
736	нет никаких	2	1
737	все более	1	1
738	нет ничего	3	1
739	христианином и	1	1
740	живое тело	1	1
741	только его	2	1
742	над ним	1	1
743	вас в	1	1
744	слишком много	1	1
745	в церковь	1	1
746	столкновение с	1	1
747	я никогда	1	1
748	подлинном смысле	1	1
749	чувства и	1	1
750	по существу	3	1
751	расхождение с	1	1
752	ни одного	1	1
753	с этой	4	1
754	ты не	1	1
755	с бытием	2	1
756	смерти к	1	1
757	своей жизни	3	1
758	отнеслись к	1	1
759	оба они	1	1
760	является как	2	1
761	но для	1	1
762	даже постоянно	1	1
763	чем та	1	1
764	вообще все	1	1
765	при всем	1	1
766	вопрос в	1	1
767	тем и	1	1
768	в его	11	1
769	мира и	1	1
770	из нее	1	1
771	а к	2	1
772	развития и	1	1
773	из себя	1	1
774	у достоевского	2	1
775	тем более	3	1
776	у которого	2	1
777	конце концов	3	1
778	мы не	2	1
779	по самой	1	1
780	своей последней	1	1
781	уже давно	2	1
782	я в	3	1
783	этих элементов	1	1
784	и поэтического	1	1
785	до тех	1	1
786	которая на	1	1
787	существует в	1	1
788	а ведь	1	1
789	равно как	1	1
790	же самой	1	1
791	сколько угодно	2	1
792	и никому	1	1
793	бытия а	1	1
794	религии и	1	1
795	ко всему	4	1
796	из этого	5	1
797	в свое	1	1
798	ли он	2	1
799	можно назвать	2	1
800	но эти	1	1
801	это в	3	1
802	уже после	1	1
803	точно так	3	1
804	совершенно нет	1	1
805	гораздо более	2	1
806	от самого	1	1
