N	2gram	Savitsky_E_1	Myshleni
307	в свое	1	2
308	это в	1	2
309	который не	1	2
310	лежащих в	1	2
311	в таком	3	2
312	том числе	1	2
313	и наиболее	2	1
314	своей совокупности	1	1
315	в силе	1	1
316	например в	1	1
317	в сфере	3	1
318	сплошь и	2	1
319	получает в	1	1
320	тех же	1	1
321	делается попытка	1	1
322	к созданию	1	1
323	показать в	1	1
324	из всех	3	1
325	который в	1	1
326	том насколько	1	1
327	в последние	6	1
328	мы не	4	1
329	что между	1	1
330	которую мы	5	1
331	не делает	1	1
332	та же	1	1
333	вопрос о	4	1
334	среды и	1	1
335	в основных	1	1
336	данного продукта	2	1
337	время как	1	1
338	говорить о	1	1
339	на практике	1	1
340	но даже	4	1
341	и со	3	1
342	которое в	2	1
343	самой природе	1	1
344	быть в	1	1
345	бы то	4	1
346	во всех	6	1
347	то мы	1	1
348	глаза на	1	1
349	друг к	1	1
350	точка зрения	2	1
351	второй группе	1	1
352	значение и	1	1
353	только тогда	1	1
354	если в	2	1
355	по отношению	1	1
356	друг от	2	1
357	которые они	2	1
358	действительно имеют	1	1
359	сущности к	1	1
360	относится к	1	1
361	независимо от	4	1
362	однако не	1	1
363	имеет в	2	1
364	в этот	1	1
365	то в	4	1
366	эти положения	1	1
367	нужно как	1	1
368	чуть ли	1	1
369	степени и	1	1
370	не заключается	1	1
371	что к	2	1
372	из общей	1	1
373	но на	3	1
374	он не	2	1
375	говорили в	1	1
376	но само	1	1
377	себе не	3	1
378	только те	2	1
379	и по	5	1
380	его можно	1	1
381	заключает в	3	1
382	или иных	1	1
383	но все	1	1
384	может остаться	1	1
385	бы они	1	1
386	не из	3	1
387	то ни	4	1
388	часть его	1	1
389	тем в	3	1
390	качестве орудия	2	1
391	главным образом	2	1
392	они должны	1	1
393	том случае	1	1
394	к другу	1	1
395	входя в	1	1
396	с другими	2	1
397	затем как	1	1
398	даже что	2	1
399	области развития	1	1
400	и рядом	2	1
401	для них	2	1
402	этот раз	1	1
403	о которых	1	1
404	можем сказать	2	1
405	во внимание	1	1
406	одна и	2	1
407	мы хотели	1	1
408	в не	2	1
409	и было	1	1
410	как таковой	1	1
411	это обстоятельство	1	1
412	приближаются к	1	1
413	и сейчас	2	1
414	лежат в	4	1
415	в такой	1	1
416	и процесс	1	1
417	зрения развития	1	1
418	представление о	2	1
419	большей степени	1	1
420	дальнейшее развитие	1	1
421	не как	1	1
422	в которых	3	1
423	не представляется	1	1
424	можно применить	1	1
425	признать что	1	1
426	должны существовать	1	1
427	значение для	1	1
428	является та	1	1
429	в одном	2	1
430	выше мы	1	1
431	иметь возможность	1	1
432	и наоборот	1	1
433	тому чтобы	2	1
434	и таким	2	1
435	для нее	1	1
436	по себе	4	1
437	вплоть до	1	1
438	имеет свое	1	1
439	этого же	1	1
440	и другое	1	1
441	в то	16	1
442	означает что	1	1
443	благодаря своей	1	1
444	здесь на	1	1
445	и притом	4	1
446	с и	10	1
447	не связана	1	1
448	наблюдений над	1	1
449	казалось бы	1	1
450	на язык	2	1
451	в разных	1	1
452	а поскольку	2	1
453	больше чем	1	1
454	в самой	1	1
455	именно с	1	1
456	в русском	1	1
457	вместо того	1	1
458	бы по	1	1
459	вопрос в	1	1
460	к еще	1	1
461	исторического процесса	1	1
462	считать что	1	1
463	доказать что	1	1
464	проблему развития	1	1
465	у нас	1	1
466	такие же	1	1
467	каждую из	1	1
468	уже о	1	1
469	относиться к	1	1
470	во все	3	1
471	положение которое	1	1
472	всего в	2	1
473	одну и	2	1
474	свое значение	1	1
475	утверждать что	2	1
476	подтверждение в	1	1
477	для себя	1	1
478	не станем	1	1
479	на вопрос	1	1
480	со значением	1	1
481	но по	2	1
482	которого мы	2	1
483	от друга	2	1
484	еще более	2	1
485	говоря уже	2	1
486	и та	2	1
487	то время	1	1
488	говорит об	1	1
489	последнее время	1	1
490	не повторяет	1	1
491	и сам	1	1
492	что может	1	1
493	и ту	2	1
494	то станет	1	1
495	мог бы	2	1
496	котором мы	1	1
497	наше внимание	2	1
498	которое оно	1	1
499	поэтому в	1	1
500	для этого	1	1
501	в определенной	1	1
502	связанная с	1	1
503	связанное с	1	1
504	она находится	1	1
505	для мышления	1	1
506	к проблемам	1	1
507	более высокой	1	1
508	одного из	1	1
509	или на	1	1
510	можно сказать	4	1
511	связанной с	1	1
512	положения и	1	1
513	не заключает	1	1
514	ее от	2	1
515	самом процессе	1	1
516	его мысль	1	1
517	того в	1	1
518	также в	2	1
519	и следовательно	1	1
520	отдельными группами	1	1
521	происходит в	2	1
522	в каждую	1	1
523	что наряду	1	1
524	чем это	1	1
525	не конец	1	1
526	с ними	1	1
527	дело с	1	1
528	мы увидим	1	1
529	будет протекать	1	1
530	природе вещей	1	1
531	начало в	2	1
532	одних и	1	1
533	никак нельзя	1	1
534	этот факт	3	1
535	и ее	1	1
536	по этому	1	1
537	сильнее чем	1	1
538	практики но	1	1
539	к какому	1	1
540	внимание что	1	1
541	уже не	1	1
542	различию между	1	1
543	но от	1	1
544	с традиционной	1	1
545	мы знаем	1	1
546	быть установлена	1	1
547	одно из	1	1
548	не будут	1	1
549	и их	1	1
550	составных частей	1	1
551	как его	1	1
552	само по	4	1
553	далее в	1	1
554	существовать в	1	1
555	перед ними	1	1
556	в других	2	1
557	указание что	1	1
558	своем значении	1	1
559	всецело к	1	1
560	и даже	6	1
561	на уровне	2	1
562	даже не	1	1
563	и тысячи	1	1
564	по своим	3	1
565	на которые	1	1
566	имеет место	2	1
567	не исключает	1	1
568	и затем	1	1
569	что не	1	1
570	связано с	3	1
571	то и	1	1
572	что обе	1	1
573	на которых	1	1
574	не на	4	1
575	если даже	1	1
576	долгое время	2	1
577	и выше	7	1
578	исторической эволюции	1	1
579	ни на	3	1
580	другой можно	1	1
581	и потому	5	1
582	с которыми	1	1
583	или по	2	1
584	конечно не	1	1
585	этих случаях	1	1
586	подобно этому	1	1
587	а если	1	1
588	в течение	5	1
589	дает нам	1	1
590	это различие	1	1
591	даже вовсе	1	1
592	это есть	1	1
593	в тех	1	1
594	многих других	1	1
595	в состоянии	1	1
596	развития но	1	1
597	этого факта	1	1
598	для тех	1	1
599	на пути	1	1
600	что из	1	1
601	но это	1	1
602	к двум	1	1
603	тех или	1	1
604	в полном	1	1
605	указать на	1	1
606	ко второй	1	1
607	выше не	1	1
608	войти в	1	1
609	этому и	1	1
610	или в	2	1
611	и другими	1	1
612	о котором	1	1
613	хотя и	2	1
614	из себя	1	1
615	наблюдения над	2	1
616	возникает вопрос	1	1
617	тем более	4	1
618	в большей	1	1
619	такое явление	1	1
620	себе ничего	1	1
621	с ним	1	1
622	ни было	4	1
623	же в	2	1
624	значения для	2	1
625	отношении к	15	1
626	приводящие к	1	1
627	нет ничего	1	1
628	но если	5	1
629	не говоря	2	1
630	не быть	1	1
631	но этот	1	1
632	таком смысле	1	1
633	части ее	1	1
634	время не	1	1
635	различны и	1	1
636	из более	1	1
637	ее в	3	1
638	случае если	1	1
639	в своих	2	1
640	они относятся	1	1
641	смысле что	1	1
