N	2gram	Bakhtin_Fr_3	VelikijI
317	во всем	3	1
318	будто бы	1	1
319	вот что	1	1
320	к жизни	2	1
321	наших дней	2	1
322	на части	1	1
323	уже и	1	1
324	связь с	6	1
325	что на	1	1
326	и права	1	1
327	в образах	6	1
328	другой стороны	1	1
329	религии и	1	1
330	но все	3	1
331	есть и	2	1
332	в трех	1	1
333	к этому	6	1
334	и другие	2	1
335	в своих	5	1
336	это в	2	1
337	отказаться от	1	1
338	они не	3	1
