N	2gram	Tiupa_Anal_3	Problemy
383	независимо от	1	1
384	из уст	1	1
385	тем более	1	1
386	глубоким и	1	1
387	встречи с	1	1
388	новыми и	1	1
389	как нам	5	1
390	что касается	3	1
391	перед нами	4	1
392	и точность	1	1
393	могли бы	2	1
394	говорит что	1	1
395	что по	4	1
396	и каждое	2	1
397	мертвых душ	1	1
398	в точке	2	1
399	не дано	1	1
400	к чему	1	1
401	бы сказать	1	1
402	в ответ	2	1
403	тут и	1	1
404	в этой	6	1
405	этому я	1	1
406	роль в	3	1
407	ведет себя	1	1
408	во многих	1	1
409	не могла	2	1
410	вследствие этого	1	1
411	не следует	1	1
412	в статье	1	1
413	к миру	1	1
414	литературных произведений	3	1
415	принадлежат и	1	1
416	в живых	1	1
417	из виду	1	1
418	не друг	1	1
419	ни были	1	1
420	характер в	1	1
421	свое время	2	1
422	на жизнь	1	1
423	чтобы на	1	1
424	его можно	1	1
425	мы обратимся	1	1
426	в нее	1	1
427	которое как	1	1
428	человека в	1	1
429	поэтому слово	1	1
430	здесь мы	1	1
431	совпадают с	1	1
432	авторского замысла	1	1
433	об этом	2	1
434	в глубине	2	1
435	себя не	1	1
436	о в	2	1
437	входит в	2	1
438	же если	1	1
439	главного героя	1	1
440	отражение в	1	1
441	в итоге	4	1
442	только одно	1	1
443	слова по	1	1
444	позволяет ему	1	1
445	рассказчика слово	1	1
446	далеко не	4	1
447	и беспокойство	1	1
448	в местечко	1	1
449	и само	1	1
450	различных произведений	1	1
451	перейдем к	1	1
452	собственной вине	1	1
453	в один	1	1
454	одного и	3	1
455	этих трех	1	1
456	в г	1	1
457	бы на	1	1
458	или точнее	2	1
459	таким же	1	1
460	затем и	1	1
461	и ее	2	1
462	еще нет	1	1
463	мысли и	1	1
464	с уверенностью	1	1
465	на первой	2	1
466	чтоб я	1	1
467	ко всему	1	1
468	отцом и	1	1
469	тем не	2	1
470	по крайней	4	1
471	по ту	1	1
472	в устах	1	1
473	бы быть	1	1
474	для нее	1	1
475	а вот	2	1
476	нас к	1	1
477	самого ивана	2	1
478	любви и	1	1
479	взглянула на	1	1
480	но они	2	1
481	отчетливо и	1	1
482	от нас	1	1
483	с теми	1	1
484	ту сторону	1	1
485	дело в	2	1
486	одна из	2	1
487	на два	2	1
488	на себе	1	1
489	у кого	1	1
490	в основе	1	1
491	к изучению	1	1
492	его анализа	1	1
493	миру но	1	1
494	героев и	1	1
495	же его	1	1
496	того чтобы	1	1
497	действующие лица	1	1
498	для всего	1	1
499	только не	3	1
500	к тебе	1	1
501	в самой	1	1
502	слова как	1	1
503	не говорит	1	1
504	ему и	1	1
505	а лишь	1	1
506	связи с	1	1
507	возвращает нас	1	1
508	этом отношении	3	1
509	зрение и	1	1
510	не слышит	1	1
511	перед ним	1	1
512	не могут	1	1
513	за маской	1	1
514	когда мы	2	1
515	случаях когда	1	1
516	значительной степени	2	1
517	не способен	1	1
518	он оказывается	1	1
519	а ее	1	1
520	для того	1	1
521	оно не	1	1
522	из нее	1	1
523	в применении	1	1
524	достоевского где	1	1
525	от друга	1	1
526	здесь не	3	1
527	говорит и	3	1
528	частично совпадают	1	1
529	данном случае	3	1
530	для читателя	1	1
531	и будем	1	1
532	реальной действительности	1	1
533	в особенности	3	1
534	него самого	1	1
535	в себя	2	1
536	и может	1	1
537	в собственных	1	1
538	здесь как	1	1
539	всех героев	1	1
540	чем у	1	1
541	является в	1	1
542	поэтому в	2	1
543	если бы	1	1
544	другом а	1	1
545	могла не	1	1
546	лицо его	2	1
547	и должно	1	1
548	мы могли	1	1
549	его художественной	1	1
550	характер этого	1	1
551	всех без	3	1
552	никак не	1	1
553	свое произведение	1	1
554	образом в	1	1
555	один голос	1	1
556	любви к	2	1
557	в значительной	2	1
558	должно было	1	1
559	связь между	1	1
560	а у	1	1
561	от них	1	1
562	двух героев	1	1
563	краткость и	1	1
564	во втором	4	1
565	ними в	2	1
566	во всей	1	1
567	и только	1	1
568	крайней мере	4	1
569	выше в	1	1
570	меня так	1	1
571	является подлинным	1	1
572	один из	2	1
573	но с	2	1
574	и дело	1	1
575	этот вопрос	1	1
576	не появляется	1	1
577	позиции как	1	1
578	еще и	3	1
579	вмещает в	1	1
580	у тебя	1	1
581	бы ни	1	1
582	в уста	1	1
583	с одной	2	1
584	есть ни	1	1
585	для всех	2	1
586	есть в	1	1
587	ним не	1	1
588	или даже	1	1
589	другой с	1	1
590	ибо он	1	1
591	ответ на	3	1
592	характерно что	1	1
593	себе в	1	1
594	ведь это	1	1
595	уклоняется от	1	1
596	не для	2	1
597	всех событий	1	1
598	случае не	1	1
599	отметить что	1	1
600	человек как	1	1
601	повесть о	2	1
602	или напротив	1	1
603	к той	1	1
604	мы оставляем	1	1
605	лишь один	1	1
606	на второй	1	1
607	занимает ту	1	1
608	он раскрывается	1	1
609	до сих	1	1
610	слове рассказчика	1	1
611	а именно	1	1
612	к которому	1	1
613	чем он	1	1
614	при всей	1	1
615	и между	1	1
616	к его	1	1
617	остаются вне	1	1
618	но о	1	1
619	резко отличается	1	1
620	же есть	1	1
621	и их	1	1
622	превращается в	1	1
623	их можно	1	1
624	ей не	1	1
625	был в	1	1
626	есть лишь	1	1
627	своей любви	1	1
628	о чем	4	1
629	его собственной	1	1
630	отразиться на	1	1
631	его глазах	1	1
632	или с	1	1
633	жизнь в	1	1
634	слов о	1	1
635	их с	1	1
636	о своих	2	1
637	и потому	2	1
638	в москве	1	1
639	в метель	1	1
640	требует от	1	1
641	из которых	1	1
642	на ивана	1	1
643	как если	1	1
644	в данном	4	1
645	лицом к	1	1
646	и ведет	1	1
647	и следует	2	1
648	но вы	1	1
649	художественного мира	1	1
650	это его	1	1
651	в первой	8	1
652	повесть на	1	1
653	оставляем в	1	1
654	нам еще	1	1
655	этом случае	1	1
656	художественное произведение	1	1
657	можно сказать	4	1
658	сих пор	1	1
659	о его	2	1
660	не видит	1	1
661	так ли	1	1
662	остается в	1	1
663	не два	1	1
664	под названием	1	1
665	служат лишь	1	1
666	и позволяет	1	1
667	не является	5	1
668	глубине души	1	1
669	отвечает на	1	1
670	в результате	5	1
671	между ними	1	1
672	в отдельных	1	1
673	мысль о	3	1
674	нечто смешное	1	1
675	пока лишь	1	1
676	в романе	2	1
677	даже так	1	1
678	своих героев	1	1
679	не должен	2	1
680	своей внутренней	1	1
681	уже давно	1	1
682	карамазов в	1	1
683	же в	2	1
684	к лицу	1	1
685	над собою	1	1
686	на фоне	1	1
687	здесь только	1	1
688	может и	1	1
689	в свою	5	1
690	это все	1	1
691	наконец не	1	1
692	выступают с	1	1
693	роли в	3	1
694	в свое	2	1
695	себе не	1	1
696	того или	1	1
697	и другие	1	1
698	в своих	1	1
699	все основные	1	1
700	который не	2	1
701	к этому	3	1
702	как на	1	1
