N	2gram	Vinokur_St_1	Literetu
117	и др	1	3
118	не было	4	3
119	да и	3	3
120	в культуре	1	3
121	жизни и	5	3
122	что в	30	3
123	а в	17	3
124	же и	4	3
125	во всяком	6	3
126	чтобы не	1	2
127	должно стать	1	2
128	того же	3	2
129	и то	5	2
130	самом деле	11	2
131	из его	1	2
132	должна быть	3	2
133	в сущности	2	2
134	на себя	1	2
135	из того	2	2
136	то это	3	2
137	во мне	1	2
138	и самого	1	2
139	как правило	2	2
140	а только	1	2
141	нет не	1	2
142	общего с	3	2
143	ю н	1	2
144	мысль в	1	2
145	или иную	1	2
146	только то	1	2
147	все эти	5	2
148	чуть ли	2	2
149	не оставляет	1	2
150	из этих	6	2
151	но без	1	2
152	во многих	3	2
153	как он	1	2
154	в нем	5	2
155	очищенный от	1	2
156	же это	3	2
157	этой книге	1	2
158	евгения онегина	5	2
159	нашего времени	1	2
160	для всей	1	2
161	поэзии и	1	2
162	было бы	17	2
163	пушкина в	24	2
164	по мысли	1	2
165	литературной и	2	2
166	для них	1	2
167	в слове	5	2
168	в москве	2	2
169	бы на	1	2
170	всякая иная	1	2
171	от своего	1	2
172	что такое	1	2
173	а как	2	2
174	всяком случае	6	2
175	с точки	8	2
176	мы в	1	2
177	от себя	1	2
178	что я	1	2
179	в россии	4	2
180	тем не	2	2
181	однако в	1	2
182	даже в	3	2
183	так называемого	1	2
184	именно так	1	2
185	вплоть до	5	2
186	дело не	4	2
187	и является	1	2
188	в сознании	2	2
189	как будто	4	2
190	этом отношении	7	2
191	xx века	1	2
192	могут быть	5	2
193	и вполне	3	2
194	к тому	1	2
195	должен быть	3	2
196	но при	1	2
197	говоря уже	1	2
198	литературного письма	1	2
199	читателя в	1	2
200	на том	1	2
201	или иной	1	2
202	в другом	3	2
203	о том	17	2
204	с одной	3	2
205	обращается к	1	2
206	не могло	1	2
207	между тем	3	2
208	во втором	4	2
209	и только	3	2
210	хотя бы	6	2
211	по этому	3	2
212	что не	3	2
213	ту или	1	2
214	что для	3	2
215	для него	6	2
216	себе в	1	2
217	а потому	2	2
218	тем что	5	2
219	одной стороны	2	2
220	за пределы	2	2
221	превращается в	2	2
222	не на	1	2
223	оказывается не	1	2
224	для понимания	1	2
225	текста как	1	2
226	можно было	13	2
227	писал в	1	2
228	не является	3	2
229	этого рода	1	2
230	которая в	1	2
231	тем более	4	2
232	в равной	2	2
233	не говоря	1	2
234	отношению к	3	2
235	по поводу	7	2
236	пушкинского творчества	1	1
237	как известно	1	1
238	если б	1	1
239	же как	3	1
240	мечты в	1	1
241	на самом	6	1
242	художественных произведений	1	1
243	идет о	2	1
244	показать что	1	1
245	представлял собой	1	1
246	на две	1	1
247	есть такое	1	1
248	и этот	1	1
249	ни были	2	1
250	и за	3	1
251	который в	1	1
252	по собственному	1	1
253	мы не	2	1
254	он заявляет	1	1
255	до него	1	1
256	так я	1	1
257	вопрос о	4	1
258	этом не	1	1
259	не была	2	1
260	художественного произведения	1	1
261	что должны	1	1
262	но даже	1	1
263	зависимости от	1	1
264	отступление от	1	1
265	это время	1	1
266	к литературным	1	1
267	он был	3	1
268	и мн	3	1
269	быть в	2	1
270	бы то	1	1
271	в чем	3	1
272	но как	1	1
273	и никто	1	1
274	всем его	1	1
275	в сторону	2	1
276	по тем	1	1
277	ответ на	3	1
278	отношение к	2	1
279	в наиболее	1	1
280	не просто	1	1
281	теперь не	1	1
282	что они	7	1
283	в настоящем	1	1
284	из таких	1	1
285	борисе годунове	2	1
286	писателя в	2	1
287	в одной	1	1
288	как к	3	1
289	перед нами	1	1
290	на человека	1	1
291	писал что	1	1
292	на какой	1	1
293	то в	3	1
294	еще на	1	1
295	себе как	1	1
296	в которой	4	1
297	а во-вторых	1	1
298	он в	1	1
299	в нашем	1	1
300	вы увидите	1	1
301	если мы	1	1
302	время чумы	2	1
303	право на	1	1
304	пушкина во	1	1
305	на то	4	1
306	за рамки	1	1
307	строгой и	1	1
308	по словам	4	1
309	задний план	3	1
310	в статье	7	1
311	он не	2	1
312	от которого	1	1
313	эту тему	4	1
314	него никто	1	1
315	свою собственную	2	1
316	едва ли	1	1
317	в начале	3	1
318	и вот	1	1
319	почти исключительно	1	1
320	у читателя	1	1
321	и более	2	1
322	в зависимости	1	1
323	чтобы в	1	1
324	у пушкина	8	1
325	в плане	1	1
326	какой бы	1	1
327	целого ряда	2	1
328	и по	5	1
329	но дело	1	1
330	особое положение	1	1
331	так например	7	1
332	ни был	1	1
333	не должно	1	1
334	но все	4	1
335	значительной степени	1	1
336	бы они	1	1
337	в одну	1	1
338	в каждом	3	1
339	то ни	1	1
340	а то	2	1
341	по пушкину	6	1
342	и с	3	1
343	бы быть	1	1
344	а по	1	1
345	материала и	2	1
346	это было	1	1
347	претензии на	1	1
348	его личности	1	1
349	в глазах	1	1
350	на полу	3	1
351	капитанской дочке	1	1
352	в них	1	1
353	и вы	1	1
354	соответствии с	1	1
355	в ее	4	1
356	мы имеем	2	1
357	с тем	1	1
358	всю жизнь	1	1
359	не всегда	2	1
360	и уже	2	1
361	иначе говоря	1	1
362	и некоторые	1	1
363	такой же	5	1
364	в один	1	1
365	который как	2	1
366	в борисе	2	1
367	со всей	1	1
368	перед собой	2	1
369	литература и	1	1
370	в этих	2	1
371	в г	3	1
372	места в	2	1
373	во второй	9	1
374	ссылки на	1	1
375	всегда возможны	1	1
376	представить себе	1	1
377	начале xix	1	1
378	это делает	1	1
379	в отношении	9	1
380	что от	2	1
381	этому пути	1	1
382	в неприкосновенности	1	1
383	то было	1	1
384	в которых	5	1
385	этого в	1	1
386	тот кто	1	1
387	одном из	1	1
388	для изучения	4	1
389	который всегда	1	1
390	по крайней	2	1
391	если бы	9	1
392	быть не	1	1
393	пользы для	1	1
394	вовсе не	19	1
395	этом от	1	1
396	если и	1	1
397	случае в	4	1
398	она не	2	1
399	как о	2	1
400	он говорил	1	1
401	татьяны в	1	1
402	не имеет	4	1
403	тогда когда	1	1
404	текста и	1	1
405	во время	3	1
406	на него	2	1
407	к изучению	1	1
408	литературным фактам	1	1
409	говорить о	2	1
410	для кого	1	1
411	о них	2	1
412	во всякой	1	1
413	но только	1	1
414	на котором	1	1
415	бы между	1	1
416	имеем дело	2	1
417	эпохи в	3	1
418	а во	3	1
419	и сальери	2	1
420	в наше	1	1
421	к концу	2	1
422	другой стороны	7	1
423	для нас	7	1
424	языка который	1	1
425	о нем	1	1
426	только с	2	1
427	уже и	1	1
428	и позволяет	1	1
429	в каком	3	1
430	в момент	1	1
431	уже о	5	1
432	данного произведения	1	1
433	указание на	1	1
434	отличается от	1	1
435	и другим	1	1
436	и говорит	1	1
437	что при	2	1
438	отказаться от	1	1
439	одним и	2	1
440	ничего общего	3	1
441	на вопрос	4	1
442	развитие русского	1	1
443	как мы	1	1
444	как ученый	1	1
445	с каким	1	1
446	и от	1	1
447	последнее время	1	1
448	россии в	1	1
449	так в	1	1
450	мысль о	1	1
451	с самого	1	1
452	и иные	2	1
453	моцарта и	1	1
454	или в	1	1
455	больше в	1	1
456	на путь	1	1
457	каждого из	2	1
458	не полно	1	1
459	мог бы	1	1
460	в диалог	1	1
461	равной мере	2	1
462	в эпоху	2	1
463	в третьем	1	1
464	мн др	3	1
465	никогда и	1	1
466	камня на	1	1
467	с текстом	1	1
468	имеет право	1	1
469	люди с	1	1
470	при котором	1	1
471	и что	4	1
472	очевидно что	1	1
473	его жизни	3	1
474	два стиха	1	1
475	текст по	1	1
476	можно сказать	1	1
477	и который	1	1
478	в пользу	2	1
479	на основе	1	1
480	к истине	1	1
481	все в	2	1
482	к нему	2	1
483	во всех	8	1
484	в полтаве	1	1
485	которых в	3	1
486	этому поводу	2	1
487	и во	2	1
488	и всякая	1	1
489	во всей	1	1
490	что же	6	1
491	крайней мере	2	1
492	и других	1	1
493	виде эта	1	1
494	мой взгляд	1	1
495	сверх того	1	1
496	более что	2	1
497	тот же	1	1
498	одной из	1	1
499	в какой	3	1
500	как я	1	1
501	положение в	1	1
502	гораздо более	4	1
503	ср у	1	1
504	согласно которой	1	1
505	наше время	1	1
506	бы ни	1	1
507	только при	1	1
508	на мой	1	1
509	со всеми	2	1
510	однако с	1	1
511	оказывается в	2	1
512	и у	2	1
513	в значении	1	1
514	в виде	3	1
515	свидетельствует о	2	1
516	он эту	1	1
517	кажется что	3	1
518	что будет	1	1
519	не так	1	1
520	самому и	1	1
521	это место	2	1
522	слова в	1	1
523	в котором	5	1
524	в одном	1	1
525	никто не	4	1
526	не для	2	1
527	слово как	1	1
528	так как	5	1
529	не о	1	1
530	отношении к	1	1
531	ставит себе	3	1
532	этого он	1	1
533	никем не	2	1
534	бы это	2	1
535	о каком	1	1
536	никого не	1	1
537	из двух	3	1
538	нужно было	2	1
539	что и	6	1
540	до сих	7	1
541	именно в	6	1
542	с той	1	1
543	чем он	1	1
544	на чем	1	1
545	а с	3	1
546	традиций и	1	1
547	мира это	1	1
548	в некоторых	1	1
549	в соответствии	1	1
550	на основании	1	1
551	а на	3	1
552	до конца	1	1
553	более того	1	1
554	однако и	2	1
555	впрочем в	1	1
556	если не	2	1
557	для этой	1	1
558	него в	1	1
559	ни на	2	1
560	по праву	1	1
561	текста в	5	1
562	многих случаях	2	1
563	к своему	1	1
564	и читатели	1	1
565	целом ряде	1	1
566	это были	1	1
567	в той	6	1
568	и на	1	1
569	пример в	1	1
570	на эту	4	1
571	ему по	1	1
572	впрочем это	1	1
573	в первой	12	1
574	по существу	2	1
575	сам не	1	1
576	онегин и	1	1
577	в это	1	1
578	как например	1	1
579	и о	1	1
580	той мере	1	1
581	сих пор	7	1
582	рифмы в	1	1
583	такова же	1	1
584	при условии	1	1
585	лучшем случае	1	1
586	ему кажется	1	1
587	между прочим	2	1
588	этом и	1	1
589	естественно не	1	1
590	но для	2	1
591	можно назвать	2	1
592	другом месте	2	1
593	и ему	1	1
594	из которых	1	1
595	но такой	1	1
596	при таком	2	1
597	потому не	1	1
598	тексты всех	1	1
599	не подлежит	1	1
600	основе этой	1	1
601	и самому	1	1
602	в отдельных	1	1
603	себя самого	1	1
604	и все	2	1
605	это может	1	1
606	у них	1	1
607	пушкиным в	1	1
608	но зато	1	1
609	только поэзия	1	1
610	могли быть	1	1
611	в стихах	1	1
612	целый ряд	2	1
613	в лучшем	1	1
614	с ней	1	1
615	не знает	2	1
616	сказать что	7	1
617	состоит из	1	1
618	в капитанской	1	1
619	была бы	5	1
620	от всех	1	1
621	совершенно не	5	1
622	в иной	1	1
623	языка на	1	1
624	из этого	1	1
625	время не	1	1
626	слиться в	1	1
627	но эти	1	1
628	в роли	1	1
629	вместе с	1	1
630	он лишь	1	1
631	к этому	1	1
632	том числе	2	1
633	они не	1	1
