N	2gram	Bakhtin_Fr_6	slovoVRo
152	этом отношении	3	3
153	в ней	4	3
154	а также	5	3
155	языке как	1	3
156	к нему	3	3
157	между тем	2	3
158	что и	1	3
159	всех его	4	3
160	не исчерпывает	1	3
161	или даже	1	3
162	с различными	1	3
163	у него	7	3
164	отметить что	2	3
165	рядом с	5	3
166	в особенности	7	3
167	связан с	1	3
168	здесь в	9	3
169	в некоторых	1	3
170	связано с	3	3
171	материал в	1	3
172	прямо сказать	2	3
173	и там	1	3
174	и от	4	3
175	но это	3	3
176	и часто	2	3
177	что в	7	3
178	из себя	1	3
179	сказать что	6	3
180	героя в	1	3
181	одним из	4	2
182	также и	6	2
183	в сфере	1	2
184	xvii века	2	2
185	это и	2	2
186	ведь и	2	2
187	оно было	1	2
188	с таким	1	2
189	мы уже	18	2
190	и само	2	2
191	мы не	2	2
192	только изображает	1	2
193	конечно и	4	2
194	имеет дело	1	2
195	подчеркнуть что	5	2
196	всех сторон	1	2
197	языка этот	1	2
198	на них	1	2
199	далее в	1	2
200	не был	2	2
201	его так	2	2
202	одним словом	1	2
203	менее всего	1	2
204	в новом	2	2
205	из важнейших	1	2
206	и речи	1	2
207	за пределы	2	2
208	с этим	3	2
209	и различные	2	2
210	кроме того	9	2
211	хотя и	2	2
212	бы только	1	2
213	более или	1	2
214	в нашем	1	2
215	романа но	1	2
216	жестов и	1	2
217	в себе	5	2
218	роль в	4	2
219	как он	2	2
220	на его	2	2
221	как всякий	1	2
222	он не	2	2
223	в xvii	2	2
224	борьбу с	2	2
225	кажется нам	1	2
226	из него	1	2
227	людей и	3	2
228	значение в	2	2
229	конечно в	2	2
230	мировой литературе	1	2
231	зрения на	1	2
232	здесь это	1	2
233	социальных групп	1	2
234	далеко не	1	2
235	очень легко	1	2
236	мы видели	2	2
237	чем в	1	2
238	и прямо	1	2
239	или менее	1	2
240	и другие	2	2
241	несколько слов	2	2
242	в их	1	2
243	мы сказали	1	2
244	роман на	1	2
245	но эта	2	2
246	но он	5	2
247	слов о	1	2
248	даже в	4	2
249	в историческом	1	2
250	тогда когда	2	2
251	дело в	1	2
252	того как	1	2
253	которого он	1	2
254	того чтобы	4	2
255	в одном	5	2
256	с одним	1	2
257	входят в	1	2
258	в области	2	2
259	в мировой	1	2
260	и другим	1	2
261	значение как	1	2
262	должен быть	2	2
263	оно может	1	2
264	говорит и	1	2
265	и образ	4	2
266	в себя	1	2
267	в дальнейшем	2	2
268	в другом	4	2
269	те же	3	2
270	особенно в	1	2
271	о нем	1	2
272	и здесь	1	2
273	на него	1	2
274	о том	9	2
275	и т.п	19	2
276	или на	1	2
277	влияние на	1	2
278	в различных	1	2
279	в форме	2	2
280	еще более	2	2
281	нем и	1	2
282	что он	6	2
283	мы увидим	3	2
284	почти все	1	2
285	это очень	1	2
286	именно на	4	2
287	со всеми	2	2
288	где они	2	2
289	уже в	4	2
290	на протяжении	1	2
291	для того	1	2
292	то что	10	2
293	не было	1	2
294	до сих	3	2
295	именно в	4	2
296	а именно	2	2
297	действующих лиц	1	2
298	и между	1	2
299	но лишь	1	2
300	которых мы	2	2
301	более того	4	2
302	его как	1	2
303	как о	2	2
304	и слово	1	2
305	в связи	1	2
306	во франции	5	2
307	но оно	3	2
308	вместе с	6	2
309	и особенно	3	2
310	здесь уже	1	2
311	самый этот	1	2
312	в данном	3	2
313	исторических и	1	2
314	и нет	1	2
315	сих пор	3	2
316	известной степени	1	2
317	всем этим	1	2
318	или в	6	2
319	в результате	4	2
320	в языке	1	2
321	все они	2	2
322	в новых	1	2
323	только с	3	2
324	есть от	1	2
325	не знает	1	2
326	лишь тогда	1	2
327	к его	1	2
328	многообразнейшие формы	1	2
329	все что	4	2
330	они не	3	2
331	и шире	1	1
332	как известно	2	1
333	от этой	1	1
334	категорий и	1	1
335	наших дней	1	1
336	того же	4	1
337	не остается	3	1
338	он может	1	1
339	в средние	4	1
340	между двумя	1	1
341	мы говорим	1	1
342	из самых	2	1
343	его же	1	1
344	мировоззрения и	1	1
345	и до	7	1
346	и литературы	1	1
347	встречается и	1	1
348	со всех	1	1
349	характер его	1	1
350	правильного понимания	1	1
351	и о	1	1
352	что уже	1	1
353	гуманитарных наук	1	1
354	нам в	1	1
355	место в	1	1
356	он как	1	1
357	момент необходимый	1	1
358	эпохи в	1	1
359	на тему	1	1
360	в самих	1	1
361	и заставляет	1	1
362	в xiv	3	1
363	и говорить	1	1
364	момент в	1	1
365	литературы и	2	1
366	таких же	1	1
367	между собой	1	1
368	он сам	3	1
369	первый план	3	1
370	людей в	3	1
371	в широком	1	1
372	что его	1	1
373	весь характер	1	1
374	но конечно	2	1
375	различия между	1	1
376	друг к	1	1
377	для жизни	1	1
378	важная особенность	1	1
379	видели что	1	1
380	то он	2	1
381	к ним	1	1
382	остаются в	1	1
383	связанного с	1	1
384	не просто	1	1
385	и рыцарский	1	1
386	необходимый для	1	1
387	чем же	1	1
388	характер и	2	1
389	материалом для	1	1
390	в одной	3	1
391	и выражения	1	1
392	и превращается	1	1
393	в самом	10	1
394	та же	4	1
395	др эти	2	1
396	в целом	1	1
397	он в	2	1
398	и самый	3	1
399	в этой	8	1
400	рассказ о	1	1
401	и те	2	1
402	ее как	1	1
403	если он	1	1
404	этот процесс	1	1
405	по самому	1	1
406	говорили в	1	1
407	в корне	2	1
408	широком смысле	1	1
409	и сам	3	1
410	характер в	3	1
411	и по	1	1
412	интерес в	1	1
413	с собой	1	1
414	в каждом	1	1
415	значения они	1	1
416	через все	2	1
417	разложение и	1	1
418	нем есть	1	1
419	об этом	1	1
420	к другу	1	1
421	на все	3	1
422	глубокий и	1	1
423	это было	2	1
424	для нее	1	1
425	очень существенных	1	1
426	поэтому они	1	1
427	то все	1	1
428	должен был	1	1
429	и тем	1	1
430	здесь нет	1	1
431	особое отношение	1	1
432	мог бы	1	1
433	но уже	2	1
434	он является	2	1
435	на основании	1	1
436	этой борьбы	1	1
437	несмотря на	1	1
438	рода и	1	1
439	здесь конечно	1	1
440	одного и	2	1
441	сосредоточиться на	1	1
442	на первый	3	1
443	в эту	2	1
444	довлеет себе	1	1
445	в своей	2	1
446	сознания но	1	1
447	для развития	1	1
448	мысли и	1	1
449	от его	1	1
450	своем собственном	1	1
451	своему существу	1	1
452	речевой жизни	1	1
453	моментов но	1	1
454	место занимает	1	1
455	вариация часто	1	1
456	через посредство	1	1
457	своего времени	2	1
458	есть именно	2	1
459	как от	1	1
460	уже сказали	3	1
461	вещей и	1	1
462	в таких	2	1
463	до известной	1	1
464	здесь лишь	1	1
465	и падения	1	1
466	здесь например	1	1
467	связанная с	1	1
468	и снова	1	1
469	нельзя даже	1	1
470	их значение	1	1
471	значение этого	1	1
472	для всего	2	1
473	ничего не	1	1
474	дальнейшего развития	1	1
475	самому своему	1	1
476	нам важно	1	1
477	эти три	1	1
478	из существенных	1	1
479	голым и	2	1
480	поэтому такая	1	1
481	наконец несколько	1	1
482	они лишены	1	1
483	в образах	9	1
484	от их	1	1
485	к себе	2	1
486	в духе	3	1
487	во все	1	1
488	если же	1	1
489	его понимании	1	1
490	и смертью	1	1
491	языках и	1	1
492	и отдельных	1	1
493	которые его	1	1
494	и разрешить	1	1
495	подходят к	1	1
496	быть конечно	1	1
497	с образом	2	1
498	значение это	1	1
499	и это	1	1
500	как они	2	1
501	существенное значение	3	1
502	как один	3	1
503	всего этого	1	1
504	сочетается с	1	1
505	перевода в	1	1
506	нет никакой	1	1
507	и этим	2	1
508	этот роман	2	1
509	и образа	1	1
510	дано в	1	1
511	и другими	1	1
512	еще в	5	1
513	во второй	1	1
514	в последней	2	1
515	основная особенность	1	1
516	поэтому в	1	1
517	даны в	1	1
518	это как	1	1
519	историческом аспекте	1	1
520	одно из	1	1
521	нас и	1	1
522	путем перевода	2	1
523	не на	2	1
524	образом в	2	1
525	входит и	1	1
526	не оказывать	1	1
527	все событие	1	1
528	никак не	3	1
529	и что	5	1
530	романа мы	1	1
531	можно сказать	1	1
532	нас в	1	1
533	сплетаются здесь	1	1
534	нем не	1	1
535	тем как	1	1
536	этот последний	1	1
537	века и	1	1
538	в ту	1	1
539	здесь выступает	1	1
540	наук и	1	1
541	и об	1	1
542	в лучшем	1	1
543	бытовые и	2	1
544	в самый	1	1
545	того что	3	1
546	как тема	1	1
547	всякого рода	1	1
548	образы людей	1	1
549	важное значение	1	1
550	одной из	3	1
551	целом ряде	1	1
552	уже говорили	11	1
553	до нас	5	1
554	грамматике где	1	1
555	между этими	1	1
556	говорит только	1	1
557	их не	1	1
558	здесь с	1	1
559	характерной для	1	1
560	между пределами	1	1
561	говорить об	1	1
562	только чисто	1	1
563	значение и	1	1
564	до появления	1	1
565	был конечно	1	1
566	него и	1	1
567	к слову	1	1
568	но самое	1	1
569	рано или	1	1
570	оно всегда	1	1
571	xvii веке	2	1
572	и обратно	1	1
573	характерно что	2	1
574	мир в	1	1
575	в пространстве	1	1
576	в конце	2	1
577	мы можем	1	1
578	разнородным и	1	1
579	как раз	2	1
580	тем что	5	1
581	были достаточно	1	1
582	речью в	1	1
583	в других	1	1
584	и динамический	1	1
585	чувствует себя	1	1
586	или поздно	1	1
587	не были	3	1
588	себе представить	1	1
589	для правильного	1	1
590	романа рабле	1	1
591	как у	3	1
592	и самая	2	1
593	или меньшей	3	1
594	характерно для	1	1
595	случаев в	1	1
596	мы еще	2	1
597	этой роли	2	1
598	что не	3	1
599	об особой	1	1
600	говорит о	1	1
601	до xix	1	1
602	притом не	1	1
603	к сожалению	1	1
604	превращается в	2	1
605	нужно сказать	2	1
606	а на	2	1
607	и внешний	1	1
608	с большей	1	1
609	другой стороны	2	1
610	все время	4	1
611	когда она	1	1
612	или с	2	1
613	более глубокое	1	1
614	мира в	2	1
615	для этой	1	1
616	который стал	1	1
617	влияние и	2	1
618	мы находим	2	1
619	в частности	2	1
620	все то	5	1
621	как луна	1	1
622	о себе	1	1
623	языки на	1	1
624	общие для	1	1
625	только его	2	1
626	с общей	1	1
627	и высоким	1	1
628	эпох и	1	1
629	влияния на	2	1
630	он говорит	1	1
631	если они	1	1
632	всех других	1	1
633	аспекте в	2	1
634	с миром	3	1
635	в литературе	5	1
636	да и	1	1
637	хотя он	2	1
638	для понимания	1	1
639	большей или	4	1
640	внешний характер	1	1
641	мира с	1	1
642	поэтому когда	1	1
643	этого слова	1	1
644	не касается	1	1
645	в условиях	1	1
646	только для	1	1
647	различных социальных	1	1
648	мира у	1	1
649	себе все	1	1
650	и крепкого	1	1
651	и борьба	1	1
652	не является	1	1
653	и времени	1	1
654	тем и	1	1
655	существенный признак	1	1
656	себя самого	1	1
657	из различных	1	1
658	это так	1	1
659	разной степени	1	1
660	и косвенное	2	1
661	на языке	3	1
662	этим он	1	1
663	в системе	1	1
664	нисколько не	1	1
665	здесь только	3	1
666	лучшем случае	1	1
667	разобранные нами	1	1
668	средние века	4	1
669	они были	3	1
670	но этот	1	1
671	в отдельности	1	1
672	в кругу	2	1
673	расширения и	1	1
674	на свет	1	1
675	особая концепция	1	1
676	пространстве и	1	1
