N	2gram	Vinokur_St_1	Istorich
253	еще одну	1	2
254	а то	2	2
255	себе в	1	2
256	всяком случае	6	2
257	в одном	1	2
258	так может	1	2
259	никто не	4	2
260	и даже	5	2
261	даже не	4	2
262	есть только	2	2
263	и др	1	2
264	не было	4	2
265	одной стороны	2	2
266	говорит я	1	2
267	здесь дело	2	2
268	всю жизнь	1	2
269	именно так	1	2
270	не видит	1	2
271	уже давно	1	2
272	нет никаких	2	2
273	можно утверждать	1	2
274	и потому	2	2
275	в тех	3	2
276	да и	3	2
277	в малой	1	2
278	можно сказать	1	2
279	указать на	1	2
280	если не	2	2
281	что там	2	2
282	то не	2	2
283	еще более	4	2
284	совершенно не	5	2
285	отношению к	3	2
286	материал по	1	2
287	жизни и	5	2
288	точно так	1	2
289	во всяком	6	2
290	она была	1	1
291	также и	9	1
292	есть очень	1	1
293	самом деле	11	1
294	них нельзя	1	1
295	показаться что	1	1
296	по моему	1	1
297	ясно что	10	1
298	не хочет	2	1
299	и до	1	1
300	этого он	1	1
301	кости и	1	1
302	и этот	1	1
303	и за	3	1
304	очень широко	1	1
305	лет и	1	1
306	и была	1	1
307	мы не	2	1
308	бы что	2	1
309	на эти	7	1
310	и другая	1	1
311	один пример	1	1
312	на них	1	1
313	между собой	1	1
314	внимание и	1	1
315	быть в	2	1
316	столь же	4	1
317	что его	1	1
318	мысль что	1	1
319	но как	1	1
320	со всеми	2	1
321	дает их	1	1
322	к ним	1	1
323	ответ на	3	1
324	в новом	4	1
325	иногда и	2	1
326	не просто	1	1
327	нет и	1	1
328	уходит от	1	1
329	только путем	1	1
330	то обстоятельство	2	1
331	к сожалению	3	1
332	как говорит	1	1
333	более чем	2	1
334	общего с	3	1
335	что как	2	1
336	такова же	1	1
337	это был	1	1
338	перед нами	1	1
339	кроме того	1	1
340	не очень	1	1
341	еще на	1	1
342	что это	4	1
343	он в	1	1
344	бы не	2	1
345	что так	3	1
346	право на	1	1
347	е с	3	1
348	бы только	1	1
349	и кто	1	1
350	друг от	1	1
351	и те	2	1
352	на то	4	1
353	доказывать что	2	1
354	вообще не	2	1
355	исходит из	1	1
356	больше всего	1	1
357	большой и	1	1
358	должна быть	3	1
359	видеть в	1	1
360	в первую	2	1
361	действительно есть	1	1
362	свою собственную	2	1
363	них нет	1	1
364	не как	1	1
365	в корне	1	1
366	том чтобы	1	1
367	и по	5	1
368	так например	7	1
369	все с	1	1
370	и наоборот	1	1
371	этих случаев	1	1
372	могла бы	1	1
373	об этом	3	1
374	бы быть	1	1
375	где оно	1	1
376	а как	2	1
377	входит в	1	1
378	заключается в	4	1
379	в и	130	1
380	бы теперь	1	1
381	но их	1	1
382	и тем	3	1
383	вопрос и	1	1
384	одной из	1	1
385	по всему	1	1
386	только одно	1	1
387	ни одной	2	1
388	соответствии с	1	1
389	которой он	1	1
390	чем в	3	1
391	очень важный	1	1
392	перед собой	2	1
393	с подобного	1	1
394	но если	4	1
395	в своей	6	1
396	что такое	1	1
397	этого места	1	1
398	в такой	2	1
399	с точки	8	1
400	своего рода	3	1
401	мы теперь	1	1
402	которые в	2	1
403	каждое из	1	1
404	разные формы	1	1
405	надо сказать	2	1
406	что этот	2	1
407	как можно	2	1
408	на востоке	1	1
409	по себе	1	1
410	же мы	1	1
411	и очень	4	1
412	случае их	1	1
413	вплоть до	5	1
414	в таких	1	1
415	реже и	1	1
416	себе целью	3	1
417	из нас	1	1
418	с просьбами	1	1
419	меня не	2	1
420	того как	1	1
421	в плане	1	1
422	мертвыми телами	1	1
423	ну вот	1	1
424	историческое явление	1	1
425	и ворота	1	1
426	считает что	1	1
427	о них	2	1
428	казалось бы	1	1
429	не имели	2	1
430	правда в	1	1
431	в разных	1	1
432	больше чем	2	1
433	это то	1	1
434	имеем дело	2	1
435	смысле как	1	1
436	впрочем в	1	1
437	очень мало	3	1
438	где уже	1	1
439	стола и	2	1
440	как я	1	1
441	е не	1	1
442	только с	2	1
443	так то	1	1
444	в каком	3	1
445	обстоятельство что	3	1
446	такой особой	1	1
447	начиная с	2	1
448	но там	1	1
449	такие случаи	2	1
450	нет ни	2	1
451	и другой	1	1
452	отличается от	1	1
453	с полной	1	1
454	и другим	1	1
455	верст и	1	1
456	за что	4	1
457	всего что	1	1
458	эта голова	1	1
459	в одну	1	1
460	что при	2	1
461	ничего общего	3	1
462	тем и	1	1
463	от друга	1	1
464	на нем	1	1
465	в ее	4	1
466	к нам	1	1
467	образом этот	1	1
468	и этим	1	1
469	только то	1	1
470	на той	1	1
471	с самого	1	1
472	и сам	2	1
473	он так	1	1
474	можно было	13	1
475	это можно	3	1
476	это вовсе	2	1
477	каждого из	2	1
478	отсюда и	1	1
479	во второй	9	1
480	является в	1	1
481	которой можно	2	1
482	но иногда	1	1
483	для этого	2	1
484	нечто цельное	1	1
485	там в	1	1
486	также имеют	1	1
487	и та	1	1
488	при котором	1	1
489	с другим	1	1
490	почему же	1	1
491	времени в	1	1
492	не считаясь	1	1
493	явление в	1	1
494	известна и	1	1
495	именно такое	2	1
496	и только	3	1
497	том значении	1	1
498	кто в	1	1
499	что бы	1	1
500	здесь в	1	1
501	также в	2	1
502	находим и	2	1
503	говорит в	2	1
504	еще несколько	1	1
505	указывает что	1	1
506	и дает	1	1
507	только у	2	1
508	и дело	1	1
509	тот же	1	1
510	хотя бы	6	1
511	пор не	1	1
512	как нечто	1	1
513	ему и	1	1
514	только частный	1	1
515	который в	1	1
516	ссылкой на	1	1
517	по этому	3	1
518	чтобы найти	1	1
519	именно на	1	1
520	конечно не	2	1
521	гл ii	2	1
522	уже в	2	1
523	всем его	1	1
524	чтобы он	1	1
525	не знать	1	1
526	в начале	3	1
527	каким образом	1	1
528	и обратно	1	1
529	д как	1	1
530	он имеет	1	1
531	одно из	2	1
532	и их	2	1
533	тогда он	1	1
534	могло бы	2	1
535	это место	2	1
536	мы находим	4	1
537	сами по	1	1
538	объяснения в	1	1
539	случае не	2	1
540	уже и	1	1
541	ставит себе	3	1
542	от того	1	1
543	бы это	2	1
544	были бы	1	1
545	так не	1	1
546	или иначе	2	1
547	не один	1	1
548	и тех	1	1
549	несколько примеров	5	1
550	случаев в	1	1
551	такое же	1	1
552	чтобы я	1	1
553	или о	1	1
554	говорит о	3	1
555	обратить внимание	1	1
556	однако в	1	1
557	в соответствии	1	1
558	них и	1	1
559	чтобы убедиться	1	1
560	а на	3	1
561	на этот	3	1
562	которых мы	1	1
563	не означает	1	1
564	языка не	2	1
565	также с	1	1
566	вопрос можно	1	1
567	подобного рода	1	1
568	о чем	1	1
569	его собственной	2	1
570	на эту	4	1
571	что мы	5	1
572	не при	5	1
573	для этой	1	1
574	из каких	1	1
575	в руках	1	1
576	сколько бы	1	1
577	д в	1	1
578	этой работы	2	1
579	а при	1	1
580	многих случаях	2	1
581	к своему	1	1
582	случаях в	1	1
583	обратил внимание	1	1
584	это были	1	1
585	так или	2	1
586	было написано	1	1
587	положении как	1	1
588	смысле этого	2	1
589	этому не	1	1
590	его работе	1	1
591	как бы	4	1
592	которые по	1	1
593	и всей	1	1
594	не заметил	1	1
595	сам не	1	1
596	том смысле	2	1
597	что же	6	1
598	этого слова	2	1
599	эти вопросы	3	1
600	с этой	3	1
601	все это	5	1
602	в один	1	1
603	но для	2	1
604	чем та	1	1
605	б в	1	1
606	к вопросу	1	1
607	случаях когда	1	1
608	которые приведены	1	1
609	при таком	2	1
610	не существует	3	1
611	видно из	1	1
612	та и	1	1
613	которая в	1	1
614	обращается к	1	1
615	на которой	2	1
616	это может	1	1
617	или нет	1	1
618	разве только	1	1
619	на более	1	1
620	могли быть	1	1
621	ценным историческим	1	1
622	не знает	2	1
623	состоит из	1	1
624	была бы	5	1
625	для каждой	1	1
626	от всех	1	1
627	их с	1	1
628	в иной	1	1
629	это и	4	1
630	из этого	1	1
631	те члены	1	1
632	но эти	1	1
633	но еще	1	1
634	это в	4	1
635	бы думать	1	1
636	как на	1	1
637	в таком	3	1
638	том числе	2	1
