N	2gram	Losev_Vlad_1	VrazhdaK
356	но мы	2	1
357	то время	2	1
358	же сильно	1	1
359	роль в	1	1
360	от ноября	1	1
361	веру в	1	1
362	на страницах	1	1
363	и сам	6	1
364	способности к	1	1
365	человека он	1	1
366	так и	6	1
367	не с	1	1
368	ясно что	2	1
369	было в	1	1
370	так называемую	1	1
371	не переставал	1	1
372	еще в	4	1
373	во второй	1	1
374	и юный	1	1
375	но у	1	1
376	жизнь и	3	1
377	и вообще	4	1
378	год в	1	1
379	во всяком	2	1
380	увидел что	1	1
381	второй половине	1	1
382	его жизни	6	1
383	не стоит	1	1
384	н трубецкой	1	1
385	нас в	1	1
386	затем в	1	1
387	это была	3	1
388	между нами	1	1
389	июня года	4	1
390	к нему	4	1
391	и сильно	1	1
392	и несомненно	1	1
393	во всех	1	1
394	от них	1	1
395	из своего	3	1
396	во всей	1	1
397	любил и	1	1
398	в марте	1	1
399	в другой	1	1
400	в июле	1	1
401	и можно	2	1
402	все в	1	1
403	не знаю	1	1
404	человека как	3	1
405	если это	1	1
406	верил в	1	1
407	навсегда и	1	1
408	в литературе	1	1
409	я ее	1	1
410	тех пор	1	1
411	м стасюлевичу	2	1
412	этом смысле	4	1
413	один из	4	1
414	но с	1	1
415	сразу же	1	1
416	оказалось что	1	1
417	он стал	2	1
418	за исключением	1	1
419	которым он	1	1
420	ли он	1	1
421	и учиться	1	1
422	во всем	4	1
423	уже марта	1	1
424	то он	6	1
425	он уже	4	1
426	в декабре	1	1
427	это же	1	1
428	в качестве	6	1
429	себя в	4	1
430	первое заграничное	1	1
431	лет от	1	1
432	целого ряда	1	1
433	хотя в	1	1
434	а это	2	1
435	сочувствие к	1	1
436	высоко ценил	2	1
437	этот раз	4	1
438	что для	4	1
439	ни с	4	1
440	говорит о	1	1
441	из россии	1	1
442	пока не	1	1
443	в известной	1	1
444	в одном	1	1
445	друг друга	1	1
446	и никогда	2	1
447	их всех	1	1
448	не просто	1	1
449	от того	1	1
450	в молодости	1	1
451	в особенности	4	1
452	гораздо больше	1	1
453	его братом	1	1
454	и речи	3	1
455	в сентябре	1	1
456	и из	3	1
457	с другой	3	1
458	именно в	1	1
459	что тот	1	1
460	возвращается в	1	1
461	тогда же	2	1
462	воспоминания о	1	1
463	прежде всего	1	1
464	россию его	1	1
465	в стиле	1	1
466	на этот	6	1
467	до конца	1	1
468	и считает	1	1
469	вестника европы	1	1
470	его слишком	1	1
471	с н	2	1
472	о молодом	1	1
473	говорил и	2	1
474	с помощью	1	1
475	в частности	2	1
476	уверенности что	1	1
477	была ему	2	1
478	него в	2	1
479	время с	1	1
480	с первого	2	1
481	д в	1	1
482	и гораздо	1	1
483	из которых	1	1
484	без труда	1	1
485	не знал	1	1
486	написать вам	1	1
487	что за	1	1
488	к в	1	1
489	в ответ	2	1
490	по которой	1	1
491	того что	2	1
492	был в	3	1
493	сентябре года	1	1
494	я с	1	1
495	н и	3	1
496	указанием на	1	1
497	в свое	5	1
498	в основном	1	1
499	оба они	2	1
500	между прочим	11	1
501	не любил	1	1
502	под влиянием	3	1
503	близкий к	1	1
504	которых он	2	1
505	и от	5	1
506	но на	3	1
507	котором он	1	1
508	это можно	3	1
509	я всегда	1	1
510	о котором	2	1
511	человек и	1	1
512	хотя и	4	1
513	и перед	1	1
514	к михайловского	2	1
515	бы в	1	1
516	у которого	1	1
517	конце концов	3	1
518	но зато	2	1
519	года а	1	1
520	только что	2	1
521	уже давно	1	1
522	но вот	1	1
523	отношении к	1	1
524	но нас	1	1
525	о своем	1	1
526	марте года	1	1
527	другой стороны	3	1
528	из этого	2	1
529	же письме	2	1
530	он выехал	2	1
531	жизни и	5	1
532	от роду	1	1
533	к этой	2	1
534	у людей	1	1
535	молодой человек	2	1
536	как на	2	1
537	в таком	1	1
538	все что	2	1
539	он часто	1	1
