N	2gram	Propp_Isto_4	VelikijI
323	к ее	1	1
324	связь с	12	1
325	что на	2	1
326	в образах	1	1
327	да это	1	1
328	другой стороны	4	1
329	борются в	1	1
330	но все	5	1
331	есть и	2	1
332	к этому	5	1
333	его с	2	1
334	всем мире	1	1
335	и другие	3	1
336	в своих	1	1
337	это в	1	1
338	в желании	1	1
339	им и	1	1
340	она не	3	1
341	о превращении	1	1
342	в роли	2	1
343	они не	1	1
