N	2gram	Bakhtin_sl_2	Literetu
410	на этой	1	1
411	именно там	1	1
412	он осветит	1	1
413	определенным образом	1	1
414	но мы	2	1
415	миф в	1	1
416	и тематически	2	1
417	лишь при	2	1
418	в значительной	6	1
419	нас в	1	1
420	а во	1	1
421	материал для	2	1
422	в толпе	2	1
423	людей в	1	1
424	когда оно	1	1
425	нуждается в	2	1
426	ним и	2	1
427	в бытовой	3	1
428	способность к	1	1
429	в художественной	1	1
430	также в	1	1
431	и иных	4	1
432	человека как	1	1
433	который стал	1	1
434	и она	1	1
435	вообще в	1	1
436	и мир	4	1
437	самих себя	1	1
438	в литературе	1	1
439	к нему	3	1
440	творческого процесса	1	1
441	творцов и	2	1
442	в двух	1	1
443	среди других	1	1
444	одной из	1	1
445	и действительно	1	1
446	в обществе	1	1
447	борьбы и	1	1
448	xix и	1	1
449	поэтому для	1	1
450	именно на	2	1
451	от автора	1	1
452	для всех	4	1
453	своей и	1	1
454	оно в	1	1
455	на протяжении	2	1
456	за счет	1	1
457	определенности в	1	1
458	или даже	3	1
459	и других	4	1
460	и их	5	1
461	с различными	3	1
462	классические примеры	1	1
463	слово как	7	1
464	так как	4	1
465	друг друга	1	1
466	у него	3	1
467	случае не	1	1
468	связано с	3	1
469	нашего восприятия	1	1
470	автор и	1	1
471	в каждом	1	1
472	превращается в	1	1
473	силы для	1	1
474	момент в	1	1
475	только на	1	1
476	не были	1	1
477	даже не	1	1
478	влияние на	2	1
479	в общественном	1	1
480	есть не	1	1
481	своего художественного	1	1
482	отход от	1	1
483	сознания для	2	1
484	смысла и	3	1
485	не было	2	1
486	не на	1	1
487	в свете	3	1
488	и взаимоотношение	1	1
489	исключает и	1	1
490	в связи	2	1
491	почву для	1	1
492	на фоне	4	1
493	поэтому даже	1	1
494	рода и	1	1
495	со словом	5	1
496	нет ни	1	1
497	к своему	9	1
498	конечно не	5	1
499	целом ряде	1	1
500	не зная	1	1
501	этого типа	1	1
502	в той	4	1
503	этом его	1	1
504	образ такого	1	1
505	и там	3	1
506	мира с	1	1
507	в контексте	3	1
508	слово для	3	1
509	все это	16	1
510	этом и	1	1
511	говорят и	1	1
512	слова с	4	1
513	и более	2	1
514	и самостоятельное	1	1
515	роман или	1	1
516	человек и	14	1
517	себя самого	1	1
518	для нас	5	1
519	или менее	2	1
520	и все	5	1
521	в этих	7	1
522	еще более	2	1
523	из существеннейших	2	1
524	хотя бы	3	1
525	все остальные	1	1
526	сказал в	1	1
527	отношении к	4	1
528	нисколько не	1	1
529	может и	2	1
530	есть от	2	1
531	которая на	1	1
532	героя и	5	1
533	сказать что	3	1
534	к его	2	1
535	всех других	1	1
536	из романа	2	1
537	в таком	4	1
538	нечто уже	1	1
539	они не	2	1
540	которая не	1	1
