N	2gram	Nazirov_Tv_2	Formalny
125	и на	5	3
126	в сюжете	1	3
127	если в	1	3
128	чем же	1	3
129	однако не	1	3
130	хотя и	4	3
131	и как	1	3
132	что это	1	3
133	в целом	6	3
134	из этих	1	3
135	но ведь	2	3
136	роль в	2	3
137	так сказать	2	3
138	смысла в	1	3
139	главным образом	1	3
140	его в	3	3
141	в художественную	1	3
142	в ином	1	3
143	для них	1	3
144	такой же	2	3
145	место в	3	3
146	она ни	1	3
147	а лишь	1	3
148	не является	3	3
149	в области	1	3
150	его с	1	3
151	не есть	1	3
152	своего развития	1	3
153	так в	2	3
154	особенно в	2	3
155	и здесь	1	3
156	одного из	1	3
157	менее всего	1	3
158	мы знаем	1	3
159	и их	1	3
160	с другой	2	3
161	а о	1	3
162	и прежде	1	3
163	и др	3	3
164	не то	1	3
165	том смысле	1	3
166	все это	6	3
167	сюжета и	2	3
168	была бы	1	3
169	вряд ли	1	2
170	можно говорить	1	2
171	относится и	2	2
172	в такой	2	2
173	едва ли	2	2
174	не была	1	2
175	он был	1	2
176	столь же	1	2
177	но не	5	2
178	но как	1	2
179	а только	1	2
180	отношение к	1	2
181	отличие от	2	2
182	стал бы	1	2
183	этот прием	1	2
184	в одной	3	2
185	перед нами	1	2
186	то в	1	2
187	в которой	2	2
188	уже в	2	2
189	элементов в	1	2
190	же это	1	2
191	не к	1	2
192	и более	1	2
193	в плане	3	2
194	и по	2	2
195	должен был	1	2
196	ни в	1	2
197	от него	1	2
198	в развитии	1	2
199	должно быть	1	2
200	том что	4	2
201	в этих	1	2
202	не так	2	2
203	метода в	1	2
204	во второй	1	2
205	представление о	7	2
206	в отличие	2	2
207	должны были	1	2
208	их в	2	2
209	не могли	2	2
210	произведения в	1	2
211	даже в	1	2
212	тому что	1	2
213	она не	1	2
214	тем самым	4	2
215	для определения	2	2
216	самого начала	1	2
217	не имеет	1	2
218	никогда не	11	2
219	и лишь	2	2
220	как она	1	2
221	что на	2	2
222	если же	1	2
223	и это	3	2
224	и о	1	2
225	в ее	2	2
226	в в	1	2
227	и от	4	2
228	с самого	1	2
229	приводит к	2	2
230	сам он	1	2
231	с ним	3	2
232	в виду	1	2
233	произведения как	1	2
234	в применении	1	2
235	является в	1	2
236	между тем	3	2
237	это не	7	2
238	от этих	1	2
239	один из	3	2
240	с ними	2	2
241	этот вопрос	3	2
242	или же	1	2
243	потому что	7	2
244	еще одну	1	2
245	является не	1	2
246	или даже	2	2
247	при помощи	2	2
248	и других	2	2
249	в известной	4	2
250	в котором	3	2
251	сами по	1	2
252	в конце	6	2
253	как его	1	2
254	не просто	1	2
255	это положение	1	2
256	со стороны	1	2
257	даже не	1	2
258	говорим о	1	2
259	в предисловии	1	2
260	между ними	1	2
261	что для	1	2
262	его из	1	2
263	превращается в	3	2
264	как это	1	2
265	предисловии к	1	2
266	применении к	1	2
267	из этого	2	2
268	но это	5	2
269	в чем	4	2
270	к другим	1	2
271	должна была	1	2
272	их мышления	1	2
273	а все	1	2
274	а к	1	2
275	ее и	1	2
276	поскольку он	1	2
277	в целях	1	2
278	сказать что	1	2
279	от всех	1	2
280	в характере	1	2
281	в искусстве	2	2
282	и другие	1	2
283	в таком	3	2
284	смысле что	1	2
285	как известно	2	1
286	от этой	2	1
287	и а	1	1
288	таком случае	2	1
289	и через	3	1
290	связана с	1	1
291	нравов и	1	1
292	и без	2	1
293	изображения и	1	1
294	на деле	1	1
295	из его	1	1
296	проникает в	2	1
297	объясняется и	1	1
298	всегда на	1	1
299	той же	1	1
300	является часто	1	1
301	что если	1	1
302	на место	1	1
303	из своих	1	1
304	этом не	1	1
305	начинается с	2	1
306	это казалось	1	1
307	не вполне	1	1
308	и со	1	1
309	для литературы	1	1
310	же что	1	1
311	в ранний	1	1
312	в различных	1	1
313	чтобы почувствовать	1	1
314	иного рода	1	1
315	а тем	1	1
316	отказ от	1	1
317	то он	1	1
318	характерная для	1	1
319	они имеют	2	1
320	точка зрения	2	1
321	в противоречии	1	1
322	таково же	1	1
323	не дают	1	1
324	и диалога	1	1
325	или иное	1	1
326	и достоевский	4	1
327	о необходимости	1	1
328	иметь характер	1	1
329	оказывается не	1	1
330	общего с	1	1
331	дает нам	1	1
332	и нет	1	1
333	сюжета на	1	1
334	была призвана	1	1
335	и есть	2	1
336	это определение	3	1
337	не творит	1	1
338	в этот	2	1
339	за собой	4	1
340	в литературном	2	1
341	чуть ли	1	1
342	бы не	2	1
343	или во	1	1
344	думать что	1	1
345	с их	1	1
346	был не	1	1
347	особое место	2	1
348	но он	1	1
349	на то	1	1
350	если он	5	1
351	доказывать что	1	1
352	идеологических конфликтов	2	1
353	быть поняты	2	1
354	эта система	1	1
355	которой не	1	1
356	и еще	2	1
357	прием в	1	1
358	в принципе	4	1
359	к одному	1	1
360	том чтобы	1	1
361	сюжет как	1	1
362	для русского	1	1
363	сделать и	1	1
364	же самая	1	1
365	спрашивается что	1	1
366	же не	2	1
367	значение в	1	1
368	в другом	1	1
369	в виде	2	1
370	сказать в	1	1
371	понять его	1	1
372	ведь в	1	1
373	человека на	1	1
374	в них	1	1
375	достоевский и	1	1
376	рядом с	2	1
377	в самую	1	1
378	сюжете и	1	1
379	ведет к	1	1
380	вячеслав иванов	1	1
381	остается в	1	1
382	в эту	1	1
383	литература и	1	1
384	л п	7	1
385	но если	2	1
386	том как	1	1
387	это наслаждение	1	1
388	ссылки на	1	1
389	раз за	1	1
390	и тут	1	1
391	нас не	1	1
392	др однако	1	1
393	если можно	1	1
394	знаем что	1	1
395	что уже	1	1
396	является только	1	1
397	есть его	1	1
398	в россии	2	1
399	по крайней	2	1
400	возвращается к	1	1
401	любовь к	1	1
402	евгения онегина	3	1
403	не менее	2	1
404	а а	4	1
405	русского романа	1	1
406	о значении	1	1
407	их противоположности	1	1
408	мышления и	1	1
409	дело в	1	1
410	на него	2	1
411	родился в	2	1
412	бытия и	1	1
413	и имеет	1	1
414	чем не	1	1
415	в структуре	1	1
416	это еще	1	1
417	вопрос не	1	1
418	ни внешним	1	1
419	действительности но	1	1
420	литературе в	1	1
421	в русском	1	1
422	к ней	1	1
423	за которой	1	1
424	он пытался	1	1
425	и является	1	1
426	не похож	1	1
427	говорить лишь	1	1
428	здесь же	1	1
429	только с	2	1
430	как будто	1	1
431	и несколько	1	1
432	одним из	3	1
433	у нас	2	1
434	же необходимо	1	1
435	представляется нам	1	1
436	мы узнаем	2	1
437	во все	1	1
438	и вполне	1	1
439	и такие	1	1
440	похож на	1	1
441	ли не	2	1
442	как только	1	1
443	отличается от	1	1
444	для развития	1	1
445	только еще	1	1
446	на читателя	1	1
447	является одним	1	1
448	той или	1	1
449	в каждом	1	1
450	ничего общего	1	1
451	должен быть	1	1
452	для себя	1	1
453	предположение что	1	1
454	свою очередь	1	1
455	но при	1	1
456	характер и	1	1
457	то или	1	1
458	то чтобы	1	1
459	только то	1	1
460	из воспоминаний	1	1
461	читателя в	5	1
462	и сам	5	1
463	этот период	1	1
464	с собой	1	1
465	можно было	1	1
466	ясно что	1	1
467	каждого из	1	1
468	во многом	2	1
469	она была	1	1
470	когда в	1	1
471	отчасти в	1	1
472	с литературным	1	1
473	форме в	1	1
474	образом в	1	1
475	говорят что	1	1
476	очень важен	1	1
477	это объясняется	1	1
478	только потому	1	1
479	о том	5	1
480	и поэтому	2	1
481	до сих	3	1
482	с одной	1	1
483	что его	2	1
484	и хорошо	1	1
485	подходит к	1	1
486	крайней мере	2	1
487	и ни	1	1
488	в художественной	1	1
489	и мы	3	1
490	важным этапом	1	1
491	не зная	1	1
492	в современной	1	1
493	он стал	1	1
494	тот же	1	1
495	в себе	3	1
496	но ни	1	1
497	в литературу	1	1
498	жить и	1	1
499	так что	2	1
500	литературы в	1	1
501	не можем	1	1
502	героя с	2	1
503	самое же	1	1
504	учения в	1	1
505	не из	1	1
506	был бы	1	1
507	наука о	1	1
508	с определенным	1	1
509	нет в	1	1
510	этой задачи	2	1
511	с другим	2	1
512	к которому	2	1
513	в свою	1	1
514	ранний период	1	1
515	зависит от	2	1
516	на этот	2	1
517	а сам	1	1
518	позиции в	1	1
519	на этих	1	1
520	и исторической	1	1
521	в ущерб	1	1
522	этот принцип	1	1
523	художественного целого	1	1
524	если не	4	1
525	в речи	1	1
526	связь с	2	1
527	так же	5	1
528	во что	2	1
529	спасти от	1	1
530	литературы но	1	1
531	и проблема	1	1
532	но такое	1	1
533	требует от	1	1
534	образом сюжет	1	1
535	такого рода	1	1
536	искусстве и	1	1
537	в литературе	2	1
538	толстой с	1	1
539	в первой	2	1
540	случилось с	1	1
541	с необходимостью	1	1
542	этого слова	1	1
543	восприятие в	1	1
544	но почему	1	1
545	между людьми	2	1
546	сих пор	3	1
547	автора и	1	1
548	влечет за	2	1
549	под знаком	1	1
550	всего его	1	1
551	виду что	1	1
552	под влиянием	1	1
553	в книге	1	1
554	большая часть	1	1
555	вторгаются в	1	1
556	опровергают его	1	1
557	такое понимание	1	1
558	о нем	1	1
559	для нас	1	1
560	построения романа	1	1
561	вообще в	1	1
562	несмотря на	1	1
563	ориентировался на	2	1
564	лежит в	1	1
565	не дает	1	1
566	жестам и	1	1
567	всего возникает	1	1
568	к самому	2	1
569	его статье	1	1
570	его к	1	1
571	одной из	3	1
572	как явления	1	1
573	и начинается	1	1
574	это все	2	1
575	отрывается от	1	1
576	только как	1	1
577	стерна и	1	1
578	вопрос так	1	1
579	в последнем	1	1
580	им не	1	1
581	героя в	4	1
582	но эти	2	1
583	как на	1	1
584	в своих	3	1
585	русской литературы	1	1
586	и особенно	1	1
