N	2gram	Berdyaev_M_1	Tragedij
415	а не	25	1
416	власти и	1	1
417	его как	2	1
418	не быть	1	1
419	себя на	1	1
420	настасью филипповну	1	1
421	иван карамазов	8	1
422	я хочу	3	1
423	более чем	1	1
424	о себе	3	1
425	эти слова	2	1
426	вместе с	6	1
427	исходит от	1	1
428	ко всем	3	1
429	и потому	10	1
430	в духе	1	1
431	умирает под	1	1
432	в человеке	8	1
433	над ним	1	1
434	не знал	4	1
435	xix века	4	1
436	в моей	1	1
437	мы опять	1	1
438	если так	1	1
439	сравнению с	1	1
440	в романах	1	1
441	наряду с	1	1
442	бунт ивана	1	1
443	в той	2	1
444	встреч и	1	1
445	слова он	1	1
446	к образу	1	1
447	это его	1	1
448	него есть	1	1
449	от природы	3	1
450	для понимания	1	1
451	который он	1	1
452	с этой	4	1
453	и от	2	1
454	это выражение	1	1
455	и зло	1	1
456	на одной	1	1
457	любовь к	2	1
458	уже ни	1	1
459	достоевского но	3	1
460	самое главное	1	1
461	об отношении	1	1
462	а к	1	1
463	о нем	2	1
464	ивану карамазову	1	1
465	из себя	1	1
466	бы в	2	1
467	но у	1	1
468	конце концов	2	1
469	мог быть	1	1
470	хотя бы	3	1
471	я в	1	1
472	за этим	1	1
473	человеке о	2	1
474	к ее	1	1
475	еще ничего	1	1
476	жизни в	2	1
477	в период	1	1
478	нужно для	1	1
479	в иной	3	1
480	самой своей	1	1
481	но этот	1	1
482	ко всему	1	1
483	т е	2	1
484	и жизнь	2	1
485	есть и	3	1
486	может ли	1	1
487	время он	1	1
488	всегда была	1	1
489	с потрясающей	1	1
490	к этой	2	1
491	пришел в	1	1
492	и эта	1	1
493	природу человека	1	1
494	во всяком	1	1
