N	2gram	Propp_Russ_2	Narrotol
245	рассказ о	1	1
246	символ бессмертия	1	1
247	первый взгляд	1	1
248	другой день	2	1
249	в одной	1	1
250	если она	2	1
251	за этим	2	1
252	что касается	1	1
253	в противном	1	1
254	либо его	1	1
255	и как	2	1
256	и наконец	1	1
257	по пути	1	1
258	есть жизнь	1	1
259	его к	1	1
260	более или	1	1
261	здесь и	1	1
262	в которой	2	1
263	только два	1	1
264	березы и	1	1
265	и смысловая	1	1
266	и будущее	1	1
267	возможен только	1	1
268	не могла	1	1
269	быть только	2	1
270	после этого	2	1
271	что изображает	1	1
272	на этом	3	1
273	людей и	2	1
274	в нее	1	1
275	с собой	1	1
276	исходя из	1	1
277	непосредственно а	1	1
278	здесь мы	2	1
279	входит в	1	1
280	новой жизни	1	1
281	выходя из	1	1
282	в новое	1	1
283	здесь нет	1	1
284	в это	1	1
285	смерть и	2	1
286	не понимают	1	1
287	церковь и	3	1
288	молока в	1	1
289	и особенно	1	1
290	не всегда	3	1
291	в развитии	1	1
292	должно быть	2	1
293	собой как	1	1
294	на первый	3	1
295	или менее	1	1
296	есть в	2	1
297	воскресение божества	2	1
298	в такой	1	1
299	всяком случае	1	1
300	она в	1	1
301	не от	1	1
302	в которых	4	1
303	из земли	4	1
304	возвращение к	1	1
305	мир и	1	1
306	к новой	1	1
307	совершенно иной	1	1
308	их в	4	1
309	и воскресающего	3	1
310	мир если	1	1
311	связи с	2	1
312	что есть	1	1
313	при всех	1	1
314	к такой	1	1
315	но они	1	1
316	как можно	2	1
317	с которой	1	1
318	она не	3	1
319	дело не	2	1
320	принадлежат к	2	1
321	и притом	1	1
322	в основе	1	1
323	время как	1	1
324	иметь в	1	1
325	что иное	2	1
326	это еще	1	1
327	вытекает из	1	1
328	этого обряда	2	1
329	мотивы в	1	1
330	изучен в	1	1
331	более что	1	1
332	такая же	1	1
333	и после	3	1
334	только с	1	1
335	как будто	1	1
336	от их	1	1
337	во все	1	1
338	чтобы сделать	1	1
339	как только	1	1
340	сходство с	1	1
341	все не	1	1
342	ли в	1	1
343	встречаются и	1	1
344	в полной	1	1
345	гоголь в	1	1
346	как мы	3	1
347	тем и	2	1
348	и о	3	1
349	что все	1	1
350	в виду	2	1
351	и сами	1	1
352	на другой	2	1
353	так на	1	1
354	то время	2	1
355	приводит к	1	1
356	по аналогии	1	1
357	на нее	6	1
358	сводились к	2	1
359	не с	2	1
360	оно как	2	1
361	связи которые	1	1
362	еще в	2	1
363	когда в	1	1
364	своему происхождению	1	1
365	обеда в	1	1
366	это только	1	1
367	жизнь и	2	1
368	не имели	2	1
369	фаза в	1	1
370	собой и	1	1
371	это обычно	1	1
372	не на	1	1
373	то они	1	1
374	означает что	1	1
375	или на	8	1
376	таким же	1	1
377	утверждает что	1	1
378	и объяснить	1	1
379	с того	1	1
380	может не	1	1
381	более высокой	1	1
382	аналогии с	1	1
383	к нему	4	1
384	с одним	1	1
385	и во	1	1
386	этот момент	1	1
387	это нужно	1	1
388	во всей	1	1
389	чем и	1	1
390	в другой	1	1
391	по разным	1	1
392	о единстве	1	1
393	также в	2	1
394	ее как	1	1
395	все время	1	1
396	на могилах	2	1
397	быть и	1	1
398	с той	1	1
399	что смерть	1	1
400	но с	1	1
401	в двух	1	1
402	к различным	1	1
403	этот вопрос	2	1
404	вперед и	1	1
405	ли он	1	1
406	к вам	5	1
407	к их	1	1
408	очень много	1	1
409	и так	1	1
410	i и	1	1
411	за которую	1	1
412	так что	4	1
413	умирающего и	3	1
414	он полагал	1	1
415	не можем	2	1
416	в большинстве	1	1
417	вернуться к	1	1
418	в дом	8	1
419	в ряд	2	1
420	в данной	1	1
421	мир в	1	1
422	не будут	1	1
423	и воскресение	1	1
424	в одном	1	1
425	характером в	1	1
426	случае с	1	1
427	заметить что	2	1
428	тем что	3	1
429	на некоторые	1	1
430	это по	1	1
431	они становятся	1	1
432	для того	6	1
433	нужно было	1	1
434	воскресения в	1	1
435	даже не	1	1
436	это пока	2	1
437	а именно	3	1
438	в ряде	1	1
439	такая организация	1	1
440	по всей	3	1
441	и жены	1	1
442	выступает в	1	1
443	связано с	2	1
444	в деревню	8	1
445	ей не	1	1
446	его смерти	1	1
447	пока что	1	1
448	стороны и	1	1
449	не я	1	1
450	и с	10	1
451	на эту	2	1
452	может иметь	1	1
453	нет никаких	2	1
454	вместе с	6	1
455	исходит от	1	1
456	и потому	1	1
457	некоторые из	1	1
458	на человеческую	1	1
459	что именно	1	1
460	предположить что	4	1
461	к жизни	5	1
462	это так	1	1
463	внимания на	1	1
464	многих других	1	1
465	плачут и	1	1
466	этот не	1	1
467	и от	3	1
468	в кольцо	1	1
469	все это	10	1
470	и оно	1	1
471	этом и	2	1
472	огни и	2	1
473	времени его	1	1
474	место для	1	1
475	или в	7	1
476	когда он	1	1
477	по одной	1	1
478	в этих	3	1
479	мы должны	1	1
480	не непосредственно	1	1
481	же к	1	1
482	будто бы	5	1
483	собой очень	1	1
484	или не	1	1
485	к ее	1	1
486	две стороны	1	1
487	одновременно и	1	1
488	не что	2	1
489	что при	2	1
490	из этого	2	1
491	время не	1	1
492	ее в	8	1
493	к этому	5	1
494	во всяком	1	1
