N	2gram	Tiupa_Narr_1	StatiiOP
228	и у	1	2
229	то и	1	2
230	во втором	6	2
231	а то	1	2
232	при всей	3	2
233	или иной	4	2
234	до сих	2	2
235	в ряде	1	2
236	что не	2	2
237	не на	1	2
238	тогда было	1	2
239	вместе с	2	2
240	в рамках	1	2
241	но не	4	2
242	это за	1	2
243	в европейской	1	2
244	быть не	3	2
245	на другое	1	2
246	сих пор	2	2
247	один из	6	2
248	в результате	2	2
249	этого термина	1	2
250	только что	2	2
251	именно поэтому	1	2
252	одной из	1	2
253	в свою	2	2
254	которого по	1	2
255	к этой	1	2
256	как известно	3	1
257	границы между	1	1
258	одним из	1	1
259	также и	3	1
260	сам по	1	1
261	и то	3	1
262	а из	1	1
263	на самом	1	1
264	е годы	1	1
265	переход от	2	1
266	говорилось выше	1	1
267	идет о	3	1
268	тем же	2	1
269	в первом	4	1
270	и до	1	1
271	соответствовало бы	1	1
272	из всех	1	1
273	в последние	1	1
274	этом не	1	1
275	мальчика и	1	1
276	на себя	4	1
277	но уже	1	1
278	событий и	1	1
279	ему в	2	1
280	в некотором	1	1
281	мы и	1	1
282	похожи на	1	1
283	состоит как	1	1
284	о роли	1	1
285	и он	6	1
286	в монастырь	1	1
287	пребывания в	1	1
288	и много	1	1
289	между собой	2	1
290	быть в	1	1
291	обращении с	1	1
292	истории в	4	1
293	значении этого	1	1
294	мы будем	1	1
295	к жизни	2	1
296	со всеми	1	1
297	тех же	1	1
298	не все	1	1
299	xix столетия	2	1
300	его душе	1	1
301	которые не	1	1
302	и я	1	1
303	опирается на	1	1
304	из уст	2	1
305	в своем	3	1
306	что ее	1	1
307	и где	1	1
308	истории он	2	1
309	когда он	1	1
310	целый ряд	1	1
311	и как	3	1
312	свидетель в	1	1
313	самом начале	1	1
314	более или	1	1
315	них как	2	1
316	при таком	1	1
317	для которого	1	1
318	всего лишь	3	1
319	значения как	1	1
320	еще на	1	1
321	из жизни	1	1
322	в литературном	1	1
323	отношения с	1	1
324	представляет собой	8	1
325	за это	1	1
326	бы не	1	1
327	то я	1	1
328	большей части	3	1
329	в известном	2	1
330	не годится	1	1
331	чем его	1	1
332	как он	1	1
333	но на	1	1
334	всей его	1	1
335	человек не	1	1
336	что она	1	1
337	языком в	1	1
338	в нем	4	1
339	в окружающей	1	1
340	что еще	1	1
341	классической традиции	1	1
342	очевидным что	1	1
343	какой бы	1	1
344	встречается ни	1	1
345	в нее	1	1
346	была в	1	1
347	второй половины	1	1
348	что один	1	1
349	в последующих	1	1
350	отражение в	1	1
351	он является	1	1
352	на которую	1	1
353	соответствии с	4	1
354	этого не	2	1
355	а за	2	1
356	но каждый	1	1
357	мы видели	1	1
358	история о	1	1
359	основывается на	1	1
360	остановился на	1	1
361	для одного	2	1
362	и того	2	1
363	нисколько не	1	1
364	или менее	1	1
365	себя внимание	3	1
366	как по	1	1
367	нас теперь	1	1
368	что создает	1	1
369	не выступает	1	1
370	на фоне	1	1
371	могло бы	3	1
372	сам же	1	1
373	поэтому в	1	1
374	не понимает	1	1
375	средствами языка	1	1
376	но во	1	1
377	через посредство	2	1
378	что после	1	1
379	того кто	2	1
380	по себе	4	1
381	даже в	1	1
382	на три	1	1
383	на рубеже	1	1
384	не раз	1	1
385	вплоть до	4	1
386	не о	2	1
387	может служить	3	1
388	дело в	2	1
389	того как	1	1
390	своего существования	1	1
391	словами о	1	1
392	слово обращено	2	1
393	который при	1	1
394	длинных и	1	1
395	чтобы стать	1	1
396	того чтобы	4	1
397	не могло	2	1
398	судя по	1	1
399	его от	1	1
400	казалось бы	2	1
401	преимущественно в	1	1
402	обратим внимание	1	1
403	ему было	2	1
404	с нами	1	1
405	как она	2	1
406	по своей	1	1
407	друг друга	2	1
408	в смене	2	1
409	за границы	1	1
410	обращает на	3	1
411	было не	1	1
412	и со	1	1
413	всех действующих	1	1
414	по замечанию	1	1
415	же самое	2	1
416	первого и	1	1
417	не случайно	1	1
418	той или	5	1
419	в поле	3	1
420	слова с	1	1
421	протяжении всего	1	1
422	обычно в	1	1
423	в театре	2	1
424	и о	3	1
425	свою очередь	2	1
426	здесь не	2	1
427	в ее	1	1
428	его авторской	1	1
429	это была	2	1
430	второго лица	1	1
431	в произведении	2	1
432	что-то в	1	1
433	в пределах	2	1
434	так в	4	1
435	приводит к	1	1
436	с языком	2	1
437	и опыт	1	1
438	как с	1	1
439	на том	1	1
440	и когда	1	1
441	и сам	1	1
442	в образе	1	1
443	по аналогии	1	1
444	не за	1	1
445	ясно что	1	1
446	особенно в	2	1
447	чем у	1	1
448	она была	2	1
449	том как	1	1
450	но у	1	1
451	является в	1	1
452	был не	1	1
453	о котором	1	1
454	из одного	1	1
455	и вообще	1	1
456	по мере	2	1
457	с ним	2	1
458	приближается к	1	1
459	это но	1	1
460	начале второй	1	1
461	известной степени	1	1
462	и т.д	6	1
463	то они	2	1
464	голос в	1	1
465	со словами	2	1
466	разумеется в	1	1
467	его жизни	3	1
468	по терминологии	2	1
469	времени в	2	1
470	в значительной	1	1
471	как у	2	1
472	живого рассказа	1	1
473	эта фраза	2	1
474	героя до	1	1
475	тем или	2	1
476	русской литературе	1	1
477	произведения по	1	1
478	что и	1	1
479	именно в	3	1
480	также в	1	1
481	человека как	1	1
482	же можно	1	1
483	известном смысле	2	1
484	поле зрения	1	1
485	в двух	1	1
486	его в	1	1
487	истории история	1	1
488	связям между	1	1
489	ли он	1	1
490	бы из	1	1
491	и иными	1	1
492	ср у	1	1
493	он уже	2	1
494	который в	2	1
495	с классической	1	1
496	между этими	1	1
497	место из	1	1
498	где они	2	1
499	для всех	1	1
500	не можем	1	1
501	раз в	2	1
502	и они	1	1
503	ни одного	1	1
504	действующего лица	1	1
505	от других	1	1
506	не из	1	1
507	в данной	1	1
508	из них	4	1
509	что сама	1	1
510	только одно	1	1
511	слова в	4	1
512	в одном	4	1
513	разрыв с	1	1
514	но совершенно	1	1
515	литературном отношении	1	1
516	указание на	1	1
517	следует признать	1	1
518	смерти и	1	1
519	представляют собой	3	1
520	где в	2	1
521	из двух	1	1
522	в обращении	1	1
523	таков что	1	1
524	по своим	2	1
525	а именно	1	1
526	лица в	1	1
527	и создает	1	1
528	еще и	1	1
529	было и	2	1
530	по большей	3	1
531	стремился к	1	1
532	говорит о	1	1
533	не говоря	1	1
534	по тем	1	1
535	этому времени	1	1
536	неведомо откуда	1	1
537	уже до	1	1
538	о чем	4	1
539	свое отражение	1	1
540	там где	1	1
541	речи и	1	1
542	здесь следует	1	1
543	свидетельствует не	1	1
544	и ему	1	1
545	если не	2	1
546	с помощью	1	1
547	в частности	14	1
548	этого героя	1	1
549	смысл который	1	1
550	в историю	1	1
551	в данном	11	1
552	видит в	1	1
553	что за	1	1
554	встречается в	1	1
555	наряду с	1	1
556	в той	2	1
557	тому как	3	1
558	в литературе	4	1
559	когда она	1	1
560	это его	1	1
561	в контексте	1	1
562	можно уловить	1	1
563	почему оно	1	1
564	в формах	1	1
565	о его	2	1
566	этом и	4	1
567	ни для	1	1
568	но для	3	1
569	в книге	1	1
570	это уже	3	1
571	однако и	4	1
572	чтобы создать	1	1
573	это он	1	1
574	или иным	2	1
575	для нас	1	1
576	и все	3	1
577	собственно говоря	1	1
578	у них	1	1
579	собой лишь	1	1
580	но зато	2	1
581	на языке	1	1
582	хотя бы	2	1
583	на осуществление	1	1
584	отношении к	1	1
585	в период	1	1
586	от первого	1	1
587	а о	2	1
588	не знает	1	1
589	и еще	2	1
590	становится очевидным	1	1
591	в делах	1	1
592	в свое	1	1
593	жизни и	6	1
594	также не	2	1
595	я за	1	1
596	свое внимание	1	1
597	которая не	1	1
598	так же	1	1
599	все что	2	1
600	они не	1	1
