N	2gram	Ircho_Kome_2	Problemy
239	обращает на	5	2
240	с другом	2	2
241	него на	1	2
242	не является	2	2
243	нет ни	1	2
244	отнюдь не	2	2
245	отличается от	1	2
246	как для	1	2
247	той или	1	2
248	отказаться от	1	2
249	всего этого	1	2
250	так в	2	2
251	обращаясь к	1	2
252	жизнь и	1	2
253	с человеком	1	2
254	о том	6	2
255	надо было	3	2
256	все его	1	2
257	еще более	2	2
258	один из	5	2
259	отца не	1	2
260	тот же	2	2
261	что даже	1	2
262	и ее	2	2
263	с которыми	2	2
264	вот этот	1	2
265	конечно не	1	2
266	за ним	1	2
267	мы знаем	3	2
268	не для	2	2
269	друг друга	3	2
270	как его	1	2
271	тогда в	1	2
272	были бы	1	2
273	или иной	1	2
274	и создает	1	2
275	к которому	1	2
276	говорит о	1	2
277	не было	3	2
278	о чем	3	2
279	должна была	2	2
280	сделать его	1	2
281	отрывок из	1	2
282	без труда	1	2
283	мысль и	1	2
284	себя то	1	2
285	с этой	3	2
286	у вас	1	2
287	которой он	1	2
288	это уже	1	2
289	вопрос о	3	2
290	в другой	2	2
291	среди других	1	2
292	не с	1	2
293	будто бы	1	2
294	сказать что	1	2
295	в последнем	1	2
296	а может	1	2
297	того или	1	2
298	того времени	3	2
299	одним из	2	1
300	с кем	1	1
301	тех же	3	1
302	идет о	2	1
303	ясно что	8	1
304	в первом	2	1
305	что эти	1	1
306	в доме	6	1
307	отношения к	1	1
308	в их	3	1
309	по его	1	1
310	обойтись без	1	1
311	которыми он	1	1
312	благодаря тому	1	1
313	время как	2	1
314	план в	1	1
315	не происходит	1	1
316	они были	1	1
317	но даже	1	1
318	то это	2	1
319	и самой	1	1
320	из которых	3	1
321	в каждой	1	1
322	и был	2	1
323	свою очередь	1	1
324	и самого	1	1
325	собой в	1	1
326	он был	2	1
327	уже знает	1	1
328	в изображении	2	1
329	в юности	1	1
330	его собственным	1	1
331	то он	1	1
332	не все	1	1
333	с совершенно	1	1
334	тут же	2	1
335	не просто	1	1
336	меньше всего	4	1
337	чем же	1	1
338	сих пор	2	1
339	ты с	1	1
340	независимо от	5	1
341	для оценки	1	1
342	очень трудно	1	1
343	в душу	1	1
344	в одних	1	1
345	в полном	1	1
346	еще больше	1	1
347	цитатами из	1	1
348	победы над	1	1
349	что по	2	1
350	не являются	1	1
351	мертвых душ	1	1
352	суда и	1	1
353	и хотя	2	1
354	кажется в	1	1
355	составляет содержание	1	1
356	и отчасти	1	1
357	разве я	1	1
358	в маске	1	1
359	сказать о	2	1
360	в ответ	2	1
361	из опыта	1	1
362	в этой	3	1
363	с их	4	1
364	не приводит	1	1
365	отношений к	1	1
366	роль в	2	1
367	не могла	1	1
368	см т	2	1
369	сцену в	1	1
370	главным образом	1	1
371	после этого	2	1
372	же это	1	1
373	отца а	1	1
374	раскрывается с	1	1
375	человека в	3	1
376	а вместе	1	1
377	больше всего	1	1
378	совпадают с	1	1
379	а затем	5	1
380	этот отрывок	1	1
381	об этом	2	1
382	чуть не	1	1
383	зрения на	1	1
384	их своими	1	1
385	и мы	1	1
386	и дает	2	1
387	приходит в	1	1
388	любовь к	1	1
389	в последующих	1	1
390	материал для	1	1
391	но уже	1	1
392	о победе	1	1
393	ни одной	1	1
394	речь как	1	1
395	со своими	1	1
396	к самой	1	1
397	другому он	1	1
398	элемента в	1	1
399	как таковой	1	1
400	в один	2	1
401	в других	2	1
402	его образ	1	1
403	в эту	1	1
404	которую он	1	1
405	в этих	4	1
406	в г	17	1
407	и при	1	1
408	таким же	1	1
409	можно найти	1	1
410	тем к	1	1
411	не столько	1	1
412	еще с	1	1
413	на фоне	1	1
414	они уже	1	1
415	точнее не	1	1
416	должны были	1	1
417	стало быть	1	1
418	из области	1	1
419	другом и	1	1
420	была не	2	1
421	и более	1	1
422	том же	1	1
423	в устах	1	1
424	бы быть	1	1
425	для нее	1	1
426	заставляет его	1	1
427	борется с	1	1
428	освободиться от	1	1
429	можем сказать	1	1
430	любви и	1	1
431	случае в	1	1
432	эта мысль	1	1
433	здесь есть	1	1
434	для каждого	1	1
435	правда в	1	1
436	одна из	2	1
437	на два	1	1
438	что их	2	1
439	у кого	1	1
440	всех без	1	1
441	мы вспоминаем	1	1
442	в основе	1	1
443	свою роль	1	1
444	от жизни	1	1
445	тайну и	1	1
446	или еще	1	1
447	никакой тайны	1	1
448	этих двух	1	1
449	только внешне	1	1
450	и теперь	1	1
451	связи с	3	1
452	здесь же	1	1
453	человеком а	1	1
454	вот в	1	1
455	похожи на	3	1
456	среди них	1	1
457	ни о	1	1
458	но там	3	1
459	от каждого	1	1
460	да рядом	1	1
461	случаях когда	1	1
462	всего в	2	1
463	которые его	1	1
464	они и	1	1
465	все еще	1	1
466	же его	2	1
467	для того	5	1
468	время он	1	1
469	из их	1	1
470	приходит к	1	1
471	того чтобы	6	1
472	ближе по	1	1
473	как не	2	1
474	ни одно	1	1
475	на основе	1	1
476	в себя	1	1
477	его творчества	1	1
478	приводит к	1	1
479	прямо противоположных	1	1
480	на свой	1	1
481	с собой	2	1
482	чтобы дать	1	1
483	можно было	4	1
484	за то	4	1
485	времени и	1	1
486	каждого из	1	1
487	как ему	1	1
488	по сравнению	1	1
489	но у	1	1
490	в отношениях	1	1
491	является в	1	1
492	но иногда	1	1
493	между собой	1	1
494	в разных	1	1
495	в построении	2	1
496	бы наконец	1	1
497	на все	1	1
498	внимание на	1	1
499	можно более	1	1
500	никак не	1	1
501	или на	2	1
502	после того	2	1
503	уже знают	1	1
504	в пользу	2	1
505	служит для	1	1
506	в бой	1	1
507	отрывки из	3	1
508	во всей	1	1
509	с матерью	1	1
510	даже для	1	1
511	в середине	4	1
512	во внешнем	1	1
513	не должен	1	1
514	от всех	2	1
515	не зная	1	1
516	как например	1	1
517	по своей	1	1
518	же все	1	1
519	сразу же	4	1
520	будь то	1	1
521	нем не	2	1
522	почти для	1	1
523	должен быть	1	1
524	не идет	1	1
525	правда и	1	1
526	впрочем и	2	1
527	по мнению	1	1
528	приходят в	1	1
529	одних и	2	1
530	в уста	2	1
531	теперь в	2	1
532	с одной	2	1
533	себя в	3	1
534	для всех	3	1
535	со своим	1	1
536	приводит в	1	1
537	а то	1	1
538	в двойном	1	1
539	этот раз	4	1
540	ответ на	3	1
541	не так	1	1
542	и их	3	1
543	интриги в	2	1
544	никто не	3	1
545	изображается в	1	1
546	его речь	1	1
547	слово как	1	1
548	среди которых	1	1
549	мы можем	3	1
550	идет в	1	1
551	речь и	1	1
552	и столь	3	1
553	к той	1	1
554	ее на	1	1
555	он почти	1	1
556	в очень	1	1
557	никого не	1	1
558	что на	3	1
559	другого и	1	1
560	на второй	1	1
561	да так	1	1
562	до сих	2	1
563	и тех	2	1
564	действующих лиц	5	1
565	не говоря	2	1
566	действующими лицами	1	1
567	к человеку	1	1
568	первоначально это	1	1
569	на этот	4	1
570	у других	2	1
571	выше и	1	1
572	оно занимает	1	1
573	жизнь в	1	1
574	сам себе	1	1
575	одну из	1	1
576	перспективы для	1	1
577	себя на	1	1
578	все более	1	1
579	нет ничего	1	1
580	форме эта	1	1
581	него в	1	1
582	к его	2	1
583	произвел на	1	1
584	не одно	1	1
585	в столь	1	1
586	на себя	7	1
587	ли ты	1	1
588	но вы	1	1
589	что весь	1	1
590	и там	1	1
591	в тот	1	1
592	образом на	1	1
593	быть не	1	1
594	человека который	1	1
595	и взять	1	1
596	сплошь да	1	1
597	из сочинений	1	1
598	только для	1	1
599	является как	1	1
600	что касается	3	1
601	характерные для	1	1
602	как участник	1	1
603	под названием	2	1
604	сам же	1	1
605	отношениях к	1	1
606	сюжета и	1	1
607	ли в	1	1
608	его творчестве	1	1
609	или в	3	1
610	между ними	1	1
611	еще раз	1	1
612	мысль о	1	1
613	в ходу	1	1
614	с известной	1	1
615	и ни	1	1
616	что-нибудь вроде	1	1
617	за три	1	1
618	несмотря на	1	1
619	хотя в	1	1
620	одной из	4	1
621	в свою	1	1
622	из тех	1	1
623	реальных и	1	1
624	она приходит	1	1
625	того на	1	1
626	всех других	1	1
627	ко всему	1	1
628	из этого	2	1
629	и жизнь	2	1
630	с каждым	1	1
631	дает основание	1	1
