N	2gram	Tiupa_Lite_2	Problema
382	силу и	1	1
383	даже к	1	1
384	однако в	6	1
385	отличии от	1	1
386	тому что	1	1
387	есть деятельность	1	1
388	что есть	1	1
389	вплоть до	3	1
390	не раз	2	1
391	мышления и	1	1
392	бытия и	1	1
393	между эстетическим	1	1
394	и снова	1	1
395	того и	1	1
396	и всегда	1	1
397	и без	2	1
398	этих двух	1	1
399	явление в	1	1
400	во всей	1	1
401	мире и	1	1
402	сознанием и	1	1
403	не нужен	1	1
404	во избежание	1	1
405	в сознании	1	1
406	однако это	1	1
407	личности в	3	1
408	уже о	2	1
409	искусства от	1	1
410	работ и	1	1
411	сравнительно с	1	1
412	два момента	1	1
413	себя только	1	1
414	даже и	2	1
415	в наши	1	1
416	мы ее	1	1
417	говоря словами	1	1
418	него как	1	1
419	слов но	2	1
420	то внешнее	1	1
421	приходит к	1	1
422	свою очередь	1	1
423	на нем	1	1
424	говоря уже	2	1
425	события как	1	1
426	если в	2	1
427	за пределами	1	1
428	исторической жизни	1	1
429	искусство должно	1	1
430	на том	1	1
431	на нее	1	1
432	мог бы	1	1
433	это событие	1	1
434	как таковую	1	1
435	в одном	2	1
436	с предшествующим	1	1
437	это как	2	1
438	где каждый	1	1
439	как раньше	1	1
440	мы это	1	1
441	как мастер	1	1
442	на что	1	1
443	для нас	2	1
444	а также	2	1
445	в эстетической	1	1
446	на отдельные	1	1
447	на протяжении	1	1
448	всегда может	1	1
449	и большой	1	1
450	его так	1	1
451	таких же	1	1
452	во втором	1	1
453	в глазах	3	1
454	мы во	1	1
455	других художественных	1	1
456	мышления о	1	1
457	активности направленной	1	1
458	субъекта в	1	1
459	в контексте	1	1
460	человека с	1	1
461	и теперь	1	1
462	для всех	5	1
463	есть в	1	1
464	со своим	1	1
465	уже не	2	1
466	только на	1	1
467	не чувствует	1	1
468	речь в	2	1
469	из них	2	1
470	чего бы	1	1
471	для него	4	1
472	здесь субъективность	1	1
473	не для	1	1
474	друг друга	2	1
475	образом не	1	1
476	не просто	1	1
477	нас как	1	1
478	с другим	2	1
479	именно в	1	1
480	человека а	1	1
481	несколько примеров	1	1
482	литературное произведение	1	1
483	и души	1	1
484	равной степени	2	1
485	пушкина как	1	1
486	до конца	2	1
487	культуры как	2	1
488	направленную на	1	1
489	все время	1	1
490	области поэтики	1	1
491	в возвращении	1	1
492	оно оказывается	1	1
493	что мы	1	1
494	слова которое	1	1
495	художественного целого	1	1
496	искусства то	2	1
497	время она	1	1
498	вместе с	5	1
499	так же	1	1
500	мы говорим	1	1
501	для искусства	1	1
502	в столь	1	1
503	на которое	1	1
504	тому как	2	1
505	в тот	1	1
506	это какая-то	1	1
507	и менее	1	1
508	быть не	2	1
509	есть и	1	1
510	она как	1	1
511	впрочем не	2	1
512	произволом и	1	1
513	в смысле	1	1
514	о мире	1	1
515	сам же	1	1
516	живет и	1	1
517	к тому	1	1
518	что делает	1	1
519	в поэме	4	1
520	в результате	2	1
521	мира и	1	1
522	которая в	1	1
523	ее и	1	1
524	бы в	1	1
525	необходимых для	1	1
526	еще более	1	1
527	я в	7	1
528	отношению ко	1	1
529	отношении к	1	1
530	жизни в	4	1
531	но эта	1	1
532	в творчестве	1	1
533	не говоря	2	1
534	именно не	1	1
535	сказали бы	1	1
536	жизни а	2	1
537	из этого	1	1
538	в свое	2	1
539	но именно	1	1
540	занимает в	1	1
541	в действительности	1	1
542	которой я	1	1
543	жизни и	4	1
544	к этой	2	1
545	политики в	1	1
546	с первого	1	1
547	снова и	1	1
