N	2gram	Potebnia_M_2	VeschiIm
220	к себе	1	3
221	к тому	1	3
222	на это	1	3
223	и самое	1	3
224	без всякого	1	3
225	в собственном	2	3
226	нет никакой	1	3
227	и сам	1	3
228	понимание и	1	3
229	так и	5	3
230	и вообще	3	3
231	можно сказать	1	3
232	но когда	1	3
233	если это	2	3
234	один из	2	3
235	мы видим	2	3
236	тот же	5	3
237	что он	4	3
238	но как	1	3
239	только на	1	3
240	а это	2	3
241	сама по	2	3
242	мы находим	2	3
243	в одном	6	3
244	отношение к	1	3
245	даже и	2	3
246	никогда не	4	3
247	а с	2	3
248	вместе с	11	3
249	что именно	1	3
250	в той	1	3
251	тому как	4	3
252	бы в	2	3
253	и ни	1	3
254	тем более	1	3
255	хотя бы	2	3
256	по законам	1	2
257	от этого	1	2
258	как это	2	2
259	переход от	1	2
260	тем же	3	2
261	ту же	1	2
262	обойтись без	1	2
263	мы уже	1	2
264	той же	3	2
265	к чему	1	2
266	как мы	1	2
267	человека и	3	2
268	оба эти	2	2
269	но она	3	2
270	бы ни	5	2
271	явление не	2	2
272	себе что	1	2
273	мысли и	1	2
274	на их	1	2
275	мы будем	1	2
276	а только	8	2
277	не все	2	2
278	тогда как	10	2
279	себе и	1	2
280	как в	10	2
281	и понимания	1	2
282	на нас	3	2
283	что на	3	2
284	то в	1	2
285	себе как	1	2
286	звуков и	5	2
287	остановиться на	1	2
288	только один	4	2
289	и если	4	2
290	он не	1	2
291	о которой	3	2
292	для того	5	2
293	без чего	1	2
294	необходимые для	2	2
295	но все	2	2
296	и может	3	2
297	различие между	1	2
298	об этом	1	2
299	на все	3	2
300	то есть	30	2
301	к природе	1	2
302	от одного	3	2
303	и тем	3	2
304	звуки и	2	2
305	ни в	1	2
306	в слове	13	2
307	и уже	5	2
308	же есть	1	2
309	вообще но	1	2
310	и эти	1	2
311	для нее	2	2
312	говорим что	1	2
313	же такое	1	2
314	тому что	2	2
315	бы на	1	2
316	или что	2	2
317	а а	2	2
318	с которой	1	2
319	она могла	1	2
320	что ему	2	2
321	дело в	1	2
322	на него	3	2
323	из предыдущего	1	2
324	но только	2	2
325	в самой	3	2
326	как она	1	2
327	и его	2	2
328	это уже	1	2
329	однако это	1	2
330	что никакое	1	2
331	не потому	1	2
332	для такого	1	2
333	оно может	2	2
334	то она	1	2
335	степени и	1	2
336	это для	1	2
337	не с	3	2
338	мог бы	3	2
339	том как	3	2
340	находится в	3	2
341	так оно	1	2
342	на вопрос	3	2
343	и та	1	2
344	никак не	1	2
345	и во	3	2
346	это было	2	2
347	заключается в	1	2
348	во втором	1	2
349	что только	2	2
350	сказали что	1	2
351	ее смысл	1	2
352	как нечто	1	2
353	на такой	1	2
354	и они	2	2
355	только очень	1	2
356	его и	1	2
357	допустим что	2	2
358	мы можем	12	2
359	не говорит	1	2
360	о которых	3	2
361	а потому	5	2
362	в особенности	1	2
363	на ее	1	2
364	превращается в	2	2
365	них и	1	2
366	ничем не	2	2
367	именно так	1	2
368	когда же	1	2
369	что из	1	2
370	значит то	3	2
371	если не	4	2
372	чувственности и	1	2
373	сказать даже	1	2
374	оно только	1	2
375	какого бы	1	2
376	который мы	1	2
377	а потом	1	2
378	другою в	1	2
379	в первой	1	2
380	понимание в	1	2
381	в более	1	2
382	в с	1	2
383	с другою	1	2
384	тоже есть	1	2
385	же оно	1	2
386	есть уже	1	2
387	не я	1	2
388	отношении к	2	2
389	к ее	1	2
390	вопрос как	1	2
391	может и	1	2
392	состоит из	1	2
393	была бы	1	2
394	от всех	1	2
395	что то	1	2
396	это так	1	2
397	но еще	1	2
398	в своих	1	2
399	так же	2	2
400	во всяком	7	2
401	этой точки	1	2
402	смысле что	1	2
403	происходит понимание	1	1
404	с новыми	1	1
405	я и	1	1
406	ли мы	2	1
407	также что	2	1
408	чтобы не	1	1
409	и объясняется	1	1
410	о различии	1	1
411	только потому	2	1
412	сразу и	1	1
413	сознании но	1	1
414	между двумя	6	1
415	чего не	2	1
416	бы очень	1	1
417	не имеют	2	1
418	выражается в	2	1
419	с таким	3	1
420	уже по	1	1
421	когда уже	1	1
422	для своего	1	1
423	что если	6	1
424	которую мы	1	1
425	в которой	5	1
426	что уже	1	1
427	говоря и	1	1
428	из своих	1	1
429	можно различить	1	1
430	которой как	1	1
431	время как	4	1
432	и другая	1	1
433	и заставляет	1	1
434	уже в	5	1
435	при таких	3	1
436	не иметь	1	1
437	и самого	1	1
438	на другом	2	1
439	и на	8	1
440	между собой	1	1
441	этом единстве	1	1
442	цвет и	1	1
443	с его	2	1
444	и большая	1	1
445	ними в	1	1
446	говорит нам	1	1
447	то мы	2	1
448	проявление ее	1	1
449	итак мы	1	1
450	а тем	1	1
451	могло быть	1	1
452	и и	1	1
453	по числу	1	1
454	смысле мы	1	1
455	одном и	1	1
456	только тогда	3	1
457	если в	3	1
458	ответ на	1	1
459	в общем	2	1
460	отличие от	1	1
461	несколько более	1	1
462	и сознательное	1	1
463	и чем	1	1
464	один и	1	1
465	и предмету	1	1
466	которые не	3	1
467	представим себе	1	1
468	в истории	1	1
469	стороны и	1	1
470	что как	1	1
471	легко заключить	1	1
472	сознания но	1	1
473	перед нами	1	1
474	хотя и	3	1
475	смысл но	1	1
476	это определение	2	1
477	и свою	1	1
478	ясно и	1	1
479	о самом	1	1
480	потом уже	2	1
481	в разнообразных	1	1
482	мы получаем	1	1
483	бы с	1	1
484	есть для	1	1
485	все эти	2	1
486	субъективно то	1	1
487	чем бы	3	1
488	всего к	1	1
489	само оно	1	1
490	какое именно	1	1
491	и кто	1	1
492	тому же	1	1
493	как он	4	1
494	но на	2	1
495	она именно	1	1
496	главным образом	4	1
497	при этом	13	1
498	она еще	1	1
499	знали что	1	1
500	выражение даже	1	1
501	равно и	2	1
502	нам быть	1	1
503	но само	1	1
504	и еще	1	1
505	действительно есть	1	1
506	свою собственную	1	1
507	и совершенно	1	1
508	он должен	1	1
509	к одному	1	1
510	не к	1	1
511	не как	3	1
512	которому она	1	1
513	мере как	1	1
514	том чтобы	1	1
515	слово или	1	1
516	но полученные	1	1
517	быть с	1	1
518	и творческого	1	1
519	какой бы	1	1
520	одной и	2	1
521	из него	1	1
522	его от	1	1
523	смысле как	2	1
524	и по	2	1
525	может понять	1	1
526	в определенное	1	1
527	вывести из	1	1
528	имеют в	1	1
529	обе они	1	1
530	разница между	2	1
531	на каком	1	1
532	такой вопрос	1	1
533	может стать	2	1
534	и внешнее	1	1
535	нас есть	1	1
536	не простое	1	1
537	во многом	1	1
538	в них	5	1
539	далеко не	3	1
540	звуками как	1	1
541	бы было	1	1
542	а за	1	1
543	не всегда	1	1
544	действуют на	1	1
545	предмета в	2	1
546	и того	6	1
547	одного и	6	1
548	пусть мы	1	1
549	нужно чтобы	1	1
550	этом случае	1	1
551	остается только	2	1
552	и без	1	1
553	представить себе	1	1
554	в котором	4	1
555	то его	1	1
556	в отличие	1	1
557	стало быть	4	1
558	смысле а	1	1
559	поэтому в	1	1
560	единство и	1	1
561	но эта	1	1
562	втором случае	1	1
563	совершенно иначе	1	1
564	с такою	2	1
565	на другую	1	1
566	тем самым	4	1
567	какое бы	1	1
568	что слияние	1	1
569	случае мы	1	1
570	сам он	1	1
571	например и	1	1
572	раз и	1	1
573	сознании в	1	1
574	отдельно от	1	1
575	согласится что	1	1
576	в какое	3	1
577	можно понимать	1	1
578	что с	2	1
579	от нас	1	1
580	есть прежде	2	1
581	есть а	1	1
582	не имеет	6	1
583	например что	2	1
584	на меня	1	1
585	средствами и	1	1
586	находятся в	1	1
587	всего на	1	1
588	в наше	1	1
589	находиться в	2	1
590	что звук	1	1
591	ровно ничего	1	1
592	по своей	1	1
593	не вытекает	1	1
594	это слово	1	1
595	и звук	4	1
596	в сознании	23	1
597	которое не	1	1
598	до того	1	1
599	себе это	1	1
600	только с	1	1
601	уже и	1	1
602	зрение и	1	1
603	в каком	3	1
604	необходимо предполагает	1	1
605	только от	3	1
606	не могут	7	1
607	могут быть	8	1
608	указать на	1	1
609	понять что	1	1
610	для обозначения	2	1
611	отсюда вытекает	2	1
612	отличное от	2	1
613	ничего общего	1	1
614	существует только	2	1
615	что вы	1	1
616	в применении	1	1
617	замечаем что	1	1
618	его звуком	1	1
619	же корень	1	1
620	они стали	1	1
621	понимания? что	1	1
622	из всего	1	1
623	как не	3	1
624	на нем	1	1
625	изменения в	1	1
626	в тюрьму	1	1
627	только при	1	1
628	на нашу	1	1
629	с каким	2	1
630	и от	3	1
631	только не	1	1
632	отделиться от	1	1
633	с самого	2	1
634	то время	4	1
635	на том	1	1
636	если они	1	1
637	что у	2	1
638	в другом	2	1
639	на нее	1	1
640	тело которое	1	1
641	здесь как	1	1
642	на которую	1	1
643	для самой	1	1
644	быть может	7	1
645	будет уже	1	1
646	образ или	1	1
647	из звуков	1	1
648	связанное с	1	1
649	языка или	1	1
650	условиях не	1	1
651	звук или	1	1
652	или только	1	1
653	кого не	1	1
654	то они	1	1
655	или от	2	1
656	той степени	1	1
657	таким же	1	1
658	на что	1	1
659	от силы	1	1
660	самому себе	1	1
661	нас в	2	1
662	связанной с	1	1
663	мы понимаем	1	1
664	что или	1	1
665	к истине	1	1
666	связь между	2	1
667	звуков это	1	1
668	язык и	1	1
669	как внутреннее	1	1
670	от них	3	1
671	с нами	2	1
672	на одном	1	1
673	уже перестает	1	1
674	частью в	1	1
675	этого имени	1	1
676	но конечно	1	1
677	вслед за	3	1
678	понимаю и	1	1
679	а именно	1	1
680	этом по	1	1
681	не зная	2	1
682	и внимание	1	1
683	к которому	2	1
684	что здесь	1	1
685	образом можно	1	1
686	этом смысле	2	1
687	одного из	1	1
688	но с	1	1
689	его собственная	1	1
690	свет и	4	1
691	в какой	2	1
692	внутренней и	1	1
693	чувство не	3	1
694	которое мы	3	1
695	и так	1	1
696	их жизни	1	1
697	деле не	1	1
698	процессов в	1	1
699	не было	6	1
700	в выражении	1	1
701	организма и	1	1
702	заметим что	1	1
703	с одной	4	1
704	на мой	1	1
705	именно на	1	1
706	собою как	1	1
707	для всех	1	1
708	конечно не	1	1
709	не можем	6	1
710	указания на	4	1
711	и у	3	1
712	так можно	1	1
713	ее из	1	1
714	сознание есть	1	1
715	при помощи	1	1
716	очевидно что	3	1
717	себе в	3	1
718	всяком случае	7	1
719	другой но	1	1
720	и также	1	1
721	слова в	5	1
722	сами по	7	1
723	вовсе не	9	1
724	и утверждение	1	1
725	к первой	2	1
726	не о	1	1
727	у него	2	1
728	и цвет	1	1
729	явлений в	1	1
730	звуком в	1	1
731	третье общее	1	1
732	то а	1	1
733	и вместе	4	1
734	в других	4	1
735	бы это	1	1
736	из мысли	1	1
737	существуют только	1	1
738	только звук	3	1
739	другого и	1	1
740	до сих	4	1
741	звуков есть	1	1
742	нельзя сказать	1	1
743	которых мы	3	1
744	не знали	2	1
745	и прежде	1	1
746	души и	4	1
747	к человеку	1	1
748	в некоторых	4	1
749	одной стороны	3	1
750	та и	1	1
751	себе никаких	1	1
752	понимание между	1	1
753	есть непосредственное	1	1
754	стремится к	1	1
755	зависит от	2	1
756	к таким	2	1
757	слово из	1	1
758	его как	1	1
759	как ни	1	1
760	ни звук	1	1
761	же точно	1	1
762	если этот	1	1
763	сам предмет	1	1
764	без которых	1	1
765	этом основании	1	1
766	с предметом	1	1
767	было сказано	1	1
768	ее внутренних	1	1
769	уже давно	1	1
770	нами как	1	1
771	что каждый	1	1
772	или по	2	1
773	к другой	2	1
774	поэтому если	1	1
775	теперь когда	1	1
776	не сразу	2	1
777	может так	1	1
778	знать что	2	1
779	если на	2	1
780	в организме	2	1
781	смысле этого	3	1
782	применении к	1	1
783	форму своего	1	1
784	и другой	1	1
785	в состоянии	6	1
786	распадается на	1	1
787	том смысле	4	1
788	этого слова	6	1
789	слова есть	5	1
790	слова и	3	1
791	выше что	1	1
792	этим последним	1	1
793	сих пор	4	1
794	заставляет нас	1	1
795	природу и	1	1
796	не знаем	2	1
797	ничего кроме	1	1
798	больное и	1	1
799	но для	1	1
800	с бесконечно	1	1
801	даже больше	1	1
802	из чего	1	1
803	к другим	3	1
804	дает возможность	1	1
805	другой как	1	1
806	этот образ	1	1
807	того такая	1	1
808	от той	1	1
809	будет понимать	1	1
810	и человек	3	1
811	тождественно с	2	1
812	или в	2	1
813	имеет дело	1	1
814	сознания и	1	1
815	его с	2	1
816	о котором	2	1
817	тот кто	1	1
818	сам организм	1	1
819	и внешней	1	1
820	или нет	3	1
821	необходимых для	1	1
822	вообще в	1	1
823	как явление	1	1
824	мы должны	2	1
825	всем другим	1	1
826	сродство в	1	1
827	самого субъекта	1	1
828	на одно	1	1
829	на более	2	1
830	мы мыслим	1	1
831	звуки а	1	1
832	к самому	1	1
833	и сила	1	1
834	слово в	1	1
835	только как	6	1
836	другой стороны	2	1
837	дело с	1	1
838	него то	1	1
839	только о	1	1
840	сила и	1	1
841	мысли но	2	1
842	от слова	3	1
843	в действительности	2	1
844	этот звук	4	1
845	но эти	2	1
846	есть следовательно	1	1
847	два человека	1	1
848	то оно	1	1
849	других явлений	1	1
850	я могу	1	1
851	в противоположность	1	1
852	они относятся	1	1
853	к этому	2	1
854	думать что	3	1
855	можно назвать	2	1
856	в таком	4	1
857	они не	4	1
858	не имеющее	1	1
859	которая не	1	1
