N	2gram	Bakhtin_Pr_3	NovoeSre
173	на нее	2	1
174	мы уже	6	1
175	не с	2	1
176	еще в	3	1
177	дурной бесконечности	4	1
178	героя но	2	1
179	с ним	8	1
180	представляется еще	1	1
181	можно сказать	1	1
182	смысле и	1	1
183	говорить о	3	1
184	на себя	1	1
185	как я	3	1
186	и человека	1	1
187	то это	1	1
188	жизни мир	1	1
189	только так	2	1
190	в виду	3	1
191	зависимости от	1	1
192	не способен	1	1
193	это я	5	1
194	вопрос об	1	1
195	на нем	1	1
196	на них	5	1
197	стиль ее	2	1
198	себя а	1	1
199	что его	3	1
200	в чем	5	1
201	не могу	3	1
202	других людей	1	1
203	и во	3	1
204	нет у	1	1
205	по многим	1	1
206	все в	1	1
207	не могут	1	1
208	своего рода	2	1
209	к нему	14	1
210	нем не	1	1
211	то он	1	1
212	переходит в	2	1
213	черты и	1	1
214	в его	22	1
215	в эти	2	1
216	менее всего	1	1
217	себе и	5	1
218	отличие от	2	1
219	не хотел	1	1
220	и только	2	1
221	и она	1	1
222	в значительной	1	1
223	к которому	2	1
224	в своем	2	1
225	как например	1	1
226	в формах	1	1
227	после катастрофы	1	1
228	к дурной	2	1
229	говорит что	1	1
230	человека в	1	1
231	к последнему	1	1
232	что он	23	1
233	всего как	1	1
234	особое место	1	1
235	только в	6	1
236	во всем	3	1
237	по своей	1	1
238	в этот	2	1
239	в самом	8	1
240	к чему	2	1
241	приходят в	1	1
242	не хочет	2	1
243	а во-вторых	1	1
244	эпохи не	1	1
245	бы сказать	1	1
246	он в	4	1
247	тоже не	1	1
248	же и	2	1
249	для всех	1	1
250	и у	5	1
251	уже в	3	1
252	противостоит не	1	1
253	в большинстве	2	1
254	человек не	1	1
255	вообще не	2	1
256	него и	2	1
257	в статье	1	1
258	большинстве случаев	3	1
259	из них	5	1
260	одному из	1	1
261	все еще	1	1
262	для того	1	1
263	к внутренней	1	1
264	и их	1	1
265	всяком случае	5	1
266	и нового	1	1
267	нуждается в	3	1
268	к одному	3	1
269	слова в	7	1
270	в конце	5	1
271	не для	2	1
272	но ведь	1	1
273	таков стиль	1	1
274	друг друга	2	1
275	не случайно	1	1
276	человек как	1	1
277	всех своих	1	1
278	себе всякое	1	1
279	тем что	4	1
280	заключает в	1	1
281	к той	1	1
282	в нее	1	1
283	и вместе	1	1
284	но все	5	1
285	это конечно	1	1
286	значительной степени	1	1
287	значение в	1	1
288	не были	1	1
289	выходит за	2	1
290	в глубине	1	1
291	из всех	1	1
292	них не	1	1
293	знает что	3	1
294	с другими	4	1
295	главной задачей	1	1
296	было бы	2	1
297	он есть	2	1
298	в социальной	1	1
299	лишь на	2	1
300	и быть	1	1
301	было и	2	1
302	передо мной	3	1
303	себя и	8	1
304	борьба за	1	1
305	в отличие	2	1
306	что не	7	1
307	но оно	1	1
308	обратиться к	1	1
309	что будет	1	1
310	может еще	1	1
311	не верит	1	1
312	нет в	2	1
313	очень любят	1	1
314	в этой	1	1
315	ничем не	1	1
316	этого не	3	1
317	всю жизнь	2	1
318	власти и	1	1
319	жизнь в	1	1
320	отказаться от	2	1
321	этом я	1	1
322	ее на	1	1
323	когда она	2	1
324	и того	2	1
325	он и	5	1
326	одного и	1	1
327	и ему	2	1
328	перед собой	1	1
329	себя на	1	1
330	которые будут	1	1
331	в эту	1	1
332	в этих	1	1
333	во время	2	1
334	и продолжал	1	1
335	уже давно	1	1
336	в такой	3	1
337	к себе	17	1
338	в котором	3	1
339	только для	1	1
340	одну из	1	1
341	а само	1	1
342	не столько	1	1
343	нет ни	2	1
344	пр в	1	1
345	и мир	2	1
346	с миром	3	1
347	не удалось	2	1
348	оно должно	2	1
349	но он	3	1
350	в мир	1	1
351	эти черты	1	1
352	мы должны	5	1
353	и более	1	1
354	есть еще	1	1
355	их в	3	1
356	слова все	1	1
357	что этот	1	1
358	быть не	1	1
359	по себе	3	1
360	в той	2	1
361	нас к	1	1
362	будто бы	2	1
363	и стремится	1	1
364	сих пор	1	1
365	так как	4	1
366	обращения к	1	1
367	хочет и	1	1
368	мире а	2	1
369	в сущности	11	1
370	это уже	2	1
371	от жизни	1	1
372	убеждения в	1	1
373	было лишь	1	1
374	до сих	1	1
375	из их	1	1
376	в силах	2	1
377	могу уже	1	1
378	того и	1	1
379	которая в	1	1
380	а к	2	1
381	а во	1	1
382	бы он	4	1
383	мыслей и	2	1
384	к ней	2	1
385	я хочу	2	1
386	и его	16	1
387	тут мы	1	1
388	вот этот	2	1
389	или не	1	1
390	все более	1	1
391	замечательно что	1	1
392	для другого	2	1
393	давно уже	1	1
394	вступает в	2	1
395	возможно лишь	1	1
396	разложения и	1	1
397	нет ничего	1	1
398	в высшем	1	1
399	в свою	1	1
400	от всех	1	1
401	того же	2	1
402	направлена на	1	1
403	в речах	8	1
404	есть только	3	1
405	про себя	3	1
406	вселенной а	1	1
407	в которой	2	1
408	эти слова	3	1
409	было быть	1	1
410	не верят	1	1
411	он узнает	1	1
412	во всяком	5	1
413	того времени	2	1
414	я могу	1	1
415	оно не	1	1
416	дурная бесконечность	1	1
417	который не	1	1
418	как на	2	1
419	него как	1	1
