N	2gram	Tiupa_Lite_2	Myslijsy
492	могут служить	2	1
493	именно так	1	1
494	искусства то	2	1
495	как радость	1	1
496	не видит	2	1
497	все то	1	1
498	одно слово	1	1
499	эти слова	1	1
500	произнося в	1	1
501	но факт	1	1
502	усомниться в	1	1
503	со словом	1	1
504	какого бы	1	1
505	к своему	2	1
506	своей души	1	1
507	а если	2	1
508	что же	1	1
509	это его	2	1
510	и вполне	1	1
511	ни одно	1	1
512	не одни	1	1
513	с этой	2	1
514	этом случае	2	1
515	его собственный	1	1
516	и о	1	1
517	занимает в	1	1
518	его собственная	1	1
519	этот образ	1	1
520	за его	1	1
521	при таком	1	1
522	это как	2	1
523	вновь и	1	1
524	необходимых для	1	1
525	суровым что	1	1
526	индивидуального бытия	1	1
527	в зависимость	1	1
528	что а	1	1
529	до тех	1	1
530	к ее	1	1
531	и сила	1	1
532	но эта	1	1
533	из тех	2	1
534	самые светлые	1	1
535	от всех	1	1
536	сказали бы	1	1
537	в последнем	1	1
538	и еще	2	1
539	есть и	1	1
540	который не	1	1
541	время не	1	1
542	сила и	2	1
543	жизни и	4	1
544	ее в	1	1
545	в своих	2	1
546	то оно	1	1
547	снова и	1	1
548	этой точки	1	1
